Date,HMY,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-11-06,1.0,-1.246545768566494,-4.245970063327576,-0.0,-4.181491076568797,-3.718767990788716,0.0
2018-11-07,1.0,-1.2572759022118742,-4.303550640279394,-0.0,-4.226571594877765,-3.764260768335274,0.0
2018-11-08,1.0,-1.089061824470385,-4.326560023058078,-0.0,-4.187346879953884,-3.808329730508719,0.0
2018-11-09,1.0,-1.0869314910765688,-4.320092112838227,-0.0,-4.183362118595279,-3.802389176741508,0.0
2018-11-12,1.0,-1.0474538642985987,-4.103787983904538,-0.0,-4.0632718190647985,-3.660885250450951,0.0
2018-11-13,1.0,-0.8798900955122335,-3.875049064503467,-0.0,-3.867591259976449,-3.461337171267827,0.0
2018-11-14,1.0,-0.8811143081349725,-3.8727439183886996,-0.0,-3.8652890400209263,-3.4595867120062773,0.0
2018-11-15,1.0,-0.8972000000000001,-3.97,-0.0,-3.9741333333333335,-3.4920000000000004,0.0
2018-11-16,1.0,-0.867204791042833,-3.8483270407499024,-0.0,-3.8769691446426244,-3.4266371566202314,0.0
2018-11-19,1.0,-0.8722988804998698,-3.846263993751627,-0.0,-3.8737307992710233,-3.4251497005988027,0.0
2018-11-20,1.0,-0.6628190329613954,-3.7810696421700656,-0.0,-3.875464922406054,-3.5059638322431703,0.0
2018-11-21,1.0,-0.6665006846757127,-3.67733100958546,-0.0,-3.7908626913979835,-3.3138304493962405,0.0
2018-11-23,1.0,-0.6692269573835481,-3.6152130822596633,-0.0,-3.7969524281466795,-3.3072348860257677,0.0
2018-11-26,1.0,-0.6669135802469135,-3.6081481481481483,-0.0,-3.7791358024691357,-3.2914814814814815,0.0
2018-11-27,1.0,-0.6332403651115618,-3.7645791075050705,-0.0,-3.894016227180527,-3.385522312373225,0.0
2018-11-28,1.0,-0.6351265420323031,-3.791301030141167,-0.0,-3.898766374157446,-3.3924710670227642,0.0
2018-11-29,1.0,-0.47645362806343106,-3.5681162902450745,-0.0,-3.7083133109082174,-3.2605718404613167,0.0
2018-11-30,1.0,-0.47492802303262954,-3.563939539347409,-0.0,-3.7054942418426102,-3.2517994241842607,0.0
2018-12-03,1.0,-0.4676015473887814,-3.600942940038685,-0.0,-3.739966150870406,-3.2804642166344293,0.0
2018-12-04,1.0,-0.4248084291187739,-3.5943486590038316,-0.0,-3.7018678160919545,-3.252035440613027,0.0
2018-12-06,1.0,-0.40756566545180345,-3.5925600100540405,-0.0,-4.122282267186126,-3.4451426416991326,0.0
2018-12-07,1.0,-0.41803072273986397,-3.598967514479979,-0.0,-4.131956685973306,-3.442205993452531,0.0
2018-12-10,1.0,-0.26464370103220997,-3.6361149110807114,-0.0,-4.160054719562243,-3.3755751772167644,0.0
2018-12-11,1.0,-0.2529788034616832,-3.6756553367615705,-0.0,-4.187507838956479,-3.4260629624984325,0.0
2018-12-12,1.0,-0.26232194630026473,-3.693684608597,-0.0,-4.2112693810664314,-3.4381696709945797,0.0
2018-12-13,1.0,-0.25984251968503935,-3.6490438695163103,-0.0,-4.186601674790651,-3.4029496312960883,0.0
2018-12-14,1.0,-0.2794650668666417,-3.600549931258593,-0.0,-4.213973253343332,-3.404449443819523,0.0
2018-12-17,1.0,-0.20516569200779727,-3.518274853801169,-0.0,-4.076632553606238,-3.3830409356725144,0.0
2018-12-18,1.0,-0.1311147253847116,-3.597147504066058,-0.0,-4.236707118728888,-3.545852621043413,0.0
2018-12-19,1.0,-0.13922624264429698,-3.5978465005634157,-0.0,-4.236258920746213,-3.5470138975835734,0.0
2018-12-20,1.0,-0.12885662431941924,-3.4335148215366,-0.0,-4.120992135511192,-3.4158499697519664,0.0
2018-12-21,1.0,-0.10884266938879673,-3.676661988005615,-0.0,-4.43039428352686,-3.5440857470971037,0.0
2018-12-24,1.0,-0.006553728205762334,-3.494373686162978,-0.0,-4.315939161617411,-3.5486583405465564,0.0
2018-12-26,1.0,-0.0,-3.6233653007846556,-0.0,-4.284468800597833,-3.5470170631460953,0.0
2018-12-27,1.0,-0.0,-3.3415259172976124,-0.0,-3.810366919044846,-3.4963308095515435,0.0
2018-12-28,1.0,-0.0,-3.395132847401834,-0.0,-3.8421114507406537,-3.5191629438043734,0.0
2018-12-31,1.0,-0.0,-3.393344308560677,-0.0,-3.844190968955785,-3.521519285042333,0.0
2019-01-02,1.0,-0.0,-3.3715521271622255,-0.0,-3.8161524076671345,-3.499883122954652,0.0
2019-01-03,1.0,-0.0,-3.3582159077675557,-0.0,-3.827646442296495,-3.4596483055781997,0.0
2019-01-04,1.0,-0.0,-3.5957420775724946,-0.0,-3.9380888290713325,-3.701578367796403,0.0
2019-01-07,1.0,-0.0,-3.5032258064516126,-0.0,-3.9924528301886792,-3.677054169202678,0.0
2019-01-08,1.0,-0.0,-3.4229885057471265,-0.0,-4.022746521476104,-3.653478523895947,0.0
2019-01-09,1.0,-0.0,-3.356335657610002,-0.0,-4.001923539312335,-3.6638615051695114,0.0
2019-01-10,1.0,-0.0,-3.3283938814531546,-0.0,-3.984106118546845,-3.637786806883365,0.0
2019-01-11,1.0,-0.0,-3.325066861171894,-0.0,-4.0752492098225135,-3.7563822027716993,0.0
2019-01-14,1.0,-0.0,-3.3411750365675283,-0.0,-4.093856655290102,-3.754144319843978,0.0
2019-01-15,1.0,-0.0,-3.3216731898238745,-0.0,-4.094178082191781,-3.815068493150685,0.0
2019-01-16,1.0,-0.0,-3.3197171076697964,-0.0,-4.007438117302768,-3.8664796975978537,0.0
2019-01-17,1.0,-0.0,-3.303380350194553,-0.0,-3.999878404669261,-3.856152723735409,0.0
2019-01-18,1.0,-0.0,-3.4016736401673637,-0.0,-4.168885507797642,-4.108533029035121,0.0
2019-01-22,1.0,-0.0,-3.4012730227518957,-0.0,-4.830985915492957,-4.310671722643554,0.0
2019-01-23,1.0,-0.0,-3.1673183227720103,-0.0,-4.866388027504382,-4.448833760280436,0.0
2019-01-24,1.0,-0.0,-3.159087842396438,-0.0,-4.888678990689516,-4.445688840912157,0.0
2019-01-25,1.0,-0.0,-2.8957126303592116,-0.0,-5.648030127462341,-4.940614136732329,0.0
2019-01-28,1.0,-0.0,-2.779394812680115,-0.0,-5.7341498559077815,-4.895677233429395,0.0
2019-01-29,1.0,-0.0,-2.9362691890215533,-0.0,-6.192122809737944,-5.377888044658087,0.0
2019-01-30,1.0,-0.0,-3.014230892228974,-0.0,-6.388711224816118,-5.586984330028781,0.0
2019-01-31,1.0,-0.0,-3.286292451170157,-0.0,-6.91201830019356,-6.398029209924336,0.0
2019-02-01,1.0,-0.0,-3.312544547398432,-0.0,-7.04383464005702,-6.462580185317177,0.0
2019-02-04,1.0,-0.0,-3.318659775441098,-0.0,-7.041882017465693,-6.461771520228123,0.0
2019-02-05,1.0,-0.0,-3.3310798465192764,-0.0,-7.19093732870455,-6.749497533345514,0.0
2019-02-06,1.0,-0.0,-3.2827951103813175,-0.0,-7.189928845101259,-6.772304324028463,0.0
2019-02-07,1.0,-0.0,-3.281392381993803,-0.0,-7.1789684709312915,-6.764716602879534,0.0
2019-02-08,1.0,-0.0,-3.289357798165138,-0.0,-7.310825688073395,-6.748440366972477,0.0
2019-02-11,1.0,-0.0,-3.3100643208475216,-0.0,-7.589292470677262,-7.0187287173666295,0.0
2019-02-12,1.0,-0.0,-3.4545099570480278,-0.0,-7.86665365091761,-7.202459976571652,0.0
2019-02-13,1.0,-0.0,-3.78665568369028,-0.0,-8.28171334431631,-7.524917627677101,0.0
2019-02-14,1.0,-0.0,-3.5297728667894415,-0.0,-8.413341518313896,-7.519541641088602,0.0
2019-02-15,1.0,-0.0,-3.6817437576749894,-0.0,-8.334834220221039,-7.450061399918133,0.0
2019-02-19,1.0,-0.0,-3.5684706847068473,-0.0,-8.468019680196802,-7.463509635096352,0.0
2019-02-20,1.0,-0.0,-3.629660144181256,-0.0,-8.48280123583934,-7.48486096807415,0.0
2019-02-21,1.0,-0.0,-3.6180457212219297,-0.0,-8.310540157798908,-7.302043293546428,0.0
2019-02-22,1.0,-0.0,-3.6054640417838493,-0.0,-8.259341100843713,-7.2235837685817605,0.0
2019-02-25,1.0,-0.0,-3.449519702019212,-0.0,-8.088414036463439,-7.06606547735738,0.0
2019-02-26,1.0,-0.0,-3.456896551724138,-0.0,-8.088753918495298,-7.046630094043887,0.0
2019-02-27,1.0,-0.0,-3.4699345108156385,-0.0,-8.250049613018456,-7.125223258583053,0.0
2019-02-28,1.0,-0.0,-3.5243362831858405,-0.0,-8.368664521319388,-7.2196299275945295,0.0
2019-03-01,1.0,-0.0,-3.47832939322301,-0.0,-8.18321513002364,-7.039007092198582,0.0
2019-03-04,1.0,-0.0,-3.4491609081934844,-0.0,-8.140572556762093,-7.153603158933859,0.0
2019-03-05,1.0,-0.0,-3.23177033492823,-0.0,-7.994641148325359,-6.912344497607656,0.0
2019-03-06,1.0,-0.0,-3.2149532710280373,-0.0,-7.9748235742895295,-6.883272935342362,0.0
2019-03-07,1.0,-0.0,-2.9563062236093263,-0.0,-7.803561593537728,-6.598861758766294,0.0
2019-03-08,1.0,-0.0,-2.75351858534825,-0.0,-7.837603753157706,-6.452905088415735,0.0
2019-03-11,1.0,-0.0,-2.95916373583431,-0.0,-8.394685423993748,-7.185228604923799,0.0
2019-03-12,1.0,-0.0,-3.1845662324895554,-0.0,-10.876136642909806,-9.515360039321703,0.0
2019-03-13,1.0,-0.0,-3.4618330354863414,-0.0,-11.273934133265254,-9.793719683431197,0.0
2019-03-14,1.0,-0.0,-3.4287151118933874,-0.0,-11.082725672617551,-9.633140558209705,0.0
2019-03-15,1.0,-0.0,-3.4017400204708292,-0.0,-11.266888433981576,-9.919907881269193,0.0
2019-03-18,1.0,-0.0,-3.412463627546072,-0.0,-10.51333656644035,-9.322502424830263,0.0
2019-03-19,1.0,-0.0,-3.3695912024862538,-0.0,-10.284484819507531,-9.252211331580206,0.0
2019-03-20,1.0,-0.0,-3.2767425810904074,-0.0,-9.804002760524499,-8.923625488842879,0.0
2019-03-21,1.0,-0.0,-3.41362763915547,-0.0,-10.483445297504797,-9.09524952015355,0.0
2019-03-22,1.0,-0.0,-3.139019476158496,-0.0,-9.925901052160286,-8.321468547123349,0.0
2019-03-25,1.0,-0.0,-2.225800039753528,-0.0,-9.148678195189824,-7.502285827867223,0.0
2019-03-26,1.0,-0.0,-2.3362619808306713,-0.0,-9.082068690095847,-7.549720447284344,0.0
2019-03-27,1.0,-0.0,-2.237254114813328,-0.0,-9.227017262143717,-7.607988759534322,0.0
2019-03-28,1.0,-0.0,-2.0375813953488375,-0.0,-8.448372093023256,-7.118511627906977,0.0
2019-03-29,1.0,-0.0,-2.047969052224371,-0.0,-8.826499032882012,-7.467891682785299,0.0
2019-04-01,1.0,-0.0,-2.048707381041589,-0.0,-8.49344323716748,-7.19145747470963,0.0
2019-04-02,1.0,-0.0,-2.3005723307677126,-0.0,-9.153345174659561,-7.281626208802053,0.0
2019-04-03,1.0,-0.0,-2.303969978273751,-0.0,-9.174402528145368,-7.272763183883073,0.0
2019-04-04,1.0,-0.0,-2.285658075939406,-0.0,-9.082234900649222,-7.305528231359434,0.0
2019-04-05,1.0,-0.0,-2.2614496216646756,-0.0,-9.22700119474313,-7.423735563520509,0.0
2019-04-08,1.0,-0.0,-2.209786053882726,-0.0,-9.202852614896988,-7.397187004754359,0.0
2019-04-09,1.0,-0.0,-2.1382571946065605,-0.0,-9.541557657476353,-7.444958744214127,0.0
2019-04-10,1.0,-0.0,-2.082429944773982,-0.0,-9.826753937410514,-7.544896706893025,0.0
2019-04-11,1.0,-0.0,-2.0274031256690215,-0.0,-10.502247912652537,-7.879254977520873,0.0
2019-04-12,1.0,-0.0,-2.036281665951052,-0.0,-10.534134821811936,-7.897810218978101,0.0
2019-04-15,1.0,-0.0,-2.0839895013123364,-0.0,-10.699475065616799,-8.088801399825021,0.0
2019-04-16,1.0,-0.0,-2.093565976008724,-0.0,-10.66215921483097,-8.054525627044711,0.0
2019-04-17,1.0,-0.0,-1.9907854322071084,-0.0,-10.869240895129442,-8.079201404124616,0.0
2019-04-18,1.0,-0.0,-1.9844536895117144,-0.0,-10.781913728924895,-8.129844536895117,0.0
2019-04-22,1.0,-0.0,-1.9969585053226158,-0.0,-10.663480338909407,-8.06452313708451,0.0
2019-04-23,1.0,-0.0,-2.0275921534813537,-0.0,-10.574261694330675,-7.954516059495581,0.0
2019-04-24,1.0,-0.0,-1.908100021372088,-0.0,-10.497114768112844,-7.966873263517845,0.0
2019-04-25,1.0,-0.0,-1.8667087807959573,-0.0,-10.385133712360497,-7.805222152032007,0.0
2019-04-26,1.0,-0.0,-1.7900658034387604,-0.0,-10.586287412438972,-7.850562513266823,0.0
2019-04-29,1.0,-0.0,-1.747624076029567,-0.0,-10.528405491024287,-7.843294614572333,0.0
2019-04-30,1.0,-0.0,-1.7469282172882086,-0.0,-10.791549902996334,-8.017891787023066,0.0
2019-05-01,1.0,-0.0,-1.7629000653167866,-0.0,-10.936207271935555,-8.073372523405181,0.0
2019-05-02,1.0,-0.0,-1.7308178752107926,-0.0,-10.448777403035413,-7.899873524451938,0.0
2019-05-03,1.0,-0.0,-1.718776371308017,-0.0,-10.468143459915613,-7.910337552742616,0.0
2019-05-06,1.0,-0.0,-1.511930585683297,-0.0,-10.910845986984816,-8.269197396963124,0.0
2019-05-07,1.0,-0.0,-1.5344940152339501,-0.0,-10.931447225244831,-8.2968443960827,0.0
2019-05-08,1.0,-0.0,-1.744125939849624,-0.0,-11.697838345864662,-9.054276315789474,0.0
2019-05-09,1.0,-0.0,-1.7311375846764774,-0.0,-11.64704508292455,-8.98084559682317,0.0
2019-05-10,1.0,-0.0,-1.7251162790697674,-0.0,-11.617674418604652,-8.913023255813954,0.0
2019-05-13,1.0,-0.0,-1.7322017916077324,-0.0,-11.775341819896276,-9.066478076379067,0.0
2019-05-14,1.0,-0.0,-1.265584568336862,-0.0,-12.116443189837685,-9.142084215478711,0.0
2019-05-15,1.0,-0.0,-1.31009559337841,-0.0,-12.1065516437398,-8.898810911634415,0.0
2019-05-16,1.0,-0.0,-1.3551667060770867,-0.0,-12.257507685031921,-9.033577677938046,0.0
2019-05-17,1.0,-0.0,-1.2960652591170825,-0.0,-12.355806142034547,-9.340451055662188,0.0
2019-05-20,1.0,-0.0,-1.1925765244637263,-0.0,-12.481561822125814,-9.428054953000723,0.0
2019-05-21,1.0,-0.0,-1.2110179640718561,-0.0,-12.3688622754491,-9.372215568862275,0.0
2019-05-22,1.0,-0.0,-1.123536439665472,-0.0,-12.428434886499403,-9.34289127837515,0.0
2019-05-23,1.0,-0.0,-1.0796690307328607,-0.0,-12.404964539007093,-9.156264775413712,0.0
2019-05-24,1.0,-0.0,-0.8332557056357709,-0.0,-12.335817419655331,-9.119236143455986,0.0
2019-05-28,1.0,-0.0,-0.7987918215613383,-0.0,-12.317843866171003,-9.117565055762082,0.0
2019-05-29,1.0,-0.0,-0.8344766541270192,-0.0,-11.726488161097587,-8.56760345209117,0.0
2019-05-30,1.0,-0.0,-0.8020439902243945,-0.0,-11.771161964007996,-8.64407909353477,0.0
2019-05-31,1.0,-0.0,-0.8261731658955717,-0.0,-11.672615113461115,-8.532496144525226,0.0
2019-06-03,1.0,-0.0,-0.9736141370128298,-0.0,-13.147421931735659,-9.086177680948923,0.0
2019-06-04,1.0,-0.0,-0.9454016015530212,-0.0,-13.198980829895659,-9.121815093423928,0.0
2019-06-05,1.0,-0.0,-0.8432507524890022,-0.0,-12.986570965501274,-8.323686038434822,0.0
2019-06-06,1.0,-0.0,-0.9001614018907078,-0.0,-12.805856582891401,-8.351394973483975,0.0
2019-06-07,1.0,-0.0,-1.0273788150807899,-0.0,-12.326077199281867,-8.087971274685817,0.0
2019-06-10,1.0,-0.0,-1.0310740824138707,-0.0,-12.312992569241162,-8.17338437288899,0.0
2019-06-11,1.0,-0.0,-1.0994397759103642,-0.014705882352941176,-12.818394024276376,-8.409897292250232,0.0
2019-06-12,1.0,-0.0,-1.1215686274509804,-0.027912341407151094,-12.628835063437139,-8.289504036908882,0.0
2019-06-13,1.0,-0.0,-1.3295561850802644,-0.19145420207743152,-12.773371104815864,-8.31279508970727,0.0
2019-06-14,1.0,-0.0,-1.2508105604446502,-0.2813802686428902,-12.559518295507178,-8.067160722556737,0.0
2019-06-17,1.0,-0.0,-1.2143351002535148,-0.27932703387877394,-12.525005761696246,-8.02788660981793,0.0
2019-06-18,1.0,-0.0,-1.2415704387990762,-0.2884526558891455,-12.530484988452656,-8.03418013856813,0.0
2019-06-19,1.0,-0.0,-1.1513035381750465,-0.4485567970204842,-12.663873370577281,-8.013733705772813,0.0
2019-06-20,1.0,-0.0,-1.221129070039822,-0.42023893183415323,-12.717966736940737,-8.065354884047787,0.0
2019-06-21,1.0,-0.0,-1.2517369152385363,-0.41106993978693834,-12.523390458545622,-7.9726725335803605,0.0
2019-06-24,1.0,-0.0,-1.1071266454834316,-0.4434861552428506,-12.16817975487971,-7.977530640036314,0.0
2019-06-25,1.0,-0.0,-1.0147363573566657,-0.48123416992862067,-12.409624683398572,-8.119963159106607,0.0
2019-06-26,1.0,-0.0,-1.0046264168401575,-0.3981031690955355,-12.34466805459172,-8.38468656025908,0.0
2019-06-27,1.0,-0.0,-0.9314534617148097,-0.5055020632737277,-12.19738651994498,-8.290692342961945,0.0
2019-06-28,1.0,-0.0,-0.7863989046097672,-0.5422181652213601,-12.228662711090827,-8.263121862163397,0.0
2019-07-01,1.0,-0.0,-0.7225630538513974,-0.5785048852533515,-12.261077027948195,-8.160190865712337,0.0
2019-07-02,1.0,-0.0,-0.8216255094701511,-0.5576600335650923,-12.942939343083196,-8.652841045312876,0.0
2019-07-03,1.0,-0.0,-0.810836961780358,-0.5948234155781326,-13.056361877116592,-8.72762457668118,0.0
2019-07-05,1.0,-0.0,-0.75,-0.5964870067372473,-12.990134744947063,-8.72497593840231,0.0
2019-07-08,1.0,-0.0,-0.7610576923076924,-0.5807692307692308,-12.96923076923077,-8.727644230769231,0.0
2019-07-09,1.0,-0.0,-0.6964599548079338,-0.6090886266633192,-13.618880241024355,-9.182525734371078,0.0
2019-07-10,1.0,-0.0,-0.6250314782170737,-0.5925459581969277,-13.73029463611181,-9.23444976076555,0.0
2019-07-11,1.0,-0.0,-0.5979617834394905,-0.6680254777070064,-13.900891719745223,-9.310828025477706,0.0
2019-07-12,1.0,-0.0,-0.6911076443057722,-0.6677067082683308,-14.175247009880394,-9.46671866874675,0.0
2019-07-15,1.0,-0.0,-0.8607270865335381,-0.809267793138761,-13.840501792114697,-9.091141833077318,0.0
2019-07-16,1.0,-0.0,-0.884802043422733,-0.9238825031928481,-13.761430395913155,-8.972413793103449,0.0
2019-07-17,1.0,-0.0,-0.961841770541847,-0.8847621470363776,-13.689646400407021,-8.902569320783517,0.0
2019-07-18,1.0,-0.0,-0.9707419017763844,-0.9425287356321839,-14.11128526645768,-9.098484848484848,0.0
2019-07-19,1.0,-0.0,-0.9792960662525879,-0.9764492753623188,-13.927277432712215,-8.996894409937887,0.0
2019-07-22,1.0,-0.0,-0.8583889173935351,-0.8953309389430477,-13.824525397639816,-9.075936377629553,0.0
2019-07-23,1.0,-0.0,-0.8951030927835051,-0.8912371134020618,-13.878865979381443,-9.107989690721649,0.0
2019-07-24,1.0,-0.0,-0.9021767637031209,-1.0196695515342251,-14.117492787831106,-9.186729609231577,0.0
2019-07-25,1.0,-0.0,-0.7732617586912065,-1.0508691206543967,-13.852760736196318,-8.885224948875255,0.0
2019-07-26,1.0,-0.0,-0.6746132386507735,-1.0601065178797868,-13.791022064417957,-8.835658128328683,0.0
2019-07-29,1.0,-0.0,-0.5422187581189919,-1.0997661730319563,-14.139776565341645,-9.199012730579371,0.0
2019-07-30,1.0,-0.0,-0.5335968379446641,-1.1507246376811595,-14.302503293807643,-9.363372859025032,0.0
2019-07-31,1.0,-0.0,-0.6867944342347073,-1.1283801522709371,-14.1682856392754,-9.270149645576268,0.0
2019-08-01,1.0,-0.0,-0.7762452107279694,-1.0314176245210729,-13.790549169859517,-8.944316730523628,0.0
2019-08-02,1.0,-0.0,-0.6377717391304348,-1.3032608695652175,-14.70108695652174,-9.532065217391304,0.0
2019-08-05,1.0,-0.0,-0.6009892827699918,-1.2390766694146744,-14.972245122286342,-9.668040670513879,0.0
2019-08-06,1.0,-0.0,-0.6929060360920971,-1.4225264467952705,-16.774113254511512,-11.224019912881145,0.0
2019-08-07,1.0,-0.0,-0.8254830917874397,-1.2022946859903383,-16.179649758454108,-10.985809178743963,0.0
2019-08-08,1.0,-0.0,-0.7876159138498354,-1.1585402333233623,-16.05115166018546,-10.915943763087048,0.0
2019-08-09,1.0,-0.0,-0.5588578088578088,-1.04516317016317,-15.608391608391608,-10.925116550116549,0.0
2019-08-12,1.0,-0.0,-0.46945531146554315,-1.2419500451399337,-16.276256394823953,-11.105627445079746,0.0
2019-08-13,1.0,-0.0,-0.3291793313069909,-1.2112462006079028,-16.561702127659576,-11.292705167173253,0.0
2019-08-14,1.0,-0.0,-0.4472534332084894,-1.2078651685393258,-16.957553058676655,-11.598626716604246,0.0
2019-08-15,1.0,-0.0,-0.7858048162230672,-1.452788339670469,-17.325095057034222,-11.121989860583017,0.0
2019-08-16,1.0,-0.0,-0.7769576379974326,-1.4842747111681642,-17.5497432605905,-11.281450577663671,0.0
2019-08-19,1.0,-0.0,-0.48973042362002567,-1.5850449293966624,-17.787227214377406,-11.230744544287548,0.0
2019-08-20,1.0,-0.0,-0.5476114139147163,-1.6155819172811798,-17.806668804103882,-11.091375440846427,0.0
2019-08-21,1.0,-0.0,-0.6563279857397505,-2.083422459893048,-19.758645276292338,-12.15258467023173,0.0
2019-08-22,1.0,-0.0,-0.6989690721649484,-1.949828178694158,-19.023024054982816,-11.692783505154638,0.0
2019-08-23,1.0,-0.0,-0.6805078929306795,-1.9625943719972545,-18.982498284145507,-11.691832532601236,0.0
2019-08-26,1.0,-0.0,-0.3986954749286588,-2.4455768446799837,-23.04443538524256,-13.877293110476966,0.0
2019-08-27,1.0,-0.0,-0.3379777070063694,-2.339171974522293,-22.47850318471338,-13.653264331210192,0.0
2019-08-28,1.0,-0.0,-0.08940677966101694,-2.6610169491525424,-24.15677966101695,-14.465254237288137,0.0
2019-08-29,1.0,-0.0,-0.0,-2.861135371179039,-25.01528384279476,-14.792139737991265,0.0
2019-08-30,1.0,-0.0,-0.0,-2.9668727915194344,-25.446996466431095,-14.755742049469964,0.0
2019-09-03,1.0,-0.0,-0.0,-3.026076158940397,-23.655629139072847,-13.709023178807946,0.0
2019-09-04,1.0,-0.0,-0.0,-3.038492706645057,-23.07617504051864,-13.404376012965963,0.0
2019-09-05,1.0,-0.0,-0.0,-2.815512048192771,-21.559864457831324,-12.275225903614457,0.0
2019-09-06,1.0,-0.0,-0.0,-3.70078377132319,-26.8298755186722,-14.573536191793453,0.0
2019-09-09,1.0,-0.0,-0.0,-3.7568828744750347,-27.18385440970602,-14.723285114325712,0.0
2019-09-10,1.0,-0.0,-0.0,-4.223073240785065,-27.95500239348971,-14.691239827668742,0.0
2019-09-11,1.0,-0.0,-0.0,-4.406519654841802,-27.9928092042186,-14.539789069990412,0.0
2019-09-12,1.0,-0.0,-0.0,-4.535887487875849,-28.344810863239577,-14.615906886517942,0.0
2019-09-13,1.0,-0.0,-0.0,-4.296713615023474,-27.454929577464792,-14.196713615023475,0.0
2019-09-16,1.0,-0.0,-0.0,-4.315467795016454,-27.480018805829808,-14.219087917254347,0.0
2019-09-17,1.0,-0.0,-0.0,-4.3690761129727145,-28.05840114887506,-14.441838200095741,0.0
2019-09-18,1.0,-0.0,-0.0,-4.336034318398474,-27.9208770257388,-14.407530981887511,0.0
2019-09-19,1.0,-0.0,-0.0,-4.314474304573314,-27.534653465346537,-14.298444130127297,0.0
2019-09-20,1.0,-0.0,-0.0,-4.72718585762064,-27.618729096989966,-14.432393693263258,0.0
2019-09-23,1.0,-0.0,-0.0,-4.973671137605564,-28.63189269746647,-15.07103825136612,0.0
