Date,GLOB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6354539572999783,-1.0343325425921932,-0.1984041406081518,-0.7944360577959888,-0.6505499245201639,0.0
2018-09-25,1.0,-0.6422367226999698,-1.0333174884404304,-0.20647335897325095,-0.793094507583942,-0.6462123503737954,0.0
2018-09-26,1.0,-0.6455230342916523,-1.0383616210599238,-0.21120540353307932,-0.7939037062694839,-0.6407603048146866,0.0
2018-09-27,1.0,-0.6491455764654985,-1.0285528877352368,-0.21401687216093446,-0.7940298507462688,-0.6404931862426995,0.0
2018-09-28,1.0,-0.6496192454136379,-1.0280806507442022,-0.2143907926618207,-0.7940463828314296,-0.6406628591208031,0.0
2018-10-01,1.0,-0.6506837458888696,-1.0269170849922105,-0.21434135364375972,-0.7947464081703306,-0.6408170330621429,0.0
2018-10-02,1.0,-0.6513519359723123,-1.017780661907852,-0.21778066190785206,-0.7963659961064244,-0.6429158555050832,0.0
2018-10-03,1.0,-0.6579223046704497,-1.0450458315146225,-0.2206896551724138,-0.7998254037538193,-0.6414229594063727,0.0
2018-10-04,1.0,-0.6576431035235558,-1.0458018600183383,-0.22119373007902893,-0.7993712614068025,-0.6422302755097585,0.0
2018-10-05,1.0,-0.6531092144225744,-1.0444173488939208,-0.21289844974743077,-0.8015154154328514,-0.6427016199268419,0.0
2018-10-08,1.0,-0.650649519920059,-1.039840118173524,-0.20845462049789285,-0.8045357779032889,-0.641178259547291,0.0
2018-10-09,1.0,-0.6549712693714087,-1.042268849033606,-0.21526205815775726,-0.8031081316385164,-0.6375152359394045,0.0
2018-10-10,1.0,-0.6547577553154409,-1.0445712791913557,-0.21370686650400839,-0.8039386545834785,-0.6399442314395261,0.0
2018-10-11,1.0,-0.612737024367583,-1.0284640398665483,-0.1627180201866633,-0.7819586975801343,-0.6372735335107057,0.0
2018-10-12,1.0,-0.617269544924154,-1.0181280213368895,-0.15810968494749125,-0.7619603267211201,-0.6119353225537589,0.0
2018-10-15,1.0,-0.6202336253650397,-1.0176470588235296,-0.1581143095536087,-0.7639549436795995,-0.6119315811430955,0.0
2018-10-16,1.0,-0.6222389243809763,-1.0129859284312497,-0.1624702492797194,-0.764791849346528,-0.6130527370662658,0.0
2018-10-17,1.0,-0.6035500532917931,-0.9675739936049849,-0.14663441829958188,-0.7599819627777322,-0.6216692629335083,0.0
2018-10-18,1.0,-0.6028772850233626,-0.9664316747274366,-0.1470612345274203,-0.7608000655791458,-0.6215673415853759,0.0
2018-10-19,1.0,-0.5914691172284796,-0.9538893180986459,-0.13406253812060343,-0.7659903224494774,-0.620786402634896,0.0
2018-10-22,1.0,-0.5933092150725581,-0.9478069997154587,-0.1286533067761473,-0.7703751880004878,-0.6247307020039835,0.0
2018-10-23,1.0,-0.5926769731489016,-0.9492676973148902,-0.1259560618388934,-0.7734743694060212,-0.6269324654190398,0.0
2018-10-24,1.0,-0.5936839538286457,-0.9469598439278166,-0.12034628515688506,-0.7750365794179808,-0.6283531133149081,0.0
2018-10-25,1.0,-0.5622616285927731,-0.8936814375024574,-0.11815357999449534,-0.7692761373019306,-0.5884873982621004,0.0
2018-10-26,1.0,-0.5533216442626144,-0.8815897136177674,-0.1115526982271576,-0.7691798168712255,-0.5806740697447886,0.0
2018-10-29,1.0,-0.5411463584891026,-0.8900178391375166,-0.09943380128752037,-0.7628170324982549,-0.5846583417358258,0.0
2018-10-30,1.0,-0.5463509316770186,-0.8904503105590063,-0.10244565217391305,-0.7627329192546584,-0.5800077639751552,0.0
2018-10-31,1.0,-0.5473940048609235,-0.8746190347594615,-0.10489564445816134,-0.7574939238455306,-0.5734732456309556,0.0
2018-11-01,1.0,-0.5705969682762931,-0.8647835599312391,-0.12119081106422877,-0.7678152836380684,-0.5824738240350055,0.0
2018-11-02,1.0,-0.5725574153367069,-0.8523160762942779,-0.12035811599844297,-0.7685480731802258,-0.5787855196574542,0.0
2018-11-05,1.0,-0.5685488578433281,-0.863719500330778,-0.12013075456278945,-0.7694283379382808,-0.5696773942483558,0.0
2018-11-06,1.0,-0.5797287818564415,-0.8736653417504481,-0.11429350791052917,-0.7664250642974046,-0.5626997116358818,0.0
2018-11-07,1.0,-0.5783263891593008,-0.8729021455550797,-0.11650636657451034,-0.7646119699388654,-0.5615824928935789,0.0
2018-11-08,1.0,-0.5658576176857076,-0.8724588389889464,-0.10458375202906392,-0.7584834196490685,-0.5635000386488367,0.0
2018-11-09,1.0,-0.56894881630439,-0.8757410205742183,-0.10248362974156303,-0.7602774226045179,-0.5671664923088846,0.0
2018-11-12,1.0,-0.5691191789806707,-0.8568231799066323,-0.10150854585439253,-0.7673521354990549,-0.5633319186697018,0.0
2018-11-13,1.0,-0.5559765759559077,-0.855245531442569,-0.08278792054196808,-0.7739120450109083,-0.5595361120679756,0.0
2018-11-14,1.0,-0.5555257716167573,-0.8563988665083864,-0.0824844910775829,-0.7745270736003677,-0.5603890633376734,0.0
2018-11-15,1.0,-0.5557428549536434,-0.8572906290705694,-0.08129645237912804,-0.7752662631216,-0.5615661635123745,0.0
2018-11-16,1.0,-0.5568949631449631,-0.8612561425061426,-0.08257831695331697,-0.7767582923832924,-0.561578624078624,0.0
2018-11-19,1.0,-0.5568696720681976,-0.8619537669917826,-0.08117656094001997,-0.7777820443898319,-0.5621688042393058,0.0
2018-11-20,1.0,-0.5428789906327662,-0.8593003249856624,-0.06346778818581533,-0.7838654177021602,-0.5738864461861977,0.0
2018-11-21,1.0,-0.5471662373086832,-0.8500530383391424,-0.07027579936353993,-0.7773147446582817,-0.5436050916805577,0.0
2018-11-23,1.0,-0.5497539951943248,-0.8727640260879516,-0.06235935771768565,-0.7797017430107938,-0.5494107326747779,0.0
2018-11-26,1.0,-0.5495443974227,-0.8757863433604025,-0.06153494223950589,-0.7780700751077052,-0.5476381104883906,0.0
2018-11-27,1.0,-0.5481332218082275,-0.8763592122272071,-0.05699186373659798,-0.7760246369097408,-0.5444833092540492,0.0
2018-11-28,1.0,-0.5485134210326211,-0.8730514789749829,-0.05817048133221808,-0.777013154893164,-0.5452817276252757,0.0
2018-11-29,1.0,-0.5310794021309438,-0.863032265351455,-0.04442603817627348,-0.7759873498738752,-0.5503934339821542,0.0
2018-11-30,1.0,-0.5337203603875297,-0.8662494816601952,-0.04082632789233611,-0.7813925434462999,-0.5475553209937045,0.0
2018-12-03,1.0,-0.53394945303659,-0.8664277631082611,-0.04202187853640136,-0.7817427385892116,-0.5480196152395322,0.0
2018-12-04,1.0,-0.5270265187135603,-0.8680082753432388,-0.044423547113033666,-0.7772804212902013,-0.5448185066766974,0.0
2018-12-06,1.0,-0.5060509670578773,-0.7943768052356405,-0.089941866842163,-0.7638843186720778,-0.501919491060656,0.0
2018-12-07,1.0,-0.5038975297346753,-0.7966697163769442,-0.08633119853613906,-0.766587374199451,-0.5061665141811528,0.0
2018-12-10,1.0,-0.5035113386978787,-0.7983174835406,-0.08251645940014632,-0.7689465983906365,-0.5043891733723482,0.0
2018-12-11,1.0,-0.5025057614222482,-0.7988806379632001,-0.08201338844789113,-0.7686285986026264,-0.5060174854592677,0.0
2018-12-12,1.0,-0.5038972444834778,-0.79858747758627,-0.08314121564752808,-0.7694953708786182,-0.5042631829326307,0.0
2018-12-13,1.0,-0.5080541118360427,-0.812783368351211,-0.07619152935972577,-0.7734896236499688,-0.5155737402779313,0.0
2018-12-14,1.0,-0.5081248387928811,-0.8093518552636427,-0.0783742952945945,-0.7737204760676517,-0.5151258336711007,0.0
2018-12-17,1.0,-0.5002386985421028,-0.8098123462230546,-0.06992031140979031,-0.7656347545077302,-0.5266791524365613,0.0
2018-12-18,1.0,-0.4933562093889172,-0.7999926991311966,-0.05891801124333796,-0.7664452069796306,-0.5317222749507191,0.0
2018-12-19,1.0,-0.5098449015509846,-0.8014886517801489,-0.054192791405419286,-0.7665456678766547,-0.5345579877534559,0.0
2018-12-20,1.0,-0.5014951498796586,-0.786922908613522,-0.06917803223689009,-0.76310991174969,-0.5260010210779665,0.0
2018-12-21,1.0,-0.500526564258997,-0.7906089988016123,-0.06427715437411483,-0.770672186512692,-0.5054290590841414,0.0
2018-12-24,1.0,-0.47434879861461876,-0.7658200447362724,-0.074897178728624,-0.7649902590374487,-0.5276715491738221,0.0
2018-12-26,1.0,-0.477885614009956,-0.7691866919743581,-0.07098091179314545,-0.7478064677864127,-0.5154173978440713,0.0
2018-12-27,1.0,-0.43825984551972563,-0.7364137023310587,-0.07869488413979425,-0.6895500675418239,-0.5207647812684009,0.0
2018-12-28,1.0,-0.43845914019468596,-0.7362732531956907,-0.07874043024907335,-0.6896802577337444,-0.521010149998268,0.0
2018-12-31,1.0,-0.4401288891968679,-0.7341833552768346,-0.07823435659344467,-0.6902501559143511,-0.5219665996812418,0.0
2019-01-02,1.0,-0.4395657753268824,-0.7381125793361774,-0.06638227031526377,-0.6939270974230917,-0.5301911004751501,0.0
2019-01-03,1.0,-0.44504366584322047,-0.7316377300720225,-0.0975609756097561,-0.7087436066942695,-0.49636407919000736,0.0
2019-01-04,1.0,-0.4372766075580387,-0.7338376652670299,-0.09640142971162856,-0.7054863448658778,-0.4972065100461533,0.0
2019-01-07,1.0,-0.40830721003134796,-0.7037276816137386,-0.12607332697287718,-0.6948344009813274,-0.4744445958838762,0.0
2019-01-08,1.0,-0.40635664793684717,-0.7349787996828571,-0.11489537729670102,-0.6992312730531903,-0.4917784135957806,0.0
2019-01-09,1.0,-0.40319581238377294,-0.7227426131276258,-0.11326537640333356,-0.7020111577932364,-0.5025483848749913,0.0
2019-01-10,1.0,-0.3997628348214286,-0.7454659598214287,-0.10466657366071429,-0.7146693638392858,-0.5231933593750001,0.0
2019-01-11,1.0,-0.3981155121270284,-0.7400802652242191,-0.10818356307799684,-0.7158262083406036,-0.5275868085848892,0.0
2019-01-14,1.0,-0.405733840835283,-0.7413835248105597,-0.1096832768795614,-0.7174634214477773,-0.5177218284038132,0.0
2019-01-15,1.0,-0.4018567174636539,-0.7351900507969872,-0.10832019618146786,-0.7257663338588194,-0.5321071991592223,0.0
2019-01-16,1.0,-0.40488301119023395,-0.7371873574911426,-0.10776300557757744,-0.7293647174378223,-0.5287122461149893,0.0
2019-01-17,1.0,-0.40203687445127306,-0.7446532045654083,-0.10423178226514487,-0.7315891132572432,-0.5293415276558384,0.0
