Date,IWF,IWM,MTUM,NET,SPY,VLUE,VXX
2020-05-13,-0.8877785765636234,-0.0709920920201294,-0.8214953271028037,1.0,-0.8142703091301222,-0.0,0.0
2020-05-14,-0.8906092829429516,-0.062329357666331374,-0.8233223164247737,1.0,-0.8162092254634287,-0.0,0.0
2020-05-15,-0.889443447037702,-0.06488330341113105,-0.8240215439856373,1.0,-0.8122800718132854,-0.0,0.0
2020-05-18,-0.8900291671167765,-0.07190954592920673,-0.8292103273198661,1.0,-0.8097295740160598,-0.0,0.0
2020-05-19,-0.9121399400050598,-0.0,-0.898442300046984,1.0,-0.8035707831869602,-0.0,0.0
2020-05-20,-0.9123916184971098,-0.0,-0.8995664739884394,1.0,-0.8007586705202313,-0.0,0.0
2020-05-21,-0.9080459770114941,-0.0,-0.9113713583459842,1.0,-0.7951275934359864,-0.0,0.0
2020-05-22,-0.9096694872351196,-0.0,-0.9093801981630143,1.0,-0.7970637159181312,-0.0,0.0
2020-05-26,-0.9095642740914842,-0.0,-0.9091303561742902,1.0,-0.7972880130175374,-0.0,0.0
2020-05-27,-0.9101395819772908,-0.0,-0.9140088233166991,1.0,-0.7919649960222753,-0.0,0.0
2020-05-28,-0.912064478820298,-0.0,-0.9161124765071562,1.0,-0.7860705508168281,-0.0,0.0
2020-05-29,-0.9120942673317429,-0.0,-0.9158172486084001,1.0,-0.7866695583026097,-0.0,0.0
2020-06-01,-0.9121582525676263,-0.0,-0.9181975987270361,1.0,-0.7860190944597135,-0.0,0.0
2020-06-02,-0.9139816088625009,-0.0,-0.919339656795308,1.0,-0.7870175946709145,-0.0,0.0
2020-06-03,-0.9135565610859728,-0.0,-0.920868778280543,1.0,-0.7854841628959276,-0.0,0.0
2020-06-04,-0.9131948221472861,-0.0,-0.9372348526052432,1.0,-0.7754813445012511,-0.0,0.0
2020-06-05,-0.9153089734750897,-0.0,-0.9390398780797562,1.0,-0.7742298341739541,-0.0,0.0
2020-06-08,-0.9105390825820933,-0.0,-0.9463451721516237,1.0,-0.7635494732268926,-0.0,0.0
2020-06-09,-0.911690191820485,-0.0,-0.9471950778139704,1.0,-0.7604053564965617,-0.0,0.0
2020-06-10,-0.9114515428074751,-0.0,-0.9451687672026655,1.0,-0.7649934810951761,-0.0,0.0
2020-06-11,-0.9119000181126607,-0.0,-0.9483064662198877,1.0,-0.7623256656402825,-0.0,0.0
2020-06-12,-0.8846482788112038,-0.0,-0.9565248378590265,1.0,-0.7223647637374386,-0.0,0.0
2020-06-15,-0.8837358409916649,-0.0,-0.9584312887369095,1.0,-0.7198475457718886,-0.0,0.0
2020-06-16,-0.8881642598631169,-0.0,-0.970258358118035,1.0,-0.7249077292435591,-0.0,0.0
2020-06-17,-0.8848712446351931,-0.0,-0.969384835479256,1.0,-0.7222818311874105,-0.0,0.0
2020-06-18,-0.919223843298666,-0.0,-1.0128624453346073,1.0,-0.742898092683106,-0.0,0.0
2020-06-19,-0.9207061419639575,-0.0,-1.0130930489150423,1.0,-0.7440235380654654,-0.0,0.0
2020-06-22,-0.9242240141389595,-0.0,-1.0075481424205603,1.0,-0.7502485363967746,-0.0,0.0
2020-06-23,-0.9244393710645507,-0.0,-1.0076591670655817,1.0,-0.7501933203225688,-0.0,0.0
2020-06-24,-0.9240894804954705,-0.0,-1.017859123682751,1.0,-0.7555925309669069,-0.0,0.0
2020-06-25,-0.9175941623055944,-0.0,-1.0224810201223558,1.0,-0.7453379523844622,-0.0,0.0
2020-06-26,-0.917357503408128,-0.0,-1.0221067757267603,1.0,-0.7449983419918205,-0.0,0.0
2020-06-29,-0.9114017043784897,-0.0,-1.0243167793123715,1.0,-0.7375110196885102,-0.0,0.0
2020-06-30,-0.9135834221258772,-0.0,-1.030238453907484,1.0,-0.7303156115663004,-0.0,0.0
2020-07-01,-0.911212210155562,-0.0,-1.0253889051951863,1.0,-0.7323158203698268,-0.0,0.0
2020-07-02,-0.9101412066752247,-0.0,-1.024353566843939,1.0,-0.733211076471667,-0.0,0.0
2020-07-06,-0.9129477392836172,-0.0,-1.0228273634762184,1.0,-0.7342190252495595,-0.0,0.0
2020-07-07,-0.9123495744056354,-0.0,-1.022123569122395,1.0,-0.7344437921925446,-0.0,0.0
2020-07-08,-0.9121120974249872,-0.0,-1.02288900300785,1.0,-0.7331450370479056,-0.0,0.0
2020-07-09,-0.9094075377621351,-0.0,-1.0219606980495675,1.0,-0.7348584836486288,-0.0,0.0
2020-07-10,-0.9133418975958891,-0.0,-1.0279684345751512,1.0,-0.729087906037805,-0.0,0.0
2020-07-13,-0.9148256880733945,-0.0,-1.0277431192660549,1.0,-0.7271559633027522,-0.0,0.0
2020-07-14,-0.9296211505797207,-0.0,-1.0417251310833764,1.0,-0.7211431947418949,-0.0,0.0
2020-07-15,-0.9317930169041116,-0.0,-1.0400088580497526,1.0,-0.719089097217096,-0.0,0.0
2020-07-16,-0.9343650735022531,-0.0,-1.0444337741006133,1.0,-0.7148186451946518,-0.0,0.0
2020-07-17,-0.9370748299319729,-0.0,-1.0451049985211476,1.0,-0.7149511978704525,-0.0,0.0
2020-07-20,-0.9392275442436834,-0.0,-1.051868066634512,1.0,-0.719103624828405,-0.0,0.0
2020-07-21,-0.9325651191226055,-0.0,-1.0469450516877246,1.0,-0.7257030642113453,-0.0,0.0
2020-07-22,-0.930354893680077,-0.0,-1.0448618211454397,1.0,-0.7293472623545972,-0.0,0.0
2020-07-23,-0.9301989552072915,-0.0,-1.0455336964173243,1.0,-0.7292060316401764,-0.0,0.0
2020-07-24,-0.9281350660890815,-0.0,-1.044688807434559,1.0,-0.7296086489688622,-0.0,0.0
2020-07-27,-0.9281747500925582,-0.0,-1.0445760829322472,1.0,-0.7295816364309515,-0.0,0.0
2020-07-28,-0.9296828689982217,-0.0,-1.046235921754594,1.0,-0.7289196799051572,-0.0,0.0
2020-07-29,-0.9272882172093196,-0.0,-1.0451161240137794,1.0,-0.7317109308441678,-0.0,0.0
2020-07-30,-0.9266513625592417,-0.0,-1.0448755924170616,1.0,-0.7310796800947867,-0.0,0.0
2020-07-31,-0.9405568376386512,-0.0,-1.0501749423062607,1.0,-0.7314449490061787,-0.0,0.0
2020-08-03,-0.9360395892245871,-0.0,-1.0526492037505581,1.0,-0.7321029915165947,-0.0,0.0
2020-08-04,-0.9347268196526202,-0.0,-1.0514374976754566,1.0,-0.7331424108305129,-0.0,0.0
2020-08-05,-0.9356074696823153,-0.0,-1.0512610668849045,1.0,-0.7331299754482553,-0.0,0.0
2020-08-06,-0.9351658979318553,-0.0,-1.052112780836185,1.0,-0.7324430888260675,-0.0,0.0
2020-08-07,-0.9324389789454072,-0.0,-1.0592509782001118,1.0,-0.7347866592137134,-0.0,0.0
2020-08-10,-0.9363321024952443,-0.0,-1.0613181156987803,1.0,-0.7321994703666406,-0.0,0.0
2020-08-11,-0.951972620256497,-0.0,-1.0806724585354845,1.0,-0.7283086990860882,-0.0,0.0
2020-08-12,-0.9503556776694645,-0.0,-1.0686137980353043,1.0,-0.7447777485038956,-0.0,0.0
2020-08-13,-0.9482344102178812,-0.0,-1.0587903831705485,1.0,-0.7495867768595041,-0.0,0.0
2020-08-14,-0.9474396062666717,-0.0,-1.057932900026299,1.0,-0.751624901378818,-0.0,0.0
2020-08-17,-0.9480329162439411,-0.0,-1.0579791831060008,1.0,-0.7515499943636569,-0.0,0.0
2020-08-18,-0.9482447568217696,-0.0,-1.059460272119071,1.0,-0.7508456739081409,-0.0,0.0
2020-08-19,-0.946780922313677,-0.0,-1.0589694441312438,1.0,-0.7526590746795957,-0.0,0.0
2020-08-20,-0.9473268666817055,-0.0,-1.0594781562523499,1.0,-0.7528385592901722,-0.0,0.0
2020-08-21,-0.9472516730581247,-0.0,-1.0593277690051883,1.0,-0.7530641401609144,-0.0,0.0
2020-08-24,-0.9497135102533172,-0.0,-1.0612183353437876,1.0,-0.7586700844390831,-0.0,0.0
2020-08-25,-0.9501263817104917,-0.0,-1.0700192402007018,1.0,-0.7524427509714415,-0.0,0.0
2020-08-26,-0.9507924528301887,-0.0,-1.070377358490566,1.0,-0.7524150943396226,-0.0,0.0
2020-08-27,-0.9451166647819367,-0.0,-1.0676241094651135,1.0,-0.7567190621583927,-0.0,0.0
2020-08-28,-0.9435580975316075,-0.0,-1.0676173991571343,1.0,-0.7516180012040939,-0.0,0.0
2020-08-31,-0.9437420034620307,-0.0,-1.069616918792805,1.0,-0.7497177692481373,-0.0,0.0
2020-09-01,-0.946563735643005,-0.0,-1.0526831105253247,1.0,-0.7665599698738467,-0.0,0.0
2020-09-02,-0.9451473624929605,-0.0,-1.0494837619673363,1.0,-0.759827294912709,-0.0,0.0
2020-09-03,-0.9502764494919307,-0.0,-1.0449043634190078,1.0,-0.7406231320980277,-0.0,0.0
2020-09-04,-0.9276708692767086,-0.0,-1.0224507852245077,1.0,-0.7363783823637838,-0.0,0.0
2020-09-08,-0.930152756254151,-0.0,-1.0219172016825326,1.0,-0.7376946350822818,-0.0,0.0
2020-09-09,-0.9216801173881143,-0.0,-1.002861335289802,1.0,-0.7438371239911958,-0.0,0.0
2020-09-10,-0.909760186602522,-0.0,-0.9950069247029666,1.0,-0.7397769516728624,-0.0,0.0
2020-09-11,-0.8968363136176066,-0.0,-0.9868602041555056,1.0,-0.7360819517845508,-0.0,0.0
2020-09-14,-0.8946186716882741,-0.0,-0.986564785978127,1.0,-0.7401680307090606,-0.0,0.0
2020-09-15,-0.8857480230436183,-0.0,-0.9704440548180485,1.0,-0.7220453000322038,-0.0,0.0
2020-09-16,-0.8866337342497136,-0.0,-0.9720790378006874,1.0,-0.7208977663230242,-0.0,0.0
2020-09-17,-0.884087987430367,-0.0,-0.9695043565204972,1.0,-0.7173260962719611,-0.0,0.0
2020-09-18,-0.8802100075002678,-0.0,-0.9706060930747527,1.0,-0.7207400264295153,-0.0,0.0
2020-09-21,-0.8765502698452411,-0.0,-0.9796275778262269,1.0,-0.7179313056220737,-0.0,0.0
2020-09-22,-0.8853452914798207,-0.0,-0.9962331838565023,1.0,-0.7059013452914799,-0.0,0.0
2020-09-23,-0.8845077497129735,-0.0,-0.9975243972445464,1.0,-0.7057979334098736,-0.0,0.0
2020-09-24,-0.8715824652469157,-0.0,-0.9816546378924166,1.0,-0.7020656308884702,-0.0,0.0
2020-09-25,-0.8735423130416177,-0.0,-0.9849149459719696,1.0,-0.7077493669983239,-0.0,0.0
