Date,IWF,IWM,MTUM,SPY,UTMD,VLUE,VXX
2018-09-24,-0.37506815172521224,-1.1364202819534233,-0.056195965417867436,-0.690279616792585,1.0,-0.6364202819534232,0.0
2018-09-25,-0.3746004521712014,-1.1381850783503549,-0.05472830747641694,-0.6919388789272628,1.0,-0.6385748811101583,0.0
2018-09-26,-0.37437136953725,-1.1381622548828505,-0.053993996335425516,-0.6922926981404233,1.0,-0.6396631710264706,0.0
2018-09-27,-0.3782435907426167,-1.1288085404815709,-0.056767708252162395,-0.6927063040598457,1.0,-0.6396789527000701,0.0
2018-09-28,-0.3771232663238273,-1.1293439301854449,-0.05738662926601215,-0.6924575346735234,1.0,-0.6395901511609786,0.0
2018-10-01,-0.3774202345241342,-1.1287545288090695,-0.057618138610775645,-0.6924305582609375,1.0,-0.6395262768319764,0.0
2018-10-02,-0.38172945539722825,-1.1059925824712082,-0.06644544212375561,-0.7011126293187586,1.0,-0.6486824126488386,0.0
2018-10-03,-0.38133510202489174,-1.1004252662791152,-0.06601381140025751,-0.702352619874371,1.0,-0.6513986968904842,0.0
2018-10-04,-0.3853504426849721,-1.0934123795779866,-0.06689028433246226,-0.7074378875931199,1.0,-0.6472561332345255,0.0
2018-10-05,-0.36963362990015153,-1.087921053653988,-0.050817825090329845,-0.7176657989820894,1.0,-0.6591165157931543,0.0
2018-10-08,-0.3685435988979006,-1.0865380884007918,-0.049439248709689944,-0.7178780705498855,1.0,-0.6582715666110444,0.0
2018-10-09,-0.38101206329312237,-1.0971721760927464,-0.06517311608961303,-0.7190976030079901,1.0,-0.6541594861350463,0.0
2018-10-10,-0.4015336075721874,-1.1151004433084388,-0.07344542513678662,-0.7455569311873478,1.0,-0.6581333120332281,0.0
2018-10-11,-0.3576220576259356,-1.107806258967697,-0.023422654826075157,-0.7285841703183775,1.0,-0.6604878427114438,0.0
2018-10-12,-0.3637476099426386,-1.1016826003824092,-0.01858508604206501,-0.7065391969407265,1.0,-0.6334990439770555,0.0
2018-10-15,-0.3256457564575646,-1.1624384993849939,-0.0,-0.7098324108241082,1.0,-0.6458717712177122,0.0
2018-10-16,-0.31631747501639845,-1.1852837905621794,-0.0,-0.710498900335687,1.0,-0.6463711077671026,0.0
2018-10-17,-0.2900450945469703,-1.1390352040622986,-0.0,-0.704384402591989,1.0,-0.6559930273977794,0.0
2018-10-18,-0.28933010003031223,-1.1378069111852076,-0.0,-0.7057441648984542,1.0,-0.6561458017581085,0.0
2018-10-19,-0.2707636828068067,-1.127380639344878,-0.0,-0.7056083543067503,1.0,-0.6526802148679614,0.0
2018-10-22,-0.2709694375610122,-1.1210858301419238,-0.0,-0.707779529924157,1.0,-0.6547645866186077,0.0
2018-10-23,-0.2712767954349214,-1.1209971092840785,-0.0,-0.70739948192364,1.0,-0.6545031347373953,0.0
2018-10-24,-0.26892490059269264,-1.1206392077425165,-0.0,-0.7072548578287945,1.0,-0.6543626678670569,0.0
2018-10-25,-0.21933333333333332,-1.0844074074074073,-0.0,-0.7637777777777777,1.0,-0.6361851851851852,0.0
2018-10-26,-0.20349837157390127,-1.0675156438687012,-0.0,-0.7637867310718336,1.0,-0.6246203388590039,0.0
2018-10-29,-0.18398166005603872,-1.0743786616207562,-0.0,-0.7543757505185401,1.0,-0.6261053091226665,0.0
2018-10-30,-0.1824565233209634,-1.0742196027068327,-0.0,-0.7542749035872809,1.0,-0.6272284071891144,0.0
2018-10-31,-0.18800086636343946,-1.0492383221428054,-0.0,-0.7516785791639593,1.0,-0.6208937982817125,0.0
2018-11-01,-0.1664322043068932,-1.0669480214983948,-0.0,-0.7516141831692097,1.0,-0.6221188183097068,0.0
2018-11-02,-0.17432936451011335,-1.0305551570793288,-0.0,-0.764488595610386,1.0,-0.6168770621144742,0.0
2018-11-05,-0.17179827233951037,-1.0370981038746907,-0.0,-0.7645793756048603,1.0,-0.6109179540485322,0.0
2018-11-06,-0.1846054194105581,-1.051351254093346,-0.0,-0.7607326640037424,1.0,-0.6018208643707942,0.0
2018-11-07,-0.18618423428303182,-1.0543458635756329,-0.0,-0.7654280865200591,1.0,-0.6050987614198534,0.0
2018-11-08,-0.15602202832212847,-1.0556072092690603,-0.0,-0.7545415534258332,1.0,-0.60985552853669,0.0
2018-11-09,-0.15561197125183254,-1.0552794364787073,-0.0,-0.75510422998534,1.0,-0.6096470840633605,0.0
2018-11-12,-0.15444290238781538,-1.0405323653962493,-0.0,-0.7583360022774991,1.0,-0.6053165367780506,0.0
2018-11-13,-0.123836389280677,-1.0393864598025386,-0.0,-0.762693935119887,1.0,-0.6001763046544428,0.0
2018-11-14,-0.12540124872129527,-1.0387315249215139,-0.0,-0.7633778969275812,1.0,-0.5999506155419945,0.0
2018-11-15,-0.12425597858627126,-1.0401507413799174,-0.0,-0.7667382805621104,1.0,-0.5908146374106293,0.0
2018-11-16,-0.12038630377524143,-1.029640035118525,-0.0,-0.7651273046532046,1.0,-0.5966637401229148,0.0
2018-11-19,-0.11890790259671809,-1.0307459854527565,-0.0,-0.7666467549808497,1.0,-0.597491127587055,0.0
2018-11-20,-0.03557494502376392,-1.0385188337944242,-0.0,-0.804674753493651,1.0,-0.6680854082428885,0.0
2018-11-21,-0.04513424001127475,-1.0368895779014868,-0.0,-0.8085758579381298,1.0,-0.6327602001268409,0.0
2018-11-23,-0.04571227328755063,-1.0346892058460997,-0.0,-0.8087339320302871,1.0,-0.6326465927099841,0.0
2018-11-26,-0.04435583471540986,-1.0467200677511557,-0.0,-0.8072267899361305,1.0,-0.6304033310984862,0.0
2018-11-27,-0.02882952821200466,-1.062069938953386,-0.0,-0.8085324111648259,1.0,-0.6293447192914359,0.0
2018-11-28,-0.027764040974920523,-1.0701872129989403,-0.0,-0.8060049452490285,1.0,-0.6283292122924762,0.0
2018-11-29,-0.010616378557709099,-1.0563995110878295,-0.0,-0.7980443513183167,1.0,-0.6271346254583552,0.0
2018-11-30,-0.01180840253687936,-1.0617400749851083,-0.0,-0.8059847927397596,1.0,-0.6244437436490418,0.0
2018-12-03,-0.005507307773776742,-1.0742074419261456,-0.0,-0.8174115653463249,1.0,-0.6331991809644849,0.0
2018-12-04,-0.0,-1.0877670864581859,-0.0,-0.815055893589925,1.0,-0.6347460025470497,0.0
