Date,IWF,IWM,MTUM,SPY,VLUE,VREX,VXX
2018-09-24,-0.8283023574903331,-1.739678183859299,-0.30759635773980293,-1.1950854434327054,-1.1660845702881377,1.0,0.0
2018-09-25,-0.8285945878538472,-1.7388701833146278,-0.30826786382341936,-1.1943509165731387,-1.1650455168973688,1.0,0.0
2018-09-26,-0.8290934031674773,-1.7394313505424617,-0.3095149021074947,-1.1939768050879163,-1.1631126075570521,1.0,0.0
2018-09-27,-0.8331671444596785,-1.7289667206780508,-0.31260127134488347,-1.1943786613486227,-1.162968964227845,1.0,0.0
2018-09-28,-0.8305169296002992,-1.7326806759368958,-0.3135873293009914,-1.1949865935025255,-1.1638086923988276,1.0,0.0
2018-10-01,-0.8341868598551085,-1.7329502872845366,-0.3137022233325006,-1.1985385960529602,-1.1658755933050213,1.0,0.0
2018-10-02,-0.8346048024012006,-1.7437468734367183,-0.3118434217108554,-1.197848924462231,-1.1650200100050025,1.0,0.0
2018-10-03,-0.8338853821636146,-1.7330791825510905,-0.3104805949628148,-1.2011124304730953,-1.170989313167927,1.0,0.0
2018-10-04,-0.8365702866421033,-1.7259726472241306,-0.31149690876163116,-1.2040217323424718,-1.1668644226565914,1.0,0.0
2018-10-05,-0.8193279920501834,-1.7200794981678156,-0.29085149990683806,-1.2079995031364512,-1.1725979752810385,1.0,0.0
2018-10-08,-0.8158824623395946,-1.7152687372140598,-0.28398735354286775,-1.212510073771,-1.1716570578389436,1.0,0.0
2018-10-09,-0.813716978792013,-1.7167307453801315,-0.2778122286989954,-1.2161106287982142,-1.1767332258464593,1.0,0.0
2018-10-10,-0.8144681378626334,-1.7155343416811308,-0.2785767418794942,-1.2164021819985122,-1.173878006446814,1.0,0.0
2018-10-11,-0.7296781883194279,-1.7061382598331345,-0.16662693682955898,-1.18253873659118,-1.1745530393325385,1.0,0.0
2018-10-12,-0.755316621123916,-1.718605203754307,-0.15640964714268743,-1.163122252584056,-1.14696447665439,1.0,0.0
2018-10-15,-0.7359138257575758,-1.7452651515151514,-0.12807765151515152,-1.1606889204545454,-1.1486150568181819,1.0,0.0
2018-10-16,-0.7357519086228325,-1.7456353198792685,-0.12765579688702136,-1.1606202284429188,-1.1484878972598687,1.0,0.0
2018-10-17,-0.7055961070559611,-1.6863051790059091,-0.09911945313405168,-1.1490557293477002,-1.1530529486733867,1.0,0.0
2018-10-18,-0.7043689882952833,-1.6842044269324368,-0.10035925367945299,-1.1517557074979718,-1.1537258083207786,1.0,0.0
2018-10-19,-0.6846427750976338,-1.6721801056742476,-0.07684355616815988,-1.1558120836204917,-1.1537445439926488,1.0,0.0
2018-10-22,-0.6884370153368947,-1.6623585501751967,-0.0669768510540525,-1.1646849330805904,-1.1616979723131715,1.0,0.0
2018-10-23,-0.6907346774656786,-1.6617266930897812,-0.07208914929059682,-1.1604916996955597,-1.1590556608650697,1.0,0.0
2018-10-24,-0.6896531924666972,-1.6638723013321082,-0.0665480018373909,-1.1617478180983003,-1.1600252641249424,1.0,0.0
2018-10-25,-0.635560525580095,-1.6041375454291305,-0.036119653340788364,-1.19245177523064,-1.12300810735253,1.0,0.0
2018-10-26,-0.6150312690242958,-1.5891305550943606,-0.004482815872488793,-1.2098621949194754,-1.1158337484088772,1.0,0.0
2018-10-29,-0.5864723673357162,-1.5992851251031068,-0.0,-1.195160846851801,-1.1181193291174045,1.0,0.0
2018-10-30,-0.56160980457105,-1.607320304736668,-0.0,-1.2036546317765264,-1.1480070663575135,1.0,0.0
2018-10-31,-0.5622265966754156,-1.5758967629046372,-0.0,-1.1945538057742782,-1.1353893263342083,1.0,0.0
2018-11-01,-0.5424191172458944,-1.5886300398275954,-0.0,-1.1911724589448414,-1.1336679578809536,1.0,0.0
2018-11-02,-0.5451396406148517,-1.5506061918164105,-0.0,-1.1939813812513531,-1.1226997185537995,1.0,0.0
2018-11-05,-0.5391784978866371,-1.5732632491600735,-0.0,-1.1971388316896066,-1.1092987970087786,1.0,0.0
2018-11-06,-0.5395578194429392,-1.572721361222499,-0.0,-1.197084642895849,-1.109461363390051,1.0,0.0
2018-11-07,-0.5379034004764999,-1.5730994152046782,-0.0,-1.1950942170240415,-1.1086744639376216,1.0,0.0
2018-11-08,-0.49238442561407275,-1.5760484822482035,-0.0,-1.1796095677357075,-1.1150380778719298,1.0,0.0
2018-11-09,-0.4916317991631799,-1.576225726853342,-0.0,-1.1812573758180451,-1.1151164038193326,1.0,0.0
2018-11-12,-0.4890039500373652,-1.5518842745809756,-0.0,-1.1876267748478702,-1.10942671079321,1.0,0.0
2018-11-13,-0.44794969351088565,-1.5477700274783344,-0.0,-1.1873811033608117,-1.1012470936377088,1.0,0.0
2018-11-14,-0.4472960101598052,-1.5510106889617947,-0.0,-1.1894909514234309,-1.1037675944544396,1.0,0.0
2018-11-15,-0.4483309375499121,-1.5602938827663313,-0.0,-1.196560719799819,-1.118777618058883,1.0,0.0
2018-11-16,-0.4440142152442582,-1.5479234074152652,-0.0,-1.192011881398186,-1.1202461146767093,1.0,0.0
2018-11-19,-0.43982225077631437,-1.5660670307313416,-0.0,-1.2120141342756183,-1.1359888639040583,1.0,0.0
2018-11-20,-0.38619591186620655,-1.5540748606318027,-0.0,-1.2127953278470933,-1.15619856649854,1.0,0.0
2018-11-21,-0.3815658026184342,-1.544034912455965,-0.0,-1.2025343077974657,-1.1297123928702877,1.0,0.0
2018-11-23,-0.3825397658669747,-1.5303165520499764,-0.0,-1.2065725234920468,-1.1301380649902883,1.0,0.0
2018-11-26,-0.3813648293963255,-1.5372178477690288,-0.0,-1.203727034120735,-1.1270866141732283,1.0,0.0
2018-11-27,-0.36497989451146273,-1.5425348582171392,-0.0,-1.195937124654029,-1.1187007154420596,1.0,0.0
2018-11-28,-0.36688430399582134,-1.5374771480804388,-0.0,-1.198433011230086,-1.1204492034473752,1.0,0.0
2018-11-29,-0.3361820428336079,-1.5141062602965403,-0.0,-1.1835873146622735,-1.1143945634266887,1.0,0.0
2018-11-30,-0.34007343434865805,-1.5225733050628332,-0.0,-1.1948595955939392,-1.1139266690800023,1.0,0.0
2018-12-03,-0.33619574776266103,-1.5255806735295638,-0.0,-1.1964719879985515,-1.1148414463814598,1.0,0.0
2018-12-04,-0.33097500516422224,-1.5262858913447632,-0.0,-1.1942263995042346,-1.1127349721131996,1.0,0.0
2018-12-06,-0.30431956804319565,-1.4510048995100489,-0.0,-1.1771822817718227,-1.066993300669933,1.0,0.0
2018-12-07,-0.29965470650052545,-1.4536856327878698,-0.0,-1.179502577190612,-1.07141069909423,1.0,0.0
2018-12-10,-0.2649500840170011,-1.4549273500049422,-0.0,-1.1733221310665218,-1.048976969457349,1.0,0.0
2018-12-11,-0.2693980428980923,-1.4531975882178514,-0.0,-1.17421172284274,-1.0453691805871306,1.0,0.0
2018-12-12,-0.2717428924598269,-1.4531025957972805,-0.0,-1.175426452410383,-1.0441038318912237,1.0,0.0
