Date,BHLB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.14622273619664902,-0.7136863620471721,-0.011241696474195196,-0.38721996611354653,-0.4310303095500632,0.0
2018-09-25,1.0,-0.14522911051212936,-0.7169811320754718,-0.00822102425876011,-0.390188679245283,-0.43479784366576824,0.0
2018-09-26,1.0,-0.14505216055206618,-0.7169043318866755,-0.007736474647545624,-0.39038197158799903,-0.4355608270210529,0.0
2018-09-27,1.0,-0.14437722804364264,-0.7216700875013504,-0.006724640812358216,-0.3913524900075619,-0.43653451442151886,0.0
2018-09-28,1.0,-0.14119749776586238,-0.7278414168494598,-0.007420044953557018,-0.39315406071438247,-0.43843258320470113,0.0
2018-10-01,1.0,-0.1407664372052686,-0.7294433302618029,-0.007832402840262346,-0.3931649411892244,-0.43899398341373524,0.0
2018-10-02,1.0,-0.1410350547986185,-0.7464850017676974,-0.0032362459546925572,-0.3918305186152131,-0.4369475945718094,0.0
2018-10-03,1.0,-0.14213709677419356,-0.7524248038360942,-0.004168482999128161,-0.39107454228421973,-0.4346937663469922,0.0
2018-10-04,1.0,-0.14078987036478743,-0.763806287170773,-0.003782168991695672,-0.38970044125304903,-0.4426234001151095,0.0
2018-10-05,1.0,-0.12635172037138176,-0.7590933915892955,-0.0,-0.3947569634079737,-0.45054614964500267,0.0
2018-10-08,1.0,-0.12438651979496129,-0.7571709019522304,-0.0,-0.3953539099138401,-0.44966735739993463,0.0
2018-10-09,1.0,-0.1177532268650186,-0.7589422445854299,-0.0,-0.40045941807044405,-0.45744913585648656,0.0
2018-10-10,1.0,-0.1206052149169608,-0.7583518016908809,-0.0,-0.4026375550630661,-0.4544583983145914,0.0
2018-10-11,1.0,-0.06726433469409536,-0.7556765121801543,-0.0,-0.38408175244803755,-0.4611382374129513,0.0
2018-10-12,1.0,-0.0608517652062952,-0.7585601871544023,-0.0,-0.380476393024245,-0.4585548702679711,0.0
2018-10-15,1.0,-0.02179617629732769,-0.8089487495314089,-0.0,-0.3797461575536871,-0.4671450757778611,0.0
2018-10-16,1.0,-0.0185586888406845,-0.8143595511636004,-0.0,-0.3788596984547816,-0.4662167590584076,0.0
2018-10-17,1.0,-0.002642147537518495,-0.7878619742126401,-0.0,-0.37692876770238853,-0.47471464806594804,0.0
2018-10-18,1.0,-0.005255474452554745,-0.7956735235567353,-0.0,-0.37608493696084944,-0.4772660915726609,0.0
2018-10-19,1.0,-0.008876694641704326,-0.8160372283193458,-0.0,-0.38099849365181837,-0.48399505057026043,0.0
2018-10-22,1.0,-0.013020126946237725,-0.8361091520642326,-0.0,-0.38010633103672764,-0.4832637118211903,0.0
2018-10-23,1.0,-0.006970450755815543,-0.842358472514556,-0.0,-0.39220402919388786,-0.49197714785556135,0.0
2018-10-24,1.0,-0.004724581478548215,-0.8420678919627496,-0.0,-0.39178523636562257,-0.49239424311112323,0.0
2018-10-25,1.0,-0.0,-0.8259010220548682,-0.0,-0.3856643356643356,-0.47805271651425496,0.0
2018-10-26,1.0,-0.0,-0.8188363130285836,-0.0,-0.3844609784819612,-0.47304892409806226,0.0
2018-10-29,1.0,-0.0,-0.8205648390368907,-0.0,-0.37731567988895415,-0.4714911109924724,0.0
2018-10-30,1.0,-0.0,-0.8190631779104957,-0.0,-0.3734165349902247,-0.48571199014435307,0.0
2018-10-31,1.0,-0.0,-0.8072016406104349,-0.0,-0.37294590779556286,-0.483207712999707,0.0
2018-11-01,1.0,-0.0,-0.8156745820466405,-0.0,-0.36670748589074653,-0.47974124161431164,0.0
2018-11-02,1.0,-0.0,-0.7982514240296729,-0.0,-0.37361239899324417,-0.47749370777586436,0.0
2018-11-05,1.0,-0.0,-0.8025266837937336,-0.0,-0.37312286463437244,-0.4728394734751172,0.0
2018-11-06,1.0,-0.0,-0.8000477466245789,-0.0,-0.3756863577283217,-0.47685615003050486,0.0
2018-11-07,1.0,-0.0,-0.8002388218123921,-0.0,-0.37622396178851,-0.4771129096457476,0.0
2018-11-08,1.0,-0.0,-0.7992034604631535,-0.0,-0.3597351901672206,-0.47860948462309444,0.0
2018-11-09,1.0,-0.0,-0.7994720865778011,-0.0,-0.3615151115217104,-0.47855351722317535,0.0
2018-11-12,1.0,-0.0,-0.7949636497734697,-0.0,-0.36200084290380363,-0.47708355283953224,0.0
2018-11-13,1.0,-0.0,-0.7919865831608186,-0.0,-0.35706611461963783,-0.471423704829538,0.0
2018-11-14,1.0,-0.0,-0.7930228281713819,-0.0,-0.36089000971970475,-0.4730606562114167,0.0
2018-11-15,1.0,-0.0,-0.7958359721342623,-0.0,-0.36143656322567025,-0.4815283934979945,0.0
2018-11-16,1.0,-0.0,-0.7944558738196972,-0.0,-0.3612913435670201,-0.4818009178667511,0.0
2018-11-19,1.0,-0.0,-0.7945187412624304,-0.0,-0.3614254438025903,-0.48183904407691697,0.0
2018-11-20,1.0,-0.0,-0.787233483877744,-0.0,-0.353271715155971,-0.48524314672828484,0.0
2018-11-21,1.0,-0.0,-0.7863733514048898,-0.0,-0.35328155137361206,-0.46681957983631345,0.0
2018-11-23,1.0,-0.0,-0.7745877080999402,-0.0,-0.3610192012088685,-0.46971315426100096,0.0
2018-11-26,1.0,-0.0,-0.7782234957020058,-0.0,-0.3589476426152644,-0.4676478249544152,0.0
2018-11-27,1.0,-0.0,-0.7784755923494148,-0.0,-0.35341136168998,-0.463317156722809,0.0
2018-11-28,1.0,-0.0,-0.785944401143154,-0.0,-0.3504806443232008,-0.4616783580150688,0.0
2018-11-29,1.0,-0.0,-0.7761613660398773,-0.0,-0.3432897418040187,-0.45990353117181254,0.0
2018-11-30,1.0,-0.0,-0.7766048060294762,-0.0,-0.3428490307926593,-0.4616317786438841,0.0
2018-12-03,1.0,-0.0,-0.7765589510633906,-0.0,-0.3428659921536238,-0.4616198637208342,0.0
2018-12-04,1.0,-0.0,-0.7778750579389195,-0.0,-0.3380285316990266,-0.4591852500386259,0.0
2018-12-06,1.0,-0.0,-0.7813207741404159,-0.0,-0.3341311509162034,-0.45815318097591107,0.0
2018-12-07,1.0,-0.0,-0.7819955220423604,-0.0,-0.33502329052680335,-0.4565200607355174,0.0
2018-12-10,1.0,-0.0,-0.783165739370119,-0.0,-0.3269613598080751,-0.442065234036037,0.0
2018-12-11,1.0,-0.0,-0.7867588679728519,-0.0,-0.3206812652068126,-0.45370726085286206,0.0
2018-12-12,1.0,-0.0,-0.7867168690128579,-0.0,-0.3214230828338712,-0.4532042415859843,0.0
2018-12-13,1.0,-0.0,-0.7985995066443861,-0.0,-0.38094480252513196,-0.4729052279780377,0.0
2018-12-14,1.0,-0.0,-0.7991192232185493,-0.0,-0.3807767814506287,-0.4730461081339205,0.0
2018-12-17,1.0,-0.0,-0.8015837164191002,-0.0,-0.3841840937475088,-0.4714479313368586,0.0
2018-12-18,1.0,-0.0,-0.792931294080355,-0.0,-0.3771561402118498,-0.4714319676678025,0.0
2018-12-19,1.0,-0.0,-0.7933923615699748,-0.0,-0.3779833487511563,-0.4716796616889124,0.0
2018-12-20,1.0,-0.0,-0.7885522950776451,-0.0,-0.3785230298716022,-0.4694297239579214,0.0
2018-12-21,1.0,-0.0,-0.7907904754403926,-0.0,-0.3800372791473051,-0.454438056233756,0.0
2018-12-24,1.0,-0.0,-0.7728043847057288,-0.0,-0.37003784418635,-0.4671016573143677,0.0
2018-12-26,1.0,-0.0,-0.7759032392026577,-0.0,-0.35882994186046513,-0.46078176910299,0.0
2018-12-27,1.0,-0.0,-0.7513472485768501,-0.0,-0.31835547122074637,-0.46031625553447186,0.0
2018-12-28,1.0,-0.0,-0.7562246963562753,-0.0,-0.316751012145749,-0.45738866396761135,0.0
2018-12-31,1.0,-0.0,-0.7604185139209079,-0.0,-0.31636815038127325,-0.4565905809034023,0.0
2019-01-02,1.0,-0.0,-0.759751930135426,-0.0,-0.31396025819516515,-0.4576129603847614,0.0
2019-01-03,1.0,-0.0,-0.7597923787821244,-0.0,-0.31315356374224584,-0.4590201291302696,0.0
2019-01-04,1.0,-0.0,-0.7684771355705377,-0.0,-0.2897255258440017,-0.4668585713203545,0.0
2019-01-07,1.0,-0.0,-0.7499440284584193,-0.0,-0.2839374113783925,-0.45376750665439436,0.0
2019-01-08,1.0,-0.0,-0.7443114069952306,-0.0,-0.2873360492845787,-0.45247913354531005,0.0
2019-01-09,1.0,-0.0,-0.7465566108100045,-0.0,-0.288001591169012,-0.4516682412610014,0.0
2019-01-10,1.0,-0.0,-0.7458023325960184,-0.0,-0.30997385883772366,-0.45777196863060526,0.0
2019-01-11,1.0,-0.0,-0.7295693924235187,-0.0,-0.3132651265679596,-0.4709031949925844,0.0
2019-01-14,1.0,-0.0,-0.7281006289308176,-0.0,-0.3159245283018868,-0.4716981132075471,0.0
2019-01-15,1.0,-0.0,-0.7212069269743641,-0.0,-0.31773839832623324,-0.48181291119457537,0.0
2019-01-16,1.0,-0.0,-0.723172941413328,-0.0,-0.3060448963156835,-0.48739178578618886,0.0
2019-01-17,1.0,-0.0,-0.727956392267703,-0.0,-0.3065663958007369,-0.48907283096956544,0.0
2019-01-18,1.0,-0.0,-0.7177378414052189,-0.0,-0.31287440349274037,-0.507691136155955,0.0
2019-01-22,1.0,-0.0,-0.8181337229808031,-0.0,-0.1839572731395173,-0.5172066307250466,0.0
2019-01-23,1.0,-0.0,-0.8074148802017653,-0.0,-0.18378310214375787,-0.5308701134930643,0.0
