Date,ATRC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6961424332344214,-1.4751730959446092,-0.07591493570722058,-0.8977250247279921,-0.8006429277942632,0.0
2018-09-25,1.0,-0.6988333003757169,-1.4723650385604112,-0.08053193593039351,-0.8952442159383034,-0.7966679849713268,0.0
2018-09-26,1.0,-0.6985501509228561,-1.4729081102479094,-0.0778366074521253,-0.8973229749121678,-0.8016725221435994,0.0
2018-09-27,1.0,-0.698976311755106,-1.46985806834479,-0.07868057959547006,-0.896691558280995,-0.8010978685524949,0.0
2018-09-28,1.0,-0.6962307083498218,-1.4723486347447567,-0.07968935496636327,-0.8967649386624456,-0.8015433320142461,0.0
2018-10-01,1.0,-0.6962307083498218,-1.4719529085872576,-0.08018401266323703,-0.8966165413533834,-0.8015433320142461,0.0
2018-10-02,1.0,-0.6965036348350724,-1.4670392166559518,-0.08243904851392117,-0.8970377330497997,-0.8023342070125117,0.0
2018-10-03,1.0,-0.7009643105676509,-1.4855850482155286,-0.08539616264042152,-0.8985485634754945,-0.8001789442290487,0.0
2018-10-04,1.0,-0.7062624254473162,-1.4765904572564614,-0.08663021868787277,-0.9055666003976144,-0.7951292246520876,0.0
2018-10-05,1.0,-0.7388538273615636,-1.5280944625407167,-0.09263029315960913,-0.9244197882736157,-0.8055781758957655,0.0
2018-10-08,1.0,-0.7632980125467869,-1.5767304549528178,-0.07522800358479624,-0.9997891296325585,-0.8567135853234223,0.0
2018-10-09,1.0,-0.7669446790540541,-1.5791279560810811,-0.08065878378378379,-0.9985747466216217,-0.8534628378378378,0.0
2018-10-10,1.0,-0.7678345293372731,-1.5779337273111016,-0.08152173913043478,-0.9987864077669903,-0.8504115660616295,0.0
2018-10-11,1.0,-0.7096149928702383,-1.563709513139132,-0.005856589936850682,-0.9678651456508454,-0.8456406600122225,0.0
2018-10-12,1.0,-0.7200040128410915,-1.5551765650080256,-0.0,-0.935142455858748,-0.8057283306581059,0.0
2018-10-15,1.0,-0.7129258517034068,-1.5614228456913828,-0.0,-0.932565130260521,-0.8031062124248497,0.0
2018-10-16,1.0,-0.7141568529190678,-1.5601102480581306,-0.0,-0.9332498120771736,-0.8037584565271861,0.0
2018-10-17,1.0,-0.6786346645681683,-1.4975408223490063,-0.0,-0.9251918158567775,-0.8169879992130632,0.0
2018-10-18,1.0,-0.680860578356355,-1.504521514458909,-0.0,-0.9503627148961542,-0.8329523998807513,0.0
2018-10-19,1.0,-0.656782582996749,-1.488523298197222,-0.0,-0.9516303812432273,-0.8286375726529406,0.0
2018-10-22,1.0,-0.6727263571356631,-1.552220767448887,-0.0,-0.966109376573673,-0.8446973511934737,0.0
2018-10-23,1.0,-0.6714695954456145,-1.5528742002115976,-0.0,-0.967806942415235,-0.8458864426419467,0.0
2018-10-24,1.0,-0.6690318035426731,-1.548107890499195,-0.0,-0.9678945249597424,-0.8472222222222222,0.0
2018-10-25,1.0,-0.6150905043074243,-1.472945503823444,-0.0,-0.9630723066498887,-0.7886458232504114,0.0
2018-10-26,1.0,-0.5920618999856713,-1.44939580646702,-0.0,-0.9623155179825189,-0.7724602378564265,0.0
2018-10-29,1.0,-0.5622386925123527,-1.4642721398707714,-0.0,-0.9470733561383504,-0.7775085518814139,0.0
2018-10-30,1.0,-0.5342452695295744,-1.4707115962060913,-0.0,-0.9541966541156284,-0.8070635336733235,0.0
2018-10-31,1.0,-0.5381962488779704,-1.4420560306136911,-0.0,-0.9472764208437662,-0.796806349506307,0.0
2018-11-01,1.0,-0.5309742863882991,-1.4459542344892664,-0.0,-0.9455531965086106,-0.7956593536211372,0.0
2018-11-02,1.0,-0.5374490608459412,-1.4061080144269051,-0.0,-0.9537214857838775,-0.7867815822755164,0.0
2018-11-05,1.0,-0.5465642379112075,-1.3953718540861533,-0.0,-0.9611179187482326,-0.8099255349231784,0.0
2018-11-06,1.0,-0.5453859574668741,-1.3942094591408496,-0.0,-0.9630782288866884,-0.8127505069080964,0.0
2018-11-07,1.0,-0.5442035815268614,-1.3948162111215836,-0.0,-0.9611215834118756,-0.8123939679547596,0.0
2018-11-08,1.0,-0.504386783647564,-1.397143923837969,-0.0,-0.9463319021840582,-0.8189285047601269,0.0
2018-11-09,1.0,-0.5025785278949836,-1.4039849976558838,-0.0,-0.9571495546179092,-0.8245194561650259,0.0
2018-11-12,1.0,-0.5009566475337159,-1.3883522329553408,-0.0,-0.9585141630500723,-0.8187969573941855,0.0
2018-11-13,1.0,-0.48586547834563426,-1.388850206563617,-0.0,-0.9559021491899921,-0.8113076173234924,0.0
2018-11-14,1.0,-0.4849921011058452,-1.391134652913298,-0.0,-0.9572065793141902,-0.8130749930303875,0.0
2018-11-15,1.0,-0.48475836431226765,-1.3965613382899627,-0.0,-0.9660780669144982,-0.7994423791821561,0.0
2018-11-16,1.0,-0.48287210865433644,-1.3888657117693413,-0.0,-0.9631020256802485,-0.800584063412599,0.0
2018-11-19,1.0,-0.4830111713716219,-1.3888657117693413,-0.0,-0.9630093172020581,-0.8005377091735039,0.0
2018-11-20,1.0,-0.46099552521105325,-1.3847857175808462,-0.0,-0.9618950961848964,-0.805462010425797,0.0
2018-11-21,1.0,-0.4799189388356669,-1.3898765659543109,-0.0,-0.9746223286661753,-0.7613301400147384,0.0
2018-11-23,1.0,-0.4807028842173053,-1.3817102902617417,-0.0,-0.9764018584111505,-0.7612585675514053,0.0
2018-11-26,1.0,-0.47974619522736683,-1.3860867166306499,-0.0,-0.9736539611016599,-0.7584256747436665,0.0
2018-11-27,1.0,-0.46474358974358976,-1.3947344322344322,-0.0,-0.9679029304029303,-0.7513736263736264,0.0
2018-11-28,1.0,-0.4645081516761312,-1.3976002930939733,-0.0,-0.9665689686755816,-0.7509159186664225,0.0
2018-11-29,1.0,-0.4341968443419684,-1.378407703784077,-0.0,-0.9571861295718612,-0.7512093675120937,0.0
2018-11-30,1.0,-0.4335518878589193,-1.3791092018991633,-0.0,-0.9574044765995929,-0.7517522043861632,0.0
2018-12-03,1.0,-0.43109524670160854,-1.3794053858666186,-0.0,-0.956849810229532,-0.7509488523405025,0.0
2018-12-04,1.0,-0.41393980538583386,-1.3979180810138039,-0.0,-0.9582711020592894,-0.7557818510975334,0.0
2018-12-06,1.0,-0.40590357205701216,-1.3147985219074432,-0.0,-0.9641474573288756,-0.714235439028682,0.0
2018-12-07,1.0,-0.40490959482644845,-1.315472262548942,-0.0,-0.9645418151423166,-0.7143548458052879,0.0
2018-12-10,1.0,-0.3761958601495913,-1.3194903461471559,-0.0,-0.9613845886241086,-0.6914680814054619,0.0
2018-12-11,1.0,-0.37641328926769874,-1.3191859453818056,-0.0,-0.9611236736823795,-0.6919029396416768,0.0
2018-12-12,1.0,-0.37304976902292336,-1.322888520875098,-0.0,-0.963261570644121,-0.6988581887910748,0.0
2018-12-13,1.0,-0.3723168023686158,-1.3166717464187747,-0.0,-0.9689554578308006,-0.6961292288936299,0.0
2018-12-14,1.0,-0.3740152339499456,-1.3127312295973883,-0.0,-0.9697932535364526,-0.6960609357997823,0.0
2018-12-17,1.0,-0.36215044439627136,-1.311814437459354,-0.0,-0.9594190331671363,-0.7021894645566876,0.0
2018-12-18,1.0,-0.3431266962477922,-1.298453452806617,-0.0,-0.9579545944083058,-0.7083961573256365,0.0
2018-12-19,1.0,-0.3349730312837109,-1.3028694714131606,-0.0,-0.9646601941747572,-0.7124919093851132,0.0
2018-12-20,1.0,-0.3331474650424638,-1.285193445998113,-0.0,-0.9667152783735096,-0.7042549541048297,0.0
2018-12-21,1.0,-0.3287214962849091,-1.2852079596891282,-0.0,-0.9657101375010675,-0.6905798958066445,0.0
2018-12-24,1.0,-0.3062807255467028,-1.2622478386167146,-0.0,-0.9597813188676046,-0.7096965587387692,0.0
2018-12-26,1.0,-0.30779569892473113,-1.2787718413978493,-0.0,-0.9253192204301075,-0.6884240591397849,0.0
2018-12-27,1.0,-0.2647509887803697,-1.2314956816530795,-0.0,-0.8493421583662927,-0.6902494148034546,0.0
2018-12-28,1.0,-0.263816054860831,-1.2321903993545784,-0.0,-0.8486889874949576,-0.6891488503428801,0.0
2018-12-31,1.0,-0.25942995755003034,-1.2418435415403275,-0.0,-0.8511421063270669,-0.6904790782292298,0.0
2019-01-02,1.0,-0.2585168720953728,-1.2417862194382703,-0.0,-0.8505960800161648,-0.6903212770256617,0.0
2019-01-03,1.0,-0.2728559298046985,-1.238081759734746,-0.0,-0.8633698596902672,-0.6692005984392059,0.0
2019-01-04,1.0,-0.25219245313379995,-1.244146753560222,-0.0,-0.8546946657011828,-0.6718159143937565,0.0
2019-01-07,1.0,-0.2417778129576127,-1.2197332489017296,-0.0,-0.8446986187517315,-0.6515217477341987,0.0
2019-01-08,1.0,-0.24710730702171504,-1.1930179109209067,-0.0,-0.8708194642574102,-0.6516484387383105,0.0
2019-01-09,1.0,-0.2385510585057791,-1.174365492314414,-0.0,-0.8817968781030306,-0.6770862294951743,0.0
2019-01-10,1.0,-0.24072308303535958,-1.169288835915773,-0.0,-0.8874851013110847,-0.6754469606674613,0.0
2019-01-11,1.0,-0.24329913306291256,-1.150361886582359,-0.0,-0.8919510061242344,-0.6912033723057345,0.0
2019-01-14,1.0,-0.25452740270055596,-1.1478951548848293,-0.0,-0.8890786338363781,-0.6799046862589355,0.0
2019-01-15,1.0,-0.24682438869482376,-1.1377421403620198,-0.0,-0.8841298825023818,-0.7008574150523976,0.0
2019-01-16,1.0,-0.2500789515237644,-1.1236380862150641,-0.0,-0.8800331596399811,-0.6938259908416232,0.0
2019-01-17,1.0,-0.2507304746110716,-1.123154070915265,-0.0,-0.8798862828713576,-0.6947405828002843,0.0
2019-01-18,1.0,-0.2519475357710652,-1.1122019077901433,-0.0,-0.8844594594594595,-0.7259538950715422,0.0
2019-01-22,1.0,-0.0,-1.2948990435706695,-0.0,-1.1169377912204694,-0.6755088694514837,0.0
2019-01-23,1.0,-0.0,-1.2638997009054778,-0.0,-1.1304953496947596,-0.7027492112918425,0.0
2019-01-24,1.0,-0.0,-1.2662076878944348,-0.0,-1.1262191623637408,-0.705597901811327,0.0
2019-01-25,1.0,-0.0,-1.2744368757574491,-0.0,-1.2473985540557482,-0.6571941995068745,0.0
2019-01-28,1.0,-0.0,-1.2492138694394366,-0.0,-1.2851872038908223,-0.658253322711836,0.0
2019-01-29,1.0,-0.0,-1.2370069409175555,-0.0,-1.3232182156763161,-0.6720416455053326,0.0
2019-01-30,1.0,-0.0,-1.2379823967501693,-0.0,-1.3239675016926202,-0.6695582261340556,0.0
2019-01-31,1.0,-0.0,-1.2375674308833446,-0.0,-1.2753287255563048,-0.701534052596089,0.0
2019-02-01,1.0,-0.0,-1.2420044901935867,-0.0,-1.2923709069343838,-0.7016562883890372,0.0
2019-02-04,1.0,-0.0,-1.2506873070253353,-0.0,-1.2911221080235165,-0.6878145751385187,0.0
2019-02-05,1.0,-0.0,-1.2374000253903772,-0.0,-1.2813676949769373,-0.7129617874825441,0.0
2019-02-06,1.0,-0.0,-1.219529730186924,-0.0,-1.2855028334602048,-0.7240125179734416,0.0
2019-02-07,1.0,-0.0,-1.2269690136139648,-0.0,-1.2559091288732982,-0.6931429048692892,0.0
2019-02-08,1.0,-0.0,-1.212911572006844,-0.0,-1.2665359095271878,-0.6936109835997162,0.0
2019-02-11,1.0,-0.0,-1.2062243788170335,-0.0,-1.27658328453108,-0.7002426169162553,0.0
2019-02-12,1.0,-0.0,-1.2109611791571515,-0.0,-1.2744031554909694,-0.6665974673033008,0.0
2019-02-13,1.0,-0.0,-1.1827222131281716,-0.0,-1.2581027991487967,-0.6514977901456868,0.0
2019-02-14,1.0,-0.0,-1.144855186071458,-0.0,-1.2844706658965261,-0.6964683554748741,0.0
2019-02-15,1.0,-0.0,-1.1336415039828305,-0.0,-1.291179990919972,-0.7024639894341491,0.0
2019-02-19,1.0,-0.0,-1.1078096023078507,-0.0,-1.3146507315062848,-0.6986606222954873,0.0
