Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WSBC
2018-09-24,-0.13096462361168243,-0.6801470588235294,-0.02534965034965035,-0.347233648704237,-0.38726347182229537,0.0,1.0
2018-09-25,-0.13000798701466004,-0.6831731636307423,-0.022492463865199805,-0.3499858294901193,-0.39077113338314484,0.0,1.0
2018-09-26,-0.12997887360230845,-0.6832070902251766,-0.022440356572370798,-0.3499768124903385,-0.3907868294945123,0.0,1.0
2018-09-27,-0.12907145072898357,-0.6908282494054389,-0.020835487540068243,-0.3517733429841795,-0.3925654017164719,0.0,1.0
2018-09-28,-0.12870954399751836,-0.6909833522903526,-0.021145693309895564,-0.35169579154172265,-0.39251370075483405,0.0,1.0
2018-10-01,-0.12978717902304052,-0.6900519769336194,-0.020997646815443097,-0.35246050011636626,-0.3926197926094489,0.0,1.0
2018-10-02,-0.13025177332605817,-0.7109153740223972,-0.015303868838828696,-0.35126146491022947,-0.3905214747836932,0.0,1.0
2018-10-03,-0.13052631578947368,-0.7118908382066277,-0.015646523716699157,-0.35103313840155953,-0.38999350227420404,0.0,1.0
2018-10-04,-0.1293586834624312,-0.7188013457475941,-0.015465665180085023,-0.3495814099053282,-0.3948308687374488,0.0,1.0
2018-10-05,-0.12117747927979422,-0.7172438878640651,-0.00852191535243836,-0.3522045259684585,-0.399023097508379,0.0,1.0
2018-10-08,-0.12140201253282717,-0.7185834265061494,-0.008632569749603474,-0.3520632361735874,-0.3994643646480668,0.0,1.0
2018-10-09,-0.11924408465002471,-0.7202540541947575,-0.0022646224327771557,-0.3562485358044616,-0.40500299346643415,0.0,1.0
2018-10-10,-0.1192390766908684,-0.7201186665625733,-0.002342103208681396,-0.35625992140942564,-0.4043771306633357,0.0,1.0
2018-10-11,-0.06835892879807082,-0.7188983373524559,-0.0,-0.338900875745653,-0.412235055210052,0.0,1.0
2018-10-12,-0.0634876558792346,-0.72045236532539,-0.0,-0.3331145554601908,-0.4073054980562427,0.0,1.0
2018-10-15,-0.0382499873845688,-0.7465307564212543,-0.0,-0.3290861381642024,-0.40921935711762625,0.0,1.0
2018-10-16,-0.03455325593134781,-0.7529530540131246,-0.0,-0.32821807168096917,-0.40825340737001514,0.0,1.0
2018-10-17,-0.02052815146985551,-0.7292227204783259,-0.0,-0.3261086198305929,-0.41542102640757356,0.0,1.0
2018-10-18,-0.019953168593064965,-0.7283280191311279,-0.0,-0.3271721801514548,-0.4155789159027501,0.0,1.0
2018-10-19,-0.011807312596120455,-0.7280845363893437,-0.0,-0.3257925286500968,-0.41481867341370243,0.0,1.0
2018-10-22,-0.013117034755173528,-0.7326410453879214,-0.0,-0.3247459816659628,-0.4138076665093285,0.0,1.0
2018-10-23,-0.009688667496886674,-0.7344209215442092,-0.0,-0.3295392278953923,-0.41701120797011204,0.0,1.0
2018-10-24,-0.007894015987250045,-0.7311552157780711,-0.0,-0.33082650596409097,-0.42037502801504095,0.0,1.0
2018-10-25,-0.0,-0.7233093454258674,-0.0,-0.32829751577287064,-0.41287953470031546,0.0,1.0
2018-10-26,-0.0,-0.7163099703365938,-0.0,-0.32737613689294204,-0.40783506165575745,0.0,1.0
2018-10-29,-0.0,-0.7183163963259722,-0.0,-0.317984170412351,-0.4065370334180184,0.0,1.0
2018-10-30,-0.0,-0.71700380041682,-0.0,-0.31418413632462916,-0.4206938825548609,0.0,1.0
2018-10-31,-0.0,-0.7081431952951512,-0.0,-0.31352644037189786,-0.418629053905659,0.0,1.0
2018-11-01,-0.0,-0.7157560975609757,-0.0,-0.3078292682926829,-0.4154634146341463,0.0,1.0
2018-11-02,-0.0,-0.7016755706653715,-0.0,-0.3131860126274891,-0.4135016998542982,0.0,1.0
2018-11-05,-0.0,-0.7166865286864315,-0.0,-0.3140306929007467,-0.4013668312376876,0.0,1.0
2018-11-06,-0.0,-0.716999027237354,-0.0,-0.31398346303501945,-0.4009484435797665,0.0,1.0
2018-11-07,-0.0,-0.7171633621213964,-0.0,-0.31443863276973605,-0.4011920690913514,0.0,1.0
2018-11-08,-0.0,-0.7148415786548081,-0.0,-0.3016651763056771,-0.4002948497957802,0.0,1.0
2018-11-09,-0.0,-0.7151323109670553,-0.0,-0.30346862754583714,-0.4002709109380291,0.0,1.0
2018-11-12,-0.0,-0.7078982274207163,-0.0,-0.30531773785119976,-0.3984565296032799,0.0,1.0
2018-11-13,-0.0,-0.7042924517009408,-0.0,-0.2979100332766752,-0.3918268655287161,0.0,1.0
2018-11-14,-0.0,-0.7040185841555705,-0.0,-0.2989031516428777,-0.39191972411150494,0.0,1.0
2018-11-15,-0.0,-0.7044327897119047,-0.0,-0.29836913571377255,-0.39203007878918505,0.0,1.0
2018-11-16,-0.0,-0.7100721153846153,-0.0,-0.3018269230769231,-0.3919471153846154,0.0,1.0
2018-11-19,-0.0,-0.7099728384972238,-0.0,-0.3017570848256136,-0.3919669254621061,0.0,1.0
2018-11-20,-0.0,-0.6998947670525208,-0.0,-0.2927867597818808,-0.39897637041997513,0.0,1.0
2018-11-21,-0.0,-0.699009759920211,-0.0,-0.292227683978058,-0.3834390064353732,0.0,1.0
2018-11-23,-0.0,-0.6916251482799526,-0.0,-0.2962040332147094,-0.3846737841043891,0.0,1.0
2018-11-26,-0.0,-0.6925120371907688,-0.0,-0.2954151941367615,-0.3839330186665402,0.0,1.0
2018-11-27,-0.0,-0.6925917159763314,-0.0,-0.29252071005917163,-0.3817751479289941,0.0,1.0
2018-11-28,-0.0,-0.6995948155344407,-0.0,-0.2896950453759211,-0.3802099376821553,0.0,1.0
2018-11-29,-0.0,-0.6951029467321496,-0.0,-0.28673970532678505,-0.3793209293539856,0.0,1.0
2018-11-30,-0.0,-0.6954149245269647,-0.0,-0.28627784470743867,-0.38055417759194954,0.0,1.0
2018-12-03,-0.0,-0.6954847246178201,-0.0,-0.28653450842331596,-0.380762233301042,0.0,1.0
2018-12-04,-0.0,-0.6972440295164675,-0.0,-0.28179739255487185,-0.3785039017375109,0.0,1.0
2018-12-06,-0.0,-0.710930077902337,-0.0,-0.28116093482804483,-0.3829802394071822,0.0,1.0
2018-12-07,-0.0,-0.7112241018817715,-0.0,-0.2805075080783121,-0.3842425394411709,0.0,1.0
2018-12-10,-0.0,-0.7133396181946735,-0.0,-0.27362715060098985,-0.3698562337968418,0.0,1.0
2018-12-11,-0.0,-0.7161124110709306,-0.0,-0.2678389940674561,-0.37958826727173883,0.0,1.0
2018-12-12,-0.0,-0.7161973662434687,-0.0,-0.2674894200534317,-0.38054708371752133,0.0,1.0
2018-12-13,-0.0,-0.7228148535316339,-0.0,-0.26756313701266304,-0.3854505713810553,0.0,1.0
2018-12-14,-0.0,-0.7359948486799742,-0.0,-0.262073406310367,-0.386802127304381,0.0,1.0
2018-12-17,-0.0,-0.7364771481675643,-0.0,-0.25944812467235384,-0.38695610732497737,0.0,1.0
2018-12-18,-0.0,-0.7328112020885249,-0.0,-0.2544677821288715,-0.38604485582057674,0.0,1.0
2018-12-19,-0.0,-0.7335598213437232,-0.0,-0.25572555354936805,-0.3864629858405398,0.0,1.0
2018-12-20,-0.0,-0.7359699040453345,-0.0,-0.25664896783256747,-0.3883901997666611,0.0,1.0
2018-12-21,-0.0,-0.7378191905540935,-0.0,-0.25691727718898927,-0.37622400834578085,0.0,1.0
2018-12-24,-0.0,-0.7224711153029947,-0.0,-0.24784248997877859,-0.3876444234850271,0.0,1.0
2018-12-26,-0.0,-0.7241906644080557,-0.0,-0.24313005834744966,-0.3853754940711463,0.0,1.0
2018-12-27,-0.0,-0.7095593345998794,-0.0,-0.22274222695889903,-0.3845512256151244,0.0,1.0
2018-12-28,-0.0,-0.7149049605934168,-0.0,-0.2213722763096894,-0.38175707000463605,0.0,1.0
2018-12-31,-0.0,-0.7159019776041546,-0.0,-0.22115317738158718,-0.38137852688196977,0.0,1.0
2019-01-02,-0.0,-0.7157458051358117,-0.0,-0.22045054231945863,-0.381385000463521,0.0,1.0
2019-01-03,-0.0,-0.717579250720461,-0.0,-0.21446499953518638,-0.3920237984568188,0.0,1.0
2019-01-04,-0.0,-0.7199907450254512,-0.0,-0.20053216103655716,-0.39322073114298933,0.0,1.0
2019-01-07,-0.0,-0.71077487391105,-0.0,-0.19587345254470429,-0.3858551123337918,0.0,1.0
2019-01-08,-0.0,-0.7007118822533019,-0.0,-0.20388216174147916,-0.38441641678302474,0.0,1.0
2019-01-09,-0.0,-0.6952097862124156,-0.0,-0.20368126214702184,-0.3876071796044358,0.0,1.0
2019-01-10,-0.0,-0.6933080404077342,-0.0,-0.2055126388444485,-0.38668464597522517,0.0,1.0
2019-01-11,-0.0,-0.6862417642752563,-0.0,-0.20790629575402636,-0.3935761346998536,0.0,1.0
2019-01-14,-0.0,-0.6865842490842491,-0.0,-0.21343864468864465,-0.3893315018315018,0.0,1.0
2019-01-15,-0.0,-0.6811806765056375,-0.0,-0.21253093775781465,-0.39799706664222195,0.0,1.0
2019-01-16,-0.0,-0.6805396490906591,-0.0,-0.21098080535068028,-0.3989875853222777,0.0,1.0
