Date,IWF,IWM,MTUM,SPNE,SPY,VLUE,VXX
2018-09-24,-1.0293740293065028,-1.8210547639948678,-0.10865014518198393,1.0,-1.5254912553177122,-1.2681477479910865,0.0
2018-09-25,-1.0300269905533064,-1.8182860998650472,-0.11099865047233468,1.0,-1.5231443994601888,-1.2652496626180838,0.0
2018-09-26,-1.0301986218078636,-1.8197540872855018,-0.10809350087825968,1.0,-1.5262126739629778,-1.2715849209566275,0.0
2018-09-27,-1.0322341358149572,-1.807202103985434,-0.11099871872681906,1.0,-1.5239058601389168,-1.26913480342572,0.0
2018-09-28,-1.0347550276690511,-1.8067215548657038,-0.11202591442839789,1.0,-1.5248346605479821,-1.2702119044405453,0.0
2018-10-01,-1.0379678421834886,-1.8062423996757193,-0.11214700716119443,1.0,-1.5276989596000539,-1.271787596270774,0.0
2018-10-02,-1.0388625592417062,-1.823019634394042,-0.10981719702098848,1.0,-1.5272850372376439,-1.2714285714285716,0.0
2018-10-03,-1.1028620615450828,-1.8835090739545224,-0.11175668890323506,1.0,-1.6589197331611791,-1.4160390215909906,0.0
2018-10-04,-1.112316993226018,-1.9301478621895258,-0.11690581979750891,1.0,-1.6739747978731154,-1.4504333891761965,0.0
2018-10-05,-1.0854812873161497,-1.9228192806174458,-0.07834571137323432,1.0,-1.7078054463375567,-1.4866754041065968,0.0
2018-10-08,-1.079747478412307,-1.9127058994267472,-0.0695160002902547,1.0,-1.7115593933676803,-1.4828386909513098,0.0
2018-10-09,-1.0776544016256624,-1.9139995645547574,-0.06335728282168518,1.0,-1.7150736628202337,-1.4873358008563757,0.0
2018-10-10,-1.0776987811955892,-1.913232733604179,-0.0627539175856065,1.0,-1.7151770168311087,-1.4859257109692399,0.0
2018-10-11,-0.9126746853924771,-1.8793019536953346,-0.0,1.0,-1.6602238754084682,-1.5003823958840297,0.0
2018-10-12,-0.899215819979543,-1.8432321854756222,-0.0,1.0,-1.6201159222638937,-1.4563927719058982,0.0
2018-10-15,-0.8464572283421732,-1.8892288861689108,-0.0,1.0,-1.6089351285189717,-1.4553243574051407,0.0
2018-10-16,-0.8443341717082455,-1.8915097546053974,-0.0,1.0,-1.6076405410917,-1.4540819794711441,0.0
2018-10-17,-0.7875791139240506,-1.7841508438818565,-0.0,1.0,-1.5741693037974682,-1.4469277426160336,0.0
2018-10-18,-0.7871975739996045,-1.7840332256575915,-0.0,1.0,-1.574329224075417,-1.4468982793855891,0.0
2018-10-19,-0.758664610846685,-1.804183146745324,-0.0,1.0,-1.6396728564724812,-1.5012401957498156,0.0
2018-10-22,-0.7635507733691997,-1.8182246133154,-0.0,1.0,-1.6403496973772698,-1.50275722932078,0.0
2018-10-23,-0.7697894949223217,-1.8188849283744706,-0.0,1.0,-1.6361557603066785,-1.5005716591566347,0.0
2018-10-24,-0.7658644796988437,-1.8108362463027696,-0.0,1.0,-1.6394191987093305,-1.5061844581876849,0.0
2018-10-25,-0.6739567785060678,-1.7043286391070154,-0.0,1.0,-1.6729833214355248,-1.4384450645726523,0.0
2018-10-26,-0.6322818621215975,-1.658929025693208,-0.0,1.0,-1.6640167896209617,-1.4045408293055202,0.0
2018-10-29,-0.5862068965517241,-1.6739295187571048,-0.0,1.0,-1.6432360742705567,-1.4120879120879122,0.0
2018-10-30,-0.5710949826443673,-1.673398548437993,-0.0,1.0,-1.6431050804670244,-1.4235405490691069,0.0
2018-10-31,-0.5720507715281234,-1.6258088601294174,-0.0,1.0,-1.62344449975112,-1.4007590841214534,0.0
2018-11-01,-0.5198415194012954,-1.6993270863467707,-0.0,1.0,-1.6449279919501918,-1.424878938431545,0.0
2018-11-02,-0.529851676430263,-1.633428891935685,-0.0,1.0,-1.6583572229839214,-1.410444970709211,0.0
2018-11-05,-0.5252147926783713,-1.6435064126509773,-0.0,1.0,-1.6573901133109201,-1.3998256755074088,0.0
2018-11-06,-0.5303963661253189,-1.6465061290523304,-0.0,1.0,-1.652355173915749,-1.3931304834795595,0.0
2018-11-07,-0.5284426484302146,-1.6468759714019274,-0.0,1.0,-1.649487099782406,-1.3921044451352194,0.0
2018-11-08,-0.46064986409686187,-1.6621571534469977,-0.0,1.0,-1.6384358784284656,-1.416172473437114,0.0
2018-11-09,-0.4597188680413648,-1.666976283361199,-0.0,1.0,-1.6459223481330112,-1.419778314446715,0.0
2018-11-12,-0.45547776958978137,-1.6327683615819208,-0.0,1.0,-1.6458486858265782,-1.4069024809629083,0.0
2018-11-13,-0.3982054080271614,-1.6196192554868436,-0.0,1.0,-1.6494482842245666,-1.3955377713107797,0.0
2018-11-14,-0.4009480423540999,-1.6531026840679635,-0.0,1.0,-1.677727160797833,-1.4242797340556514,0.0
2018-11-15,-0.3978026025042966,-1.650748833783452,-0.0,1.0,-1.6780628529339554,-1.4113675423520746,0.0
2018-11-16,-0.38899116347569956,-1.6334683357879234,-0.0,1.0,-1.6822533136966127,-1.4317623956799215,0.0
2018-11-19,-0.4005914607849177,-1.6384079847205963,-0.0,1.0,-1.6851087425297269,-1.4370032653564166,0.0
2018-11-20,-0.2689283449587825,-1.6883956880152187,-0.0,1.0,-1.7885225110970198,-1.5952441344324668,0.0
2018-11-21,-0.2706762231224681,-1.6597070738547832,-0.0,1.0,-1.7680897475849173,-1.5339981302586474,0.0
2018-11-23,-0.27185129926644286,-1.6435409673007584,-0.0,1.0,-1.7692403332090016,-1.5320154171329106,0.0
2018-11-26,-0.2732477664527495,-1.6901346420032717,-0.0,1.0,-1.784635711589279,-1.5436642758273564,0.0
2018-11-27,-0.2499218994064355,-1.6951577631990002,-0.0,1.0,-1.7725710715401437,-1.5304592314901593,0.0
2018-11-28,-0.24982811425714108,-1.7006687917994876,-0.0,1.0,-1.7704231514469655,-1.5294705919119946,0.0
2018-11-29,-0.19715211147100165,-1.6563588584000488,-0.0,1.0,-1.7405121310273177,-1.5173256737762024,0.0
2018-11-30,-0.19757842597688496,-1.6588393566929616,-0.0,1.0,-1.7450009172628875,-1.5136672170243992,0.0
2018-12-03,-0.2243427704752275,-1.7160642062689586,-0.0,1.0,-1.8070652173913044,-1.5720424671385238,0.0
2018-12-04,-0.2031033177746941,-1.7296581304402676,-0.0,1.0,-1.8030150119843573,-1.5717169168664062,0.0
2018-12-06,-0.17501049223574555,-1.5788716349901075,-0.0,1.0,-1.7581989327897358,-1.4834822231548654,0.0
2018-12-07,-0.16520221473278768,-1.5875662012518057,-0.0,1.0,-1.7678141550312951,-1.4977130476649012,0.0
2018-12-10,-0.11426883308714918,-1.5797341211225995,-0.0,1.0,-1.755391432791728,-1.4590251107828653,0.0
2018-12-11,-0.11910669975186106,-1.5779865295994329,-0.0,1.0,-1.7557603686635945,-1.4551577454803262,0.0
2018-12-12,-0.11928394186458703,-1.5779865295994329,-0.0,1.0,-1.7552877230296584,-1.45557131041002,0.0
2018-12-13,-0.11849881796690308,-1.5703309692671394,-0.0,1.0,-1.7680851063829788,-1.4532505910165485,0.0
2018-12-14,-0.12274901104091634,-1.560075574186692,-0.0,1.0,-1.7697939422565983,-1.451555765483852,0.0
2018-12-17,-0.09120769546600974,-1.5553991436447887,-0.0,1.0,-1.7461434688251511,-1.4728136547598099,0.0
2018-12-18,-0.06772100567721007,-1.5279805352798053,-0.0,1.0,-1.7310276908817057,-1.4663422546634226,0.0
2018-12-19,-0.06651216685979143,-1.5285631517960603,-0.0,1.0,-1.7318655851680187,-1.4668597914252608,0.0
2018-12-20,-0.06543075245365322,-1.5008896286517823,-0.0,1.0,-1.7239281409630949,-1.4493485622453082,0.0
2018-12-21,-0.05289730349971314,-1.5160642570281122,-0.0,1.0,-1.748995983935743,-1.419334480780264,0.0
2018-12-24,-0.049979939244569276,-1.5139565541353814,-0.0,1.0,-1.748266177566344,-1.4193844213904971,0.0
2018-12-26,-0.058184408953274355,-1.6438282966217421,-0.0,1.0,-1.7729026895446178,-1.4622691919491777,0.0
2018-12-27,-0.0,-1.564716563581683,-0.0,1.0,-1.6239573284911764,-1.485672133008001,0.0
2018-12-28,-0.0,-1.5650252167507226,-0.0,1.0,-1.6202754009180034,-1.4813849379497932,0.0
2018-12-31,-0.0,-1.692178904568285,-0.0,1.0,-1.7168739535996174,-1.5703779000239175,0.0
2019-01-02,-0.0,-1.6881675517632317,-0.0,1.0,-1.7101259025001494,-1.5687093501998928,0.0
2019-01-03,-0.0,-1.7025563909774437,-0.0,1.0,-1.7642105263157895,-1.5482706766917294,0.0
2019-01-04,-0.0,-1.69529530720276,-0.0,1.0,-1.714744542913222,-1.5377386546125023,0.0
2019-01-07,-0.0,-1.6264919941775835,-0.0,1.0,-1.7020087336244543,-1.4939155749636097,0.0
2019-01-08,-0.0,-1.595474163070104,-0.0,1.0,-1.739356118045025,-1.497433803802636,0.0
2019-01-09,-0.0,-1.5760183929729412,-0.0,1.0,-1.7684961386547189,-1.5506101515062194,0.0
2019-01-10,-0.0,-1.5713865175154549,-0.0,1.0,-1.768795996467471,-1.547365322343244,0.0
2019-01-11,-0.0,-1.586394639224602,-0.0,1.0,-1.8080650951298314,-1.588488692114395,0.0
2019-01-14,-0.0,-1.592727707672986,-0.0,1.0,-1.813169068835596,-1.5746067818910354,0.0
2019-01-15,-0.0,-1.5979313247940345,-0.0,1.0,-1.8163449395634133,-1.599254314751338,0.0
2019-01-16,-0.0,-1.6071514712976362,-0.0,1.0,-1.8226603955619876,-1.6001567776169803,0.0
2019-01-17,-0.0,-1.6027347531461762,-0.0,1.0,-1.8366408518877055,-1.6109632139399805,0.0
2019-01-18,-0.0,-1.593103448275862,-0.0,1.0,-1.8424168446750075,-1.6676228257552639,0.0
2019-01-22,-0.0,-1.6241412520064207,-0.0,1.0,-2.1209630818619583,-1.6754414125200643,0.0
2019-01-23,-0.0,-1.523638922653701,-0.0,1.0,-2.123152709359606,-1.7507517113428444,0.0
2019-01-24,-0.0,-1.5237973387922212,-0.0,1.0,-2.1225690890481066,-1.7507676560900716,0.0
2019-01-25,-0.0,-1.4260180083322134,-0.0,1.0,-2.442548044617659,-1.8509608923531782,0.0
2019-01-28,-0.0,-1.3972123089354251,-0.0,1.0,-2.4856238637128816,-1.850649787893071,0.0
2019-01-29,-0.0,-1.3646446202745655,-0.0,1.0,-2.5132210725637387,-1.8848312707107595,0.0
2019-01-30,-0.0,-1.3634027589937785,-0.0,1.0,-2.5123072761698673,-1.8864619962131457,0.0
