Date,IWF,IWM,MTUM,RGP,SPY,VLUE,VXX
2020-06-29,-0.12825462592400771,-0.579217477282358,-0.05318046989029615,1.0,-0.3781486887329912,-0.21535853853759596,0.0
2020-06-30,-0.13588595664467484,-0.5647031102733271,-0.06145146088595664,1.0,-0.3803722902921772,-0.21385485391140432,0.0
2020-07-01,-0.13823883628120057,-0.5643611117670674,-0.06593147094245165,1.0,-0.379058729071717,-0.21385222093654804,0.0
2020-07-02,-0.13155347827113284,-0.5687982437504426,-0.06217689965299907,1.0,-0.3756107924367963,-0.22241106626065196,0.0
2020-07-06,-0.13104995866304475,-0.5681114916735561,-0.06377701665288768,1.0,-0.3760718081965277,-0.2231250738159915,0.0
2020-07-07,-0.12824809421538316,-0.5711689599018197,-0.06178754336692549,1.0,-0.3759646928323618,-0.22291189728823962,0.0
2020-07-08,-0.12768820377233778,-0.5724133046906352,-0.06000802625056066,1.0,-0.3765255777720073,-0.22405042373881637,0.0
2020-07-09,-0.12324109925394278,-0.5712531872698083,-0.059212390216262165,1.0,-0.37848238738313345,-0.2287515346113892,0.0
2020-07-10,-0.11598553430874324,-0.5772803554967263,-0.05197721417259555,1.0,-0.3803153142505968,-0.23809298697615053,0.0
2020-07-13,-0.1135595224021752,-0.577302281593569,-0.05182645702801749,1.0,-0.3803286440477598,-0.24132876226504313,0.0
2020-07-14,-0.10553404476343374,-0.576423647181037,-0.045731419397487955,1.0,-0.38499858343564075,-0.24825290395693644,0.0
2020-07-15,-0.10581348691198339,-0.5761087638964288,-0.04529468690254207,1.0,-0.3849222272051361,-0.24818844855665964,0.0
2020-07-16,-0.10292624170425828,-0.5838312746510474,-0.04293710587846296,1.0,-0.3833400250348362,-0.2487423537469592,0.0
2020-07-17,-0.10462149135242416,-0.5845146961534826,-0.04340327001228617,1.0,-0.3833994896512617,-0.2468103203855968,0.0
2020-07-20,-0.10541862608407968,-0.5839969752109081,-0.042606990098541964,1.0,-0.3835810667107782,-0.24751281990689322,0.0
2020-07-21,-0.09558545797922569,-0.5874409820585459,-0.0369452313503305,1.0,-0.3855288007554297,-0.25521718602455146,0.0
2020-07-22,-0.07727359480866496,-0.6084550052485924,-0.026028246970130738,1.0,-0.4080303464070999,-0.2659366351751121,0.0
2020-07-23,-0.08063549878986843,-0.6164002779708131,-0.03158323548441207,1.0,-0.4118281373559225,-0.25585296302508925,0.0
2020-07-24,-0.1021580649833438,-0.6083860377540674,-0.04190604934099358,1.0,-0.41988123400762806,-0.2416115483029981,0.0
2020-07-27,-0.1014727184934814,-0.608184451955577,-0.04232254949299855,1.0,-0.41892805408015454,-0.24338483824239496,0.0
2020-07-28,-0.1004054836841089,-0.6072842247538135,-0.041224174551071635,1.0,-0.41955493338482336,-0.245124541417262,0.0
2020-07-29,-0.09805719802099674,-0.6048509714009895,-0.040400627488837944,1.0,-0.42111741281525283,-0.24901653191746106,0.0
2020-07-30,-0.09778045838359468,-0.6018817852834741,-0.040651387213510255,1.0,-0.4209891435464415,-0.2512665862484922,0.0
2020-07-31,-0.1006322698971958,-0.6023939379313673,-0.04100101356243062,1.0,-0.4203870843187412,-0.24885370915584729,0.0
2020-08-03,-0.09956323447793247,-0.6029294659877898,-0.04160131270963538,1.0,-0.4195844694867402,-0.2493907000313699,0.0
2020-08-04,-0.09973936966069791,-0.6028283218302041,-0.041773251604807174,1.0,-0.4194217867657705,-0.24943288768762967,0.0
2020-08-05,-0.10063955593097623,-0.6024134186074575,-0.04192108121153614,1.0,-0.41974176420900206,-0.2487269216845662,0.0
2020-08-06,-0.10604551747589322,-0.6219669184620242,-0.039153773287022416,1.0,-0.42678098661679337,-0.2349712176046246,0.0
2020-08-07,-0.10563003983289615,-0.6218546585057806,-0.03949285922471583,1.0,-0.42613912367628487,-0.23569416108034588,0.0
2020-08-10,-0.1000388594744256,-0.6257103997668432,-0.03723223393403604,1.0,-0.42621557293437606,-0.23952008549084375,0.0
2020-08-11,-0.10410286325409557,-0.6253706674444607,-0.04127169316027417,1.0,-0.42661999902775755,-0.23321666423606047,0.0
2020-08-12,-0.09940966401865753,-0.6256832592376649,-0.031460292009814636,1.0,-0.4307995044092996,-0.24203775235041178,0.0
2020-08-13,-0.0975,-0.6276456310679611,-0.026601941747572817,1.0,-0.43070388349514566,-0.2447087378640777,0.0
2020-08-14,-0.0963419666480569,-0.6269874019952909,-0.02570575527344224,1.0,-0.4313420880161177,-0.24698400368958903,0.0
2020-08-17,-0.09651422468200796,-0.6269297990096125,-0.025803476065637442,1.0,-0.431279735896689,-0.24689290222351684,0.0
2020-08-18,-0.09634986894476263,-0.6260799922337636,-0.022667702164838363,1.0,-0.4328220561110572,-0.2490292204640326,0.0
2020-08-19,-0.09845100514713023,-0.6242837719724191,-0.02362338545207342,1.0,-0.4334757696416432,-0.24805768670486547,0.0
2020-08-20,-0.09809919161022504,-0.6245721360425315,-0.023377758357002402,1.0,-0.43325322263491367,-0.24829461316243048,0.0
2020-08-21,-0.09872047005122976,-0.6242989292738,-0.02393959258989487,1.0,-0.43317066064534926,-0.24782091436618348,0.0
2020-08-24,-0.09876902906256828,-0.6241775317454535,-0.02401243110690266,1.0,-0.43314638113968,-0.24784519387185278,0.0
2020-08-25,-0.09868293157076205,-0.6230073872472783,-0.019148522550544323,1.0,-0.4362606920684292,-0.25291601866251945,0.0
2020-08-26,-0.0978786479722013,-0.6229193497436396,-0.0188564624693218,1.0,-0.43622579155833113,-0.25407625203508855,0.0
2020-08-27,-0.09857340753882421,-0.6224512115099522,-0.019248061827107688,1.0,-0.43631370452280843,-0.25372445135732863,0.0
2020-08-28,-0.09916391211355241,-0.6224722924363213,-0.019468209216410657,1.0,-0.4360781644954307,-0.25330546373711843,0.0
2020-08-31,-0.0993826560373323,-0.6223507680342213,-0.019711258020610536,1.0,-0.4359809449737508,-0.25306241493291853,0.0
2020-09-01,-0.09826336527703458,-0.6262343727197548,-0.00975336868220071,1.0,-0.4423310794376611,-0.255655008026463,0.0
2020-09-02,-0.0963600554380334,-0.6245775281445278,-0.009798915554258759,1.0,-0.4418265373112554,-0.2589539718433146,0.0
2020-09-03,-0.09630026027097371,-0.6230449271484517,-0.009340565785312935,1.0,-0.4427038991997276,-0.26104935418744374,0.0
2020-09-04,-0.08435486215417413,-0.6268472309704928,-0.0,1.0,-0.4455399970928824,-0.26585590387131164,0.0
2020-09-08,-0.08610202350660365,-0.6264631043256997,-0.0,1.0,-0.44541378892523925,-0.26535805161759357,0.0
2020-09-09,-0.08077239510235687,-0.6271354595170111,-0.0,1.0,-0.4431108745099937,-0.26876542612398974,0.0
2020-09-10,-0.06845209320313256,-0.6270182732282703,-0.0,1.0,-0.4418447259015759,-0.2797544232814464,0.0
2020-09-11,-0.06788467580173518,-0.6273472051040383,-0.0,1.0,-0.4418183136373523,-0.2796345972594794,0.0
2020-09-14,-0.06922556318282896,-0.6283235038190081,-0.0,1.0,-0.4414821618485933,-0.2780624577008605,0.0
2020-09-15,-0.06919470224284609,-0.6276827146171693,-0.0,1.0,-0.4416328306264501,-0.2783497679814385,0.0
2020-09-16,-0.06471427535005199,-0.6273850692849025,-0.0,1.0,-0.4424560470121642,-0.2837416265628401,0.0
2020-09-17,-0.05463211632914761,-0.6321163291476132,-0.0,1.0,-0.4402990491398708,-0.29246812320050325,0.0
2020-09-18,-0.04979674796747968,-0.6308555942702284,-0.0,1.0,-0.44013743708865666,-0.2988772744870306,0.0
2020-09-21,-0.04910735884658183,-0.6342832260873772,-0.0,1.0,-0.4376360733465576,-0.2980308674827036,0.0
2020-09-22,-0.05218716732797832,-0.6317381205845349,-0.0,1.0,-0.4371673279783218,-0.2983160747120875,0.0
2020-09-23,-0.05106310926199173,-0.6291574949807697,-0.0,1.0,-0.4368060762923006,-0.3019036791562855,0.0
2020-09-24,-0.04798626891650147,-0.6290673499975825,-0.0,1.0,-0.4374365420877048,-0.30297829135038434,0.0
2020-09-25,-0.0483851457602516,-0.6287165840087093,-0.0,1.0,-0.4373775250997944,-0.30477803314382484,0.0
2020-09-28,-0.04436711613745107,-0.6264076168382389,-0.0,1.0,-0.4360108259629791,-0.3097240346044174,0.0
2020-09-29,-0.04447667391829828,-0.6262750785593425,-0.0,1.0,-0.4355088228184675,-0.3109257916364515,0.0
2020-09-30,-0.04456905302847199,-0.6266012471600522,-0.0,1.0,-0.43522502054430323,-0.3105815246289941,0.0
2020-10-01,-0.044498694769409264,-0.6266557091752877,-0.0,1.0,-0.4345692739050566,-0.3113458377646718,0.0
2020-10-02,-0.044594300630846205,-0.6192444347763034,-0.0,1.0,-0.43912696686244657,-0.3140695622749136,0.0
2020-10-05,-0.040830132154333065,-0.6210045662100456,-0.0,1.0,-0.43854944311565314,-0.3155758498224252,0.0
2020-10-06,-0.039057027608028795,-0.6211444168015265,-0.0,1.0,-0.43805705176203474,-0.31714209801695614,0.0
2020-10-07,-0.036175398798175544,-0.6241764606511089,-0.0,1.0,-0.4347563771508555,-0.3181938846924246,0.0
2020-10-08,-0.036595394736842105,-0.6262335526315789,-0.0,1.0,-0.43691950464396284,-0.31900638544891646,0.0
2020-10-09,-0.057994685648814014,-0.6271665732185954,-0.0,1.0,-0.4471612101118939,-0.3054533044050608,0.0
2020-10-12,-0.05782545099951244,-0.6271331058020477,-0.0,1.0,-0.44661140906874697,-0.3062652364700146,0.0
2020-10-13,-0.0664662168768945,-0.6231299501320036,-0.0,1.0,-0.45110980737264106,-0.30380365698640854,0.0
2020-10-14,-0.06432362364565754,-0.6234989116345048,-0.0,1.0,-0.45273558832880867,-0.30520703402059335,0.0
2020-10-15,-0.06585097271503731,-0.624544231004527,-0.0,1.0,-0.45327297198091276,-0.30338920836901995,0.0
2020-10-16,-0.0656909295609183,-0.6248225561701504,-0.0,1.0,-0.45286112878750795,-0.30412648685691906,0.0
2020-10-19,-0.06400685350630278,-0.6240851792926202,-0.0,1.0,-0.45365316362746294,-0.30593562599437035,0.0
2020-10-20,-0.06340699410224408,-0.6245747987176664,-0.0,1.0,-0.45395590142671854,-0.30526393069525,0.0
2020-10-21,-0.06384749039473361,-0.6243545505714216,-0.0,1.0,-0.4537601252967232,-0.30523945867900054,0.0
2020-10-22,-0.06374804228660924,-0.6235317149569304,-0.0,1.0,-0.45404267815191857,-0.3058193030540329,0.0
2020-10-23,-0.06474661707490152,-0.6228007928157194,-0.0,1.0,-0.4543274524677613,-0.3050872341987423,0.0
2020-10-26,-0.0640250617978903,-0.6201081769010499,-0.0,1.0,-0.4536821752857388,-0.3096502606524878,0.0
2020-10-27,-0.06086105675146771,-0.6219667318982387,-0.0,1.0,-0.4547211350293542,-0.30863502935420745,0.0
2020-10-28,-0.0633821766677267,-0.6225690452310477,-0.0,1.0,-0.4543653220479953,-0.30595171114753295,0.0
