Date,IWF,IWM,MTUM,SPY,TCBI,VLUE,VXX
2018-09-24,-0.21161955333437454,-0.7346243948149306,-0.09620490395127285,-0.5124472903326566,1.0,-0.5686709354989848,0.0
2018-09-25,-0.21039922225358296,-0.7410229874243422,-0.09113431806065167,-0.517985385893938,1.0,-0.575532348606015,0.0
2018-09-26,-0.21298652341909338,-0.7447931391951748,-0.09518424276693997,-0.5181729651619389,1.0,-0.5702572801809442,0.0
2018-09-27,-0.2127855622279414,-0.7694531820925873,-0.09071267435579702,-0.5263559241254409,1.0,-0.5780192545991802,0.0
2018-09-28,-0.20932084607543325,-0.7763761467889908,-0.09148827726809379,-0.5282874617737003,1.0,-0.5800522426095821,0.0
2018-10-01,-0.2099964958109012,-0.7755726163550062,-0.09152304800739064,-0.5285909974196425,1.0,-0.5799432958491286,0.0
2018-10-02,-0.21021366292996072,-0.7914470952700329,-0.08728561847274122,-0.5270352272364345,1.0,-0.5777841653093162,0.0
2018-10-03,-0.21015996679332036,-0.7894249497110379,-0.08723139308407037,-0.527475334461509,1.0,-0.5786583224240875,0.0
2018-10-04,-0.20886319845857418,-0.8021515735388568,-0.08692999357739242,-0.5260115606936416,1.0,-0.5873474630700064,0.0
2018-10-05,-0.19395764585268957,-0.7971358087976164,-0.07320667670521896,-0.5374683625412487,1.0,-0.6020247973600743,0.0
2018-10-08,-0.19297122555452423,-0.7961783439490446,-0.07195211727426944,-0.5379444995679032,1.0,-0.6016707742534328,0.0
2018-10-09,-0.1899514921777121,-0.8010536798483728,-0.05959073532718687,-0.5478171479970445,1.0,-0.6140255067621831,0.0
2018-10-10,-0.18955214290303926,-0.8016449270706162,-0.05901818415472596,-0.5479342029171754,1.0,-0.6145987277517189,0.0
2018-10-11,-0.14087868605344972,-0.8107590365229407,-0.0,-0.5452689759130736,1.0,-0.6434695223440002,0.0
2018-10-12,-0.1345451138386583,-0.8106436803148132,-0.0,-0.5393047877822543,1.0,-0.6386520503451076,0.0
2018-10-15,-0.09245994344957587,-0.8639019792648445,-0.0,-0.5378887841658812,1.0,-0.6474395224630851,0.0
2018-10-16,-0.08925822363253637,-0.8692387445411418,-0.0,-0.5369003110371044,1.0,-0.6464230732979358,0.0
2018-10-17,-0.06664182348922428,-0.8334264952487425,-0.0,-0.5398732997950438,1.0,-0.6654866157381529,0.0
2018-10-18,-0.06565640850110464,-0.8317826803995395,-0.0,-0.5462550953729347,1.0,-0.6679839437408595,0.0
2018-10-19,-0.13319878910191726,-0.9711541807300186,-0.0,-0.6268833292738091,1.0,-0.7483558926893769,0.0
2018-10-22,-0.13363478260869568,-0.9660521739130435,-0.0,-0.6287304347826087,1.0,-0.7498782608695653,0.0
2018-10-23,-0.12654266727611546,-0.9775324355683696,-0.0,-0.6477620336837664,1.0,-0.7642487957526106,0.0
2018-10-24,-0.12471838918614477,-0.972930160518164,-0.0,-0.6514714165023937,1.0,-0.7710152069839482,0.0
2018-10-25,-0.09188356164383563,-0.9347602739726029,-0.0,-0.6530479452054795,1.0,-0.7449315068493151,0.0
2018-10-26,-0.08821624569656066,-0.9280430855234004,-0.0,-0.6521798411562191,1.0,-0.7401915669632205,0.0
2018-10-29,-0.06966879326727297,-0.935217863445093,-0.0,-0.6441563730147957,1.0,-0.7444685760825301,0.0
2018-10-30,-0.04599931903302689,-0.9401770514130063,-0.0,-0.6497786857337419,1.0,-0.7689138576779025,0.0
2018-10-31,-0.053328815856344226,-0.91695747924784,-0.0,-0.6516347619854311,1.0,-0.7661866847365746,0.0
2018-11-01,-0.04830410940356103,-0.9201814365987409,-0.0,-0.6508022476474171,1.0,-0.7657572269988491,0.0
2018-11-02,-0.05216190732758621,-0.898504849137931,-0.0,-0.6556438577586208,1.0,-0.7611462823275862,0.0
2018-11-05,-0.05260853457276616,-0.8974436697989289,-0.0,-0.6557205887305918,1.0,-0.762251187228453,0.0
2018-11-06,-0.055020540103710686,-0.8987137180954947,-0.0,-0.6539160886254967,1.0,-0.75957976968146,0.0
2018-11-07,-0.05583118118798423,-0.9119885823025691,-0.0,-0.6614788636672557,1.0,-0.768791627021884,0.0
2018-11-08,-0.029566448654844583,-0.9138965679994606,-0.0,-0.6529229316971209,1.0,-0.7749308880048548,0.0
2018-11-09,-0.029529748862295632,-0.9136355975054777,-0.0,-0.6531939996629024,1.0,-0.7746165514916568,0.0
2018-11-12,-0.028410235744509373,-0.8981462824904293,-0.0,-0.6594129894553026,1.0,-0.7722143864598026,0.0
2018-11-13,-0.0054326089854686045,-0.896480469270764,-0.0,-0.6598453539528063,1.0,-0.7711305159312092,0.0
2018-11-14,-0.005532226887955742,-0.8963207358528296,-0.0,-0.6598013730587216,1.0,-0.771012464173832,0.0
2018-11-15,-0.004030377723003131,-0.8967423889147959,-0.0,-0.6601825328092732,1.0,-0.7699686896276065,0.0
2018-11-16,-0.0030255677095455,-0.8918110183861424,-0.0,-0.658709312763906,1.0,-0.771253781959637,0.0
2018-11-19,-0.006385101429996674,-0.8910542068506817,-0.0,-0.6572996341868972,1.0,-0.7708347189890256,0.0
2018-11-20,-0.0,-0.8738189172164573,-0.0,-0.6492391340383914,1.0,-0.7922620429002419,0.0
2018-11-21,-0.0,-0.8725198412698412,-0.0,-0.6466600529100529,1.0,-0.7876984126984127,0.0
2018-11-23,-0.0,-0.8658782332925904,-0.0,-0.6494004162399657,1.0,-0.7882131412903439,0.0
2018-11-26,-0.0,-0.8701037056608759,-0.0,-0.6469053438139903,1.0,-0.7857190038972192,0.0
2018-11-27,-0.0,-0.8696881989211946,-0.0,-0.6394553348243653,1.0,-0.7798973819234312,0.0
2018-11-28,-0.0,-0.8720065789473684,-0.0,-0.6383223684210526,1.0,-0.7791118421052632,0.0
2018-11-29,-0.0,-0.8540131707635131,-0.0,-0.6262306839668775,1.0,-0.7798461237530155,0.0
2018-11-30,-0.0,-0.8553026350117401,-0.0,-0.6286198799895643,1.0,-0.777230628750326,0.0
2018-12-03,-0.0,-0.8554095045500506,-0.0,-0.6288528653902606,1.0,-0.7774226165236963,0.0
2018-12-04,-0.0,-0.8554640450535499,-0.0,-0.6246297079983072,1.0,-0.7752205475438653,0.0
2018-12-06,-0.0,-0.8483464515920058,-0.0,-0.6195704984938296,1.0,-0.7711592653775143,0.0
2018-12-07,-0.0,-0.8493763162157785,-0.0,-0.6216426372914305,1.0,-0.7688968086829743,0.0
2018-12-10,-0.0,-0.851161595064426,-0.0,-0.613572828636612,1.0,-0.7485620642010219,0.0
2018-12-11,-0.0,-0.8512436531910791,-0.0,-0.6128928594382672,1.0,-0.7494376245259978,0.0
2018-12-12,-0.0,-0.8514899225304575,-0.0,-0.6124272718505899,1.0,-0.7505866469510432,0.0
2018-12-13,-0.0,-0.8526857510453522,-0.0,-0.6123512383403024,1.0,-0.7514313284014152,0.0
2018-12-14,-0.0,-0.8779753230350724,-0.0,-0.6052333300948864,1.0,-0.7552381877651478,0.0
2018-12-17,-0.0,-0.8759449505718163,-0.0,-0.5964334173289397,1.0,-0.7582218776248627,0.0
2018-12-18,-0.0,-0.8629050459455102,-0.0,-0.5935515073351605,1.0,-0.7677897791391263,0.0
2018-12-19,-0.0,-0.8663625776397516,-0.0,-0.5982466356107661,1.0,-0.7703480848861284,0.0
2018-12-20,-0.0,-0.8565491914180788,-0.0,-0.5995425552477289,1.0,-0.7653501707364218,0.0
2018-12-21,-0.0,-0.860859510502987,-0.0,-0.6054474208261065,1.0,-0.7456478447998972,0.0
2018-12-24,-0.0,-0.8343238752556237,-0.0,-0.5939097648261759,1.0,-0.767094836400818,0.0
2018-12-26,-0.0,-0.8384559266660324,-0.0,-0.5760142100421861,1.0,-0.7574142798236433,0.0
2018-12-27,-0.0,-0.808957528957529,-0.0,-0.5282162162162163,1.0,-0.7516293436293436,0.0
2018-12-28,-0.0,-0.8136504014823966,-0.0,-0.5262198888202595,1.0,-0.7484249536751082,0.0
2018-12-31,-0.0,-0.8159658932929656,-0.0,-0.5257808396922983,1.0,-0.7476597979548334,0.0
2019-01-02,-0.0,-0.8150251550973796,-0.0,-0.523226025494614,1.0,-0.7482638353035588,0.0
2019-01-03,-0.0,-0.8148571075859515,-0.0,-0.524072588111845,1.0,-0.7472995494105302,0.0
2019-01-04,-0.0,-0.822433354856563,-0.0,-0.49786305076407467,1.0,-0.7544506964302186,0.0
2019-01-07,-0.0,-0.7992190337813294,-0.0,-0.48931468700811237,1.0,-0.7384671267707955,0.0
2019-01-08,-0.0,-0.7847558027079303,-0.0,-0.50090667311412,1.0,-0.7365812379110251,0.0
2019-01-09,-0.0,-0.7777375347096463,-0.0,-0.5003621876131836,1.0,-0.7401605698418448,0.0
2019-01-10,-0.0,-0.7762995142848523,-0.0,-0.501221830029867,1.0,-0.7393429269617161,0.0
2019-01-11,-0.0,-0.7609043436264301,-0.0,-0.5050258082042923,1.0,-0.7525732741706663,0.0
2019-01-14,-0.0,-0.760148604566872,-0.0,-0.5067657363779148,1.0,-0.7535036849099915,0.0
2019-01-15,-0.0,-0.7550675165392865,-0.0,-0.5092589795486814,1.0,-0.756517536174969,0.0
2019-01-16,-0.0,-0.7544458198725883,-0.0,-0.5060535611847469,1.0,-0.7587331300383443,0.0
2019-01-17,-0.0,-0.7615251720061831,-0.0,-0.5076531385445398,1.0,-0.7617676476828418,0.0
2019-01-18,-0.0,-0.7541383410053959,-0.0,-0.5144346553668873,1.0,-0.7799591500777369,0.0
2019-01-22,-0.0,-0.7876924968493529,-0.0,-0.41653090707896595,1.0,-0.8695785817477637,0.0
2019-01-23,-0.0,-0.7762753534111861,-0.0,-0.41862323294406883,1.0,-0.8782421634910877,0.0
2019-01-24,-0.0,-0.7711254612546126,-0.0,-0.42890528905289055,1.0,-0.8750000000000001,0.0
2019-01-25,-0.0,-0.7648100400733124,-0.0,-0.4001428970830357,1.0,-0.9415364542884659,0.0
2019-01-28,-0.0,-0.7760177461180366,-0.0,-0.3998812759708813,1.0,-0.9483862904989533,0.0
2019-01-29,-0.0,-0.7693008068820445,-0.0,-0.3955919751342187,1.0,-0.9747260682553138,0.0
2019-01-30,-0.0,-0.768155986059217,-0.0,-0.39410970517127697,1.0,-0.9775503155515087,0.0
2019-01-31,-0.0,-0.7767536961308588,-0.0,-0.346461151305442,1.0,-1.0224284366152878,0.0
2019-02-01,-0.0,-0.7764024313030264,-0.0,-0.35269722679498544,1.0,-1.0366278333544385,0.0
2019-02-04,-0.0,-0.7727546523792918,-0.0,-0.350188631392068,1.0,-1.0473322131693243,0.0
2019-02-05,-0.0,-0.7784657395059377,-0.0,-0.35143201879723124,1.0,-1.0453102178192673,0.0
2019-02-06,-0.0,-0.7679773853385846,-0.0,-0.34808156523948675,1.0,-1.0601575403379495,0.0
2019-02-07,-0.0,-0.7608971109984795,-0.0,-0.35038646730866696,1.0,-1.0565129244804865,0.0
2019-02-08,-0.0,-0.7712732129229204,-0.0,-0.37414143983719156,1.0,-1.0344378020859832,0.0
2019-02-11,-0.0,-0.7608500832159775,-0.0,-0.3697669952630905,1.0,-1.0699974395083856,0.0
