Date,IWF,IWM,MTUM,RRC,SPY,VLUE,VXX
2018-09-24,-0.57643375409999,-1.5209720703707383,-0.04179505019381771,1.0,-0.8958354040353841,-0.9346486432760162,0.0
2018-09-25,-0.5782127067706523,-1.5187024986339477,-0.04505489046743828,1.0,-0.8938949878297154,-0.9316477075157718,0.0
2018-09-26,-0.5780217596502558,-1.518704356898008,-0.04436385314720056,1.0,-0.8941825227284019,-0.9326345074270953,0.0
2018-09-27,-0.5779490515990191,-1.5426154847104752,-0.04113908212802162,1.0,-0.9024072869225765,-0.9405935638856915,0.0
2018-09-28,-0.5863211810786382,-1.54268353921864,-0.041126845435372095,1.0,-0.9071005322888419,-0.9443607512302902,0.0
2018-10-01,-0.5873047757746196,-1.5412544568874604,-0.04132978456284839,1.0,-0.9076482699743886,-0.944307738663185,0.0
2018-10-02,-0.5895736025312641,-1.5230776957460699,-0.0482145547687208,1.0,-0.9122093315252876,-0.9492742705037417,0.0
2018-10-03,-0.5906506315100891,-1.5055603079555178,-0.04503597846324158,1.0,-0.9240175111960952,-0.966688471795904,0.0
2018-10-04,-0.5925572039225547,-1.5004777470455117,-0.04606487301986422,1.0,-0.9261252200150867,-0.9636912245411113,0.0
2018-10-05,-0.5736274755577839,-1.4949110052644774,-0.023915768362998246,1.0,-0.9399849586362498,-0.9813487089496115,0.0
2018-10-08,-0.571063701923077,-1.4911358173076925,-0.016877003205128208,1.0,-0.9472155448717949,-0.9817708333333333,0.0
2018-10-09,-0.5670087533957139,-1.4995472381527317,-0.0,1.0,-0.9628735285239962,-1.0012576717979675,0.0
2018-10-10,-0.5790352786354204,-1.503720200435289,-0.006731791263855849,1.0,-0.9754011236523763,-0.9966087968821177,0.0
2018-10-11,-0.5027346637102734,-1.4896279871889628,-0.0,1.0,-0.9406257698940625,-0.9942843064794284,0.0
2018-10-12,-0.5008524526279896,-1.4841930926981344,-0.0,1.0,-0.9168980466656925,-0.9692142822348873,0.0
2018-10-15,-0.4724233441858205,-1.5089168569901357,-0.0,1.0,-0.9097137858982457,-0.9682686233539044,0.0
2018-10-16,-0.45661920480859236,-1.571315958023353,-0.0,1.0,-0.9207764694289796,-0.978075577671577,0.0
2018-10-17,-0.4196088019559902,-1.5155501222493888,-0.0,1.0,-0.9345232273838632,-1.0202933985330074,0.0
2018-10-18,-0.4204267397474797,-1.518792209063326,-0.0,1.0,-0.9335910737006949,-1.0209944210629345,0.0
2018-10-19,-0.39230469890067127,-1.5057398579628367,-0.0,1.0,-0.940898920128417,-1.0253429321918475,0.0
2018-10-22,-0.39273187840997664,-1.4891855027279814,-0.0,1.0,-0.9530397505845675,-1.0363893219017928,0.0
2018-10-23,-0.38597265108072343,-1.4980149977944421,-0.0,1.0,-0.9689261383129932,-1.0482772141351762,0.0
2018-10-24,-0.3824119864858248,-1.4962052587768693,-0.0,1.0,-0.9686138177544925,-1.0492581892963817,0.0
2018-10-25,-0.3299022863105967,-1.4342567118869178,-0.0,1.0,-0.974053695095342,-1.005217721278816,0.0
2018-10-26,-0.3023998497158691,-1.4156765134081621,-0.0,1.0,-0.9851594420701639,-0.9931902503170056,0.0
2018-10-29,-0.27112066950301555,-1.4308756837626817,-0.0,1.0,-0.9718079386600589,-1.0014960961241761,0.0
2018-10-30,-0.28938725720183917,-1.4353007412968004,-0.0,1.0,-0.9755559726001689,-0.9915079290607113,0.0
2018-10-31,-0.29549054318457096,-1.406084039877015,-0.0,1.0,-0.9726078449641293,-0.9843007546818225,0.0
2018-11-01,-0.28637230726282975,-1.4117619690131669,-0.0,1.0,-0.9711068720048387,-0.9834364676871539,0.0
2018-11-02,-0.28909469784672376,-1.390970131974994,-0.0,1.0,-0.973095623987034,-0.9775410974762677,0.0
2018-11-05,-0.28736749525528865,-1.3950840161088738,-0.0,1.0,-0.9730130074526686,-0.9735684858584456,0.0
2018-11-06,-0.27421181801019445,-1.403199924485558,-0.0,1.0,-1.0179346800075515,-1.0243062110628658,0.0
2018-11-07,-0.27337993576421693,-1.4065747213300586,-0.0,1.0,-1.0173814471944078,-1.0258832420177593,0.0
2018-11-08,-0.2265646992587032,-1.4161114760251479,-0.0,1.0,-1.007178380407244,-1.0419442619874262,0.0
2018-11-09,-0.22918233082706768,-1.4179981203007521,-0.0,1.0,-1.0078007518796994,-1.044266917293233,0.0
2018-11-12,-0.23459951628965714,-1.3924218712951106,-0.0,1.0,-1.0558163797600417,-1.0594679186228482,0.0
2018-11-13,-0.1909403399726892,-1.3932287987945566,-0.0,1.0,-1.0652163676602158,-1.059377501530348,0.0
2018-11-14,-0.19368520263901978,-1.3926484448633365,-0.0,1.0,-1.0667766258246936,-1.0594250706880302,0.0
2018-11-15,-0.19149837593560232,-1.393070658569882,-0.0,1.0,-1.0675987384079462,-1.0552652638516218,0.0
2018-11-16,-0.18314516509991025,-1.3803675185412634,-0.0,1.0,-1.0783693136189711,-1.0820539468090133,0.0
2018-11-19,-0.18851606805293006,-1.3793478260869565,-0.0,1.0,-1.0763705103969754,-1.0816635160680528,0.0
2018-11-20,-0.11891434216096712,-1.3713250858459947,-0.0,1.0,-1.0900794957429794,-1.1235711933769226,0.0
2018-11-21,-0.11309859154929577,-1.371924882629108,-0.0,1.0,-1.0899530516431926,-1.1198591549295775,0.0
2018-11-23,-0.11384745285674078,-1.3659348907026925,-0.0,1.0,-1.0913312693498451,-1.1197579510273008,0.0
2018-11-26,-0.11499224295989845,-1.3637346622161628,-0.0,1.0,-1.0972215692727185,-1.1252409383667905,0.0
2018-11-27,-0.09601730380401562,-1.3831758122913433,-0.0,1.0,-1.0985564489584803,-1.1243710913622043,0.0
2018-11-28,-0.09321313951293185,-1.4087691145931658,-0.0,1.0,-1.094440249197659,-1.1232773267887481,0.0
2018-11-29,-0.043646899387821854,-1.3940838356932566,-0.0,1.0,-1.0969204168419084,-1.1384644142249638,0.0
2018-11-30,-0.04271028037383178,-1.3944859813084114,-0.0,1.0,-1.0972897196261682,-1.138411214953271,0.0
