Date,FTCH,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-05-22,1.0,-0.0,-0.812839538889625,-0.9401749039353386,-2.08983702133298,-1.7823638531866968,0.0
2019-05-23,1.0,-0.0,-0.8033905039401363,-0.9737103503079266,-2.0975432090590025,-1.7475001655519502,0.0
2019-05-24,1.0,-0.0,-0.7613486408023226,-0.9945896014779626,-2.090855106888361,-1.7512536289258378,0.0
2019-05-28,1.0,-0.0,-0.7578995975987862,-0.9956461508015041,-2.0912988983442182,-1.7518305956857314,0.0
2019-05-29,1.0,-0.0,-0.7807694845905101,-1.005411469675972,-2.1001121890054777,-1.7130601201082292,0.0
2019-05-30,1.0,-0.0,-0.7764224962088746,-1.0048790136480517,-2.0967231489417815,-1.7152370277576316,0.0
2019-05-31,1.0,-0.0,-0.7875247524752476,-0.9892409240924093,-2.095049504950495,-1.7288448844884488,0.0
2019-06-03,1.0,-0.0,-0.7844169518294287,-0.9947354566991312,-2.092392734930245,-1.709133982627007,0.0
2019-06-04,1.0,-0.0,-0.7774040364068064,-1.0259860176757685,-2.1290067273446773,-1.6630391768895922,0.0
2019-06-05,1.0,-0.0,-0.7554276746010986,-1.086254250588543,-2.171135234109338,-1.5265498299764584,0.0
2019-06-06,1.0,-0.0,-0.7836084905660378,-1.0327568134171907,-2.157953354297694,-1.5770440251572326,0.0
2019-06-07,1.0,-0.0,-0.7718711032355451,-1.0361619741418913,-2.170243486250574,-1.5846295202467677,0.0
2019-06-10,1.0,-0.0,-0.7796721311475411,-1.017639344262295,-2.1601967213114754,-1.5998032786885246,0.0
2019-06-11,1.0,-0.0,-0.7775957000524384,-1.0292999475616151,-2.161772417409544,-1.5861955951756685,0.0
2019-06-12,1.0,-0.0,-0.7614270528833379,-1.0089689077863409,-2.219771458942333,-1.653467977677385,0.0
2019-06-13,1.0,-0.0,-0.7681169046828297,-1.0154101627366325,-2.2160743938890732,-1.6426436399867155,0.0
2019-06-14,1.0,-0.0,-0.7714247722890766,-1.011568379761984,-2.217671697360548,-1.647829266671099,0.0
2019-06-17,1.0,-0.0,-0.7613031914893617,-1.0144946808510638,-2.2278590425531912,-1.6452792553191489,0.0
2019-06-18,1.0,-0.0,-0.7765872487688007,-1.0105151071476108,-2.2294023692266736,-1.6386929322507653,0.0
2019-06-19,1.0,-0.0,-0.7754127710364035,-1.027451760493336,-2.2235262913599896,-1.60440289105497,0.0
2019-06-20,1.0,-0.0,-0.7742855248325707,-1.0203567402692129,-2.2291625223791525,-1.6071215436642132,0.0
2019-06-21,1.0,-0.0,-0.7988670443185606,-1.0079973342219262,-2.221926024658447,-1.6356547817394205,0.0
2019-06-24,1.0,-0.0,-0.7899893361770194,-1.0033324446814182,-2.2296720874433484,-1.641962143428419,0.0
2019-06-25,1.0,-0.0,-0.8131097153548044,-0.9968595483095015,-2.2275157022584526,-1.6442603233997062,0.0
2019-06-26,1.0,-0.0,-0.8089940352523288,-1.0018765498291,-2.2532001876549828,-1.6378929026204676,0.0
2019-06-27,1.0,-0.0,-0.7993951612903226,-0.9877688172043012,-2.2574596774193547,-1.6758064516129034,0.0
2019-06-28,1.0,-0.0,-0.7776136439938225,-0.9934197273887061,-2.2681796817296713,-1.675350835963204,0.0
2019-07-01,1.0,-0.0,-0.7596940829196297,-1.0064403595867435,-2.2869985240842614,-1.655574936267275,0.0
2019-07-02,1.0,-0.0,-0.7854836539755147,-0.9913897484192118,-2.2783532893851746,-1.6715323557110184,0.0
2019-07-03,1.0,-0.0,-0.7930709720820719,-0.9860073999327279,-2.274268415741675,-1.673864783047427,0.0
2019-07-05,1.0,-0.0,-0.792971374815213,-0.977959951619406,-2.2702593737400885,-1.67826904985889,0.0
2019-07-08,1.0,-0.0,-0.7892578650174779,-0.9822532938962086,-2.27245227211616,-1.6782065071255714,0.0
2019-07-09,1.0,-0.0,-0.7827488915759775,-0.9818621523579203,-2.273075372833535,-1.6800349321510144,0.0
2019-07-10,1.0,-0.0,-0.7839672087085069,-0.9839403306007257,-2.273350356134928,-1.67826904985889,0.0
2019-07-11,1.0,-0.0,-0.7874126813541107,-0.9822004298764104,-2.269210102095647,-1.6779957012358944,0.0
2019-07-12,1.0,-0.0,-0.7945739037002216,-0.9822040158484991,-2.265999597072057,-1.672621046269559,0.0
2019-07-15,1.0,-0.0,-0.7923933458545748,-0.9894687416152402,-2.2736785618459887,-1.6522001609873895,0.0
2019-07-16,1.0,-0.0,-0.7782483027492101,-0.997580157289776,-2.2831215970961884,-1.6628352490421454,0.0
2019-07-17,1.0,-0.0,-0.781936697802567,-0.9953632148377125,-2.2804247026409517,-1.6622538807875815,0.0
2019-07-18,1.0,-0.0,-0.7874830852503383,-1.0204330175913399,-2.2994587280108254,-1.6584573748308526,0.0
2019-07-19,1.0,-0.0,-0.7903280351707811,-1.0162326682448426,-2.3057152519445383,-1.6512681772066282,0.0
2019-07-22,1.0,-0.0,-0.7868542061130647,-1.0085880443602921,-2.3016635109548282,-1.665066269948607,0.0
2019-07-23,1.0,-0.0,-0.7871390898640882,-1.0085874636554195,-2.3011021705321526,-1.6649536817905202,0.0
2019-07-24,1.0,-0.0,-0.787117682803322,-1.0193099723178718,-2.2934980757545067,-1.651880359192492,0.0
2019-07-25,1.0,-0.0,-0.7575021916514937,-1.0357407782048689,-2.315462944230899,-1.6347697080045855,0.0
2019-07-26,1.0,-0.0,-0.7418289642159175,-1.0402992115371656,-2.3212480625379066,-1.6355549565334593,0.0
2019-07-29,1.0,-0.0,-0.7274563943699912,-1.0407434844097245,-2.318674658226143,-1.6475183514041347,0.0
2019-07-30,1.0,-0.0,-0.7216460129310345,-1.0418238146551724,-2.3193696120689657,-1.6520743534482758,0.0
2019-07-31,1.0,-0.0,-0.6708655018285249,-1.0505214682378436,-2.3597453609643777,-1.6910469998645536,0.0
2019-08-01,1.0,-0.0,-0.6765917223685098,-1.03274593207751,-2.3641887786104925,-1.6782796570116807,0.0
2019-08-02,1.0,-0.0,-0.6534806927690545,-1.0702877552395713,-2.3621537839477056,-1.653008962868118,0.0
2019-08-05,1.0,-0.0,-0.6486177439967714,-1.063832649492164,-2.3663146566220488,-1.6474742718773123,0.0
2019-08-06,1.0,-0.0,-0.6503487300960652,-1.0499407816818,-2.2624687458876167,-1.6170548756415317,0.0
2019-08-07,1.0,-0.0,-0.683739729658097,-1.0007951232441028,-2.2698780811025707,-1.6716141001855287,0.0
2019-08-08,1.0,-0.0,-0.6840710310098065,-1.0009276437847867,-2.269347998939836,-1.6716803604558708,0.0
2019-08-09,1.0,-0.0,-0.6593897948448185,-0.9881641241451867,-2.243819042609153,-1.6841136244082064,0.0
2019-08-12,1.0,-0.8738146091413925,-1.33771892353695,-1.316702263989748,-2.010508329773601,-2.004527979495942,0.0
2019-08-13,1.0,-0.9071643908494413,-1.3877460542649407,-1.3715197730093989,-2.1087072175917716,-2.0915942543004076,0.0
2019-08-14,1.0,-0.887908986683129,-1.3867184055031307,-1.3632595466972395,-2.097980421553929,-2.0831643002028395,0.0
2019-08-15,1.0,-0.8615704268028742,-1.3797073846420225,-1.350186131070903,-2.0595619426889447,-2.006146653969353,0.0
2019-08-16,1.0,-0.8606202356202356,-1.3844421344421343,-1.3480595980595982,-2.058905058905059,-2.0104816354816353,0.0
2019-08-19,1.0,-0.8689232363353769,-1.3518694413263104,-1.355582419480183,-2.0626888869700375,-1.9957689318711684,0.0
2019-08-20,1.0,-0.8678051317614425,-1.3637309292649098,-1.3736997226074896,-2.07125520110957,-1.9919382801664354,0.0
2019-08-21,1.0,-0.8674803081450706,-1.363282264346923,-1.3733229464208432,-2.0674283735826195,-1.9842465160564358,0.0
2019-08-22,1.0,-0.8639314463775642,-1.36527308924089,-1.374101964857613,-2.0729680602440927,-1.9793992902276465,0.0
2019-08-23,1.0,-0.8645652926913752,-1.3664703844821613,-1.3747835122965018,-2.074731555247662,-1.9789573952199515,0.0
