Date,AUPH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6777707224148879,-1.3340008792067604,-0.10740975919503737,-0.9153030821081425,-0.8499487129389929,0.0
2018-09-25,1.0,-0.711898328830181,-1.3624036825778043,-0.13029120384268988,-0.9375062543780647,-0.861352947062944,0.0
2018-09-26,1.0,-0.712498749124387,-1.3631542079455619,-0.13169218452917042,-0.9371059741819273,-0.8590513359351546,0.0
2018-09-27,1.0,-0.7325587269512503,-1.3537256883051276,-0.1397322556201061,-0.9533215458449104,-0.8724930538014651,0.0
2018-09-28,1.0,-0.7678238341968912,-1.3819689119170986,-0.13974093264248705,-0.9883419689119171,-0.9034196891191709,0.0
2018-10-01,1.0,-0.7673899501661129,-1.3871989202657808,-0.1408845514950166,-0.9895660299003322,-0.9059385382059801,0.0
2018-10-02,1.0,-0.7758420441347271,-1.4644176961250133,-0.12659698025551686,-0.9994192799070848,-0.912997571534157,0.0
2018-10-03,1.0,-0.7806355616962484,-1.4477627803167181,-0.12227654373472208,-1.0213093846317356,-0.9421298756509725,0.0
2018-10-04,1.0,-0.7847052575677111,-1.4390865639936272,-0.1235262878385555,-1.0264471587891664,-0.9369622942113649,0.0
2018-10-05,1.0,-0.7713409799672287,-1.432686717056927,-0.1054495480733654,-1.0324541466250858,-0.9438130979438659,0.0
2018-10-08,1.0,-0.7684804386797427,-1.4277127491300223,-0.1012337867763366,-1.033639143730887,-0.9415269429505432,0.0
2018-10-09,1.0,-0.7684277127491301,-1.4281872825055362,-0.10044289781714648,-1.03390277338395,-0.9416323948117684,0.0
2018-10-10,1.0,-0.7694101436218136,-1.4401929090041867,-0.09560655042662569,-1.0400127192750013,-0.9545285918702634,0.0
2018-10-11,1.0,-0.6911998359899544,-1.4375993029573062,-0.0,-1.0186561426887397,-0.9778586438419352,0.0
2018-10-12,1.0,-0.7065222891261448,-1.430046045640844,-0.0,-0.9851237160350149,-0.9382178819005211,0.0
2018-10-15,1.0,-0.6951515151515152,-1.4381313131313131,-0.0,-0.9812626262626262,-0.9359090909090909,0.0
2018-10-16,1.0,-0.7020748987854251,-1.4325910931174088,-0.0,-0.9857793522267206,-0.9402834008097166,0.0
2018-10-17,1.0,-0.6687977004658539,-1.3701556150262664,-0.0,-0.971800971354941,-0.9450887104767569,0.0
2018-10-18,1.0,-0.669575998016365,-1.3727250185965783,-0.0,-0.9711877014629308,-0.9456484006942723,0.0
2018-10-19,1.0,-0.6496633741215785,-1.3570200009828493,-0.0,-0.9679591134699493,-0.9396530542041377,0.0
2018-10-22,1.0,-0.6507374631268437,-1.3589970501474926,-0.0,-0.9673549655850541,-0.9392822025565388,0.0
2018-10-23,1.0,-0.646902262309626,-1.362610281433289,-0.0,-0.9746167874217557,-0.944600522450589,0.0
2018-10-24,1.0,-0.6450039416633819,-1.3631257390618843,-0.0,-0.974477729601892,-0.9444225463145447,0.0
2018-10-25,1.0,-0.5923044076481473,-1.288228875077098,-0.0,-0.9736679793139441,-0.8902595246002751,0.0
2018-10-26,1.0,-0.5816326530612245,-1.272312611680617,-0.0,-0.9691056145960689,-0.8792908868616571,0.0
2018-10-29,1.0,-0.5418802614870902,-1.3032968066594552,-0.0,-0.9578140431735879,-0.9000611390678643,0.0
2018-10-30,1.0,-0.5325530014572463,-1.303060217176703,-0.0,-0.9578808818690359,-0.9073003337564047,0.0
2018-10-31,1.0,-0.5392399160643507,-1.270878992772208,-0.0,-0.9540685474469573,-0.8989041734670086,0.0
2018-11-01,1.0,-0.5090451324132786,-1.2970440134278254,-0.0,-0.9549142111152554,-0.9014826557254755,0.0
2018-11-02,1.0,-0.5133808685989444,-1.2653486433929066,-0.0,-0.9584683767015464,-0.8928604500416706,0.0
2018-11-05,1.0,-0.5078012870966249,-1.2816334089541184,-0.0,-0.9599981480624104,-0.8804574285846568,0.0
2018-11-06,1.0,-0.5107604017216643,-1.2832415420928402,-0.0,-0.9573286434951636,-0.8767529041514324,0.0
2018-11-07,1.0,-0.5097539502340022,-1.2874750938325379,-0.0,-0.9574625828274872,-0.8790139474537788,0.0
2018-11-08,1.0,-0.46204483726925377,-1.29802513464991,-0.0,-0.9474289923122957,-0.8959167702435206,0.0
2018-11-09,1.0,-0.4611205745591824,-1.2980065374522354,-0.0,-0.9489434188112886,-0.8957690714055523,0.0
2018-11-12,1.0,-0.46178607560011037,-1.2707164536006623,-0.0,-0.9698335326036973,-0.8962107973880254,0.0
2018-11-13,1.0,-0.446106004481639,-1.26912699501532,-0.0,-0.9674852517492111,-0.8903827685553575,0.0
2018-11-14,1.0,-0.44501946416304106,-1.2723608884817954,-0.0,-0.9694985115640028,-0.8929242042592169,0.0
2018-11-15,1.0,-0.4437688580049374,-1.2726524641126453,-0.0,-0.9711529669927769,-0.8840632714638383,0.0
2018-11-16,1.0,-0.4427763073834079,-1.2671351647348725,-0.0,-0.9688327096833075,-0.884594323263667,0.0
2018-11-19,1.0,-0.43704484037924246,-1.2745843447991574,-0.0,-0.9779691292996839,-0.890670086566207,0.0
2018-11-20,1.0,-0.357126515671471,-1.2706474490963167,-0.0,-1.0010523907572637,-0.9467856325783574,0.0
2018-11-21,1.0,-0.35813447055621084,-1.2624081299337628,-0.0,-0.9936484892477996,-0.9226023046910444,0.0
2018-11-23,1.0,-0.3617001952681531,-1.2389991371872306,-0.0,-1.010535398029154,-0.9299305208664457,0.0
2018-11-26,1.0,-0.3600785459859348,-1.2639510457576035,-0.0,-1.0125582244953877,-0.929993606722075,0.0
2018-11-27,1.0,-0.3470777893828618,-1.2675627809817902,-0.0,-1.0046773534353572,-0.9218019163525726,0.0
2018-11-28,1.0,-0.3476227237636802,-1.2672449025929793,-0.0,-1.0044502974433496,-0.9218019163525726,0.0
2018-11-29,1.0,-0.30773369199731004,-1.2487334678323245,-0.0,-0.9991033400582828,-0.9277740416946874,0.0
2018-11-30,1.0,-0.3118230842434404,-1.2666878143834686,-0.0,-1.0229754837540217,-0.9301672180178547,0.0
2018-12-03,1.0,-0.3148821977622123,-1.2704448285272447,-0.0,-1.0280178295278815,-0.934958610024561,0.0
2018-12-04,1.0,-0.30778649494353993,-1.2718697564736292,-0.0,-1.0234456487234138,-0.9317944764409778,0.0
2018-12-06,1.0,-0.2986685539877029,-1.1819347989560756,-0.0,-1.0437917459194055,-0.8990578139514309,0.0
2018-12-07,1.0,-0.3096493949736271,-1.1834138557688045,-0.0,-1.0464961659500909,-0.8928682239262444,0.0
2018-12-10,1.0,-0.27635901703973015,-1.1876122475798327,-0.0,-1.0457313066713392,-0.8707345919663586,0.0
2018-12-11,1.0,-0.27118124041200964,-1.1901818978742056,-0.0,-1.0446635985097523,-0.8770545693622617,0.0
2018-12-12,1.0,-0.27192636423405653,-1.189918912995836,-0.0,-1.044707429322814,-0.8765285996055227,0.0
2018-12-13,1.0,-0.27224947442186404,-1.1875,-0.0,-1.0448931324456903,-0.8751751927119832,0.0
2018-12-14,1.0,-0.2738100451022464,-1.1850067872312477,-0.0,-1.0451022463546,-0.8749397906905461,0.0
2018-12-17,1.0,-0.2522887784462464,-1.1847153195570668,-0.0,-1.028947597872526,-0.8936698927543814,0.0
2018-12-18,1.0,-0.24142708694146173,-1.1739262209906476,-0.0,-1.022774506408036,-0.8916262556286803,0.0
2018-12-19,1.0,-0.22681398990777796,-1.1843135548982078,-0.0,-1.0377588306942753,-0.9011658256481643,0.0
2018-12-20,1.0,-0.2210663764961915,-1.166050054406964,-0.0,-1.064374319912949,-0.9010663764961915,0.0
2018-12-21,1.0,-0.2132116471099522,-1.1767492394611039,-0.0,-1.0814428509343763,-0.8745328118209473,0.0
2018-12-24,1.0,-0.19663430420711972,-1.158619201725998,-0.0,-1.0748651564185543,-0.8848759439050701,0.0
2018-12-26,1.0,-0.1977843363702468,-1.1765687155139226,-0.0,-1.0391376876684204,-0.863894948458018,0.0
2018-12-27,1.0,-0.17204168211211335,-1.128258989249969,-0.0,-0.9643725029861197,-0.8541126076032786,0.0
2018-12-28,1.0,-0.16959545660315237,-1.1303757356269806,-0.0,-0.9634141322688176,-0.852010370797152,0.0
2018-12-31,1.0,-0.1399685562057822,-1.2463097213730459,-0.0,-1.0524499956328064,-0.928465368154424,0.0
2019-01-02,1.0,-0.13434594736152938,-1.246868316529178,-0.0,-1.0509362315045174,-0.9325651433809087,0.0
2019-01-03,1.0,-0.14297553103327953,-1.2433811663104637,-0.0,-1.0563963885375323,-0.9189165612596503,0.0
2019-01-04,1.0,-0.12002255573870045,-1.248677019172378,-0.0,-1.0469766634857292,-0.9219658193805846,0.0
2019-01-07,1.0,-0.08544020464719675,-1.2147942869324238,-0.0,-1.0587507994031122,-0.9044553400127904,0.0
2019-01-08,1.0,-0.08228987993138936,-1.2328473413379073,-0.0,-1.0591766723842195,-0.9138507718696398,0.0
2019-01-09,1.0,-0.07224039951782332,-1.2130618219390392,-0.0,-1.0743068710177373,-0.9455398656793526,0.0
2019-01-10,1.0,-0.07188078728627417,-1.214178043843404,-0.0,-1.0743787415478703,-0.9464231879064559,0.0
2019-01-11,1.0,-0.07671114937580714,-1.1853207059836417,-0.0,-1.0771416272061989,-0.9656478691347395,0.0
2019-01-14,1.0,-0.07088956922944245,-1.1825708248889655,-0.0,-1.0715363718683972,-0.9870208270449743,0.0
2019-01-15,1.0,-0.062454236120084425,-1.1693586596028773,-0.0,-1.065081621225826,-1.010294180988069,0.0
2019-01-16,1.0,-0.0749817588737714,-1.1552856345765914,-0.0,-1.0688441564015623,-0.9929181509936048,0.0
2019-01-17,1.0,-0.07947477539737388,-1.1516499654457497,-0.0,-1.0843123704215618,-1.0038441603317207,0.0
2019-01-18,1.0,-0.08648366468003654,-1.143776917388089,-0.0,-1.0878322530125724,-1.0322356114325488,0.0
2019-01-22,1.0,-0.0,-1.2199346551492638,-0.0,-1.2392695698876608,-1.016470482925301,0.0
2019-01-23,1.0,-0.0,-1.238692098092643,-0.0,-1.2564940962761124,-1.0461398728428701,0.0
