Date,IWF,IWM,MTUM,SPY,TBPH,VLUE,VXX
2018-09-24,-0.7812878237714839,-1.8793270394577584,-0.08793270394577583,-1.1151053013798113,1.0,-1.188150568869523,0.0
2018-09-25,-0.7841630875325146,-1.876111548000726,-0.0928558465912528,-1.1123948944407476,1.0,-1.1837759361200169,0.0
2018-09-26,-0.8035068358776286,-1.9074857458157073,-0.10931273373796824,-1.1293605542272087,1.0,-1.181104775918092,0.0
2018-09-27,-0.8055725658297612,-1.8985303123086343,-0.11157379056950398,-1.1282914880587875,1.0,-1.1797305572565828,0.0
2018-09-28,-0.8144165181589135,-1.8999569839611625,-0.11208750691329195,-1.134148589688441,1.0,-1.184600258096233,0.0
2018-10-01,-0.8188019347637356,-1.9229195088676672,-0.11546570755301998,-1.1456653850923975,1.0,-1.1983132828971848,0.0
2018-10-02,-0.8253247964194691,-1.893392180021135,-0.12799154596879467,-1.1582644371231428,1.0,-1.211226456144713,0.0
2018-10-03,-0.8306653326663332,-1.8754377188594298,-0.12412456228114056,-1.181215607803902,1.0,-1.2416208104052024,0.0
2018-10-04,-0.8308635027824673,-1.8744450697180017,-0.1251172387919715,-1.1810166948039769,1.0,-1.2412930657162509,0.0
2018-10-05,-0.8144990665836963,-1.8700062227753578,-0.10373366521468574,-1.1855631611698816,1.0,-1.2489732420659614,0.0
2018-10-08,-0.8127373466973791,-1.8678329079250453,-0.09394260100852891,-1.1985930399053726,1.0,-1.2523189939612775,0.0
2018-10-09,-0.8322324966974901,-1.8868968987859345,-0.11593382399194815,-1.2046298043656036,1.0,-1.2508649430710197,0.0
2018-10-10,-0.8337971161143436,-1.9014672400708321,-0.11061219327093345,-1.2123071085251707,1.0,-1.2661269921578546,0.0
2018-10-11,-0.7280857580398161,-1.9095865237366003,-0.0,-1.185666156202144,1.0,-1.3022358346094947,0.0
2018-10-12,-0.736819856271514,-1.9004166918292171,-0.0,-1.144030436620569,1.0,-1.2576846427924393,0.0
2018-10-15,-0.6942537043729671,-1.9391037224430792,-0.0,-1.133116491988917,1.0,-1.256896759426575,0.0
2018-10-16,-0.7072521623419827,-1.9321357285429142,-0.0,-1.1429867537651968,1.0,-1.26619488296135,0.0
2018-10-17,-0.6688361635406189,-1.8632033607478848,-0.0,-1.1210579255665345,1.0,-1.2637122063783208,0.0
2018-10-18,-0.6689944960643901,-1.8645913475764928,-0.0,-1.1206723086938508,1.0,-1.2639521808605079,0.0
2018-10-19,-0.6381706244503078,-1.8463793608912342,-0.0,-1.1182058047493402,1.0,-1.2606273819994136,0.0
2018-10-22,-0.6382068561382949,-1.8348080867272194,-0.0,-1.1225900966891298,1.0,-1.2643422209200117,0.0
2018-10-23,-0.6353659252303538,-1.8373730852749575,-0.0,-1.1278830917307352,1.0,-1.268266917072598,0.0
2018-10-24,-0.6318475073313783,-1.8377126099706744,-0.0,-1.1269794721407622,1.0,-1.2685043988269793,0.0
2018-10-25,-0.5752566850953402,-1.7551054947534694,-0.0,-1.1053255105494753,1.0,-1.2056865621121515,0.0
2018-10-26,-0.5383798289260356,-1.7345558226645048,-0.0,-1.1243361100240399,1.0,-1.1933806675239,0.0
2018-10-29,-0.5032803291448905,-1.749972200600467,-0.0,-1.1063605026131436,1.0,-1.2002112754364507,0.0
2018-10-30,-0.5031691315467586,-1.750027799399533,-0.0,-1.1063605026131436,1.0,-1.2003224730345825,0.0
2018-10-31,-0.5120927664273882,-1.7119271120927662,-0.0,-1.1050800662617337,1.0,-1.1927112092766428,0.0
2018-11-01,-0.4682702433076539,-1.7586875796707864,-0.0,-1.112786122041789,1.0,-1.2026270575846587,0.0
2018-11-02,-0.4751320422535211,-1.712312940140845,-0.0,-1.1220290492957747,1.0,-1.192286531690141,0.0
2018-11-05,-0.4673679572616622,-1.73888858291568,-0.0,-1.1260120063887205,1.0,-1.1752492151787188,0.0
2018-11-06,-0.4941608274941608,-1.7734957179401625,-0.0,-1.1277944611277944,1.0,-1.1656656656656657,0.0
2018-11-07,-0.49282775492049374,-1.7751028577782721,-0.0,-1.1260980762815525,1.0,-1.1658512176136995,0.0
2018-11-08,-0.43339057220406585,-1.794770952196311,-0.0,-1.1186506397828615,1.0,-1.192433390572204,0.0
2018-11-09,-0.43240379252649197,-1.806748466257669,-0.0,-1.135861684327942,1.0,-1.20228667038483,0.0
2018-11-12,-0.444236229415105,-1.7901760363429868,-0.0,-1.2091993185689949,1.0,-1.2349801249290175,0.0
2018-11-13,-0.3933198152529008,-1.7910893319815253,-0.0,-1.2160639855807143,1.0,-1.2320603807592654,0.0
2018-11-14,-0.3920814479638009,-1.800678733031674,-0.0,-1.2233031674208144,1.0,-1.240045248868778,0.0
2018-11-15,-0.39044229791560753,-1.8037055866237361,-0.0,-1.228831271535898,1.0,-1.2258374286844038,0.0
2018-11-16,-0.3877907304161739,-1.7931519963957876,-0.0,-1.2243622233485385,1.0,-1.2263332770175142,0.0
2018-11-19,-0.38297391893417637,-1.7994241842610363,-0.0,-1.231624703624252,1.0,-1.2312295359602574,0.0
2018-11-20,-0.29739149988756464,-1.7916572970541937,-0.0,-1.2488194288284236,1.0,-1.283843040251855,0.0
2018-11-21,-0.29549248747913187,-1.7805787423483583,-0.0,-1.2368948247078464,1.0,-1.2519198664440734,0.0
2018-11-23,-0.2957315376481719,-1.7806778340475262,-0.0,-1.2367967054371418,1.0,-1.2519338861372364,0.0
2018-11-26,-0.29430132708821233,-1.7974796475967436,-0.0,-1.2350841976134717,1.0,-1.2491357198617152,0.0
2018-11-27,-0.2745305033892655,-1.8099233248138682,-0.0,-1.2293032559173243,1.0,-1.2424158239804424,0.0
2018-11-28,-0.2723928432082939,-1.8331196700295413,-0.0,-1.2262415695892093,1.0,-1.2420712334875426,0.0
2018-11-29,-0.2400263765248928,-1.807616221562809,-0.0,-1.2105725903945488,1.0,-1.2368941641938676,0.0
2018-11-30,-0.24141536429672023,-1.8116883116883118,-0.0,-1.2168721109399077,1.0,-1.2330508474576272,0.0
2018-12-03,-0.23957989662377652,-1.811338392169801,-0.0,-1.2158253601671616,1.0,-1.231936654569449,0.0
2018-12-04,-0.22796252670793843,-1.8144414616775324,-0.0,-1.20867802553005,1.0,-1.2274694570755493,0.0
2018-12-06,-0.21045311079013532,-1.7126731931739152,-0.0,-1.2342588134595838,1.0,-1.1921574921093456,0.0
2018-12-07,-0.20602719194947008,-1.7149127502408734,-0.0,-1.2360560967776468,1.0,-1.1958034471683971,0.0
2018-12-10,-0.15888542272510972,-1.7243166076243854,-0.0,-1.2352878972135568,1.0,-1.1689314228308572,0.0
2018-12-11,-0.16902898244129472,-1.7209646710387139,-0.0,-1.2383647133488471,1.0,-1.1604082927861223,0.0
2018-12-12,-0.1749230932428132,-1.7239843004137052,-0.0,-1.2456773098546727,1.0,-1.1593295852339025,0.0
2018-12-13,-0.17468220338983054,-1.7173199152542373,-0.0,-1.2488347457627118,1.0,-1.1557203389830508,0.0
2018-12-14,-0.17493638676844783,-1.7227523324851568,-0.0,-1.2466603053435115,1.0,-1.1568066157760815,0.0
2018-12-17,-0.1524708612414957,-1.7214281947154688,-0.0,-1.2288381414482359,1.0,-1.1712462422867993,0.0
2018-12-18,-0.1299482298802489,-1.7042828008157713,-0.0,-1.2215656539245934,1.0,-1.1735083407415154,0.0
2018-12-19,-0.12071675573718957,-1.7099444619092528,-0.0,-1.229959132348318,1.0,-1.1787697788955256,0.0
2018-12-20,-0.1173161075224005,-1.685559491560742,-0.0,-1.2377057720358409,1.0,-1.1688372577620338,0.0
2018-12-21,-0.10912955570532427,-1.6852091865830265,-0.0,-1.2353673077920058,1.0,-1.1545958836642645,0.0
2018-12-24,-0.08415587086160806,-1.6610631297552951,-0.0,-1.2256837343203784,1.0,-1.1700082253752826,0.0
2018-12-26,-0.08325261279632935,-1.6845271475911292,-0.0,-1.1841447871526893,1.0,-1.1462146316594444,0.0
2018-12-27,-0.02279479811017486,-1.6206224733330088,-0.0,-1.0825580828990309,1.0,-1.1447080025327554,0.0
2018-12-28,-0.008513553185243175,-1.6438986202172423,-0.0,-1.092523730306292,1.0,-1.1479107544769547,0.0
2018-12-31,-0.008416519866901546,-1.6448424349187707,-0.0,-1.0923859855157565,1.0,-1.1476316304560579,0.0
2019-01-02,-0.015698195953353932,-1.6704375560649853,-0.0,-1.127878002591448,1.0,-1.1695405162962225,0.0
2019-01-03,-0.016941551646818476,-1.6697393990731975,-0.0,-1.1281578553988738,1.0,-1.1679705017688973,0.0
2019-01-04,-0.0,-1.6773060174188439,-0.0,-1.0992181314330958,1.0,-1.1719615993665875,0.0
2019-01-07,-0.0,-1.6270029529941423,-0.0,-1.0795372028852206,1.0,-1.1343854383501961,0.0
2019-01-08,-0.0,-1.62130148907368,-0.0,-1.0810288145426417,1.0,-1.1322761554824985,0.0
