Date,CERS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7442377260981912,-1.542377260981912,-0.21757105943152452,-0.8946770025839793,-0.7690956072351421,0.0
2018-09-25,1.0,-0.7464614113028205,-1.5397768364500466,-0.22151048662051864,-0.8924992251265627,-0.7656266143196612,0.0
2018-09-26,1.0,-0.7469263353652237,-1.5402934187416055,-0.22249199297448083,-0.8921892757516272,-0.7639735509866722,0.0
2018-09-27,1.0,-0.7467831119838768,-1.5415224019430522,-0.22252079995865848,-0.8925120148829518,-0.7644049403131621,0.0
2018-09-28,1.0,-0.7447809011988425,-1.5426312525837125,-0.2232327408019843,-0.892259198015709,-0.7645204630012402,0.0
2018-10-01,1.0,-0.7473493664339281,-1.5415050426687353,-0.22311869666408068,-0.8945435738298423,-0.765502973881562,0.0
2018-10-02,1.0,-0.7476601685712808,-1.5364289777134288,-0.22524432493924196,-0.8950824758260509,-0.7664305289828842,0.0
2018-10-03,1.0,-0.7470028937577511,-1.5299193881769326,-0.22473129392310873,-0.8963931376601902,-0.7693778420835056,0.0
2018-10-04,1.0,-0.7554727526781555,-1.5206230916524348,-0.22625886249547172,-0.9080370542876365,-0.7647880763856543,0.0
2018-10-05,1.0,-0.7681832411562142,-1.5453407075028698,-0.22482521131169783,-0.9139100490451842,-0.765313576124387,0.0
2018-10-08,1.0,-0.7653305570015618,-1.5408120770432066,-0.2198334200937012,-0.9163977095262884,-0.7633003643935451,0.0
2018-10-09,1.0,-0.7720223487024176,-1.5455589786434127,-0.22949193253616,-0.9154613336118218,-0.759124849877291,0.0
2018-10-10,1.0,-0.7719518576661435,-1.551439037153323,-0.22658294086865516,-0.9177394034536892,-0.765149136577708,0.0
2018-10-11,1.0,-0.710595623987034,-1.5520664505672608,-0.14019448946515398,-0.8926762560777958,-0.7693476499189628,0.0
2018-10-12,1.0,-0.7348743718592965,-1.5573869346733666,-0.1330653266331658,-0.8660804020100502,-0.7337185929648241,0.0
2018-10-15,1.0,-0.7196271050521251,-1.583350040096231,-0.10941259021651964,-0.8646752205292703,-0.7349639133921411,0.0
2018-10-16,1.0,-0.7188173390127788,-1.5855174141819093,-0.10764219493861187,-0.8644951140065146,-0.7347531946880481,0.0
2018-10-17,1.0,-0.7556749986954026,-1.6519855972446904,-0.1336429577832281,-0.9069561133434223,-0.7701821217972133,0.0
2018-10-18,1.0,-0.7598639455782313,-1.6609105180533754,-0.130559916274202,-0.9076923076923078,-0.7737833594976452,0.0
2018-10-19,1.0,-0.7447976576388162,-1.6586845132280665,-0.10483111994144095,-0.9312454250758129,-0.7889260692251385,0.0
2018-10-22,1.0,-0.7447587180425577,-1.657186176608982,-0.10644638469179693,-0.9308307627960475,-0.7890416688450881,0.0
2018-10-23,1.0,-0.7446663877849823,-1.6575507216063585,-0.10583559924701946,-0.931499686258105,-0.7895314787701319,0.0
2018-10-24,1.0,-0.7462382445141067,-1.6555381400208986,-0.09639498432601883,-0.9340125391849531,-0.792528735632184,0.0
2018-10-25,1.0,-0.6972579176363453,-1.592684407568552,-0.07760801376100374,-0.9475867651522817,-0.7440048568248507,0.0
2018-10-26,1.0,-0.6789931945556446,-1.5764111289031224,-0.05289231385108086,-0.9603682946357086,-0.7353382706164933,0.0
2018-10-29,1.0,-0.6617544558398885,-1.5914567360350491,-0.03440207109429454,-0.9512595837897042,-0.7397192074081449,0.0
2018-10-30,1.0,-0.6597312095569935,-1.5914883026381286,-0.03305126928820309,-0.9515181682429069,-0.7418118466898954,0.0
2018-10-31,1.0,-0.6685646383126207,-1.5590929345942466,-0.03371787889290489,-0.9529633113828786,-0.7368916175669653,0.0
2018-11-01,1.0,-0.6878869582584382,-1.5511783503095664,-0.04793289394847213,-0.9618034751348111,-0.7442580387457559,0.0
2018-11-02,1.0,-0.7013064427996623,-1.5084695246137798,-0.037206298743231836,-0.980328846058318,-0.7402016790025334,0.0
2018-11-05,1.0,-0.7201973419250906,-1.4969794603302458,-0.033276278695126865,-0.9996476037051952,-0.7841320982682239,0.0
2018-11-06,1.0,-0.7888003355704697,-1.596319211409396,-0.0,-1.0479760906040267,-0.8101929530201342,0.0
2018-11-07,1.0,-0.7864326872708225,-1.5957569408067052,-0.0026191723415400735,-1.0449449973808276,-0.8085908852802515,0.0
2018-11-08,1.0,-0.7441606976019931,-1.6004879061559225,-0.0,-1.030104847918613,-0.815737568774006,0.0
2018-11-09,1.0,-0.7435777673984119,-1.5999273444392548,-0.0,-1.0306191291712077,-0.8155586693653019,0.0
2018-11-12,1.0,-0.7418022205009037,-1.5805318874257683,-0.0,-1.0329460366640848,-0.8086754453911696,0.0
2018-11-13,1.0,-0.7350559595647016,-1.5870338851926349,-0.0,-1.032492650471917,-0.8029810717417092,0.0
2018-11-14,1.0,-0.7366140513772826,-1.586144640462189,-0.0,-1.0329619312906222,-0.8026410811926131,0.0
2018-11-15,1.0,-0.7366623544631306,-1.5912031047865458,-0.0,-1.035653298835705,-0.8110737386804656,0.0
2018-11-16,1.0,-0.7368475505664477,-1.5896228855206662,-0.0,-1.0351766592519787,-0.8113910299518906,0.0
2018-11-19,1.0,-0.7399379203310915,-1.5887221934816347,-0.0,-1.0336782203828245,-0.8109674081738232,0.0
2018-11-20,1.0,-0.6932360947049457,-1.579220379025217,-0.0,-1.0344615068563505,-0.8288737096194341,0.0
2018-11-21,1.0,-0.7153577302631579,-1.5881476151315788,-0.0,-1.0511410361842104,-0.7851048519736842,0.0
2018-11-23,1.0,-0.7161919425198872,-1.5763920964844753,-0.0,-1.0543494996150886,-0.7852707210674879,0.0
2018-11-26,1.0,-0.7152457166307582,-1.5804863034779932,-0.0,-1.0516056222427412,-0.7824458807838309,0.0
2018-11-27,1.0,-0.6992538838920688,-1.5904538021259198,-0.0,-1.0456868356500408,-0.7749897792313982,0.0
2018-11-28,1.0,-0.6966297889776685,-1.6080721163695966,-0.0,-1.042562999385372,-0.7746363450112682,0.0
2018-11-29,1.0,-0.6463408457837428,-1.5905798936439606,-0.0,-1.041276272474044,-0.7863762977969107,0.0
2018-11-30,1.0,-0.6457446808510638,-1.5913880445795339,-0.0,-1.041438703140831,-0.7872847011144883,0.0
2018-12-03,1.0,-0.6433488560437335,-1.5915165013160557,-0.0,-1.0406458797327394,-0.7862421542822433,0.0
2018-12-04,1.0,-0.6336898395721925,-1.595247704570679,-0.0,-1.0344566643123803,-0.7815558470386439,0.0
2018-12-06,1.0,-0.6307262848312646,-1.509346493195753,-0.0,-1.084093514779921,-0.760630078261303,0.0
2018-12-07,1.0,-0.6423539991007644,-1.5112654243892691,-0.0,-1.0872758155567768,-0.7548583703851727,0.0
