Date,FREE,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-08-24,1.0,-0.171038100496963,-0.1379072335726118,-0.1221183048039757,-0.294485091109884,-0.0,0.0
2020-08-25,1.0,-0.1724323386537127,-0.14221027064538513,-0.11217904233171408,-0.30808466342817487,-0.0,0.0
2020-08-26,1.0,-0.17246464821722912,-0.14229201006332956,-0.11231022815997223,-0.30798993667042596,-0.0,0.0
2020-08-27,1.0,-0.20565026095940436,-0.11443025347797434,-0.13400666203530526,-0.32720568588681664,-0.0,0.0
2020-08-28,1.0,-0.2075912356706067,-0.11342283075716246,-0.13533365424043073,-0.32646948708348933,-0.0,0.0
2020-08-31,1.0,-0.20788019254769122,-0.11306828311642006,-0.13583526475307542,-0.3260830807630594,-0.0,0.0
2020-09-01,1.0,-0.21162465488185306,-0.1040374341138083,-0.15572447918534188,-0.3214170461472265,-0.0,0.0
2020-09-02,1.0,-0.21452180786088956,-0.10467413954156787,-0.15587051807142346,-0.32127972982683056,-0.0,0.0
2020-09-03,1.0,-0.216784852957057,-0.10669162377164249,-0.16210719556531442,-0.31418955401173465,-0.0,0.0
2020-09-04,1.0,-0.19389304793725098,-0.12088834890743089,-0.13895191981275348,-0.3329700369847594,-0.0,0.0
2020-09-08,1.0,-0.18499964088199383,-0.12800761330173097,-0.13687782805429866,-0.34570494864612517,-0.0,0.0
2020-09-09,1.0,-0.17784694644198776,-0.13736538943150514,-0.1244320417874137,-0.3492182748381096,-0.0,0.0
2020-09-10,1.0,-0.18187701101903617,-0.13460121155470872,-0.1309881181355719,-0.35009257428412216,-0.0,0.0
2020-09-11,1.0,-0.17731503108268354,-0.1389557655682921,-0.13069100578533185,-0.3497251069028711,-0.0,0.0
2020-09-14,1.0,-0.17507386322692225,-0.13702529365136557,-0.13097211212798154,-0.35847085104849746,-0.0,0.0
2020-09-15,1.0,-0.18224037297385204,-0.1255714776197618,-0.12329460235999927,-0.3759554744393646,-0.0,0.0
2020-09-16,1.0,-0.1819777435990229,-0.12888808468289153,-0.11681896317741791,-0.3817787026146748,-0.0,0.0
2020-09-17,1.0,-0.17919305228876425,-0.13285688438574272,-0.1148905373620409,-0.38237741993848384,-0.0,0.0
2020-09-18,1.0,-0.18003765114763595,-0.13275649844326984,-0.11523423358192743,-0.38214104699152845,-0.0,0.0
2020-09-21,1.0,-0.17649188876013902,-0.13673232908458866,-0.11965889339513325,-0.37766150057937425,-0.0,0.0
2020-09-22,1.0,-0.17618625196878904,-0.1369553016999475,-0.1192135706139001,-0.3780255987834241,-0.0,0.0
2020-09-23,1.0,-0.1671515856851906,-0.13972941518766369,-0.1288369217340704,-0.38274658132091943,-0.0,0.0
2020-09-24,1.0,-0.16720637461795956,-0.13960849949061274,-0.12865667297336633,-0.3837869305777908,-0.0,0.0
2020-09-25,1.0,-0.16720140002916725,-0.14065918039959166,-0.1307058480385008,-0.3843882164211754,-0.0,0.0
2020-09-28,1.0,-0.1688793797088728,-0.14057128227635138,-0.13435374149659862,-0.38488406115134227,-0.0,0.0
2020-09-29,1.0,-0.17203923019985196,-0.1504441154700222,-0.1332346410066617,-0.39474463360473727,-0.0,0.0
2020-09-30,1.0,-0.17203027555193665,-0.15065603197808908,-0.13429687066269408,-0.3936006810148602,-0.0,0.0
2020-10-01,1.0,-0.17291130331709664,-0.15266793843646398,-0.13299872205656288,-0.393513974033671,-0.0,0.0
2020-10-02,1.0,-0.1731969840123011,-0.15320772893162155,-0.1333111024657737,-0.39285648122417977,-0.0,0.0
2020-10-05,1.0,-0.16865351153233865,-0.15958313279774905,-0.12767020843360113,-0.39519084817296657,-0.0,0.0
2020-10-06,1.0,-0.16971400048067148,-0.15601486384056498,-0.1258434859773345,-0.39714555101588067,-0.0,0.0
2020-10-07,1.0,-0.17022063583066707,-0.15516635534759854,-0.1261304581013852,-0.3979027574855283,-0.0,0.0
2020-10-08,1.0,-0.1702383151671901,-0.15324219471642342,-0.12601145390726032,-0.39791243303159063,-0.0,0.0
2020-10-09,1.0,-0.17751303605559576,-0.14923268199447012,-0.13162240902596078,-0.3972795932379521,-0.0,0.0
2020-10-12,1.0,-0.17773694857376166,-0.14919362322068183,-0.13172985913924615,-0.3972124788894456,-0.0,0.0
2020-10-13,1.0,-0.18114190068811606,-0.14682908685140414,-0.13239724753580065,-0.3994048726055422,-0.0,0.0
2020-10-14,1.0,-0.18161868630514022,-0.14641449081306257,-0.1339358774083166,-0.3977348806070074,-0.0,0.0
2020-10-15,1.0,-0.1807988396742162,-0.14589609133846554,-0.13425564357172076,-0.3985644687418647,-0.0,0.0
2020-10-16,1.0,-0.18162373291174558,-0.14453640844415513,-0.1351250813726402,-0.39864223937505816,-0.0,0.0
2020-10-19,1.0,-0.18539996270743989,-0.14480701100130525,-0.13585679656908445,-0.39856423643483124,-0.0,0.0
2020-10-20,1.0,-0.18413978494623656,-0.14799880525686976,-0.13539799880525685,-0.39924955197132617,-0.0,0.0
2020-10-21,1.0,-0.18544631669503095,-0.14841689887976658,-0.13244562473116267,-0.40384507490041327,-0.0,0.0
2020-10-22,1.0,-0.18533418157323553,-0.14937130454307312,-0.13346680637676822,-0.4029451388369134,-0.0,0.0
2020-10-23,1.0,-0.18124835791765193,-0.15756483879443006,-0.1306909882520737,-0.4071425890477799,-0.0,0.0
2020-10-26,1.0,-0.1836219404194381,-0.15991784590454297,-0.13016525032503629,-0.410544365095815,-0.0,0.0
2020-10-27,1.0,-0.18646573784475406,-0.16229741256752916,-0.12535304710453984,-0.42141977063785424,-0.0,0.0
2020-10-28,1.0,-0.19121888281724347,-0.1596842744383728,-0.12627125075895568,-0.4202147844565878,-0.0,0.0
2020-10-29,1.0,-0.17852688862854765,-0.16348588488719246,-0.12616681153395562,-0.42139374929141,-0.0,0.0
2020-10-30,1.0,-0.17519200938292157,-0.16185539707162044,-0.13270402179259205,-0.4219666300934509,-0.0,0.0
2020-11-02,1.0,-0.18714084560642388,-0.1612056170795753,-0.13534650074209384,-0.41911177075008565,-0.0,0.0
