Date,IWF,IWM,MTUM,SPY,UBS,VLUE,VXX
2018-09-24,-0.2321373897069057,-0.4086341748545662,-0.08737161466306678,-0.5460238817602361,1.0,-0.5092270437275587,0.0
2018-09-25,-0.2321865954130483,-0.40859496771320425,-0.08750835003340014,-0.5459251837007348,1.0,-0.5091293698508127,0.0
2018-09-26,-0.23203251127317262,-0.4084507042253521,-0.08704002672159437,-0.5461504203084117,1.0,-0.5098257529365918,0.0
2018-09-27,-0.23386737872719182,-0.40351023587004897,-0.08847908322207387,-0.5460614152202937,1.0,-0.5095961281708945,0.0
2018-09-28,-0.230711339056751,-0.40924294793176497,-0.08908462481882039,-0.5473018173709443,1.0,-0.5110380198461366,0.0
2018-10-01,-0.23764600179694523,-0.41206199460916443,-0.087516846361186,-0.554975292003594,1.0,-0.5155267295597484,0.0
2018-10-02,-0.23758226922427855,-0.4231591382122968,-0.08460370141193677,-0.5535242166844799,1.0,-0.5137818529560668,0.0
2018-10-03,-0.23818908722337967,-0.4270229179570922,-0.08519623852694408,-0.5528464440565347,1.0,-0.5122191564840363,0.0
2018-10-04,-0.2391151388927978,-0.42517801356561874,-0.0855872336832625,-0.5536573696208944,1.0,-0.5109059694351411,0.0
2018-10-05,-0.2271515559671128,-0.41771192861351963,-0.07433285630103544,-0.5641047226197491,1.0,-0.5227993377669277,0.0
2018-10-08,-0.22857223253981654,-0.4211266812988913,-0.0752152625358771,-0.564466205188812,1.0,-0.5245371152006303,0.0
2018-10-09,-0.23144338612410525,-0.4221101279377783,-0.08059516429014259,-0.5627007834075409,1.0,-0.5211350955306319,0.0
2018-10-10,-0.23148226410841571,-0.4217451328430958,-0.08066379286056405,-0.5628997267066745,1.0,-0.5206660468261347,0.0
2018-10-11,-0.19849744069569047,-0.41603830700643957,-0.039985689911387526,-0.5608729154053608,1.0,-0.5365457647641588,0.0
2018-10-12,-0.1968316506607568,-0.411693890393718,-0.03606117814440888,-0.5587293770007388,1.0,-0.5327368737858765,0.0
2018-10-15,-0.19151435674671471,-0.41791656421604784,-0.02906865557467967,-0.5594076988225009,1.0,-0.5341092260197251,0.0
2018-10-16,-0.19066743163128705,-0.42141354533781383,-0.026473239898368986,-0.5594623391525284,1.0,-0.5339999453596699,0.0
2018-10-17,-0.17998165929442228,-0.3959974107239185,-0.01575142949617003,-0.5609828460459597,1.0,-0.5444762110260006,0.0
2018-10-18,-0.1795259027534317,-0.39532375070790976,-0.015992017475256873,-0.5614735309187994,1.0,-0.5444836978506513,0.0
2018-10-19,-0.1778575089697591,-0.3962070732957457,-0.012031616714775149,-0.5647845908980549,1.0,-0.5467911192640751,0.0
2018-10-22,-0.17950585315854775,-0.392539245832659,-0.008253762744780707,-0.5677294060527593,1.0,-0.5493067918217619,0.0
2018-10-23,-0.1798004314994606,-0.3923139158576051,-0.009088457389428263,-0.5669093851132686,1.0,-0.5487864077669903,0.0
2018-10-24,-0.17906826269815596,-0.3919713145691793,-0.007629677558503181,-0.5678852582767173,1.0,-0.5494446241777202,0.0
2018-10-25,-0.16145544737328163,-0.36589355919681255,-0.00527718409456714,-0.571703738884931,1.0,-0.5342357318135044,0.0
2018-10-26,-0.1530545445023436,-0.3592133860535756,-0.0,-0.576605828903611,1.0,-0.529655136295792,0.0
2018-10-29,-0.1402680713466152,-0.36239178053614274,-0.0,-0.5717899238552206,1.0,-0.5332481485344738,0.0
2018-10-30,-0.1294538056236632,-0.36324273566696225,-0.0,-0.5728780844071156,1.0,-0.5427774010120507,0.0
2018-10-31,-0.1287351509759799,-0.36843895546601074,-0.0,-0.5745721911141347,1.0,-0.5448218117117588,0.0
2018-11-01,-0.13295085402913132,-0.36610604631667193,-0.0,-0.5753431834852771,1.0,-0.5453211778266792,0.0
2018-11-02,-0.1334415244477018,-0.36386242278295466,-0.0,-0.5755418280808292,1.0,-0.5446811852162078,0.0
2018-11-05,-0.12925187881327083,-0.3765220351410092,-0.0,-0.5772866532247506,1.0,-0.5354945141271046,0.0
2018-11-06,-0.13559410870590702,-0.38251480685570527,-0.0,-0.5734577283924734,1.0,-0.5291157817495676,0.0
2018-11-07,-0.13507425548076166,-0.3828544487807433,-0.0,-0.572435108305613,1.0,-0.5289033238167579,0.0
2018-11-08,-0.12950485741146978,-0.38177687245377623,-0.0,-0.5707458476966468,1.0,-0.5294839653191268,0.0
2018-11-09,-0.13172993790772616,-0.3845529094291179,-0.0,-0.5714847127249862,1.0,-0.5321596059629543,0.0
2018-11-12,-0.13118094193245045,-0.37611994880234045,-0.0,-0.5743019094637306,1.0,-0.5304965650549852,0.0
2018-11-13,-0.12262849707221862,-0.3729863370201692,-0.0,-0.5764476252439819,1.0,-0.5304098893949252,0.0
2018-11-14,-0.12338000312288555,-0.37243012543590276,-0.0,-0.5765367199292146,1.0,-0.5300577733826055,0.0
2018-11-15,-0.1230068929639745,-0.3744830277019118,-0.0,-0.5815320587852776,1.0,-0.522148523865262,0.0
2018-11-16,-0.12080780811961374,-0.36880905409614784,-0.0,-0.5806250648946111,1.0,-0.5255425189492264,0.0
2018-11-19,-0.12217405975030499,-0.3683909985205181,-0.0,-0.5798011783943727,1.0,-0.5252420380512368,0.0
2018-11-20,-0.09164880014465425,-0.36199726190168674,-0.0,-0.585978870146979,1.0,-0.5434866840596183,0.0
