Date,AIMT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9105134167033243,-1.7816879281090932,-0.10808772701564759,-1.3297304090994786,-1.1540878526990512,0.0
2018-09-25,1.0,-0.9171069182389937,-1.7793081761006289,-0.11685534591194968,-1.3273584905660376,-1.1486792452830188,0.0
2018-09-26,1.0,-0.9200982244049869,-1.7836544515804054,-0.12145825462788064,-1.3278554338244555,-1.1433698526633926,0.0
2018-09-27,1.0,-0.9250220153478425,-1.7693420556044783,-0.12548748270222668,-1.327651276890175,-1.1426594540193733,0.0
2018-09-28,1.0,-0.9233429757263237,-1.769525845805559,-0.12652496541315558,-1.3268142372028677,-1.1423091435039618,0.0
2018-10-01,1.0,-0.9281663516068052,-1.769880277252678,-0.12633900441083804,-1.3316950220541903,-1.1450535601764333,0.0
2018-10-02,1.0,-0.9283597149523871,-1.7771331273254716,-0.12581194425175002,-1.3307056820331715,-1.1443526518256923,0.0
2018-10-03,1.0,-0.9338952972493345,-1.797312713905438,-0.12935733299530994,-1.3335657244264165,-1.143807833692483,0.0
2018-10-04,1.0,-0.9341780171048465,-1.7944884383908777,-0.13069369654735508,-1.3332910991447577,-1.142477035159962,0.0
2018-10-05,1.0,-0.9171388993829493,-1.785228560634681,-0.1089913109180204,-1.3381815892205013,-1.1468958569449692,0.0
2018-10-08,1.0,-0.9299289690919563,-1.811544122352339,-0.09355602482882192,-1.3873424201702182,-1.1768093684008447,0.0
2018-10-09,1.0,-0.9274508548376769,-1.813920727412435,-0.08541973490427097,-1.3927130690913747,-1.18371005955049,0.0
2018-10-10,1.0,-0.9300211281131955,-1.8118317433894617,-0.08790575581023112,-1.3942633971445035,-1.1783724950380947,0.0
2018-10-11,1.0,-0.8181651600293184,-1.7749816760322503,-0.0,-1.341680918641583,-1.1732225751282677,0.0
2018-10-12,1.0,-0.8516603819486679,-1.7851842841503465,-0.0,-1.313161415886145,-1.1320398978226491,0.0
2018-10-15,1.0,-0.8486101818624171,-1.7886989842467003,-0.0,-1.3138495225351257,-1.131196399245788,0.0
2018-10-16,1.0,-0.8398392302539431,-1.8069545094695816,-0.0,-1.3127702332379272,-1.1301991352536387,0.0
2018-10-17,1.0,-0.8022401327486073,-1.7276283038994904,-0.0,-1.2810240606850776,-1.1153846153846154,0.0
2018-10-18,1.0,-0.8023318065552316,-1.7285110939265955,-0.0,-1.2947474867646183,-1.1228362381773838,0.0
2018-10-19,1.0,-0.7756745635177238,-1.7051907589206983,-0.0,-1.287754982070425,-1.1099288695549938,0.0
2018-10-22,1.0,-0.7757283834586467,-1.6981320488721805,-0.0,-1.2888862781954886,-1.111313439849624,0.0
2018-10-23,1.0,-0.7758590308370045,-1.6980323054331865,-0.0,-1.2886930983847282,-1.1111306901615272,0.0
2018-10-24,1.0,-0.7765913515426819,-1.6954161996342398,-0.0,-1.300513244056398,-1.1267771812872398,0.0
2018-10-25,1.0,-0.7106356693620844,-1.5872641509433965,-0.0,-1.2732479784366577,-1.044249775381851,0.0
2018-10-26,1.0,-0.6881982081628137,-1.5566309036610992,-0.0,-1.263355823470855,-1.0221767503594734,0.0
2018-10-29,1.0,-0.644509468337658,-1.5867056810025946,-0.0,-1.249323690167283,-1.0404129630652017,0.0
2018-10-30,1.0,-0.6455549420209828,-1.5869133075648811,-0.0,-1.2494754279403644,-1.039812258420762,0.0
2018-10-31,1.0,-0.6585513299626291,-1.5470433062211473,-0.0,-1.254066827874258,-1.0360518795339635,0.0
2018-11-01,1.0,-0.6381928833817644,-1.5597894621415649,-0.0,-1.2506168101321344,-1.0341575744284226,0.0
2018-11-02,1.0,-0.6715384163878617,-1.7254211422198744,-0.0,-1.326935493338029,-1.145682925397664,0.0
2018-11-05,1.0,-0.6744637084925066,-1.7213047311196001,-0.0,-1.3287687334704674,-1.1526300323244196,0.0
2018-11-06,1.0,-0.6799247987779802,-1.724928030080489,-0.0,-1.3241877680512308,-1.1460548733916927,0.0
2018-11-07,1.0,-0.6784226277800599,-1.7240772255149346,-0.0,-1.3213426442110205,-1.1443577254855934,0.0
2018-11-08,1.0,-0.6517473586439103,-1.714385231626611,-0.0,-1.302043422733078,-1.1369441541855334,0.0
2018-11-09,1.0,-0.6920774540345733,-1.8058151609553479,-0.0,-1.3843381589395882,-1.2261926577484576,0.0
2018-11-12,1.0,-0.7139972232740125,-1.8107408809794272,-0.0,-1.4970339517859397,-1.2889057175312382,0.0
2018-11-13,1.0,-0.6871913483778208,-1.8010877039444895,-0.0,-1.4889041695317873,-1.2739888729136715,0.0
2018-11-14,1.0,-0.6906803530074482,-1.8014020153971335,-0.0,-1.4918320085122365,-1.2750203417412531,0.0
2018-11-15,1.0,-0.6917670682730924,-1.8139432730923695,-0.0,-1.509851907630522,-1.2595381526104419,0.0
2018-11-16,1.0,-0.6852626975698132,-1.795651902292747,-0.0,-1.5033422877491098,-1.2629474604860376,0.0
2018-11-19,1.0,-0.6872579637726421,-1.7946908182386008,-0.0,-1.5019362898188633,-1.262211118051218,0.0
2018-11-20,1.0,-0.7006285355122565,-1.8096165933375237,-0.0,-1.5117536140791956,-1.2632935260842237,0.0
2018-11-21,1.0,-0.7046159573148034,-1.7909790296562849,-0.0,-1.4964015386524383,-1.2122471770691154,0.0
2018-11-23,1.0,-0.7138836772983115,-1.762351469668543,-0.0,-1.5397123202001253,-1.237961225766104,0.0
2018-11-26,1.0,-0.7149195081759412,-1.814868804664723,-0.0,-1.5568513119533527,-1.2512358980859426,0.0
2018-11-27,1.0,-0.6962240402769037,-1.81686595342983,-0.0,-1.543423536815607,-1.236752674638137,0.0
2018-11-28,1.0,-0.6932895235688108,-1.845760141539239,-0.0,-1.5413244028813344,-1.2383419689119168,0.0
2018-11-29,1.0,-0.6129600503302925,-1.838125196602705,-0.0,-1.5620006291286568,-1.2781377791758415,0.0
2018-11-30,1.0,-0.6116480323416082,-1.8458720232455308,-0.0,-1.5683784978838986,-1.2908849725222664,0.0
2018-12-03,1.0,-0.6077243468383189,-1.8461441373217218,-0.0,-1.5673987126088604,-1.2894736842105265,0.0
2018-12-04,1.0,-0.59024850581944,-1.855111670336584,-0.0,-1.5601761560239067,-1.2856873230575654,0.0
2018-12-06,1.0,-0.5707977983427085,-1.7270912720014517,-0.0,-1.5382568196939452,-1.2123026673924877,0.0
2018-12-07,1.0,-0.6009556481254595,-1.7466307277628033,-0.0,-1.563648615535408,-1.2147757902474885,0.0
2018-12-10,1.0,-0.5492719473143617,-1.7526433448130023,-0.0,-1.5611745513866233,-1.17884115763398,0.0
2018-12-11,1.0,-0.555763653939101,-1.7500604156597388,-0.0,-1.5624093765103915,-1.1733325277912035,0.0
2018-12-12,1.0,-0.5571868769258655,-1.74968279862244,-0.0,-1.56268503413691,-1.1723762914627516,0.0
2018-12-13,1.0,-0.5564671814671815,-1.7413730694980698,-0.0,-1.5669039575289576,-1.1680743243243243,0.0
2018-12-14,1.0,-0.5571782028845573,-1.743226117916843,-0.0,-1.565445658077364,-1.168788847987448,0.0
2018-12-17,1.0,-0.5156891141684768,-1.753982621288921,-0.0,-1.5469466570118269,-1.2176562877142167,0.0
2018-12-18,1.0,-0.4921146953405018,-1.7304659498207886,-0.0,-1.5358422939068102,-1.215352449223417,0.0
2018-12-19,1.0,-0.4909786115425977,-1.7309116979328472,-0.0,-1.5365635081849682,-1.2159158800334569,0.0
2018-12-20,1.0,-0.4861638954869359,-1.7021377672209026,-0.0,-1.5456057007125892,-1.204394299287411,0.0
2018-12-21,1.0,-0.5052175625123057,-1.9154689243289362,-0.0,-1.8170243486250572,-1.3252608781256152,0.0
2018-12-24,1.0,-0.48983713355048863,-1.895374592833876,-0.0,-1.8047557003257328,-1.3246905537459284,0.0
2018-12-26,1.0,-0.4904326392942855,-1.9368229876110785,-0.0,-1.7595511448401115,-1.2995394694168774,0.0
2018-12-27,1.0,-0.3657539338371949,-1.8658158840292405,-0.0,-1.6287324990707468,-1.3347168876223516,0.0
2018-12-28,1.0,-0.3528973355692194,-1.8859698155394076,-0.0,-1.6361095584125211,-1.335817651077573,0.0
2018-12-31,1.0,-0.3479289940828402,-1.9000311429461227,-0.0,-1.6410464029897227,-1.3395203986297104,0.0
2019-01-02,1.0,-0.3413784523513312,-1.8992286638467282,-0.0,-1.6376586215476487,-1.342187111221697,0.0
2019-01-03,1.0,-0.34588849524519855,-1.8962645285598854,-0.0,-1.6389458636335383,-1.33432780160358,0.0
2019-01-04,1.0,-0.2900960827790096,-1.9099531904409952,-0.0,-1.6162847992116283,-1.3428184281842817,0.0
2019-01-07,1.0,-0.24576983079323175,-1.8482539301572065,-0.0,-1.6069842793711748,-1.2992919716788671,0.0
2019-01-08,1.0,-0.24899838545715486,-1.830174011839981,-0.0,-1.6090414399330264,-1.2916342761466244,0.0
2019-01-09,1.0,-0.24536291525019382,-1.813502713663744,-0.0,-1.6070853462157808,-1.2982048070614898,0.0
2019-01-10,1.0,-0.24621618400667383,-1.8100941484924322,-0.0,-1.606781074961268,-1.2956739363603862,0.0
2019-01-11,1.0,-0.2507453786523554,-1.7807394156231366,-0.0,-1.6129994036970783,-1.3185450208706024,0.0
2019-01-14,1.0,-0.27233610231279504,-1.7832426940775712,-0.0,-1.617821072132911,-1.3028147971075121,0.0
2019-01-15,1.0,-0.27069566262165085,-1.7900396491649646,-0.0,-1.623272858344347,-1.3234410669229846,0.0
2019-01-16,1.0,-0.23747513112678606,-1.8027973714354617,-0.0,-1.6187978537408816,-1.3697473925363237,0.0
2019-01-17,1.0,-0.2495180722891566,-1.784457831325301,-0.0,-1.618433734939759,-1.371686746987952,0.0
2019-01-18,1.0,-0.2511415525114155,-1.7646270928462708,-0.0,-1.6333028919330288,-1.439208523592085,0.0
2019-01-22,1.0,-0.0,-1.9477644975652944,-0.0,-1.9513058875608678,-1.424840321254664,0.0
2019-01-23,1.0,-0.0,-1.8913415794481445,-0.0,-1.9731684110371075,-1.4786552489692355,0.0
2019-01-24,1.0,-0.0,-1.8593543515197282,-0.0,-1.9836385375369707,-1.4498772890315272,0.0
2019-01-25,1.0,-0.0,-1.7998053843658774,-0.0,-2.1954589685371393,-1.4919883230619526,0.0
2019-01-28,1.0,-0.0,-1.7963251525775876,-0.0,-2.2019867549668874,-1.494351382937281,0.0
2019-01-29,1.0,-0.0,-1.7698273053111762,-0.0,-2.2246985988921475,-1.5222548061257737,0.0
2019-01-30,1.0,-0.0,-1.765352589123081,-0.0,-2.2161722612542283,-1.523809523809524,0.0
2019-01-31,1.0,-0.0,-1.7939184789686156,-0.0,-2.176715718192473,-1.540630290402396,0.0
2019-02-01,1.0,-0.0,-1.792905581637976,-0.0,-2.195748565466875,-1.5319509650495566,0.0
2019-02-04,1.0,-0.0,-1.800390243902439,-0.0,-2.1860813008130084,-1.5175934959349595,0.0
2019-02-05,1.0,-0.0,-1.7832815332815333,-0.0,-2.173983423983424,-1.5177415177415179,0.0
2019-02-06,1.0,-0.0,-1.8017103835598953,-0.0,-2.1177484204480184,-1.4625694045567683,0.0
2019-02-07,1.0,-0.0,-1.7971079403672658,-0.0,-2.1138908439439503,-1.4873632350118369,0.0
2019-02-08,1.0,-0.0,-1.7987800963081864,-0.0,-2.1394542536115573,-1.4823756019261638,0.0
2019-02-11,1.0,-0.0,-1.7036549432637451,-0.0,-2.0946022192965956,-1.470942260673312,0.0
2019-02-12,1.0,-0.0,-1.6931036619369229,-0.0,-2.085197348038912,-1.417869756490489,0.0
2019-02-13,1.0,-0.0,-1.7293929908549686,-0.0,-2.03915792057939,-1.3690541950530903,0.0
2019-02-14,1.0,-0.0,-1.6828604981766488,-0.0,-2.108412139192781,-1.3895790839977749,0.0
2019-02-15,1.0,-0.0,-1.6866650173181594,-0.0,-2.107929242949035,-1.390462642256309,0.0
2019-02-19,1.0,-0.0,-1.6672000984797193,-0.0,-2.108019942143165,-1.3797624176771097,0.0
2019-02-20,1.0,-0.0,-1.7224952970447236,-0.0,-2.0364706596274047,-1.3094241155409916,0.0
2019-02-21,1.0,-0.0,-1.6916419536403802,-0.0,-2.037402408763542,-1.3231858621315742,0.0
2019-02-22,1.0,-0.0,-1.691930800871038,-0.0,-2.038833776917494,-1.3181708202274378,0.0
2019-02-25,1.0,-0.0,-1.6764847608721842,-0.0,-2.0435489700036142,-1.3033369473557401,0.0
2019-02-26,1.0,-0.0,-1.6782362848893169,-0.0,-2.0289942252165543,-1.3081689124157845,0.0
2019-02-27,1.0,-0.0,-1.6628340958343366,-0.0,-2.0561040211895016,-1.3008066457982184,0.0
2019-02-28,1.0,-0.0,-1.664780252859723,-0.0,-2.0558097531607467,-1.2998795906080673,0.0
2019-03-01,1.0,-0.0,-1.660322813779812,-0.0,-2.0558901469525415,-1.3064321850156588,0.0
2019-03-04,1.0,-0.0,-1.6683501683501685,-0.0,-2.0342111592111594,-1.309944684944685,0.0
2019-03-05,1.0,-0.0,-1.6505369856401595,-0.0,-2.063593580306504,-1.3194159526969953,0.0
2019-03-06,1.0,-0.0,-1.6481369465279458,-0.0,-2.086317444955238,-1.314481006532785,0.0
2019-03-07,1.0,-0.0,-1.6577238239757208,-0.0,-2.085705614567526,-1.3263732928679817,0.0
2019-03-08,1.0,-0.0,-1.6555651317409505,-0.0,-2.1550110810145284,-1.3455429697118935,0.0
2019-03-11,1.0,-0.0,-1.6453351505389666,-0.0,-2.1384586792219054,-1.4111634246066163,0.0
2019-03-12,1.0,-0.0,-1.5747787610619468,-0.0,-2.213843236409608,-1.532490518331226,0.0
2019-03-13,1.0,-0.0,-1.5979085634126124,-0.0,-2.2319071606197793,-1.5465153350761973,0.0
2019-03-14,1.0,-0.0,-1.5759672853098459,-0.0,-2.2108210128971373,-1.5044982698961937,0.0
2019-03-15,1.0,-0.0,-1.5580368407771892,-0.0,-2.2166919000757,-1.5336235175372193,0.0
2019-03-18,1.0,-0.0,-1.5876295253933732,-0.0,-2.2428041448125877,-1.5658820519380836,0.0
2019-03-19,1.0,-0.0,-1.580576923076923,-0.0,-2.2392948717948715,-1.5903846153846153,0.0
2019-03-20,1.0,-0.0,-1.600708991298743,-0.0,-2.2458266194005803,-1.5988398324202384,0.0
2019-03-21,1.0,-0.0,-1.6036232815109857,-0.0,-2.2591545676474367,-1.5615443916227676,0.0
2019-03-22,1.0,-0.0,-1.586080350244656,-0.0,-2.3020860159670353,-1.5501545197012618,0.0
2019-03-25,1.0,-0.0,-1.425775292323335,-0.0,-2.370869344178953,-1.55821047280122,0.0
2019-03-26,1.0,-0.0,-1.4676434676434678,-0.0,-2.385772122614228,-1.5729708887603624,0.0
2019-03-27,1.0,-0.0,-1.4348606215956425,-0.0,-2.400448574174944,-1.5728933034283885,0.0
2019-03-28,1.0,-0.0,-1.4237059842216664,-0.0,-2.3950997370277722,-1.595151048681932,0.0
2019-03-29,1.0,-0.0,-1.4152770651616213,-0.0,-2.3954592098512055,-1.6028091328886607,0.0
2019-04-01,1.0,-0.0,-1.4227767114523353,-0.0,-2.3783109404990403,-1.5969289827255277,0.0
2019-04-02,1.0,-0.0,-1.4508600294136453,-0.0,-2.408210243621715,-1.5351365176801586,0.0
2019-04-03,1.0,-0.0,-1.450508669780536,-0.0,-2.4201164501887518,-1.5277368993537654,0.0
2019-04-04,1.0,-0.0,-1.4532392559332905,-0.0,-2.4159076330981395,-1.5452212957023732,0.0
2019-04-05,1.0,-0.0,-1.4334273986659825,-0.0,-2.4209209851205746,-1.5592611595690098,0.0
2019-04-08,1.0,-0.0,-1.4210863849163085,-0.0,-2.4326300262938494,-1.559417687423844,0.0
2019-04-09,1.0,-0.0,-1.4064009272973146,-0.0,-2.4839976817567133,-1.549166076373237,0.0
2019-04-10,1.0,-0.0,-1.3743586454592098,-0.0,-2.48633914828117,-1.5528476141611083,0.0
2019-04-11,1.0,-0.0,-1.3443623514294891,-0.0,-2.5245101188564085,-1.555798265338901,0.0
2019-04-12,1.0,-0.0,-1.3469151670951156,-0.0,-2.52512853470437,-1.5547557840616968,0.0
2019-04-15,1.0,-0.0,-1.3543667418627134,-0.0,-2.5194328069610052,-1.5715758942958427,0.0
2019-04-16,1.0,-0.0,-1.3534188309595927,-0.0,-2.5200103112715087,-1.5710511052394147,0.0
2019-04-17,1.0,-0.0,-1.3473969421327654,-0.0,-2.5442874653248175,-1.5595768014966775,0.0
2019-04-18,1.0,-0.0,-1.3679446563651645,-0.0,-2.548134738475464,-1.5493631602767182,0.0
2019-04-22,1.0,-0.0,-1.3764942827442828,-0.0,-2.5571075883575882,-1.5632796257796258,0.0
2019-04-23,1.0,-0.0,-1.3803704907377317,-0.0,-2.5645108872278195,-1.5549561260968476,0.0
2019-04-24,1.0,-0.0,-1.368728121353559,-0.006093608193958252,-2.5510825878387138,-1.556657591079995,0.0
2019-04-25,1.0,-0.0,-1.3146217418944692,-0.06223776223776224,-2.4853146853146852,-1.4950413223140495,0.0
2019-04-26,1.0,-0.0,-1.2720116803148607,-0.0852536024884149,-2.512600774455659,-1.4780676696502253,0.0
2019-04-29,1.0,-0.0,-1.2538807577773554,-0.08414116454412976,-2.5044034720902237,-1.4935056706583034,0.0
2019-04-30,1.0,-0.0,-1.2590791385081792,-0.09505463272911008,-2.4961788669235143,-1.4655466430872228,0.0
2019-05-01,1.0,-0.0,-1.2682232346241455,-0.0910528980005062,-2.507403189066059,-1.4607694254619084,0.0
2019-05-02,1.0,-0.0,-1.2736875395319418,-0.08051865907653384,-2.492979127134725,-1.4779253636938647,0.0
2019-05-03,1.0,-0.0,-1.274808677503004,-0.08032382518499778,-2.492378723673392,-1.4771361710201758,0.0
2019-05-06,1.0,-0.0,-1.1813728568737045,-0.10839665892105758,-2.4786786409596178,-1.5117126169691641,0.0
2019-05-07,1.0,-0.0,-1.1909405473419314,-0.11770997168921045,-2.4718464926077384,-1.510726643598616,0.0
2019-05-08,1.0,-0.0,-1.1853866600729432,-0.17320887680039562,-2.361439080175558,-1.461581257340669,0.0
2019-05-09,1.0,-0.0,-1.1797982298694065,-0.1825834003837346,-2.3779166924552824,-1.4490313795877947,0.0
2019-05-10,1.0,-0.0,-1.1790257524045922,-0.1892026062674527,-2.3949736270555384,-1.4421967111386909,0.0
2019-05-13,1.0,-0.0,-1.1819817583917602,-0.17993423093627847,-2.3978407892287645,-1.444871874418316,0.0
2019-05-14,1.0,-0.0,-1.0493525531395065,-0.3342291717566577,-2.3213413144392865,-1.4030662106034693,0.0
2019-05-15,1.0,-0.0,-1.06028217186832,-0.34599645758260555,-2.328406522934099,-1.3729310450131313,0.0
2019-05-16,1.0,-0.0,-1.0627819090576618,-0.3606607338778495,-2.3104352066317198,-1.361453126904791,0.0
2019-05-17,1.0,-0.0,-1.0365875968046832,-0.38301115921702544,-2.2720897615708275,-1.4062442831879993,0.0
2019-05-20,1.0,-0.0,-1.0242243943901401,-0.39906502337441563,-2.2517151356930363,-1.3962722360512416,0.0
2019-05-21,1.0,-0.0,-1.0303030303030303,-0.40527272727272723,-2.235333333333333,-1.3896363636363636,0.0
2019-05-22,1.0,-0.0,-1.0216917111003394,-0.41159718856034905,-2.235942801745032,-1.38990547746001,0.0
2019-05-23,1.0,-0.0,-1.0061019816336394,-0.41614306428226194,-2.241420976317061,-1.3778999516674721,0.0
2019-05-24,1.0,-0.0,-0.9635400998736537,-0.4380001203297034,-2.235364899825522,-1.3796402141868722,0.0
2019-05-28,1.0,-0.0,-0.9644361535684198,-0.43579251414129255,-2.2365507281261285,-1.3807919123841619,0.0
2019-05-29,1.0,-0.0,-0.9860735938531725,-0.4418632570982652,-2.2368689597214724,-1.3379554595113754,0.0
2019-05-30,1.0,-0.0,-0.9808615310775138,-0.4409047276217903,-2.234461243100552,-1.3433525317974562,0.0
2019-05-31,1.0,-0.0,-0.9971809021113244,-0.4322816698656429,-2.2288867562380035,-1.3397312859884836,0.0
2019-06-03,1.0,-0.0,-0.9960166468489895,-0.47009512485136745,-2.2096313912009515,-1.2695600475624258,0.0
2019-06-04,1.0,-0.0,-0.9907137329602952,-0.4590749449371986,-2.2074528245728913,-1.2954342520388118,0.0
2019-06-05,1.0,-0.0,-0.965709588397628,-0.5029064646820505,-2.212377429393459,-1.1906523398508602,0.0
2019-06-06,1.0,-0.0,-0.9985927055236309,-0.4761932684414214,-2.180895977483288,-1.208045033423244,0.0
2019-06-07,1.0,-0.0,-1.0261937876680576,-0.4581594807603153,-2.130621233194251,-1.180053314789059,0.0
2019-06-10,1.0,-0.0,-1.031733210246942,-0.4758250634664205,-2.0914493422570968,-1.1706669743826448,0.0
2019-06-11,1.0,-0.0,-1.0308674209457498,-0.5239918769944879,-2.0856977081520163,-1.1615317667536988,0.0
2019-06-12,1.0,-0.0,-1.0319118073687266,-0.5256164780968958,-2.083841021177836,-1.1607194662024949,0.0
2019-06-13,1.0,-0.0,-1.0397331786542923,-0.537645011600928,-2.068909512761021,-1.1541763341067286,0.0
2019-06-14,1.0,-0.0,-1.0371292863762742,-0.5348123262279889,-2.0673656163114,-1.153093141797961,0.0
2019-06-17,1.0,-0.0,-1.0325772480037032,-0.5368012961462794,-2.073081819233885,-1.143906955213517,0.0
2019-06-18,1.0,-0.0,-1.0414858531504947,-0.5302898802291268,-2.077590696059712,-1.136666088063415,0.0
2019-06-19,1.0,-0.0,-1.0256514186450494,-0.5633468442385641,-2.088361320208454,-1.1130862767805445,0.0
2019-06-20,1.0,-0.0,-1.0362529002320187,-0.5498839907192575,-2.094663573085847,-1.1196055684454755,0.0
2019-06-21,1.0,-0.0,-1.044829786000116,-0.5487444180247056,-2.0817143188540275,-1.1241663283651337,0.0
2019-06-24,1.0,-0.0,-1.023481546062191,-0.5555943039814008,-2.0753269398430687,-1.157861086893345,0.0
2019-06-25,1.0,-0.0,-1.0237126583749854,-0.5558526095548065,-2.0745670115076136,-1.1578519121236779,0.0
2019-06-26,1.0,-0.0,-1.023059453793746,-0.5378209980783789,-2.0523496185873173,-1.2098643219006582,0.0
2019-06-27,1.0,-0.0,-1.012836970474968,-0.5502975843155561,-2.053331777336912,-1.218520247403431,0.0
2019-06-28,1.0,-0.0,-0.9931359432261067,-0.5604095166075271,-2.052003955558141,-1.21144785061951,0.0
2019-07-01,1.0,-0.0,-0.9965629733193522,-0.5571478504019574,-2.0541768612373295,-1.2175230106023534,0.0
2019-07-02,1.0,-0.0,-1.0013379872018615,-0.5509016870273415,-2.0487492728330423,-1.216346713205352,0.0
2019-07-03,1.0,-0.0,-1.005112118043453,-0.548448936911816,-2.038747531079354,-1.2169164633437901,0.0
2019-07-05,1.0,-0.0,-0.9904822703267366,-0.5530149149788173,-2.0388253728744705,-1.2211711450293077,0.0
2019-07-08,1.0,-0.0,-0.9818912309304763,-0.5604984278560615,-2.052171887737277,-1.2281937812973098,0.0
2019-07-09,1.0,-0.0,-0.9690685617754996,-0.5630570280188735,-2.0566202598007806,-1.2363837595386498,0.0
2019-07-10,1.0,-0.0,-0.9774711840726511,-0.5643264640819653,-2.0470369076726045,-1.2325649086040285,0.0
2019-07-11,1.0,-0.0,-0.970505617977528,-0.5927551498127341,-2.0585791198501875,-1.2302785580524345,0.0
2019-07-12,1.0,-0.0,-1.0137538534503203,-0.5955655679392933,-2.0954470002371353,-1.223559402418781,0.0
2019-07-15,1.0,-0.0,-1.0464275126000593,-0.6176104358138156,-2.068959383338275,-1.1965016305959086,0.0
2019-07-16,1.0,-0.0,-1.0414250207125104,-0.6009586933364895,-2.0634986388921766,-1.2119777488460175,0.0
2019-07-17,1.0,-0.0,-1.0254282182588734,-0.6060980634528224,-2.045264582965448,-1.2094296309376655,0.0
2019-07-18,1.0,-0.0,-1.0265976226903613,-0.6112157231964223,-2.0499588089914087,-1.196716488172296,0.0
2019-07-19,1.0,-0.0,-1.0346096764618582,-0.6038587117839123,-2.097951914514693,-1.2000593647966755,0.0
2019-07-22,1.0,-0.0,-1.0189251919300124,-0.5878117002916146,-2.1044456347080875,-1.2401356900553473,0.0
2019-07-23,1.0,-0.0,-1.0291664201621014,-0.5920250843045614,-2.08116902325031,-1.2137490386321954,0.0
2019-07-24,1.0,-0.0,-1.0296322531137476,-0.5999645829644058,-2.0720146390413787,-1.2012868189599197,0.0
2019-07-25,1.0,-0.0,-1.0022409624343929,-0.61408267971929,-2.0954767942442647,-1.1854691277938314,0.0
2019-07-26,1.0,-0.0,-1.0065091186301531,-0.6163138450712485,-2.075294669559608,-1.1658945640063332,0.0
2019-07-29,1.0,-0.0,-0.985098269287181,-0.617365796421238,-2.076444705192139,-1.1879143443825169,0.0
2019-07-30,1.0,-0.0,-0.9790969408725266,-0.6232164875814691,-2.071164347366567,-1.1981093300452117,0.0
