Date,AOD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.18220570324639873,-0.29811851665196765,-0.07987904749905506,-0.28224350090294403,-0.2574650371676956,0.0
2018-09-25,1.0,-0.18253585000734848,-0.2977387725965273,-0.08045518486636292,-0.2818870855991098,-0.2569442986415839,0.0
2018-09-26,1.0,-0.1822896980387216,-0.2975515518037882,-0.07975305531057075,-0.28220150350678264,-0.2580949981101172,0.0
2018-09-27,1.0,-0.1835715335054251,-0.29419295263279394,-0.08071523012025436,-0.28223047702994813,-0.25799072383470795,0.0
2018-09-28,1.0,-0.18276839122678143,-0.29495225102319234,-0.08093189211879526,-0.2821702172316088,-0.25803337181236224,0.0
2018-10-01,1.0,-0.18365247333501303,-0.2942596791803141,-0.08075081884605695,-0.282795834383136,-0.2581254724111867,0.0
2018-10-02,1.0,-0.1846283074338513,-0.2862452750944981,-0.08362032759344813,-0.2849643007139857,-0.2605417891642167,0.0
2018-10-03,1.0,-0.18496490269429616,-0.2889748224118364,-0.0840233701820016,-0.2843932579546887,-0.25927871884326004,0.0
2018-10-04,1.0,-0.1849235879001913,-0.2893149187530218,-0.08412688402598222,-0.2842277858359084,-0.2595278636143869,0.0
2018-10-05,1.0,-0.18515639770602693,-0.28991870260277713,-0.08329306976451063,-0.2838476566602945,-0.2584711047623049,0.0
2018-10-08,1.0,-0.1850334992544053,-0.2898368092747779,-0.0831285573267805,-0.28385104908323355,-0.25839581626866615,0.0
2018-10-09,1.0,-0.18621312715354232,-0.28996134128918394,-0.08561643835616439,-0.28269182284225564,-0.25653416253466677,0.0
2018-10-10,1.0,-0.18737394957983194,-0.2889075630252101,-0.08697478991596638,-0.2834033613445378,-0.25418067226890756,0.0
2018-10-11,1.0,-0.18026170712933492,-0.28615115771079075,-0.0781584805175893,-0.28126235203561545,-0.254529946535189,0.0
2018-10-12,1.0,-0.18145002995929668,-0.2827744374883779,-0.07733630860141738,-0.2762453769705986,-0.24837290026653444,0.0
2018-10-15,1.0,-0.17880726372265787,-0.28615352868345023,-0.07381345439537765,-0.2761246388774247,-0.24863805200165087,0.0
2018-10-16,1.0,-0.17666039257865018,-0.29921194696671977,-0.06480236622748049,-0.27801104515274994,-0.24969491385194528,0.0
2018-10-17,1.0,-0.17193558313673196,-0.28759872807467435,-0.06047799774335829,-0.27793619858447016,-0.2535439532259719,0.0
2018-10-18,1.0,-0.17166827347131342,-0.2871530840393018,-0.060655166047875936,-0.27825070254969125,-0.25351274845644195,0.0
2018-10-19,1.0,-0.17044663691816433,-0.28615875875056296,-0.05886928398902854,-0.27846235722765794,-0.2529782617595284,0.0
2018-10-22,1.0,-0.17142564732371304,-0.2837785282980248,-0.05630948725821308,-0.28056493705864294,-0.25479480094156176,0.0
2018-10-23,1.0,-0.17133382461311716,-0.28385736510275933,-0.056067305330385654,-0.28080733644477196,-0.25493326782936215,0.0
2018-10-24,1.0,-0.1709952723030638,-0.28423487034649314,-0.05597511307586828,-0.28079654530197906,-0.2545997830580627,0.0
2018-10-25,1.0,-0.16325005554096902,-0.27241330559651,-0.055096641286126874,-0.2822491062953164,-0.24664229596267648,0.0
2018-10-26,1.0,-0.16024454991553375,-0.2696886815220014,-0.05114230552650632,-0.28493282921727936,-0.24507280186630198,0.0
2018-10-29,1.0,-0.15976771289635494,-0.2695213599646345,-0.05013463006872162,-0.28517461720853593,-0.24480569063215848,0.0
2018-10-30,1.0,-0.16550280734941938,-0.26968666358093013,-0.05338994989032219,-0.2847396912921857,-0.23909762331206857,0.0
2018-10-31,1.0,-0.16662321253083573,-0.2635526764405046,-0.05415053849702172,-0.2838089889893905,-0.2374200276769419,0.0
2018-11-01,1.0,-0.1706479156202913,-0.2594073329984932,-0.05802109492717227,-0.28369663485685587,-0.23726770467101957,0.0
2018-11-02,1.0,-0.17095750662703832,-0.2583139207968511,-0.057896216563579406,-0.2839585508876215,-0.23704715238171742,0.0
2018-11-05,1.0,-0.1687414665488716,-0.26465745723235085,-0.057786523170829655,-0.28465585093566786,-0.23202955585896715,0.0
2018-11-06,1.0,-0.17019696026662917,-0.26566546870921753,-0.05716064007067279,-0.28389583793442685,-0.23083100768968218,0.0
2018-11-07,1.0,-0.1711145050440095,-0.26618705035971224,-0.055685060889835616,-0.285076966359873,-0.23150194927856596,0.0
2018-11-08,1.0,-0.16919034917069453,-0.2661799803453601,-0.053789534907041574,-0.28445077314935524,-0.23196486231724192,0.0
2018-11-09,1.0,-0.16805104129047793,-0.2664018297821115,-0.05445206853657558,-0.285582440512018,-0.23189278118855586,0.0
2018-11-12,1.0,-0.16795239144809346,-0.2639309114953814,-0.054361111667701925,-0.286292504057547,-0.23123008796361233,0.0
2018-11-13,1.0,-0.1633377187736714,-0.2623689351353506,-0.049595343459713746,-0.2880237611131045,-0.23005621337160626,0.0
2018-11-14,1.0,-0.163091155594545,-0.2627203126246112,-0.049505542706754925,-0.2881410000797512,-0.23030145944652683,0.0
2018-11-15,1.0,-0.16318766681273156,-0.26287694697844877,-0.04899812771381907,-0.28912878938772263,-0.22762219655021315,0.0
2018-11-16,1.0,-0.16241645448758754,-0.2600453532781668,-0.04791931890515596,-0.2890276893698282,-0.22977005092297903,0.0
2018-11-19,1.0,-0.1624229162522379,-0.260075591804257,-0.04784165506266162,-0.2890789735428685,-0.2298189775213845,0.0
2018-11-20,1.0,-0.15434338627485975,-0.2585608629270517,-0.03902206888346916,-0.2931215672278072,-0.23776098982808877,0.0
2018-11-21,1.0,-0.15432416386305164,-0.25758955076192364,-0.039026320997427276,-0.2928359390461112,-0.23524638828418762,0.0
2018-11-23,1.0,-0.15427079005164124,-0.2565244059278605,-0.03945311727112641,-0.29306899349043347,-0.2352545458142894,0.0
2018-11-26,1.0,-0.15419460763950704,-0.2587383538068957,-0.038830534290744366,-0.29214883389709806,-0.23420964136648664,0.0
2018-11-27,1.0,-0.15335425424832733,-0.2598140801705252,-0.03580239603686818,-0.29155071348214817,-0.23316951862158802,0.0
2018-11-28,1.0,-0.15346202431706932,-0.2591583767566714,-0.03606110847939366,-0.2917456181904311,-0.23336096636665088,0.0
2018-11-29,1.0,-0.15054821755477257,-0.2577311470246649,-0.033700124013306826,-0.2918840180311411,-0.2346016810692703,0.0
2018-11-30,1.0,-0.15157720631670146,-0.25857519788918204,-0.03235143543496239,-0.2937423699444729,-0.23280037805694484,0.0
2018-12-03,1.0,-0.1515748031496063,-0.2590354330708662,-0.030826771653543306,-0.29413385826771654,-0.23293307086614173,0.0
2018-12-04,1.0,-0.15293514887579562,-0.25895126805525454,-0.029696336729264784,-0.2954460362188898,-0.23353104617021697,0.0
2018-12-06,1.0,-0.1495250381142254,-0.24893475626441502,-0.03479144677690474,-0.29375317618545016,-0.2275712442828662,0.0
2018-12-07,1.0,-0.14473141510360407,-0.25401158794068546,-0.027457527251301187,-0.30004910144358243,-0.23778847098104683,0.0
2018-12-10,1.0,-0.13678066682283127,-0.2559928164285157,-0.025201061919262906,-0.3018661669399547,-0.23221675646131024,0.0
2018-12-11,1.0,-0.13248748827025336,-0.25957929308726935,-0.021230841413825464,-0.302001876759462,-0.23965827338129497,0.0
2018-12-12,1.0,-0.1319669886963664,-0.26006179841201543,-0.02065162123049243,-0.30206907341494893,-0.24087691164391598,0.0
2018-12-13,1.0,-0.13277715762881145,-0.26218592718798345,-0.019583651567671306,-0.3015294831874351,-0.2423085208467971,0.0
2018-12-14,1.0,-0.13280836810248575,-0.26301149830561593,-0.019314019314019316,-0.30122818358112474,-0.24248300718888952,0.0
2018-12-17,1.0,-0.13193329940893256,-0.26290758210357384,-0.018299604650252477,-0.3006810975848436,-0.24335538419383884,0.0
2018-12-18,1.0,-0.13342243887098043,-0.2669824671750924,-0.0182207720732762,-0.30348297822155834,-0.2434350184762953,0.0
2018-12-19,1.0,-0.13387714987714988,-0.26686977886977886,-0.018201474201474197,-0.3032530712530712,-0.24336117936117935,0.0
2018-12-20,1.0,-0.1291011301980295,-0.26002389673476584,-0.026227645779875814,-0.30356688147611305,-0.2398291971088868,0.0
2018-12-21,1.0,-0.12922121319337973,-0.2611156976058498,-0.02478672799465346,-0.305067421472658,-0.24542988559971696,0.0
2018-12-24,1.0,-0.12246656353418059,-0.25448920046213797,-0.027865353359312277,-0.30295494154737895,-0.2504357021168269,0.0
2018-12-26,1.0,-0.12451778825546504,-0.25749132993024976,-0.025678993102910806,-0.2949187546272844,-0.24572341503331643,0.0
2018-12-27,1.0,-0.11224489795918367,-0.24953966549025622,-0.027466625748043576,-0.278444836581249,-0.2503452508823078,0.0
2018-12-28,1.0,-0.11082993040777592,-0.2516056057207492,-0.026724947757903413,-0.27856061041774505,-0.24942006479937115,0.0
2018-12-31,1.0,-0.10775050889119331,-0.256846026808004,-0.027172869378192573,-0.2792564427545416,-0.24931827783538812,0.0
2019-01-02,1.0,-0.10766248224499982,-0.2569196514261584,-0.02570156244001689,-0.27916618680179667,-0.24999040270259895,0.0
2019-01-03,1.0,-0.10647684364645142,-0.2621753872235493,-0.014833936965400325,-0.27939816598597517,-0.26360098636048396,0.0
2019-01-04,1.0,-0.09486962866249378,-0.26675242886217887,-0.014016358818785763,-0.27627587266234016,-0.2681540647440575,0.0
2019-01-07,1.0,-0.0897462820488345,-0.26148794410186904,-0.01937725511158626,-0.2742024779977473,-0.26427521429525974,0.0
2019-01-08,1.0,-0.08951885764532716,-0.26484812570489175,-0.01837019478905817,-0.2733354997801694,-0.2654980597557013,0.0
2019-01-09,1.0,-0.08986056119814081,-0.26638740651479503,-0.018419693578929246,-0.2734071651269104,-0.26468506723283797,0.0
2019-01-10,1.0,-0.08910397700047915,-0.2694968854815525,-0.017594633445136558,-0.27342597029228555,-0.26698610445615717,0.0
