Date,IWF,IWM,MGLN,MTUM,SPY,VLUE,VXX
2018-09-24,-0.8452135786886336,-2.1059589450607854,1.0,-0.12250049823955358,-1.3255165083372087,-1.2440045173719525,0.0
2018-09-25,-0.8459802164243511,-2.1034986390493264,1.0,-0.12467635929097791,-1.3234415455088628,-1.2411870145389365,0.0
2018-09-26,-0.8457757704569607,-2.104078108395324,1.0,-0.12280818278427205,-1.324787460148778,-1.2444208289054197,0.0
2018-09-27,-0.8477453580901858,-2.093037135278515,1.0,-0.125132625994695,-1.3230106100795755,-1.2423740053050398,0.0
2018-09-28,-0.8502223107040946,-2.0922423518481654,1.0,-0.1262857522065167,-1.3240427367443095,-1.243347269228217,0.0
2018-10-01,-0.8503550335125092,-2.0915787378060924,1.0,-0.12694936624858982,-1.323910013935895,-1.2432809078240095,0.0
2018-10-02,-0.8561643835616438,-2.0674291794121555,1.0,-0.1379172762335417,-1.3342199760606464,-1.2540896395797312,0.0
2018-10-03,-0.8548087141339001,-2.0571865037194472,1.0,-0.13695536663124336,-1.335414452709883,-1.2575717321997875,0.0
2018-10-04,-0.8618696432130756,-2.0469736230150817,1.0,-0.1386618829313667,-1.3444289415985649,-1.2520762740017275,0.0
2018-10-05,-0.8367993662111309,-2.0369710173631743,1.0,-0.11012081600316895,-1.3539314715785304,-1.2641447151251075,0.0
2018-10-08,-0.8322686862034901,-2.030227197892657,1.0,-0.10181099769509383,-1.3589068159367796,-1.2622324662495883,0.0
2018-10-09,-0.8298897617004422,-2.0362400158426297,1.0,-0.09003894646511319,-1.3694633309129314,-1.2754637269786784,0.0
2018-10-10,-0.8320242888258201,-2.0345851758959803,1.0,-0.09213913273051283,-1.3707346049765692,-1.270807207445053,0.0
2018-10-11,-0.6958383941699162,-2.0483283257687144,1.0,-0.0,-1.3418142300070317,-1.3066547337467236,0.0
2018-10-12,-0.6815569161564413,-2.020179932525303,1.0,-0.0,-1.2925777833312506,-1.2532800199925027,0.0
2018-10-15,-0.6416044776119403,-2.049440298507463,1.0,-0.0,-1.2798507462686568,-1.2480099502487563,0.0
2018-10-16,-0.6405521357955606,-2.050550270471927,1.0,-0.0,-1.2791767705030155,-1.2474662687309581,0.0
2018-10-17,-0.5949420569773057,-1.9647513278609368,1.0,-0.0,-1.2445074843070982,-1.2315306615161759,0.0
2018-10-18,-0.5947724254497163,-1.9657129059519496,1.0,-0.0,-1.2443559096945551,-1.231679343233128,0.0
2018-10-19,-0.5587322430464366,-1.9441924316581116,1.0,-0.0,-1.241315506744658,-1.224483705383789,0.0
2018-10-22,-0.5588621183206107,-1.9345777671755726,1.0,-0.0,-1.2436187977099236,-1.2266817748091603,0.0
2018-10-23,-0.5595898169677458,-1.9341799320336255,1.0,-0.0,-1.2424134024921005,-1.2257795266201634,0.0
2018-10-24,-0.5563174527458112,-1.9291634368850992,1.0,-0.0,-1.2455429014370043,-1.2316498718025162,0.0
2018-10-25,-0.4775510204081632,-1.8222789115646258,1.0,-0.0,-1.220408163265306,-1.1486961451247166,0.0
2018-10-26,-0.44387413523767016,-1.789946440526668,1.0,-0.0,-1.2195380495425128,-1.125808971211783,0.0
2018-10-29,-0.40706886045094454,-1.8031134009196166,1.0,-0.0,-1.2006537033959337,-1.1290233228076008,0.0
2018-10-30,-0.39539389913081985,-1.8026352211703482,1.0,-0.0,-1.2004650390300613,-1.1376847699717654,0.0
2018-10-31,-0.3982698204117389,-1.7642904073587387,1.0,-0.0,-1.1897722295225581,-1.1229194042925974,0.0
2018-11-01,-0.38177151594582787,-1.773099606815203,1.0,-0.0,-1.1857252075141982,-1.120303626037571,0.0
2018-11-02,-0.3874878233575062,-1.7249161164628206,1.0,-0.0,-1.1917415304686654,-1.1076956380560667,0.0
2018-11-05,-0.3806969056521975,-1.7501219313932694,1.0,-0.0,-1.195740529995123,-1.0926136671543922,0.0
2018-11-06,-0.3775721284703321,-1.7504082743603702,1.0,-0.0,-1.208056614044638,-1.1076211213935765,0.0
2018-11-07,-0.37589038116470014,-1.7499864063944321,1.0,-0.0,-1.2053721929204502,-1.1062476211190255,0.0
2018-11-08,-0.32467608264269876,-1.912980039687172,1.0,-0.0,-1.3247344461305008,-1.2739582117427337,0.0
2018-11-09,-0.32449206628022714,-1.9184963990865977,1.0,-0.0,-1.3335089876456467,-1.2786462907664382,0.0
2018-11-12,-0.3217239370995923,-1.886255096097845,1.0,-0.0,-1.3440302853814794,-1.272102504368084,0.0
2018-11-13,-0.2685520492038857,-1.879117089153302,1.0,-0.0,-1.3409208484221415,-1.2594700235672815,0.0
2018-11-14,-0.27253595229743954,-1.9131298959429441,1.0,-0.0,-1.3709224833391793,-1.2894306091429908,0.0
2018-11-15,-0.26908942425479787,-1.912209064924459,1.0,-0.0,-1.3700635828034766,-1.281922650644578,0.0
2018-11-16,-0.26129746098299556,-1.894828791055206,1.0,-0.0,-1.371069182389937,-1.2961798276263685,0.0
2018-11-19,-0.2636697140860654,-1.8941361439468936,1.0,-0.0,-1.3696500320270193,-1.2956385023001225,0.0
2018-11-20,-0.20017276130146847,-1.8769939533544486,1.0,-0.0,-1.366426720414627,-1.315116613878491,0.0
2018-11-21,-0.20560109289617487,-1.8654371584699454,1.0,-0.0,-1.3586065573770492,-1.2625227686703095,0.0
2018-11-23,-0.20697489492218563,-1.848460752016358,1.0,-0.0,-1.362319663750994,-1.2621265477678065,0.0
2018-11-26,-0.20563028548725804,-1.852659061240706,1.0,-0.0,-1.3588171859923945,-1.258584482660764,0.0
2018-11-27,-0.18669745438161747,-1.8542464519035817,1.0,-0.0,-1.3456859653075017,-1.245325523766614,0.0
2018-11-28,-0.18584719481251763,-1.8646179870312938,1.0,-0.0,-1.3434451649281083,-1.2446574570059203,0.0
2018-11-29,-0.1512419096088953,-1.8296177463074625,1.0,-0.0,-1.318858217624606,-1.2321734801128505,0.0
2018-11-30,-0.14998616874135545,-1.830539419087137,1.0,-0.0,-1.3192807745504842,-1.2326970954356848,0.0
2018-12-03,-0.14556016597510374,-1.8332503457814662,1.0,-0.0,-1.3205532503457815,-1.23313969571231,0.0
2018-12-04,-0.14004195186575405,-1.8330757341576507,1.0,-0.0,-1.3169021859130052,-1.2299624641201148,0.0
2018-12-06,-0.11114069655980402,-1.7249440835019703,1.0,-0.0,-1.3137181808499308,-1.1755245500053253,0.0
2018-12-07,-0.1168948798550802,-1.7253449837498003,1.0,-0.0,-1.3145612446054664,-1.17113325163834,0.0
2018-12-10,-0.05155249421514287,-1.7859333799709414,1.0,-0.0,-1.3698003551633213,-1.1739762148199968,0.0
2018-12-11,-0.06110034453057709,-1.7829457364341084,1.0,-0.0,-1.3726851851851851,-1.1665051679586562,0.0
2018-12-12,-0.07047216349541931,-1.7919444896189083,1.0,-0.0,-1.3879221553640158,-1.1705968450154496,0.0
2018-12-13,-0.06986994612831257,-1.7884856070087611,1.0,-0.0,-1.4096424878924745,-1.1735321325570007,0.0
2018-12-14,-0.10253540045894666,-1.7662170481893995,1.0,-0.0,-1.5060726478983602,-1.2220854088543125,0.0
2018-12-17,-0.08397753183916357,-1.7610255269451087,1.0,-0.0,-1.4897947833824594,-1.2265724931872533,0.0
2018-12-18,-0.05857119287246329,-1.738382005169664,1.0,-0.0,-1.4786888852224607,-1.224000439971402,0.0
2018-12-19,-0.05323424167354803,-1.741590971648775,1.0,-0.0,-1.4832920451417562,-1.2269749518304431,0.0
2018-12-20,-0.05047473534868492,-1.714012877878424,1.0,-0.0,-1.4804649132380223,-1.2117756193386444,0.0
2018-12-21,-0.038692895464152166,-1.7158727578171573,1.0,-0.0,-1.4845282609873733,-1.1800791199262992,0.0
2018-12-24,-0.0016094420600858367,-1.679989270386266,1.0,-0.0,-1.4757510729613732,-1.2074570815450643,0.0
2018-12-26,-0.0,-1.6945504664970314,1.0,-0.0,-1.42970737913486,-1.1768447837150127,0.0
2018-12-27,-0.0,-1.5928281664746833,1.0,-0.0,-1.269344418290179,-1.1461411328692344,0.0
2018-12-28,-0.0,-1.598308138952848,1.0,-0.0,-1.266142757032736,-1.1410551606767443,0.0
2018-12-31,-0.0,-1.6004906869617463,1.0,-0.0,-1.2658221510114158,-1.1406969757660723,0.0
2019-01-02,-0.0,-1.5979706088173549,1.0,-0.0,-1.260821753473958,-1.139708087573728,0.0
2019-01-03,-0.0,-1.6002203194632216,1.0,-0.0,-1.2853137048720644,-1.1217265034299735,0.0
2019-01-04,-0.0,-1.6029411764705883,1.0,-0.0,-1.2450317965023847,-1.1202305246422894,0.0
2019-01-07,-0.0,-1.5436031079581103,1.0,-0.0,-1.2114280198832104,-1.0709907822981517,0.0
2019-01-08,-0.0,-1.5386283676321748,1.0,-0.0,-1.2118174369849148,-1.0690635693286423,0.0
2019-01-09,-0.0,-1.5248076923076923,1.0,-0.0,-1.2092307692307693,-1.073653846153846,0.0
2019-01-10,-0.0,-1.5202959119950041,1.0,-0.0,-1.2120862756401019,-1.0713839650285826,0.0
2019-01-11,-0.0,-1.5077278636429292,1.0,-0.0,-1.2199431845539024,-1.0872454138379315,0.0
