Date,HWC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.20418519955819578,-0.7493358010686887,-0.09988357861428698,-0.4357443505776291,-0.4960148064121317,0.0
2018-09-25,1.0,-0.2035133843212237,-0.7508066443594645,-0.09832098470363289,-0.4370817399617591,-0.4978190726577438,0.0
2018-09-26,1.0,-0.20319737038697147,-0.7506648737486926,-0.09732556402211266,-0.43753174958912294,-0.4994173016584491,0.0
2018-09-27,1.0,-0.20249566102100663,-0.7549224968579807,-0.0964151056316955,-0.43832665030821716,-0.5002094679514035,0.0
2018-09-28,1.0,-0.1994726275731879,-0.7593863302669822,-0.09708446948131721,-0.4392173313756629,-0.501243520210949,0.0
2018-10-01,1.0,-0.20036560879858553,-0.7584884173933891,-0.09703617129671252,-0.43974946806916604,-0.5012137013395667,0.0
2018-10-02,1.0,-0.20037211535576024,-0.7682381538276866,-0.09437925756984664,-0.43843591513369146,-0.49950484650241567,0.0
2018-10-03,1.0,-0.2001199940003,-0.7617819109044548,-0.09350532473376331,-0.4408279586020699,-0.5036448177591121,0.0
2018-10-04,1.0,-0.1990397471739395,-0.7860702564725903,-0.09228758964385561,-0.4409566062963413,-0.5204509541752765,0.0
2018-10-05,1.0,-0.18595279217040875,-0.7818077144502016,-0.08068963427567191,-0.44947429021604096,-0.5321031421385934,0.0
2018-10-08,1.0,-0.1853893448829391,-0.7817185086470605,-0.0800193839537208,-0.44961686403973705,-0.5320289547808704,0.0
2018-10-09,1.0,-0.1831711678942742,-0.783152981116062,-0.07374738565063199,-0.4536085599102786,-0.5374192961716833,0.0
2018-10-10,1.0,-0.18359493364038543,-0.7824677292285317,-0.07441973213744621,-0.4538209805466335,-0.5357857099569724,0.0
2018-10-11,1.0,-0.14582592197320052,-0.7881240365231826,-0.02911182260168386,-0.44743863393810035,-0.554043638088462,0.0
2018-10-12,1.0,-0.1441939850509093,-0.7880642693190512,-0.02536637043140486,-0.43876169736919546,-0.5463480666235065,0.0
2018-10-15,1.0,-0.11362828713574984,-0.8438166311300641,-0.0,-0.44420753375977257,-0.5597311063728975,0.0
2018-10-16,1.0,-0.11287791300228006,-0.8449853424535844,-0.0,-0.4438719611500992,-0.5593852713866927,0.0
2018-10-17,1.0,-0.09293343087051938,-0.8127286027798098,-0.0,-0.4453547915142648,-0.5750987564008778,0.0
2018-10-18,1.0,-0.09490272030988643,-0.8187927341021802,-0.0,-0.44408251900108575,-0.5767526484138862,0.0
2018-10-19,1.0,-0.08450416240689354,-0.816620417701183,-0.0,-0.44302614283627867,-0.5768365707609172,0.0
2018-10-22,1.0,-0.08610802270466383,-0.8226051846216865,-0.0,-0.4416876353209668,-0.5754578968927381,0.0
2018-10-23,1.0,-0.08072197072138279,-0.8266212005408902,-0.0,-0.4506143806220237,-0.5816626491857252,0.0
2018-10-24,1.0,-0.07915722567165935,-0.8224112056028013,-0.0,-0.45355030456404666,-0.5875290586469705,0.0
2018-10-25,1.0,-0.06571187868576243,-0.8097783458733986,-0.0,-0.4517619033785551,-0.5777822967202162,0.0
2018-10-26,1.0,-0.06522432644064848,-0.8070241582320699,-0.0,-0.45181404251616836,-0.5761143818334735,0.0
2018-10-29,1.0,-0.04809497674687311,-0.8153615066870794,-0.0,-0.4439469655391548,-0.5811837430312834,0.0
2018-10-30,1.0,-0.016519535005681322,-0.8252192407423594,-0.0,-0.45485534481251644,-0.6169041167730094,0.0
2018-10-31,1.0,-0.021179811091151416,-0.8080199339398505,-0.0,-0.45445326534160047,-0.6137219678970852,0.0
2018-11-01,1.0,-0.020597948896228055,-0.8083898255982387,-0.0,-0.4543716321918999,-0.6136508488324932,0.0
2018-11-02,1.0,-0.02494232987312572,-0.7877162629757785,-0.0,-0.4607266435986159,-0.610121107266436,0.0
2018-11-05,1.0,-0.02277182059264384,-0.793554710019601,-0.0,-0.461086129367001,-0.6050962757984549,0.0
2018-11-06,1.0,-0.029244657226083697,-0.7990367144463993,-0.0,-0.45730106999682757,-0.598534883050212,0.0
2018-11-07,1.0,-0.02891323147881234,-0.7989910637071204,-0.0,-0.45655808590371866,-0.5982415681752666,0.0
2018-11-08,1.0,-0.0005732630130703967,-0.8056065122678283,-0.0,-0.4508426966292135,-0.6092925934418711,0.0
2018-11-09,1.0,-0.0,-0.8054401100633437,-0.0,-0.4515749949840924,-0.6090171687351315,0.0
2018-11-12,1.0,-0.0,-0.7966794307595588,-0.0,-0.4538778076241642,-0.6070469223295423,0.0
2018-11-13,1.0,-0.0,-0.7920511000709723,-0.0,-0.44564939673527326,-0.6012207239176721,0.0
2018-11-14,1.0,-0.0,-0.7942163330300274,-0.0,-0.4465138762511374,-0.6027638762511374,0.0
2018-11-15,1.0,-0.0,-0.7947033054559937,-0.0,-0.4459236502247255,-0.6039995448597598,0.0
2018-11-16,1.0,-0.0,-0.7944698887719397,-0.0,-0.44622080619008336,-0.6040167268796404,0.0
2018-11-19,1.0,-0.0,-0.7952785055245472,-0.0,-0.44697573755553016,-0.6054505068914454,0.0
2018-11-20,1.0,-0.0,-0.7789712986643933,-0.0,-0.4374254049445866,-0.6253196930946292,0.0
2018-11-21,1.0,-0.0,-0.776948941821367,-0.0,-0.4346867847757905,-0.6139413975304456,0.0
2018-11-23,1.0,-0.0,-0.7758630431097802,-0.0,-0.43516582857788577,-0.6139894909316911,0.0
2018-11-26,1.0,-0.0,-0.7764031296782758,-0.0,-0.43468067677880406,-0.6135638222749484,0.0
2018-11-27,1.0,-0.0,-0.7762316554463254,-0.0,-0.43018506520943073,-0.6103771724740148,0.0
2018-11-28,1.0,-0.0,-0.7761971830985916,-0.0,-0.4303661971830986,-0.6103380281690142,0.0
2018-11-29,1.0,-0.0,-0.7628491620111733,-0.0,-0.4209217877094972,-0.6095251396648045,0.0
2018-11-30,1.0,-0.0,-0.763134361725911,-0.0,-0.4204672479320367,-0.6109713838587078,0.0
2018-12-03,1.0,-0.0,-0.764341910014839,-0.0,-0.42262788028109866,-0.6128454237477952,0.0
2018-12-04,1.0,-0.0,-0.7652268663388467,-0.0,-0.41799843540455967,-0.6106951274027715,0.0
2018-12-06,1.0,-0.0,-0.7467998234385345,-0.0,-0.4107261090267049,-0.6012745530787905,0.0
2018-12-07,1.0,-0.0,-0.7469447433032635,-0.0,-0.41038373472371653,-0.6013683136086513,0.0
2018-12-10,1.0,-0.0,-0.7527350497655672,-0.0,-0.40607606043157585,-0.5831208357324998,0.0
2018-12-11,1.0,-0.0,-0.7534911794562266,-0.0,-0.403193503251118,-0.5868748113802847,0.0
2018-12-12,1.0,-0.0,-0.7544086139647311,-0.0,-0.4027083447783332,-0.5896830192825359,0.0
2018-12-13,1.0,-0.0,-0.7642375317925468,-0.0,-0.40359946920269824,-0.5967599248037156,0.0
2018-12-14,1.0,-0.0,-0.7817525343702264,-0.0,-0.39705596444938207,-0.5985835300652688,0.0
2018-12-17,1.0,-0.0,-0.7795559001052106,-0.0,-0.384406667035827,-0.6047400188271775,0.0
2018-12-18,1.0,-0.0,-0.7702431100465297,-0.0,-0.3770821287960133,-0.6058753888934777,0.0
2018-12-19,1.0,-0.0,-0.7746202163867291,-0.0,-0.38324248042281195,-0.6092033537175904,0.0
2018-12-20,1.0,-0.0,-0.7759771738829331,-0.0,-0.3840826615695726,-0.6101277043685421,0.0
2018-12-21,1.0,-0.0,-0.7796614849380126,-0.0,-0.388132644890521,-0.5933677554739487,0.0
2018-12-24,1.0,-0.0,-0.7578296703296703,-0.0,-0.3776098901098901,-0.6118131868131869,0.0
2018-12-26,1.0,-0.0,-0.7596901346764481,-0.0,-0.3694295412241323,-0.6082065038870033,0.0
2018-12-27,1.0,-0.0,-0.735051408732808,-0.0,-0.328027774068634,-0.607477633862999,0.0
2018-12-28,1.0,-0.0,-0.7348132713575893,-0.0,-0.32844472939039376,-0.608110274082385,0.0
2018-12-31,1.0,-0.0,-0.7331534227542351,-0.0,-0.3296371506439374,-0.6091487201410783,0.0
2019-01-02,1.0,-0.0,-0.7325323721799493,-0.0,-0.3278067013749833,-0.6095314377252703,0.0
2019-01-03,1.0,-0.0,-0.7333814449522893,-0.0,-0.3242455830860931,-0.6152406917381659,0.0
2019-01-04,1.0,-0.0,-0.7447137975224264,-0.0,-0.29856364801366936,-0.6265484835540367,0.0
2019-01-07,1.0,-0.0,-0.7328522718261835,-0.0,-0.29249596912748127,-0.6178468532762403,0.0
2019-01-08,1.0,-0.0,-0.7186947223908969,-0.0,-0.3050399978879003,-0.6163898936029781,0.0
2019-01-09,1.0,-0.0,-0.7189290523592006,-0.0,-0.3052306392416761,-0.6162437620468407,0.0
2019-01-10,1.0,-0.0,-0.7183548480768723,-0.0,-0.3056149520867981,-0.6158760328396822,0.0
2019-01-11,1.0,-0.0,-0.7118567877730181,-0.0,-0.3090856206039452,-0.6233010735628537,0.0
2019-01-14,1.0,-0.0,-0.7114026503028539,-0.0,-0.3124289152802391,-0.6212077128574074,0.0
2019-01-15,1.0,-0.0,-0.7066546667372544,-0.0,-0.3137805071734872,-0.6265816083434803,0.0
2019-01-16,1.0,-0.0,-0.7060441740510515,-0.0,-0.30826610236741175,-0.6308424811532867,0.0
2019-01-17,1.0,-0.0,-0.7174904638694016,-0.0,-0.31262503667742536,-0.6373336178612393,0.0
2019-01-18,1.0,-0.0,-0.7159201295196979,-0.0,-0.3244198596869941,-0.6579870480302213,0.0
2019-01-22,1.0,-0.0,-0.7816207139374899,-0.0,-0.16686528357077082,-0.7599263311846596,0.0
2019-01-23,1.0,-0.0,-0.7712549508979437,-0.0,-0.16434268352232653,-0.7772231566382725,0.0
2019-01-24,1.0,-0.0,-0.7694687143864981,-0.0,-0.16858414283388506,-0.7753568133716829,0.0
2019-01-25,1.0,-0.0,-0.7900788257678717,-0.0,-0.06488176134819244,-0.8631693394944279,0.0
2019-01-28,1.0,-0.0,-0.787302277545252,-0.0,-0.06884274609990759,-0.861716584225689,0.0
2019-01-29,1.0,-0.0,-0.7754946312748678,-0.0,-0.06505150705837466,-0.8846950455115278,0.0
2019-01-30,1.0,-0.0,-0.7744801460769084,-0.0,-0.06437195105333442,-0.886463358133704,0.0
2019-01-31,1.0,-0.0,-0.7773453446915058,-0.0,-0.03989875622567564,-0.9043355196908256,0.0
2019-02-01,1.0,-0.0,-0.7761631089217296,-0.0,-0.045402298850574715,-0.9151614668856047,0.0
2019-02-04,1.0,-0.0,-0.7725406470684841,-0.0,-0.04401379536869765,-0.9206492582252148,0.0
2019-02-05,1.0,-0.0,-0.7721823854617111,-0.0,-0.04701954129946905,-0.9176747495757841,0.0
2019-02-06,1.0,-0.0,-0.7615344596259686,-0.0,-0.04279729470715479,-0.9337915172092769,0.0
2019-02-07,1.0,-0.0,-0.7571217671824595,-0.0,-0.04841708130570288,-0.9283175679370113,0.0
2019-02-08,1.0,-0.0,-0.7703025805919695,-0.0,-0.07645587709896391,-0.9014483194547503,0.0
2019-02-11,1.0,-0.0,-0.7613115297497376,-0.0,-0.07024473785978676,-0.9307220595547208,0.0
2019-02-12,1.0,-0.0,-0.772107432301607,-0.0,-0.06823776726689348,-0.9257046441512461,0.0
2019-02-13,1.0,-0.0,-0.7801122384098637,-0.0,-0.0684488430597407,-0.9159317723163686,0.0
2019-02-14,1.0,-0.0,-0.7626944729471143,-0.0,-0.09808924263013394,-0.9124490418480822,0.0
2019-02-15,1.0,-0.0,-0.7498337765957447,-0.0,-0.1032524379432624,-0.917331560283688,0.0
2019-02-19,1.0,-0.0,-0.7539435680959786,-0.0,-0.10336591868473673,-0.91985114419018,0.0
2019-02-20,1.0,-0.0,-0.7502985862289253,-0.0,-0.10382468127656028,-0.9234230480793266,0.0
2019-02-21,1.0,-0.0,-0.7392632924051337,-0.0,-0.1046447024834713,-0.9339963331296183,0.0
2019-02-22,1.0,-0.0,-0.7316917439342625,-0.0,-0.11273666092943202,-0.9316528787962912,0.0
2019-02-25,1.0,-0.0,-0.7316923932693644,-0.0,-0.11586705604227508,-0.9336948963982757,0.0
2019-02-26,1.0,-0.0,-0.7311286644045168,-0.0,-0.1176225176614563,-0.932608332869778,0.0
2019-02-27,1.0,-0.0,-0.7352597294137299,-0.0,-0.12120705974054898,-0.927314737486777,0.0
2019-02-28,1.0,-0.0,-0.7449997214329489,-0.0,-0.1325143462031311,-0.9081564432558917,0.0
2019-03-01,1.0,-0.0,-0.7517306569545998,-0.0,-0.12491311963079317,-0.9035280380327504,0.0
2019-03-04,1.0,-0.0,-0.7527318226053107,-0.0,-0.12342555262060335,-0.9043236479911023,0.0
2019-03-05,1.0,-0.0,-0.7466733478091421,-0.0,-0.13582205890540616,-0.9013417961138022,0.0
2019-03-06,1.0,-0.0,-0.7426112147970696,-0.0,-0.14518510264909887,-0.8977965960054598,0.0
2019-03-07,1.0,-0.0,-0.7588488164359088,-0.0,-0.12985707905314872,-0.902718847699866,0.0
2019-03-08,1.0,-0.0,-0.7627794191426502,-0.0,-0.10569151011762083,-0.918752438820447,0.0
2019-03-11,1.0,-0.0,-0.7612587412587413,-0.0,-0.11272727272727275,-0.9232167832167832,0.0
2019-03-12,1.0,-0.0,-0.749032475180885,-0.0,-0.11705648101407819,-0.9383027651578888,0.0
2019-03-13,1.0,-0.0,-0.7499157871098135,-0.0,-0.12323152930608579,-0.9339490231304739,0.0
2019-03-14,1.0,-0.0,-0.7455258367175466,-0.0,-0.12748914717826634,-0.9277132054334127,0.0
2019-03-15,1.0,-0.0,-0.7369322809875571,-0.0,-0.13451113670196332,-0.9373086537651322,0.0
2019-03-18,1.0,-0.0,-0.7451407554109493,-0.0,-0.1453105106804357,-0.9388315178950347,0.0
2019-03-19,1.0,-0.0,-0.7469093796075762,-0.0,-0.14574118180787116,-0.9427809912668709,0.0
2019-03-20,1.0,-0.0,-0.7693363844393591,-0.0,-0.15037185354691074,-0.940703661327231,0.0
2019-03-21,1.0,-0.0,-0.7718467498923807,-0.0,-0.14122542689051515,-0.9567800258286699,0.0
2019-03-22,1.0,-0.0,-0.7687879572863598,-0.0,-0.1718043922516766,-0.9376565063466021,0.0
2019-03-25,1.0,-0.0,-0.7707703383729302,-0.0,-0.17388048956083513,-0.9350899928005759,0.0
2019-03-26,1.0,-0.0,-0.7815623736060553,-0.0,-0.1740625180562778,-0.9333506673600278,0.0
2019-03-27,1.0,-0.0,-0.7871445153801508,-0.0,-0.17388276262333138,-0.9408879860708067,0.0
2019-03-28,1.0,-0.0,-0.7906281735093573,-0.0,-0.17133323661685768,-0.9395328594226026,0.0
2019-03-29,1.0,-0.0,-0.7959189597120632,-0.0,-0.17084639498432602,-0.9358237547892719,0.0
2019-04-01,1.0,-0.0,-0.8024218137468421,-0.0,-0.17237273862415425,-0.9290588611086912,0.0
2019-04-02,1.0,-0.0,-0.8082946635730859,-0.0,-0.18033642691415314,-0.9116009280742459,0.0
2019-04-03,1.0,-0.0,-0.8140085053651394,-0.0,-0.11394936209761457,-0.8883882051426479,0.0
2019-04-04,1.0,-0.0,-0.8123731679819616,-0.0,-0.10837091319052987,-0.8977452085682075,0.0
2019-04-05,1.0,-0.0,-0.8077380278501074,-0.0,-0.11012679723763161,-0.9124589607154987,0.0
2019-04-08,1.0,-0.0,-0.810074132536573,-0.0,-0.10747808439270513,-0.9011754094201878,0.0
2019-04-09,1.0,-0.0,-0.7950919205896474,-0.0,-0.13964587275140494,-0.8892434554234561,0.0
2019-04-10,1.0,-0.0,-0.7881518729871744,-0.0,-0.13204135826882873,-0.9048251313633539,0.0
2019-04-11,1.0,-0.0,-0.7719650482142353,-0.0,-0.15815965840002263,-0.8976896756496904,0.0
2019-04-12,1.0,-0.0,-0.7740432142352776,-0.0,-0.15348114673068777,-0.896935461093066,0.0
2019-04-15,1.0,-0.0,-0.7707965609520013,-0.0,-0.17813015999544496,-0.8979673176564367,0.0
2019-04-16,1.0,-0.0,-0.7699669590976416,-0.0,-0.17793665261478864,-0.9004785234134669,0.0
2019-04-17,1.0,-0.0,-0.7561415048474277,-0.0,-0.1766522721423056,-0.9270455000428977,0.0
2019-04-18,1.0,-0.0,-0.7663476416986647,-0.0,-0.18236002063155482,-0.9167860622385237,0.0
2019-04-22,1.0,-0.0,-0.7777777777777777,-0.0,-0.18873905025357307,-0.9150242047026279,0.0
2019-04-23,1.0,-0.0,-0.7717745423093556,-0.0,-0.18097160155686898,-0.9303445293354475,0.0
2019-04-24,1.0,-0.0,-0.7822891043264361,-0.0,-0.18639849515265516,-0.9252496020836347,0.0
2019-04-25,1.0,-0.0,-0.7766219466257136,-0.0,-0.1886065312509055,-0.9323983657384604,0.0
2019-04-26,1.0,-0.0,-0.7671375939195265,-0.0,-0.20347538510632124,-0.9303762583040817,0.0
2019-04-29,1.0,-0.0,-0.7753399976752295,-0.0,-0.20745670115076137,-0.9231663373241893,0.0
2019-04-30,1.0,-0.0,-0.7812108681091471,-0.0,-0.2051603133463409,-0.9257695331838436,0.0
2019-05-01,1.0,-0.0,-0.7738806187549159,-0.0,-0.22338101203134558,-0.9158971072333731,0.0
2019-05-02,1.0,-0.0,-0.7838799008890831,-0.0,-0.20693776417431858,-0.9241801486663751,0.0
2019-05-03,1.0,-0.0,-0.7958009694562869,-0.0,-0.2027098055247328,-0.9215674823337032,0.0
2019-05-06,1.0,-0.0,-0.7881420159738822,-0.0,-0.20512446802308637,-0.9216755086573779,0.0
