Date,IWF,IWM,MTUM,SPY,SR,VLUE,VXX
2018-09-24,-0.25458458635532755,-0.703874049177428,-0.0,-0.5462881066100597,1.0,-0.44354030308390824,0.0
2018-09-25,-0.2532935546759615,-0.7062680923967626,-0.0,-0.5481479293436522,1.0,-0.44615111951320374,0.0
2018-09-26,-0.2520714962121212,-0.7064689867424242,-0.0,-0.5497455018939393,1.0,-0.45102391098484845,0.0
2018-09-27,-0.2520794482431992,-0.7070124026877423,-0.0,-0.549832756119942,1.0,-0.4511736672290797,0.0
2018-09-28,-0.25337637720649214,-0.706580973818268,-0.0,-0.5502013979386329,1.0,-0.45157564269636297,0.0
2018-10-01,-0.25340105744668207,-0.7114299293055307,-0.0,-0.5515653775322283,1.0,-0.45395948434622463,0.0
2018-10-02,-0.2525023155756073,-0.7333054468313963,-0.0,-0.5500014939197466,1.0,-0.45203023693567185,0.0
2018-10-03,-0.25252343726600174,-0.7221673106298858,-0.0,-0.5573127265103184,1.0,-0.4631742893940755,0.0
2018-10-04,-0.26050369657991224,-0.7163250586043157,-0.0,-0.5684017551241209,1.0,-0.4601190118410772,0.0
2018-10-05,-0.24093931588090817,-0.7074821781585096,-0.0,-0.5767088000958486,1.0,-0.4701371832504642,0.0
2018-10-08,-0.23804807778878184,-0.7061912907775877,-0.0,-0.5850064523873832,1.0,-0.47189460100237085,0.0
2018-10-09,-0.2324265767934521,-0.7081126624939817,-0.0,-0.5897628791526239,1.0,-0.478845690900337,0.0
2018-10-10,-0.23395806383682805,-0.7071688577359285,-0.0,-0.5908065340994555,1.0,-0.4763996269666978,0.0
2018-10-11,-0.1602662868106631,-0.6951364865257711,-0.0,-0.5679525567603709,1.0,-0.48370592168376986,0.0
2018-10-12,-0.15757801530217497,-0.6864200361062556,-0.0,-0.5544889245493883,1.0,-0.4670888615067198,0.0
2018-10-15,-0.1216780397915407,-0.730356165961245,-0.0,-0.5535112723503498,1.0,-0.47372664190492647,0.0
2018-10-16,-0.11652444649446493,-0.7405731088560885,-0.0,-0.5527848247232472,1.0,-0.4729589483394834,0.0
2018-10-17,-0.10110611332710967,-0.7100342301055191,-0.0,-0.5446830179071543,1.0,-0.47313926843757953,0.0
2018-10-18,-0.10034797861204629,-0.7087164398675984,-0.0,-0.5465527484652163,1.0,-0.47350553087956543,0.0
2018-10-19,-0.0828870257690043,-0.6976137733785717,-0.0,-0.5502621764854331,1.0,-0.47326360653899,0.0
2018-10-22,-0.08380785927721711,-0.6866437390765067,-0.0,-0.5632012177933134,1.0,-0.48531318712296334,0.0
2018-10-23,-0.08369981957600361,-0.686682453766351,-0.0,-0.5633457374830853,1.0,-0.48539693279206136,0.0
2018-10-24,-0.08149649522844354,-0.6846550122455874,-0.0,-0.5634096219350844,1.0,-0.48554457675308954,0.0
2018-10-25,-0.04390644234714813,-0.6445082752017508,-0.0,-0.586540828887977,1.0,-0.46064833812064016,0.0
2018-10-26,-0.021522410072924915,-0.6405102012946221,-0.0,-0.6090459672793817,1.0,-0.4602190478791686,0.0
2018-10-29,-0.008171354110109675,-0.6429036811814529,-0.0,-0.6031870995765012,1.0,-0.46047344988598105,0.0
2018-10-30,-0.0,-0.6431131870519227,-0.0,-0.6032750380186834,1.0,-0.4692048663914838,0.0
2018-10-31,-0.0017500875043752187,-0.6243235238685011,-0.0,-0.6017070084273445,1.0,-0.4646616946231927,0.0
2018-11-01,-0.0,-0.6460143456489376,-0.0,-0.5967789958045744,1.0,-0.46393287318987686,0.0
2018-11-02,-0.0,-0.6196391600118307,-0.0,-0.6081309994353472,1.0,-0.46105240515178403,0.0
2018-11-05,-0.0,-0.6177174995290762,-0.0,-0.6090255913457657,1.0,-0.46427706466456764,0.0
2018-11-06,-0.0,-0.6163401169084217,-0.0,-0.6159883091578263,1.0,-0.47388504005195925,0.0
2018-11-07,-0.0,-0.6182375603668131,-0.0,-0.6189701014705085,1.0,-0.47590753703402244,0.0
