Date,IWF,IWM,MTUM,RPAY,SPY,VLUE,VXX
2019-03-15,-0.0,-0.0,-0.0,1.0,-0.09327295220584063,-0.04171064728114678,0.0
2019-03-18,-0.0,-0.0,-0.0,1.0,-0.09322948009037957,-0.042192272319553095,0.0
2019-03-19,-0.0,-0.0,-0.0,1.0,-0.09368436588217931,-0.04160848290816616,0.0
2019-03-20,-0.0,-0.0,-0.0,1.0,-0.09375780558141647,-0.04159949135993097,0.0
2019-03-21,-0.0,-0.0,-0.0,1.0,-0.09447540778914151,-0.04063702509733589,0.0
2019-03-22,-0.0,-0.0,-0.0,1.0,-0.09554197884905298,-0.03794928760073904,0.0
2019-03-25,-0.0,-0.0,-0.0,1.0,-0.09574744745084293,-0.03494985357469951,0.0
2019-03-26,-0.0,-0.0,-0.0,1.0,-0.0957221851571246,-0.035077403231825226,0.0
2019-03-27,-0.0,-0.0,-0.0,1.0,-0.0957805048929871,-0.03423960946504848,0.0
2019-03-28,-0.0,-0.0,-0.0,1.0,-0.09515688179086947,-0.03430165578621609,0.0
2019-03-29,-0.0,-0.0,-0.0,1.0,-0.09466586856103815,-0.03472888878849824,0.0
2019-04-01,-0.0,-0.0,-0.0,1.0,-0.09508918491758861,-0.03383382253330323,0.0
2019-04-02,-0.0,-0.0,-0.0,1.0,-0.09514992774566473,-0.03382406069364162,0.0
2019-04-03,-0.0,-0.0,-0.0,1.0,-0.09295309975482165,-0.03690103607624256,0.0
2019-04-04,-0.0,-0.0,-0.0,1.0,-0.0919489561787212,-0.0383393803759339,0.0
2019-04-05,-0.0,-0.0,-0.0,1.0,-0.0929948687809399,-0.037229593797328146,0.0
2019-04-08,-0.0,-0.0,-0.0,1.0,-0.09303876898029328,-0.0375931348717311,0.0
2019-04-09,-0.0,-0.0,-0.0,1.0,-0.09319503201140195,-0.037949912901839244,0.0
2019-04-10,-0.0,-0.0,-0.0,1.0,-0.09333921083268341,-0.03696042860533722,0.0
2019-04-11,-0.0,-0.0,-0.0,1.0,-0.09476455764862758,-0.03526832630829557,0.0
2019-04-12,-0.0,-0.0,-0.0,1.0,-0.09454159083972918,-0.03579785009438334,0.0
2019-04-15,-0.0,-0.0,-0.0,1.0,-0.09319142205048246,-0.03667547962849977,0.0
2019-04-16,-0.0,-0.0,-0.0,1.0,-0.09337250692129498,-0.03663483812644782,0.0
2019-04-17,-0.0,-0.0,-0.0,1.0,-0.09367689438887948,-0.03645815674973159,0.0
2019-04-18,-0.0,-0.0,-0.0,1.0,-0.09372104061659473,-0.03640123861401804,0.0
2019-04-22,-0.0,-0.0,-0.0,1.0,-0.09376342141549313,-0.036461041162774925,0.0
2019-04-23,-0.0,-0.0,-0.0,1.0,-0.09364049465331313,-0.03673727759817331,0.0
2019-04-24,-0.0,-0.0,-0.0,1.0,-0.09293285420480485,-0.03708726015323073,0.0
2019-04-25,-0.0,-0.0,-0.0,1.0,-0.09288926045597307,-0.03687552251621212,0.0
2019-04-26,-0.0,-0.0,-0.0,1.0,-0.0929772837665345,-0.03662159567137709,0.0
2019-04-29,-0.0,-0.0,-0.0,1.0,-0.0917541026191256,-0.0376548717543285,0.0
2019-04-30,-0.0,-0.0,-0.0,1.0,-0.09191832493845008,-0.03743816773202629,0.0
2019-05-01,-0.0,-0.0,-0.0,1.0,-0.09210630343690351,-0.03732818306057218,0.0
2019-05-02,-0.0,-0.0,-0.0,1.0,-0.09432511869771648,-0.03614062853267013,0.0
2019-05-03,-0.0,-0.0,-0.0,1.0,-0.0940315888251987,-0.03656344334022996,0.0
2019-05-06,-0.0,-0.0,-0.0,1.0,-0.09371046448581241,-0.03586435929875294,0.0
2019-05-07,-0.0,-0.0,-0.0,1.0,-0.09340467079791857,-0.035363967807840346,0.0
2019-05-08,-0.0,-0.0,-0.0,1.0,-0.09625498007968128,-0.04206033010813887,0.0
2019-05-09,-0.0,-0.0,-0.0,1.0,-0.09637498007605255,-0.042136302570758476,0.0
2019-05-10,-0.0,-0.0,-0.0,1.0,-0.09633670018333579,-0.04240636778755822,0.0
2019-05-13,-0.0,-0.0,-0.0008188685773600139,1.0,-0.10902485439132692,-0.04348076812179228,0.0
2019-05-14,-0.0,-0.0,-0.0,1.0,-0.11319986505822272,-0.050091318357898165,0.0
2019-05-15,-0.0,-0.0,-0.0,1.0,-0.11289778346617023,-0.05063703531328175,0.0
2019-05-16,-0.0,-0.0,-0.0,1.0,-0.11237902475339662,-0.05084450027917364,0.0
2019-05-17,-0.0,-0.0,-0.0,1.0,-0.10801008962094177,-0.05437701240279441,0.0
2019-05-20,-0.0,-0.0,-0.0,1.0,-0.10788733703609026,-0.05405405405405405,0.0
2019-05-21,-0.0,-0.0,-0.0,1.0,-0.10787730916695713,-0.053967700708725454,0.0
2019-05-22,-0.0,-0.0,-0.0,1.0,-0.10768354224320364,-0.055091742052510405,0.0
2019-05-23,-0.0,-0.0,-0.0,1.0,-0.10950033713873841,-0.05304703666674417,0.0
2019-05-24,-0.0,-0.0,-0.0013095376057480589,1.0,-0.10604936840885386,-0.05151234210221347,0.0
2019-05-28,-0.0,-0.0,-0.0010782858732956127,1.0,-0.10642565624710137,-0.051943233466283274,0.0
2019-05-29,-0.0,-0.0,-0.0010776361529548088,1.0,-0.10632676709154112,-0.051344148319814605,0.0
2019-05-30,-0.0,-0.0,-0.0006963384204723494,1.0,-0.10884930076016944,-0.051006789299599606,0.0
2019-05-31,-0.0,-0.0,-0.00469620003022307,1.0,-0.11096516210027085,-0.04676438792472131,0.0
2019-06-03,-0.0,-0.0,-0.008921433454216825,1.0,-0.11000011586277213,-0.03970617200987151,0.0
2019-06-04,-0.0,-0.0,-0.011739891293010535,1.0,-0.11564893900587574,-0.03153429832999177,0.0
2019-06-05,-0.0,-0.0,-0.0135653097508601,1.0,-0.116084416633956,-0.02485626544136323,0.0
2019-06-06,-0.0,-0.0,-0.013948547411205025,1.0,-0.11629947808415315,-0.024433051591150525,0.0
2019-06-07,-0.0,-0.0,-0.013772959743243399,1.0,-0.11602535240536141,-0.024671261501518143,0.0
2019-06-10,-0.0,-0.0,-0.011330725651055189,1.0,-0.11432263722062606,-0.028188353121718763,0.0
2019-06-11,-0.0,-0.0,-0.011744753510158404,1.0,-0.11435559606354627,-0.027608246709046227,0.0
2019-06-12,-0.0,-0.0,-0.011883609848397444,1.0,-0.11434801670627871,-0.027528439901239127,0.0
2019-06-13,-0.0,-0.0,-0.008945081360946745,1.0,-0.1152921597633136,-0.031458025147928996,0.0
2019-06-14,-0.0,-0.0,-0.009693930605784006,1.0,-0.11588810962576113,-0.029832811470958648,0.0
2019-06-17,-0.0,-0.0,-0.00967126928187648,1.0,-0.11647119995378126,-0.029325784274077067,0.0
2019-06-18,-0.0,-0.0,-0.00948814848201181,1.0,-0.1170936911324527,-0.029088513677495407,0.0
2019-06-19,-0.0,-0.0,-0.011195752539242845,1.0,-0.11709372114496769,-0.025911819021237306,0.0
2019-06-20,-0.0,-0.0,-0.010249544079964912,1.0,-0.11795055287518179,-0.026027839977838824,0.0
2019-06-21,-0.0,-0.0,-0.010297852689909954,1.0,-0.11814823366428077,-0.026021703994458557,0.0
2019-06-24,-0.0,-0.0,-0.00440110259201779,1.0,-0.12575571564244517,-0.028039656250723865,0.0
2019-06-25,-0.0,-0.0,-0.004286425931718393,1.0,-0.12563861953915129,-0.028568449588155565,0.0
2019-06-26,-0.0,-0.0,-0.005959725293912235,1.0,-0.1377022465370737,-0.020346874636247236,0.0
2019-06-27,-0.0,-0.0,-0.004402361902099857,1.0,-0.13640334020474476,-0.023851950199736793,0.0
2019-06-28,-0.0,-0.0,-0.004357146185749569,1.0,-0.13596859126706742,-0.024686611678083788,0.0
2019-07-01,-0.0,-0.0,-0.004786360619082556,1.0,-0.13722065005997508,-0.022557616834946254,0.0
