Date,BSBR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7900178850883076,-1.2226693494299128,-0.13553543483120947,-1.3096914822266936,-1.1312318354571875,0.0
2018-09-25,1.0,-0.7903044601730143,-1.234917425008426,-0.12970452758117065,-1.3195708347376698,-1.1429052915402762,0.0
2018-09-26,1.0,-0.7912359550561797,-1.236067415730337,-0.13168539325842696,-1.3191573033707866,-1.1398314606741573,0.0
2018-09-27,1.0,-0.7998650396446045,-1.2221222515885959,-0.13692852724512175,-1.3223865489512456,-1.1420457740538716,0.0
2018-09-28,1.0,-0.8086151414215548,-1.224693727770564,-0.13735674363461864,-1.327894766555637,-1.1469542144187885,0.0
2018-10-01,1.0,-0.817650397275823,-1.2293416572077185,-0.13683314415437003,-1.3379682179341656,-1.1535754824063564,0.0
2018-10-02,1.0,-0.817608991825613,-1.2322888283378746,-0.13703451407811082,-1.3368528610354222,-1.1528156221616712,0.0
2018-10-03,1.0,-0.867365897512736,-1.2708420737189092,-0.1321546299071022,-1.446808510638298,-1.2761762061732096,0.0
2018-10-04,1.0,-0.8758177927239377,-1.3273005197187404,-0.13476001222867626,-1.4613268113726687,-1.315132986854173,0.0
2018-10-05,1.0,-0.8518992744344859,-1.313822327906835,-0.10517651362721787,-1.4849704286324006,-1.3413206511798061,0.0
2018-10-08,1.0,-0.8493509659333291,-1.3095862026936436,-0.09574014260466815,-1.496312998963983,-1.3432262782619293,0.0
2018-10-09,1.0,-0.8710803605433539,-1.3945664593119207,-0.05319283991367271,-1.5875333248698742,-1.4412212771359654,0.0
2018-10-10,1.0,-0.8770345879959308,-1.3943285859613428,-0.05792217700915565,-1.5930824008138351,-1.4357833163784333,0.0
2018-10-11,1.0,-0.7615085630997206,-1.3377869549374468,-0.0,-1.5424511113810275,-1.4314344710312157,0.0
2018-10-12,1.0,-0.7719392635102821,-1.3149808703969392,-0.0,-1.5054997608799616,-1.3856408417025345,0.0
2018-10-15,1.0,-0.7479151775077436,-1.3270192994996426,-0.0,-1.4991065046461758,-1.3825351441505838,0.0
2018-10-16,1.0,-0.7460695569318723,-1.3293830395426394,-0.0,-1.498094330633635,-1.3816102906145784,0.0
2018-10-17,1.0,-0.7016789635740428,-1.2449311566839016,-0.0,-1.478243188287922,-1.3846511357694764,0.0
2018-10-18,1.0,-0.7011413929652922,-1.2441183321686464,-0.0,-1.4885860703470766,-1.3895877009084556,0.0
2018-10-19,1.0,-0.6732319741994933,-1.2156761114950474,-0.0,-1.486984565768256,-1.3831490439990786,0.0
2018-10-22,1.0,-0.6731134519081333,-1.2035917803488172,-0.0,-1.491740056409371,-1.3876129626431821,0.0
2018-10-23,1.0,-0.6901538817540206,-1.2145088510933701,-0.0,-1.4900497512437811,-1.3903158625477263,0.0
2018-10-24,1.0,-0.6878689663155458,-1.2063317513601113,-0.0,-1.495196203264267,-1.3982521125130225,0.0
2018-10-25,1.0,-0.6167257029001549,-1.0989041399158734,-0.0,-1.491089218507859,-1.3279831746734556,0.0
2018-10-26,1.0,-0.5974784412182076,-1.0725903285667504,-0.0,-1.4808427027617073,-1.307007968562384,0.0
2018-10-29,1.0,-0.5445182724252491,-1.1421926910299003,-0.0,-1.488704318936877,-1.3617386489479513,0.0
2018-10-30,1.0,-0.5532386867790594,-1.1445763087843832,-0.0,-1.4906277728482695,-1.3572537710736468,0.0
2018-10-31,1.0,-0.5541863791396193,-1.1205853229178127,-0.0,-1.4805809219936186,-1.3458026185498955,0.0
2018-11-01,1.0,-0.48884243828032314,-1.239986441443986,-0.0,-1.5268628891023106,-1.3937065702502685,0.0
2018-11-02,1.0,-0.5007577883805782,-1.1815885489755824,-0.0,-1.5460005613247263,-1.384900364861072,0.0
2018-11-05,1.0,-0.4913258983890954,-1.2207953137321166,-0.0,-1.5548608764222147,-1.3655514250309788,0.0
2018-11-06,1.0,-0.5162262006251775,-1.2550724637681159,-0.0,-1.5557828928672919,-1.3563512361466326,0.0
2018-11-07,1.0,-0.51465409519482,-1.255935476542088,-0.0,-1.5533908894694992,-1.355901397250937,0.0
2018-11-08,1.0,-0.4534319259426507,-1.2689094603748023,-0.0,-1.5434070896364867,-1.3789230074508918,0.0
2018-11-09,1.0,-0.4545197899610412,-1.269324148834058,-0.0,-1.5431088024391622,-1.3792558297103497,0.0
2018-11-12,1.0,-0.4581277995123887,-1.2400068038782106,-0.0,-1.5826954697510915,-1.3891251346600895,0.0
2018-11-13,1.0,-0.4045303805294812,-1.2316339722331515,-0.0,-1.5967061997639254,-1.3879489629587993,0.0
2018-11-14,1.0,-0.40363615895530786,-1.235224586288416,-0.0,-1.5990656309805245,-1.3907463694697737,0.0
2018-11-15,1.0,-0.4026792750197006,-1.240684453450411,-0.0,-1.6099853653045142,-1.3754362265000561,0.0
2018-11-16,1.0,-0.3995290423861853,-1.228134110787172,-0.0,-1.6034985422740524,-1.3755326306346716,0.0
2018-11-19,1.0,-0.3999887879807153,-1.227716111671712,-0.0,-1.6030384572261462,-1.3752662854580109,0.0
2018-11-20,1.0,-0.3231513937573026,-1.210092917153508,-0.0,-1.6150336616035161,-1.4156790741668057,0.0
2018-11-21,1.0,-0.3283163965943422,-1.1908266959626477,-0.0,-1.6067014556440538,-1.3671518813512773,0.0
2018-11-23,1.0,-0.3300986842105263,-1.1729714912280702,-0.0,-1.6118421052631577,-1.3675986842105263,0.0
2018-11-26,1.0,-0.32880390115610103,-1.1779628513506109,-0.0,-1.608350227384801,-1.3639800558873485,0.0
2018-11-27,1.0,-0.3063306838040476,-1.2626416370708609,-0.0,-1.661142116241051,-1.4071819155533007,0.0
2018-11-28,1.0,-0.31832925510726684,-1.2465714448301373,-0.0,-1.693848517612246,-1.431798782222728,0.0
2018-11-29,1.0,-0.26832541235672347,-1.2152641878669275,-0.0,-1.6771037181996085,-1.4305842885099243,0.0
2018-11-30,1.0,-0.269211395309789,-1.2182795097106398,-0.0,-1.6824872670286002,-1.4268763642469358,0.0
2018-12-03,1.0,-0.26351502916105873,-1.2258299685957827,-0.0,-1.6878645132346344,-1.4306864064602962,0.0
2018-12-04,1.0,-0.24707986363382328,-1.232269602637903,-0.0,-1.6818308835857596,-1.4276532722293636,0.0
2018-12-06,1.0,-0.22610760347525768,-1.102045221520695,-0.0,-1.6921374993254548,-1.3761264907452377,0.0
2018-12-07,1.0,-0.23847652023371566,-1.104631032244103,-0.0,-1.6966024669984852,-1.3703743778402944,0.0
2018-12-10,1.0,-0.18359166221272047,-1.1124532335649386,-0.0,-1.7058257616247996,-1.3428647781934793,0.0
2018-12-11,1.0,-0.17019565800053607,-1.1228088984186546,-0.0,-1.7061913696060038,-1.3612972393460199,0.0
2018-12-12,1.0,-0.16994585321396022,-1.1231973409103093,-0.0,-1.7057309816115371,-1.3621937489947997,0.0
2018-12-13,1.0,-0.17074607680359916,-1.1202935032938783,-0.0,-1.7048899362647958,-1.3600235659579027,0.0
2018-12-14,1.0,-0.18177918387044883,-1.0935170786637354,-0.0,-1.724274760040753,-1.362646790712639,0.0
2018-12-17,1.0,-0.14770299145299146,-1.0939636752136752,-0.0,-1.7047542735042736,-1.3954594017094017,0.0
2018-12-18,1.0,-0.12501321492758222,-1.0690347816893964,-0.0,-1.6965852627127607,-1.395337773549001,0.0
2018-12-19,1.0,-0.13902439024390245,-1.0704135737009546,-0.0,-1.6955991516436906,-1.3971898197242845,0.0
2018-12-20,1.0,-0.13671751709626512,-1.0446607048921621,-0.0,-1.6956864807995793,-1.3832719621251974,0.0
2018-12-21,1.0,-0.1260341397004922,-1.0483296680280656,-0.0,-1.709184207770447,-1.3525500052361503,0.0
2018-12-24,1.0,-0.096688947613866,-1.0125913259754393,-0.0,-1.699725374371729,-1.3726099797916993,0.0
2018-12-26,1.0,-0.09573430522047122,-1.0325958626353884,-0.0,-1.657512448026282,-1.3473640983522406,0.0
2018-12-27,1.0,-0.0,-0.9842888100866825,-0.0,-1.5523049645390072,-1.3885933806146573,0.0
