Date,IWF,IWM,MTUM,SPY,STAY,VLUE,VXX
2018-09-24,-0.3701717042713211,-0.5789130126294877,-0.08653327657159075,-0.4357598978288634,1.0,-0.3666808571023131,0.0
2018-09-25,-0.37135805271071515,-0.5775766688416692,-0.08859825810661295,-0.4345655195892082,1.0,-0.36486141450821297,0.0
2018-09-26,-0.3759942979330007,-0.5854027084818247,-0.09431218816821096,-0.43663578047042056,1.0,-0.3586885245901639,0.0
2018-09-27,-0.3795678695627387,-0.5777891796362806,-0.09663075081238241,-0.43743230146513884,1.0,-0.3590730289037113,0.0
2018-09-28,-0.37867343157654704,-0.5783142832711,-0.09699854630447795,-0.43727731379870594,1.0,-0.35911980161331697,0.0
2018-10-01,-0.3795295794725588,-0.5775053456878118,-0.09690662865288667,-0.4378902352102637,1.0,-0.35920171062009976,0.0
2018-10-02,-0.37932119063277386,-0.593200468933177,-0.09270008292111057,-0.4365939438995797,1.0,-0.3575043605066766,0.0
2018-10-03,-0.3802853214162943,-0.5995187349604675,-0.09358886215194225,-0.43591726824796606,1.0,-0.35539131431190557,0.0
2018-10-04,-0.39209235209235216,-0.5936219336219337,-0.09391053391053392,-0.45367965367965374,1.0,-0.3527272727272727,0.0
2018-10-05,-0.3888281339933234,-0.5917462875561184,-0.08832163002187175,-0.45539311615056977,1.0,-0.35357430643490273,0.0
2018-10-08,-0.3880902307625825,-0.590677306905592,-0.0825098671890755,-0.46391633776036423,1.0,-0.3557373743193801,0.0
2018-10-09,-0.38625421627699136,-0.5919220457231816,-0.07694525326491192,-0.46746619771095793,1.0,-0.36036555481880816,0.0
2018-10-10,-0.38618999567536405,-0.5922444860890875,-0.07645956465330835,-0.4675508144731152,1.0,-0.3606169814040652,0.0
2018-10-11,-0.355825461088619,-0.5911774628879892,-0.031123481781376517,-0.4610605038236617,1.0,-0.37232905982905984,0.0
2018-10-12,-0.3641844956932481,-0.5855515420950265,-0.028785773826062795,-0.44629063628785776,1.0,-0.35370936371214223,0.0
2018-10-15,-0.34699613212009905,-0.6222277875170437,-0.0007234883267941118,-0.4505662687480869,1.0,-0.36210590756045297,0.0
2018-10-16,-0.3446212922254995,-0.6265234570649452,-0.0,-0.449969391730202,1.0,-0.36145584061439145,0.0
2018-10-17,-0.3281125709740242,-0.5961818032202321,-0.0,-0.44806210055682033,1.0,-0.37062841155333676,0.0
2018-10-18,-0.32925824175824175,-0.5996153846153847,-0.0,-0.4470329670329671,1.0,-0.37137362637362636,0.0
2018-10-19,-0.3222731989731826,-0.5937517068108581,-0.0,-0.44639248457042985,1.0,-0.36845267354852806,0.0
2018-10-22,-0.32331855743446614,-0.6002024845400317,-0.0,-0.4451376347616702,1.0,-0.36761889126032943,0.0
2018-10-23,-0.32187936368863457,-0.600662596172275,-0.0,-0.44678695616460856,1.0,-0.3686717958546669,0.0
2018-10-24,-0.32594945526484437,-0.6262085875895121,-0.0,-0.45841344144445373,1.0,-0.3757697344590265,0.0
2018-10-25,-0.32206913758212513,-0.6219887450447704,-0.0,-0.4572394865966235,1.0,-0.3708868128517173,0.0
2018-10-26,-0.3218906713213089,-0.6208129000083119,-0.0,-0.4571523564126008,1.0,-0.3707644141523287,0.0
2018-10-29,-0.3045421932777747,-0.6302776091395772,-0.0,-0.44872785473812027,1.0,-0.3759589381312435,0.0
2018-10-30,-0.30729943128485454,-0.6305284081497433,-0.0,-0.44889845949975155,1.0,-0.3739992269891227,0.0
2018-10-31,-0.3109324405905274,-0.6156083639756325,-0.0,-0.44728609845782336,1.0,-0.37025959058229513,0.0
2018-11-01,-0.30222551115496354,-0.6218823658389518,-0.0,-0.446582250726306,1.0,-0.37011456449048946,0.0
2018-11-02,-0.3044678714859438,-0.821191014056225,-0.0,-0.5278928212851406,1.0,-0.4839984939759036,0.0
2018-11-05,-0.30823425803610743,-0.8141787758696609,-0.0,-0.5294395168899793,1.0,-0.4934264326602503,0.0
2018-11-06,-0.3074381725505003,-0.8133849348687937,-0.0,-0.5305833490655087,1.0,-0.4950286325593103,0.0
2018-11-07,-0.30665450657274046,-0.8139505629284861,-0.0,-0.5293414680168564,1.0,-0.494905339958488,0.0
2018-11-08,-0.28840692775784055,-0.8138867217974722,-0.0,-0.521235762209393,1.0,-0.4970822281167108,0.0
2018-11-09,-0.28718653383716936,-0.8146216545392088,-0.0,-0.5236875800256082,1.0,-0.4974547952905905,0.0
2018-11-12,-0.28683424589347933,-0.7999937779990044,-0.0,-0.529461174713788,1.0,-0.4947424091587855,0.0
2018-11-13,-0.27003333744906777,-0.7980306210643288,-0.0,-0.5287072478083713,1.0,-0.4900296332880602,0.0
