Date,IWF,IWM,MKSI,MTUM,SPY,VLUE,VXX
2018-09-24,-0.630240007427696,-1.1530105380437305,1.0,-0.2654008634696625,-0.7739659254445013,-0.8196462559769742,0.0
2018-09-25,-0.632912567291628,-1.1505012066085019,1.0,-0.2698162242435493,-0.7717189530350844,-0.8158993874141451,0.0
2018-09-26,-0.6344302140787136,-1.1575675423015799,1.0,-0.26007291764046,-0.7836776666355053,-0.8384593811348977,0.0
2018-09-27,-0.6341999438885252,-1.15912279061068,1.0,-0.25988964743290005,-0.7839708220331058,-0.8387730290844478,0.0
2018-09-28,-0.6386924553926849,-1.1581979113005199,1.0,-0.2598698075211914,-0.7860722146770945,-0.840303470238374,0.0
2018-10-01,-0.6396122143124766,-1.1570813038591234,1.0,-0.2598819782690146,-0.7866242038216561,-0.8402491569876358,0.0
2018-10-02,-0.6412213740458015,-1.142696576593453,1.0,-0.26516180396197253,-0.7900997517913174,-0.8440031845642298,0.0
2018-10-03,-0.6407435153104224,-1.1308174922745577,1.0,-0.26341417735743045,-0.7949714392733402,-0.8521865343196929,0.0
2018-10-04,-0.6415332771693345,-1.128287934100908,1.0,-0.2640644013853786,-0.7957970607507254,-0.850650566320322,0.0
2018-10-05,-0.6288246268656716,-1.1222014925373134,1.0,-0.24967350746268657,-0.8027518656716418,-0.8607276119402986,0.0
2018-10-08,-0.629223445958559,-1.1238099682658205,1.0,-0.24939331715512414,-0.802921411237633,-0.8614429718125817,0.0
2018-10-09,-0.6293928221402904,-1.124189107201195,1.0,-0.2493582862743268,-0.8028188733840482,-0.8612498249871658,0.0
2018-10-10,-0.6295380307979468,-1.123985067662156,1.0,-0.24932337844143723,-0.8028931404573029,-0.860569295380308,0.0
2018-10-11,-0.569932140091998,-1.132395135947534,1.0,-0.16140638520745093,-0.7945529899348728,-0.896069590563374,0.0
2018-10-12,-0.5918146090256131,-1.1320413786872656,1.0,-0.15706735329990515,-0.7691195735646202,-0.8672810227221394,0.0
2018-10-15,-0.5815295815295815,-1.148268398268398,1.0,-0.1414141414141414,-0.7684433621933622,-0.8696789321789321,0.0
2018-10-16,-0.5788476289311013,-1.161124396516717,1.0,-0.13229255967152462,-0.7696160267111853,-0.8700988133375447,0.0
2018-10-17,-0.5602613101057683,-1.1179450715491956,1.0,-0.11372322460225759,-0.7681539418718336,-0.8839658697004711,0.0
2018-10-18,-0.5583081302259384,-1.1151930261519303,1.0,-0.1156822629425369,-0.7730830813022593,-0.885385162782423,0.0
2018-10-19,-0.5468605010825858,-1.105784101453758,1.0,-0.10242587601078167,-0.7762361362732534,-0.8874552604834076,0.0
2018-10-22,-0.5471214598153139,-1.1045818053285026,1.0,-0.10299120752882959,-0.7763000927848717,-0.8873326558564928,0.0
2018-10-23,-0.548100706713781,-1.103886925795053,1.0,-0.10569787985865725,-0.7736749116607775,-0.8856448763250884,0.0
2018-10-24,-0.5483999117192673,-1.1028029132641801,1.0,-0.10050761421319797,-0.7746634297064665,-0.8876627676009711,0.0
2018-10-25,-0.5096071367301424,-1.0492794647452393,1.0,-0.09071024189397837,-0.7862840967575913,-0.8529764968262138,0.0
2018-10-26,-0.49851228428122074,-1.0369378559891185,1.0,-0.0784238714613619,-0.7915922808807277,-0.845107540593386,0.0
2018-10-29,-0.4878647973230548,-1.0443898513278835,1.0,-0.06726248464568596,-0.786225591935279,-0.8498877546698294,0.0
2018-10-30,-0.4900224547726984,-1.0444011354488838,1.0,-0.06855060797356269,-0.786044146930475,-0.8477312206075499,0.0
2018-10-31,-0.49058674546222036,-1.0344027015618404,1.0,-0.0698184888138455,-0.7827353313634445,-0.8436893203883494,0.0
2018-11-01,-0.4859336117086339,-1.0396473912860096,1.0,-0.06495423678771775,-0.7831203340503606,-0.8441941878611497,0.0
2018-11-02,-0.4843207051445038,-1.0544113907958301,1.0,-0.0663191795914908,-0.783329095686075,-0.8492668870243242,0.0
2018-11-05,-0.4802592561213251,-1.0656189104464966,1.0,-0.0661272557824282,-0.7841226806744048,-0.8400406676268746,0.0
2018-11-06,-0.5039628430202829,-1.089781830577808,1.0,-0.05292312936764957,-0.7838759161411284,-0.8305351968638146,0.0
2018-11-07,-0.5019160350847313,-1.0889891850464104,1.0,-0.05616111726134718,-0.7815294217831898,-0.8292599846717192,0.0
2018-11-08,-0.4735144312393888,-1.109804753820034,1.0,-0.01769949066213922,-0.7862054329371817,-0.8573005093378607,0.0
2018-11-09,-0.4735993208828523,-1.1095076400679118,1.0,-0.018123938879456708,-0.7860780984719864,-0.8571731748726655,0.0
2018-11-12,-0.4728711697985441,-1.0997968511934992,1.0,-0.017436939224648725,-0.7877518198747249,-0.8544100220077874,0.0
2018-11-13,-0.4598788796366389,-1.100597190680461,1.0,-0.0,-0.7910253175203971,-0.8540667844225756,0.0
2018-11-14,-0.4634053849070913,-1.1008722032612817,1.0,-0.0,-0.7942105928454051,-0.8550120085956262,0.0
2018-11-15,-0.4631649888378754,-1.1048397287393117,1.0,-0.0,-0.8013984246661893,-0.8427193462785897,0.0
2018-11-16,-0.4629793324072905,-1.1026223849812686,1.0,-0.0,-0.800690322852212,-0.8429936439786169,0.0
2018-11-19,-0.46306351812097485,-1.1025802921244265,1.0,-0.0,-0.8006482299953698,-0.8429936439786169,0.0
2018-11-20,-0.4417844115550711,-1.0986541444803153,1.0,-0.0,-0.8006372898410967,-0.8516624040920716,0.0
2018-11-21,-0.46059463986599664,-1.1030569514237853,1.0,-0.0,-0.8130653266331658,-0.8108458961474037,0.0
2018-11-23,-0.46136468225745725,-1.0957202024850436,1.0,-0.0,-0.8153788227419152,-0.8111115759528092,0.0
2018-11-26,-0.46043496445002086,-1.1006691760769554,1.0,-0.0,-0.8127979924717692,-0.8084065244667502,0.0
2018-11-27,-0.455326245570148,-1.1011048572024182,1.0,-0.0,-0.8085470085470085,-0.8043360433604336,0.0
2018-11-28,-0.4557431728163436,-1.1005628517823638,1.0,-0.0,-0.8085887012716281,-0.8043777360850531,0.0
2018-11-29,-0.4310138344001652,-1.0877142267189759,1.0,-0.0,-0.8039231881065455,-0.8069791451579599,0.0
2018-11-30,-0.43010663800942384,-1.0887823427296024,1.0,-0.0,-0.8041249896668596,-0.81020087625031,0.0
2018-12-03,-0.4311600198576866,-1.0894423299685587,1.0,-0.0,-0.8051878206188979,-0.8112278669534999,0.0
2018-12-04,-0.42972950616262723,-1.0902473322855488,1.0,-0.0,-0.8049880056249483,-0.811067912978741,0.0
2018-12-06,-0.42486731758700325,-1.0423773447311917,1.0,-0.0,-0.7983632459587571,-0.7858039946521898,0.0
2018-12-07,-0.4085995186227716,-1.053685799371762,1.0,-0.0,-0.8103863256231387,-0.806796393750255,0.0
2018-12-10,-0.39882960133295403,-1.0552688259438372,1.0,-0.0,-0.8088755232250985,-0.8009509489169747,0.0
2018-12-11,-0.3971711916761502,-1.0558852219151358,1.0,-0.0,-0.80836449357828,-0.8029588684766705,0.0
2018-12-12,-0.396797008373303,-1.0559710592634746,1.0,-0.0,-0.8082269734167954,-0.803674498008292,0.0
2018-12-13,-0.39673449494334107,-1.0531659965070468,1.0,-0.0,-0.8095934364972991,-0.8021201413427561,0.0
2018-12-14,-0.3961558779308383,-1.0568897557804056,1.0,-0.0,-0.8079564387012882,-0.8025519119021497,0.0
2018-12-17,-0.3823100599384416,-1.0566580268913006,1.0,-0.0,-0.7963307953993196,-0.8145958205086669,0.0
2018-12-18,-0.3612681744749596,-1.0456785137318254,1.0,-0.0,-0.8016558966074314,-0.830129240710824,0.0
2018-12-19,-0.37043625924877693,-1.0443536974891845,1.0,-0.0,-0.7988113047345652,-0.8295394816641734,0.0
2018-12-20,-0.37075886553435267,-1.038689635696131,1.0,-0.0,-0.7984023883487311,-0.8264816234316374,0.0
2018-12-21,-0.36673628403887865,-1.0395212466864807,1.0,-0.0,-0.7994618041609768,-0.810667523495863,0.0
2018-12-24,-0.35214924896132954,-1.0243688079258548,1.0,-0.0,-0.794622882710131,-0.8237456056248003,0.0
2018-12-26,-0.35232276748522234,-1.029237910104336,1.0,-0.0,-0.7741103661681279,-0.8114412663149124,0.0
2018-12-27,-0.3226976349396196,-0.9981094949650836,1.0,-0.0,-0.7227130676337822,-0.814653343107373,0.0
2018-12-28,-0.3244130367624343,-0.996910719802286,1.0,-0.0,-0.7238569663268458,-0.8164195242508495,0.0
2018-12-31,-0.3213899196042053,-1.0028988868274582,1.0,-0.0,-0.7246444032158318,-0.8162492269635127,0.0
2019-01-02,-0.31851708824097313,-1.0025487545858274,1.0,-0.0,-0.722919482525584,-0.8177640471133423,0.0
2019-01-03,-0.31432658110406675,-1.0048708829441781,1.0,-0.0,-0.7209293335395082,-0.8256146590381939,0.0
2019-01-04,-0.30139151216127663,-1.008865589947192,1.0,-0.0,-0.7157614770843773,-0.8286242917164554,0.0
2019-01-07,-0.28951772402251635,-0.9884375475429789,1.0,-0.0,-0.7113570667883767,-0.8141640042598509,0.0
2019-01-08,-0.2918707521737479,-0.9777119641568895,1.0,-0.0,-0.7161407905228386,-0.8112161597752212,0.0
2019-01-09,-0.28709640702659633,-0.9630458701673179,1.0,-0.0,-0.71961907652616,-0.8242971506620631,0.0
2019-01-10,-0.2833123641770559,-0.973921994738648,1.0,-0.0,-0.7222921194098135,-0.8330473902931869,0.0
2019-01-11,-0.28340389823397033,-0.9753976427508868,1.0,-0.0,-0.7225082961437235,-0.8330091162222985,0.0
2019-01-14,-0.2848149561236169,-0.9734070965280428,1.0,-0.0,-0.7217474246470813,-0.8353300267073636,0.0
2019-01-15,-0.28058241296289216,-0.9711086482974739,1.0,-0.0,-0.7210608782053731,-0.8488554285932663,0.0
2019-01-16,-0.2654775999694458,-0.9762823205896957,1.0,-0.0,-0.7124470076003514,-0.8650651185883971,0.0
2019-01-17,-0.2928195488721804,-0.9289473684210525,1.0,-0.0,-0.6862030075187969,-0.8514285714285713,0.0
2019-01-18,-0.29185409185409183,-0.9212247212247212,1.0,-0.0,-0.6928368928368929,-0.8741258741258742,0.0
2019-01-22,-0.042344016101563714,-1.0375832172162873,1.0,-0.0,-0.8200572844093513,-0.9705836816844713,0.0
2019-01-23,-0.0355841538103729,-1.0243042096286534,1.0,-0.0,-0.8285138382820375,-0.9878672765330647,0.0
2019-01-24,-0.02897207092362962,-1.0351527793873372,1.0,-0.0,-0.8068528605091358,-0.9920037084250781,0.0
2019-01-25,-0.0,-1.0607316489997611,1.0,-0.0,-0.7873595281740655,-1.1369251613931617,0.0
2019-01-28,-0.0,-1.0599664857963615,1.0,-0.0,-0.7921720395786787,-1.137687519948931,0.0
2019-01-29,-0.0,-1.058882235528942,1.0,-0.0,-0.7846307385229541,-1.1484630738522954,0.0
2019-01-30,-0.0,-1.0593308312704623,1.0,-0.0,-0.7831589874630679,-1.1501636987942185,0.0
2019-01-31,-0.0,-1.0540702314445332,1.0,-0.0,-0.7966480446927375,-1.139704708699122,0.0
2019-02-01,-0.0,-1.0520629858481163,1.0,-0.0,-0.7900737492525414,-1.1443492126768984,0.0
2019-02-04,-0.0,-1.0553135366292314,1.0,-0.0,-0.7825826305903042,-1.1587466528116384,0.0
2019-02-05,-0.0,-1.0312921392876973,1.0,-0.0,-0.7401047037360198,-1.194653763782026,0.0
2019-02-06,-0.0,-1.0408082408874801,1.0,-0.0,-0.7295562599049128,-1.1915610142630746,0.0
2019-02-07,-0.0,-1.033928642456545,1.0,-0.0,-0.718428065709399,-1.2252098166341832,0.0
2019-02-08,-0.0,-1.0232929801430342,1.0,-0.0,-0.7255983059650805,-1.2465140437092972,0.0
2019-02-11,-0.0,-1.0115683291970219,1.0,-0.0,-0.7332479385157314,-1.2580658073813147,0.0
2019-02-12,-0.0,-1.0110330992978938,1.0,-0.0,-0.7490070210631895,-1.2519959879638918,0.0
2019-02-13,-0.0,-1.0299735173742075,1.0,-0.0,-0.7423160260011235,-1.2402295160902013,0.0
2019-02-14,-0.0,-0.980600851474014,1.0,-0.0,-0.7841192063619568,-1.2516668005462284,0.0
2019-02-15,-0.0,-0.9946552001285967,1.0,-0.0,-0.7780099662433692,-1.2459813534801478,0.0
2019-02-19,-0.0,-0.9743373493975903,1.0,-0.0,-0.7979116465863454,-1.2438152610441766,0.0
2019-02-20,-0.0,-0.9531262509006485,1.0,-0.0,-0.8075414298294773,-1.242214394363942,0.0
2019-02-21,-0.0,-0.956762171909437,1.0,-0.0,-0.8068122620717291,-1.2436786215187339,0.0
2019-02-22,-0.0,-0.9627998238097144,1.0,-0.0,-0.7975413446522245,-1.2440235454290633,0.0
2019-02-25,-0.0,-0.9544888531833702,1.0,-0.0,-0.8072705362522595,-1.2551114681662985,0.0
2019-02-26,-0.0,-0.9517607332368547,1.0,-0.0,-0.8087715066730986,-1.2594066570188134,0.0
2019-02-27,-0.0,-0.9533649593953526,1.0,-0.0,-0.8082334968239929,-1.2586234622497388,0.0
2019-02-28,-0.0,-0.9469193931345327,1.0,-0.0,-0.8038552859269992,-1.2734918910217716,0.0
2019-03-01,-0.0,-0.9509172835532668,1.0,-0.0,-0.8040312198261989,-1.2682249758609592,0.0
2019-03-04,-0.0,-0.950846707694783,1.0,-0.0,-0.7969108241824544,-1.2746068138852018,0.0
2019-03-05,-0.0,-0.9253550677856681,1.0,-0.0,-0.8380406714009038,-1.271505810200129,0.0
2019-03-06,-0.0,-0.9249294070189592,1.0,-0.0,-0.8395724082291246,-1.2693828156514724,0.0
2019-03-07,-0.0,-0.9125105833971697,1.0,-0.0,-0.8450590654356328,-1.274200701528041,0.0
2019-03-08,-0.0,-0.9008210714576051,1.0,-0.0,-0.8736281603121698,-1.2902203072920901,0.0
2019-03-11,-0.0,-0.9004658004412845,1.0,-0.0,-0.8794639208956443,-1.3059982021737355,0.0
2019-03-12,-0.0,-0.872929085303186,1.0,-0.0,-0.8959095580678316,-1.342158273381295,0.0
2019-03-13,-0.0,-0.8733355252342594,1.0,-0.0,-0.8977478217984547,-1.3387308893638006,0.0
2019-03-14,-0.0,-0.8848850079940965,1.0,-0.0,-0.8780387816176772,-1.3366129627352108,0.0
2019-03-15,-0.0,-0.8807629204265792,1.0,-0.0,-0.8872846595570141,-1.3336341263330598,0.0
2019-03-18,-0.0,-0.8808724118872497,1.0,-0.0,-0.9557841928489436,-1.414905828833808,0.0
2019-03-19,-0.0,-0.8802507569619173,1.0,-0.0,-0.9575674868864343,-1.4267132926777262,0.0
2019-03-20,-0.0,-0.8831995216945677,1.0,-0.0,-0.9498633413050905,-1.4375213529210797,0.0
2019-03-21,-0.0,-0.8832628295517669,1.0,-0.0,-0.9918813827287101,-1.3977695167286246,0.0
2019-03-22,-0.0,-0.8812167826124531,1.0,-0.0,-1.02614181393942,-1.413602385170462,0.0
2019-03-25,-0.0,-0.7711933450538142,1.0,-0.0,-1.0873890484970627,-1.4293983962951846,0.0
2019-03-26,-0.0,-0.75939979303208,1.0,-0.0,-1.0910658847878578,-1.461365988271818,0.0
2019-03-27,-0.0,-0.7459387253845823,1.0,-0.0,-1.100960916964709,-1.4621450424440903,0.0
2019-03-28,-0.0,-0.7441880526202286,1.0,-0.0,-1.0965279275393573,-1.4724175113219755,0.0
2019-03-29,-0.0,-0.7429261559696343,1.0,-0.0,-1.095496894409938,-1.4748964803312632,0.0
2019-04-01,-0.0,-0.7383436512403134,1.0,-0.0,-1.096237932378025,-1.4946534482012208,0.0
2019-04-02,-0.0,-0.7484699594862512,1.0,-0.0,-1.1032238600120678,-1.4583225584001378,0.0
2019-04-03,-0.0,-0.7527984277535674,1.0,-0.0,-1.074339912842861,-1.4452277193881913,0.0
2019-04-04,-0.0,-0.7559101161139421,1.0,-0.0,-1.0351683234483335,-1.385723832595439,0.0
2019-04-05,-0.0,-0.7430363864491845,1.0,-0.0,-1.0495608531994982,-1.3897532413216227,0.0
2019-04-08,-0.0,-0.7390159274277831,1.0,-0.0,-1.0522553404957986,-1.3891559717403117,0.0
2019-04-09,-0.0,-0.7380832915203211,1.0,-0.0,-1.0542732898478004,-1.3889446395718346,0.0
2019-04-10,-0.0,-0.7320324252047469,1.0,-0.0,-1.0594183519973257,-1.387054989135885,0.0
2019-04-11,-0.0,-0.7197967005499083,1.0,-0.0,-1.0539076820529911,-1.3922679553407764,0.0
2019-04-12,-0.0,-0.714137343691579,1.0,-0.0,-1.0523036018445433,-1.387935690249678,0.0
2019-04-15,-0.0,-0.7135605209503599,1.0,-0.0,-1.0567136853493115,-1.390629551033995,0.0
2019-04-16,-0.0,-0.7049296067112422,1.0,-0.0,-1.0501266663898001,-1.397940113792101,0.0
2019-04-17,-0.0,-0.6720036596523331,1.0,-0.0,-1.061631872244864,-1.4250603010895782,0.0
2019-04-18,-0.0,-0.6608123855501915,1.0,-0.0,-1.0568503412685202,-1.4441484934243383,0.0
2019-04-22,-0.0,-0.6644692923898532,1.0,-0.0,-1.0617072763684912,-1.4460530707610146,0.0
2019-04-23,-0.0,-0.6697263017356475,1.0,-0.0,-1.0633344459279037,-1.4392106141522027,0.0
2019-04-24,-0.0,-0.6463775361413158,1.0,-0.0,-1.06782485522643,-1.4519435070616173,0.0
2019-04-25,-0.0,-0.6526828861856357,1.0,-0.0,-1.0679886685552407,-1.4453007832027995,0.0
2019-04-26,-0.0,-0.6424341007674341,1.0,-0.0,-1.097097097097097,-1.4313063063063063,0.0
