Date,ATHM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7736111827513282,-1.2465569711662454,-0.3018517563315624,-1.0165574869758087,-0.8195182338680559,0.0
2018-09-25,1.0,-0.772720219314126,-1.2534009207055294,-0.2973154709563958,-1.0223452128484973,-0.8267728753944034,0.0
2018-09-26,1.0,-0.772478013450595,-1.2533367822038284,-0.2963269529229177,-1.0228660113812726,-0.8282979824107605,0.0
2018-09-27,1.0,-0.7859629071640086,-1.2400124681801654,-0.3028209257623773,-1.0312224011636968,-0.8350563665644969,0.0
2018-09-28,1.0,-0.7861187594160737,-1.23954491142397,-0.30334043326926075,-1.0310145981609435,-0.8350563665644969,0.0
2018-10-01,1.0,-0.8150808854831844,-1.2697956577266922,-0.30156449553001274,-1.0697637292464879,-0.8652618135376755,0.0
2018-10-02,1.0,-0.8166639910097928,-1.3070583828329854,-0.2931984802268957,-1.0697811312677261,-0.8646117621876169,0.0
2018-10-03,1.0,-0.8163920393751338,-1.3049967900706185,-0.2933875454739996,-1.069815964048791,-0.8652899636208004,0.0
2018-10-04,1.0,-0.8195669607056937,-1.2976209569633788,-0.2944132584870356,-1.073616680032077,-0.8609462710505212,0.0
2018-10-05,1.0,-0.8177155679025536,-1.3009402713965166,-0.28550058766962283,-1.0773586921679665,-0.8609894219467891,0.0
2018-10-08,1.0,-0.8163385091510591,-1.2987567365668855,-0.2834427191718692,-1.0776906248332534,-0.8596126140547463,0.0
2018-10-09,1.0,-0.8177742193755005,-1.299439551641313,-0.2856685348278623,-1.0769148652255138,-0.8578062449959968,0.0
2018-10-10,1.0,-0.8177742193755005,-1.2998665599145984,-0.2850280224179344,-1.0772351214304778,-0.8577528689618362,0.0
2018-10-11,1.0,-0.7414434718800776,-1.333508045495047,-0.15220923528486818,-1.0907280255778606,-0.9234760731694535,0.0
2018-10-12,1.0,-0.7689907970675401,-1.3341652368325274,-0.14521915457806894,-1.0644725211875423,-0.8866011542661052,0.0
2018-10-15,1.0,-0.7701191281277636,-1.3365239556780937,-0.14154918587109191,-1.0670030692399728,-0.8869063101493003,0.0
2018-10-16,1.0,-0.7685185185185186,-1.3423845193508115,-0.1371202663337495,-1.0670516021639618,-0.8867561381606326,0.0
2018-10-17,1.0,-0.7431230187135699,-1.2829532672052355,-0.10880458124552612,-1.0690765926986399,-0.9089375191737397,0.0
2018-10-18,1.0,-0.7437221909681379,-1.284304198844167,-0.10801411548100036,-1.0689919705416049,-0.9092722344397279,0.0
2018-10-19,1.0,-0.7416126231935862,-1.2863708318439464,-0.09743144564162794,-1.0725118725425113,-0.9085941888372568,0.0
2018-10-22,1.0,-0.7432625561453654,-1.2798080849326257,-0.09274193548387095,-1.0762045732952226,-0.9120559412004898,0.0
2018-10-23,1.0,-0.7633947041787339,-1.3003206454282168,-0.11279478692594125,-1.0756102606537028,-0.919528340918494,0.0
2018-10-24,1.0,-0.7683785462828743,-1.2969558914889212,-0.0978463449989646,-1.0842306895837648,-0.929695589148892,0.0
2018-10-25,1.0,-0.7170141492925355,-1.2216889155542223,-0.0839958002099895,-1.0989450527473625,-0.8780560971951402,0.0
2018-10-26,1.0,-0.7074101610904585,-1.2065923172242874,-0.07965303593556382,-1.095068153655514,-0.867905824039653,0.0
2018-10-29,1.0,-0.6780373130595709,-1.2669434302005704,-0.03636272695443406,-1.105236832891512,-0.9151703096083629,0.0
2018-10-30,1.0,-0.6620430645968953,-1.2722083124687031,-0.023735603405107664,-1.111967951927892,-0.9375563345017527,0.0
2018-10-31,1.0,-0.696694552132218,-1.2576004896959805,-0.013466639461334423,-1.1618037135278514,-0.971434401142624,0.0
2018-11-01,1.0,-0.7177415204076381,-1.2495753770137423,-0.028617015801122036,-1.1713932780894538,-0.9796695661125123,0.0
2018-11-02,1.0,-0.7172071885973972,-1.2601218756455277,-0.030468911381945876,-1.1721235281966536,-0.9842491220822144,0.0
2018-11-05,1.0,-0.7173104730427597,-1.2598636645321215,-0.030520553604627142,-1.1721235281966536,-0.9844556909729394,0.0
2018-11-06,1.0,-0.7275639369671919,-1.2683027641436322,-0.025729785585120124,-1.1681735985533455,-0.9768535262206147,0.0
2018-11-07,1.0,-0.7238852188274154,-1.2669797687861273,-0.0314822460776218,-1.164068951279934,-0.9746077621800167,0.0
2018-11-08,1.0,-0.6939840392879068,-1.2747595661960303,-0.0,-1.1578678125639452,-0.9890525885001025,0.0
2018-11-09,1.0,-0.714844369286054,-1.328489140199757,-0.0,-1.201817893568673,-1.0393700787401574,0.0
2018-11-12,1.0,-0.713377135348226,-1.3035479632063074,-0.0,-1.2068856767411302,-1.032431011826544,0.0
2018-11-13,1.0,-0.6935635301481328,-1.2961089088253703,-0.0,-1.2035259753807637,-1.0227936574170664,0.0
2018-11-14,1.0,-0.7184823848238483,-1.3527913279132793,-0.0,-1.2714363143631437,-1.0773441734417344,0.0
