Date,IWF,IWM,MTUM,PIPR,SPY,VLUE,VXX
2018-09-24,-0.3841286987384746,-0.9937116623587052,-0.08228849195632884,1.0,-0.6837313375255585,-0.7139770842174299,0.0
2018-09-25,-0.38292352371732824,-1.0008131655372703,-0.0770183930300097,1.0,-0.6899128751210069,-0.7215876089060987,0.0
2018-09-26,-0.3827447335811648,-1.0007744733581163,-0.07655669144981411,1.0,-0.6900944857496901,-0.7222351301115242,0.0
2018-09-27,-0.38320687519355834,-0.9990709197894084,-0.0771136574790957,1.0,-0.6898420563641995,-0.7219727469804893,0.0
2018-09-28,-0.3801332713466604,-1.002983108631644,-0.07802572446923911,1.0,-0.6903765690376569,-0.7226871222687122,0.0
2018-10-01,-0.37967748202836604,-1.0095589663881872,-0.07899747425684865,1.0,-0.6918593355352632,-0.7256265785894694,0.0
2018-10-02,-0.37994948513697296,-1.0088983874101416,-0.07973576840878181,1.0,-0.6917039051874878,-0.7254711482416941,0.0
2018-10-03,-0.37965588223870744,-1.0045830582203752,-0.07942672932768867,1.0,-0.6927020623761992,-0.7275799122227833,0.0
2018-10-04,-0.3796278310865933,-1.00505030884581,-0.0799114253525504,1.0,-0.6922419486422438,-0.7280214443883298,0.0
2018-10-05,-0.36207364867486713,-0.9995731636335415,-0.060998797097512714,1.0,-0.709130417911606,-0.7485545768499476,0.0
2018-10-08,-0.36004803222807563,-0.9965525255655407,-0.05748373101952278,1.0,-0.7116129532073133,-0.7478695382708398,0.0
2018-10-09,-0.3603331396474918,-0.9968622893666473,-0.05802827813286849,1.0,-0.7112918845632384,-0.747239976757699,0.0
2018-10-10,-0.3607249351353444,-0.9961662084188514,-0.05851372807187391,1.0,-0.7115362273941834,-0.7456143747821709,0.0
2018-10-11,-0.3176661877032444,-0.9967480904484611,-0.003214096649776904,1.0,-0.7024124631324209,-0.7612493382742193,0.0
2018-10-12,-0.3172065156337764,-0.9928103351432315,-0.0,1.0,-0.6882606253510578,-0.74633963677214,0.0
2018-10-15,-0.2923283883262957,-1.015059227981017,-0.0,1.0,-0.6828593849258249,-0.7465715033070512,0.0
2018-10-16,-0.28480017961383025,-1.0299730579254602,-0.0,1.0,-0.6817841640472984,-0.7453599760514894,0.0
2018-10-17,-0.2683116019650574,-1.0007387433974808,-0.0,1.0,-0.6757655228456395,-0.7489011191962471,0.0
2018-10-18,-0.2672286305826678,-0.998595090209997,-0.0,1.0,-0.6807527358769594,-0.7505545696539485,0.0
2018-10-19,-0.25025708829146465,-0.9897531952401939,-0.0,1.0,-0.6819817834582047,-0.7506978110768326,0.0
2018-10-22,-0.25028462301222965,-0.9798743986191194,-0.0,1.0,-0.6871350398472217,-0.7552609350325021,0.0
2018-10-23,-0.25059674635525686,-0.9798391539054754,-0.0,1.0,-0.6867907899085601,-0.7550585729499467,0.0
2018-10-24,-0.24906229315290135,-0.9847392807236889,-0.0,1.0,-0.6879458704125909,-0.7555710818562918,0.0
2018-10-25,-0.21762345015408874,-0.9463556224467857,-0.0,1.0,-0.6906041711459902,-0.7289113452304165,0.0
2018-10-26,-0.2043274355148156,-0.9344844738151069,-0.0,1.0,-0.693348966105308,-0.7207063170610389,0.0
2018-10-29,-0.1775164695048523,-0.9499185379329886,-0.0,1.0,-0.6832542324856556,-0.7311043422823547,0.0
2018-10-30,-0.15312211408680826,-0.9545712864957021,-0.0,1.0,-0.6885700078141649,-0.7556652695886907,0.0
2018-10-31,-0.15998445723974705,-0.9311526369705747,-0.0,1.0,-0.6892154438517786,-0.7520929739658765,0.0
2018-11-01,-0.13630744233690087,-0.9517148811416059,-0.0,1.0,-0.690049803963124,-0.7540885168309139,0.0
2018-11-02,-0.1429977156914426,-0.9209980671235284,-0.0,1.0,-0.7007555789843611,-0.7495694956949569,0.0
2018-11-05,-0.13784496396554757,-0.9367902970645104,-0.0,1.0,-0.7027948672877483,-0.7381262084724909,0.0
2018-11-06,-0.14136088851398848,-0.9390552509489666,-0.0,1.0,-0.7001265288907633,-0.7341487417404753,0.0
2018-11-07,-0.14313946922642573,-0.9424407114624507,-0.0,1.0,-0.7057100508187465,-0.737789384528515,0.0
2018-11-08,-0.12156670403587444,-0.9427900784753362,-0.0,1.0,-0.6976597533632287,-0.741346692825112,0.0
2018-11-09,-0.1201725770809218,-0.9441579851976569,-0.0,1.0,-0.701252236135957,-0.7420814479638008,0.0
2018-11-12,-0.11900010503098414,-0.9391870601827539,-0.0,1.0,-0.7022371599621889,-0.7406434898294997,0.0
2018-11-13,-0.09473501303214596,-0.9377584708948741,-0.0,1.0,-0.7040834057341442,-0.7386620330147697,0.0
