Date,FWONK,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5038874334488295,-1.2096678779683934,-0.0,-0.8241781458632638,-0.6876954280402264,0.0
2018-09-25,1.0,-0.5022660849675972,-1.213774408064721,-0.0,-0.8274810453640561,-0.6921512982337245,0.0
2018-09-26,1.0,-0.5033886818027787,-1.2148847848187054,-0.0,-0.8274737377160284,-0.6901474076584208,0.0
2018-09-27,1.0,-0.5089762045897197,-1.2051401473452452,-0.0,-0.8289863663307646,-0.6909983910576679,0.0
2018-09-28,1.0,-0.5085944115156648,-1.205207451312447,-0.0,-0.8287891617273497,-0.6910668924640135,0.0
2018-10-01,1.0,-0.5085118997205048,-1.205979503684255,-0.0,-0.8287880071144237,-0.6914965698314559,0.0
2018-10-02,1.0,-0.5091679017573576,-1.204488672453949,-0.0,-0.8289646411179334,-0.691975439339403,0.0
2018-10-03,1.0,-0.5084078105807107,-1.1920030496844425,-0.0,-0.8342581219026642,-0.7010038544622814,0.0
2018-10-04,1.0,-0.5145338983050848,-1.1840254237288137,-0.0,-0.8421610169491526,-0.6966101694915254,0.0
2018-10-05,1.0,-0.5040121631894586,-1.181603175943914,-0.0,-0.8422164034124503,-0.6955401638651914,0.0
2018-10-08,1.0,-0.49972614282704864,-1.1763218875078998,-0.0,-0.8440278070360228,-0.6931114388034547,0.0
2018-10-09,1.0,-0.5017492096944153,-1.1774920969441518,-0.0,-0.8438356164383561,-0.691886195995785,0.0
2018-10-10,1.0,-0.5025911101748473,-1.1766589424899936,-0.0,-0.8442805982725933,-0.6896987571097536,0.0
2018-10-11,1.0,-0.43360201921511154,-1.1531509526135808,-0.0,-0.8081745644031917,-0.6760706725289041,0.0
2018-10-12,1.0,-0.43770044900577293,-1.1435214881334188,-0.0,-0.7829939063502246,-0.644764271969211,0.0
2018-10-15,1.0,-0.41234311295866977,-1.165161084019506,-0.0,-0.7767207610520425,-0.642897114077864,0.0
2018-10-16,1.0,-0.4076517150395779,-1.1731030622851204,-0.0,-0.7754057727672504,-0.6416406812185177,0.0
2018-10-17,1.0,-0.3840213258065781,-1.128072445019405,-0.0,-0.764514485083696,-0.6435375749735388,0.0
2018-10-18,1.0,-0.3832606046310493,-1.1271769469670165,-0.0,-0.7732830129339152,-0.6475606400125802,0.0
2018-10-19,1.0,-0.36550300007792413,-1.1155224811034052,-0.0,-0.7727343567365387,-0.6424452583183979,0.0
2018-10-22,1.0,-0.365417575568713,-1.1058351511374258,-0.0,-0.777267061389841,-0.6468136491118729,0.0
2018-10-23,1.0,-0.36801931614611727,-1.1057714775294027,-0.0,-0.7750603629566165,-0.6455720850533531,0.0
2018-10-24,1.0,-0.3661423454290609,-1.1069537455225043,-0.0,-0.775385453979131,-0.6449929917458339,0.0
2018-10-25,1.0,-0.3237039819684448,-1.050413223140496,-0.0,-0.7794139744552968,-0.6030428249436515,0.0
2018-10-26,1.0,-0.30315179864127406,-1.033374169358132,-0.0,-0.7840145524742919,-0.5918253703084976,0.0
2018-10-29,1.0,-0.29684951816160116,-1.036100815418829,-0.0,-0.7830615270570794,-0.5904002965159377,0.0
2018-10-30,1.0,-0.2966532004002817,-1.0360253511730477,-0.0,-0.7830325043549164,-0.5905637300322449,0.0
2018-10-31,1.0,-0.2978715555719503,-1.0255265778892617,-0.0,-0.7792983879892287,-0.5861153122579218,0.0
2018-11-01,1.0,-0.30101532213402254,-1.0240354439726786,-0.0,-0.7801735277829057,-0.586819272660144,0.0
2018-11-02,1.0,-0.3044291952588896,-1.00154122784485,-0.0,-0.7828336574804595,-0.5808227221019413,0.0
2018-11-05,1.0,-0.3004879122491654,-1.0124362595839906,-0.0,-0.7836310943174731,-0.5719578854690194,0.0
2018-11-06,1.0,-0.3067552196088504,-1.017649433089935,-0.0,-0.7794371261879426,-0.5654790298315782,0.0
2018-11-07,1.0,-0.3059945004582952,-1.0175985334555455,-0.0,-0.7778918423464711,-0.5648762603116407,0.0
2018-11-08,1.0,-0.2751580324057255,-1.0197268037491825,-0.0,-0.7674562232071496,-0.5705878078907215,0.0
2018-11-09,1.0,-0.2747548129313476,-1.019397021431166,-0.0,-0.7678532509989103,-0.5703959317108609,0.0
2018-11-12,1.0,-0.274443474465299,-1.0230248799650807,-0.0,-0.7683689800669286,-0.5715844609340899,0.0
2018-11-13,1.0,-0.25439071008691266,-1.0204118431966533,-0.0,-0.7678964261242743,-0.5635976775217282,0.0
2018-11-14,1.0,-0.25799450151931697,-1.0217407032267398,-0.0,-0.7720662711619157,-0.5656200260454348,0.0
2018-11-15,1.0,-0.25691056910569104,-1.02193315266486,-0.0,-0.7726467931345979,-0.5618789521228545,0.0
2018-11-16,1.0,-0.2536297150268401,-1.0124653240623986,-0.0,-0.7705083402384985,-0.566091436394423,0.0
2018-11-19,1.0,-0.2603516118551677,-1.0128515216057183,-0.0,-0.7695751055918559,-0.5671997400815856,0.0
2018-11-20,1.0,-0.2649306435840788,-1.019774727463692,-0.0,-0.7728803737640795,-0.5641592119082973,0.0
2018-11-21,1.0,-0.2669756413020048,-1.0143349859883597,-0.0,-0.7683768053459799,-0.5430408852482576,0.0
2018-11-23,1.0,-0.2676405139616682,-1.0085062091737853,-0.0,-0.7698298758165243,-0.5431411958940493,0.0
2018-11-26,1.0,-0.26634808853118713,-1.0185757401552171,-0.0,-0.7676415636677206,-0.5404570278815751,0.0
2018-11-27,1.0,-0.2629466365623768,-1.0186718274020714,-0.0,-0.765079023760886,-0.5371465433824321,0.0
2018-11-28,1.0,-0.2618347439391766,-1.0256060823411277,-0.0,-0.7626237268684551,-0.5362214890259647,0.0
2018-11-29,1.0,-0.23180029076983086,-1.0124463671501012,-0.0,-0.7596539129818092,-0.5420729761355981,0.0
2018-11-30,1.0,-0.23113759710545917,-1.013018339186265,-0.0,-0.7598524351743465,-0.5431875421233727,0.0
2018-12-03,1.0,-0.22612654266102358,-1.0190276345271545,-0.0,-0.7647330796315397,-0.5466799445175518,0.0
2018-12-04,1.0,-0.23156384505021524,-1.0238880918220947,-0.0,-0.7765423242467719,-0.55480631276901,0.0
