Date,ASGN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4011672164425273,-0.867256316380904,-0.2867655054917171,-0.5696886214521332,-0.49998187552107876,0.0
2018-09-25,1.0,-0.4015511180371833,-0.8666328416627406,-0.2875004530134454,-0.5691660928496357,-0.4992570579494799,0.0
2018-09-26,1.0,-0.4019497698691697,-0.8671039756459972,-0.28844272097995866,-0.5688761642445548,-0.4977349327728046,0.0
2018-09-27,1.0,-0.4040773464658169,-0.860805330243337,-0.29015787949015065,-0.5687282734646582,-0.4973566048667439,0.0
2018-09-28,1.0,-0.40037737218331576,-0.8674480206103269,-0.2908305816611633,-0.5704851409702819,-0.49943757030371205,0.0
2018-10-01,1.0,-0.39989108731167183,-0.8689054274823018,-0.291196224360138,-0.5704483572336178,-0.5000181521147213,0.0
2018-10-02,1.0,-0.4001019924962663,-0.8899573817069173,-0.2854332859796744,-0.5690452773831639,-0.4980512148034823,0.0
2018-10-03,1.0,-0.40010926971407756,-0.889018393735203,-0.2854853396466946,-0.569185940630122,-0.4984884356219268,0.0
2018-10-04,1.0,-0.40054624908958486,-0.8878004369992717,-0.28576110706482155,-0.5695193008011653,-0.49799708667152226,0.0
2018-10-05,1.0,-0.393739105171412,-0.886548518303312,-0.2797791981406159,-0.5716516560139454,-0.4998910517141197,0.0
2018-10-08,1.0,-0.40422784623330626,-0.9083966649450306,-0.2842175164170294,-0.5794658009296834,-0.5129122703460488,0.0
2018-10-09,1.0,-0.4047004132231405,-0.908685064935065,-0.28523465171192447,-0.578918240850059,-0.5119539551357732,0.0
2018-10-10,1.0,-0.40425217776465383,-0.9100472464196072,-0.2842536542152665,-0.5791746641074856,-0.5133987893104975,0.0
2018-10-11,1.0,-0.3760773520677917,-0.9082349532845659,-0.25443615557325994,-0.5679003404070398,-0.5147389005576881,0.0
2018-10-12,1.0,-0.37884925613909304,-0.9043556192866106,-0.25330704427316725,-0.5522853557985302,-0.49607456533428934,0.0
2018-10-15,1.0,-0.3676507425299696,-0.9223474682411881,-0.23846842011093222,-0.5519770978708177,-0.4980139559849705,0.0
2018-10-16,1.0,-0.36604394817836944,-0.9290315653854412,-0.23344785627370981,-0.5523226683845107,-0.49799584854341133,0.0
2018-10-17,1.0,-0.35162895767886765,-0.8960502629628321,-0.2195827891708729,-0.5525749179344182,-0.5099008153612651,0.0
2018-10-18,1.0,-0.35172438137597517,-0.8965018179250944,-0.2193158953722334,-0.5524727311235836,-0.50993681386565,0.0
2018-10-19,1.0,-0.3440561896400351,-0.8928182616330115,-0.21366110623353818,-0.5531870061457419,-0.5081650570676032,0.0
2018-10-22,1.0,-0.3431244943187814,-0.899250712350934,-0.21986139937383473,-0.5498293875540858,-0.5057163963837197,0.0
2018-10-23,1.0,-0.34696895022178414,-0.8994226571851018,-0.22720551996057173,-0.5440399915510808,-0.5027458987537844,0.0
2018-10-24,1.0,-0.3479683377308707,-0.8970976253298153,-0.22117854001759013,-0.5461389621811785,-0.505646437994723,0.0
2018-10-25,1.0,-0.33531126379346243,-0.8800402526198904,-0.22076479977791658,-0.5429592615726282,-0.4909431605246721,0.0
2018-10-26,1.0,-0.38194959229058567,-0.9507783543365458,-0.2360637509266123,-0.5835433654558932,-0.5541141586360266,0.0
2018-10-29,1.0,-0.36938300779086514,-0.9608241332201012,-0.2260089354945907,-0.577077871727652,-0.5590591884207805,0.0
2018-10-30,1.0,-0.35638514137867305,-0.9647015339124007,-0.21589355017556827,-0.5823322860839031,-0.5768989096285344,0.0
2018-10-31,1.0,-0.35914768552534904,-0.9463262307127112,-0.21789125642909626,-0.5790227773695812,-0.5713445995591476,0.0
2018-11-01,1.0,-0.3457116620752984,-0.9661707988980717,-0.20165289256198346,-0.5836547291092746,-0.5758677685950413,0.0
2018-11-02,1.0,-0.34688714526655423,-0.9598518735792331,-0.2010706167045538,-0.5844027278726993,-0.5742098702060571,0.0
2018-11-05,1.0,-0.3470831958347083,-0.9594104058959412,-0.2010779892201078,-0.5844241557584425,-0.5746342536574635,0.0
2018-11-06,1.0,-0.3570406253440493,-0.967485045322764,-0.19597049433006716,-0.581415831773643,-0.5679474476127564,0.0
2018-11-07,1.0,-0.35777492197539934,-0.9681292454562146,-0.19471268588213697,-0.5825224894437305,-0.5686065724251882,0.0
2018-11-08,1.0,-0.3418797184434152,-0.9725737627192823,-0.1789999635289398,-0.5780298333272548,-0.5756227433531493,0.0
2018-11-09,1.0,-0.3406761734563624,-0.9722819942375726,-0.17994821109449652,-0.5789416098325978,-0.5752945038112258,0.0
2018-11-12,1.0,-0.34015811140660857,-0.9697985354657728,-0.17964224561914824,-0.5793289373019053,-0.5742285693467886,0.0
2018-11-13,1.0,-0.32223952486147833,-0.974540977076015,-0.15963495455039295,-0.589034150581248,-0.5760330279216311,0.0
2018-11-14,1.0,-0.32155284906481074,-0.9764390314629549,-0.1590909090909091,-0.5901116427432217,-0.5774974626649267,0.0
