Date,IWF,IWM,MTUM,NDAQ,SPY,VLUE,VXX
2018-09-24,-0.262310934787999,-0.355566575750062,-0.18410612447309693,1.0,-0.36025291346392263,-0.3173072154723531,0.0
2018-09-25,-0.26165719532471404,-0.35692483311412765,-0.1826190535275579,1.0,-0.36144129835967936,-0.3189319304166563,0.0
2018-09-26,-0.2625206798014739,-0.3623602546748884,-0.17413646162330176,1.0,-0.3707575073945957,-0.3368676994034191,0.0
2018-09-27,-0.2612060706902637,-0.3746281450108405,-0.17143145262945597,1.0,-0.3738466192709121,-0.33991327585337566,0.0
2018-09-28,-0.26207348750409803,-0.3742718079338259,-0.1714372178649787,1.0,-0.37404483897813534,-0.34007515194310645,0.0
2018-10-01,-0.263846115009845,-0.37345382945423333,-0.17100015146160447,1.0,-0.3755238047155046,-0.34051093047912356,0.0
2018-10-02,-0.2669567637311205,-0.3551496445467655,-0.17770131808637132,1.0,-0.38237154350191005,-0.3477622890682318,0.0
2018-10-03,-0.26817824443937205,-0.36305764792411677,-0.1785741459331964,1.0,-0.38144512921961,-0.344974511146618,0.0
2018-10-04,-0.27040389442458357,-0.35922010091022033,-0.17890012930706625,1.0,-0.3843715930123476,-0.3425369539311884,0.0
2018-10-05,-0.26120025268477576,-0.3526468730259002,-0.17094125078963993,1.0,-0.39128237523689197,-0.3507517372078332,0.0
2018-10-08,-0.2601554221123278,-0.350633294646011,-0.1691477014684362,1.0,-0.3928445274259474,-0.35030529343492955,0.0
2018-10-09,-0.2611866845014259,-0.3507306362466244,-0.17136511622037703,1.0,-0.3918431214193776,-0.34866113116119424,0.0
2018-10-10,-0.26089261372242134,-0.3512394607966881,-0.17079820265562679,1.0,-0.3919321452011915,-0.34949765234513047,0.0
2018-10-11,-0.2430924152983779,-0.34528002381070494,-0.1506523141028821,1.0,-0.38717198273723896,-0.35406022124113296,0.0
2018-10-12,-0.24203963482520596,-0.34382344936787157,-0.14869244662163833,1.0,-0.3868725104530048,-0.352631188302531,0.0
2018-10-15,-0.2322077023788938,-0.3598725327931622,-0.1351498233739285,1.0,-0.3875398335021368,-0.35554951705738497,0.0
2018-10-16,-0.23099350184073336,-0.3651076025992638,-0.131272700318731,1.0,-0.38786351394757,-0.35554567242359103,0.0
2018-10-17,-0.22620273650139766,-0.35344024324456863,-0.1277279191800304,1.0,-0.3867637683291648,-0.3579275170418321,0.0
2018-10-18,-0.22929685577916648,-0.35969099050337056,-0.124932342665945,1.0,-0.3862864734537224,-0.360060030507307,0.0
2018-10-19,-0.22307278419096066,-0.35252396791234586,-0.1203287027978869,1.0,-0.38906280571316765,-0.3607170808061045,0.0
2018-10-22,-0.2272170504654581,-0.34539441450269476,-0.10955414012738854,1.0,-0.39867711905928466,-0.36893679568838805,0.0
2018-10-23,-0.2285441363769962,-0.3449838346232978,-0.11261879102576663,1.0,-0.39585578524541987,-0.36729695307142163,0.0
2018-10-24,-0.23086912842125898,-0.34184411065644066,-0.105363749969371,1.0,-0.3998431795349293,-0.3723995981475583,0.0
2018-10-25,-0.20931235179995689,-0.312950588009868,-0.10085985964408038,1.0,-0.4160139876889177,-0.3559914732581256,0.0
2018-10-26,-0.207905176121971,-0.31118864407589736,-0.09955551307173924,1.0,-0.4163599866175979,-0.3547053481814271,0.0
2018-10-29,-0.19745177423195998,-0.31912360085734703,-0.09078351988568707,1.0,-0.41274112884020003,-0.3614193855679924,0.0
2018-10-30,-0.1877965616729059,-0.3219914637926512,-0.08340685281003361,1.0,-0.4166050692672691,-0.37461551300698637,0.0
2018-10-31,-0.1880417182588818,-0.31962567863606056,-0.08376988284598534,1.0,-0.4159681874464235,-0.3737736927326412,0.0
2018-11-01,-0.18534031413612564,-0.3229176582579724,-0.08096144693003332,1.0,-0.41639695383150876,-0.3742027605901951,0.0
2018-11-02,-0.1908147305559505,-0.30615195032939946,-0.07720745059007535,1.0,-0.4233612967439215,-0.3722214322953694,0.0
2018-11-05,-0.18862828713574983,-0.3122956645344705,-0.0771618099976309,1.0,-0.4239042880833926,-0.36716417910447763,0.0
2018-11-06,-0.1820992793092786,-0.3098256546868682,-0.07987060866255975,1.0,-0.43055918940132715,-0.37618628546963817,0.0
2018-11-07,-0.18238051055123358,-0.3099707372778531,-0.07943758475483549,1.0,-0.4308995313206291,-0.37639473746817975,0.0
2018-11-08,-0.1737206936525586,-0.3113156213773688,-0.0711159478577681,1.0,-0.4289668551420663,-0.38068087723863825,0.0
2018-11-09,-0.17248479397912575,-0.31159917638984214,-0.07187655314415545,1.0,-0.43019430572977063,-0.3805646936312214,0.0
2018-11-12,-0.17219637754740594,-0.30639714737761825,-0.07181146244125912,1.0,-0.43167166505301435,-0.3793657165796868,0.0
2018-11-13,-0.1675487497941806,-0.30423635123374027,-0.06755580645920072,1.0,-0.4338437654364547,-0.3790134782301884,0.0
2018-11-14,-0.16790930686548908,-0.30390196862431496,-0.06759649081543853,1.0,-0.4338264694122351,-0.37876614060258246,0.0
2018-11-15,-0.1686921433657726,-0.3089484927605032,-0.06529788749109898,1.0,-0.4370282459055305,-0.3936387372418704,0.0
2018-11-16,-0.17050328853302832,-0.3147698026880183,-0.06615193975788772,1.0,-0.43901915927938234,-0.39255075779239346,0.0
2018-11-19,-0.17043855674528416,-0.3162187298786159,-0.0630768130112322,1.0,-0.44117997758328764,-0.39381871080056285,0.0
2018-11-20,-0.1488617712124456,-0.3155879064678037,-0.03782202240776422,1.0,-0.45619543756987563,-0.4202526225647613,0.0
2018-11-21,-0.1489628717560144,-0.31203826482288316,-0.03973290395908316,1.0,-0.45484466755067254,-0.4122939950748248,0.0
