Date,DKL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5796682185960312,-1.054829815124531,-0.0,-1.0056050264430683,-0.8801247570401843,0.0
2018-09-25,1.0,-0.5800795372378886,-1.0543203181489516,-0.0,-1.005197035430224,-0.8796095444685467,0.0
2018-09-26,1.0,-0.5799439624005784,-1.054275126536515,-0.0,-1.005197035430224,-0.8796999276934201,0.0
2018-09-27,1.0,-0.5817878254591399,-1.0476964035918956,-0.0,-1.0042868101619964,-0.878705834574252,0.0
2018-09-28,1.0,-0.5804006497022198,-1.0488179029056126,-0.0,-1.0039252842447213,-0.8786320158816098,0.0
2018-10-01,1.0,-0.5806451612903226,-1.0484998872095646,-0.0,-1.0038348748026167,-0.8785923753665689,0.0
2018-10-02,1.0,-0.5818263810597519,-1.0398647125140923,-0.002164599774520857,-1.0052311161217586,-0.8804509582863584,0.0
2018-10-03,1.0,-0.5811249323958897,-1.0286190733729943,-0.0008112493239588968,-1.0089688119704345,-0.8873715521903732,0.0
2018-10-04,1.0,-0.5818058995721684,-1.0254447196577348,-0.001801396081963522,-1.009142085115965,-0.8852961044809727,0.0
2018-10-05,1.0,-0.563528990694345,-1.012124194702935,-0.0,-1.0105583392984967,-0.8876163206871868,0.0
2018-10-08,1.0,-0.5583708792434313,-1.005085426239015,-0.0,-1.0127135655975374,-0.8847303385823259,0.0
2018-10-09,1.0,-0.5556943391176339,-1.0049069902306285,-0.0,-1.0137395726457599,-0.8865593076682874,0.0
2018-10-10,1.0,-0.5555059988403729,-1.0046385085410998,-0.0,-1.0138709245796351,-0.886088934481067,0.0
2018-10-11,1.0,-0.46550990899038874,-0.95526069575572,-0.0,-0.9631708769243855,-0.8688866207365825,0.0
2018-10-12,1.0,-0.4621395737567906,-0.9351023819473464,-0.0,-0.9397826995403259,-0.8418303384872544,0.0
2018-10-15,1.0,-0.43019040873296943,-0.9618349235448523,-0.0,-0.9330861214116078,-0.8413399441689929,0.0
2018-10-16,1.0,-0.4345921134988525,-0.9583976632589192,-0.0,-0.9357813477988733,-0.8439808053411224,0.0
2018-10-17,1.0,-0.41165919282511215,-0.9085609457806768,-0.0,-0.9183041174072564,-0.8380758255197718,0.0
2018-10-18,1.0,-0.41566586055662585,-0.9202770832479403,-0.0,-0.9197032422019101,-0.8432184284953068,0.0
2018-10-19,1.0,-0.3907503155152058,-0.9028213166144201,-0.0,-0.9298131335748892,-0.8477384684281236,0.0
2018-10-22,1.0,-0.39197392544306375,-0.9058871460582603,-0.0,-0.929028315339173,-0.847300875942147,0.0
2018-10-23,1.0,-0.3989721837017701,-0.907985969491802,-0.0,-0.9256056774614568,-0.8461130597928053,0.0
2018-10-24,1.0,-0.39635934191236355,-0.9029157843296954,-0.0,-0.9258836944127709,-0.8472063854047891,0.0
2018-10-25,1.0,-0.34360663451358664,-0.8326079284790026,-0.0,-0.9424381445320159,-0.8024546131827629,0.0
2018-10-26,1.0,-0.31507434294809583,-0.817073644163205,-0.0,-0.9573741216662138,-0.7926161729880818,0.0
2018-10-29,1.0,-0.28230831752912494,-0.835158880675001,-0.0,-0.9471687889460851,-0.8057824050779889,0.0
2018-10-30,1.0,-0.27755212564310855,-0.8347065877528915,-0.0,-0.9468492514796332,-0.8092143437391203,0.0
2018-10-31,1.0,-0.28508401749405354,-0.8039591805417018,-0.0,-0.9449090769584899,-0.802424614440267,0.0
2018-11-01,1.0,-0.29255626081938835,-0.8018080400076938,-0.0,-0.9477591844585497,-0.8047701481054048,0.0
2018-11-02,1.0,-0.29949257945137536,-0.7630002670634466,-0.0,-0.956277898592194,-0.7964213498149632,0.0
2018-11-05,1.0,-0.29585144513078626,-0.772477693891558,-0.0,-0.9566460764127203,-0.7880347746511096,0.0
2018-11-06,1.0,-0.29482923106277426,-0.7718755962602557,-0.0,-0.9585193665331044,-0.7908414424728105,0.0
2018-11-07,1.0,-0.2945150270602234,-0.7823283307104748,-0.0,-0.9636126357809082,-0.7978351821287376,0.0
2018-11-08,1.0,-0.2528175449284191,-0.78856990557417,-0.0,-0.9545385318306426,-0.8115290892476393,0.0
2018-11-09,1.0,-0.2517431891788912,-0.7895980186702228,-0.0,-0.9569822823394931,-0.8119641836540293,0.0
2018-11-12,1.0,-0.252631177547285,-0.7660158633312997,-0.0,-0.9799039048200122,-0.8147498474679683,0.0
2018-11-13,1.0,-0.22203389830508474,-0.7548399246704331,-0.0,-0.9818832391713747,-0.8077212806026365,0.0
2018-11-14,1.0,-0.22117851214727632,-0.7576580654896635,-0.0,-0.9837030330466274,-0.8099064433378603,0.0
2018-11-15,1.0,-0.22002183652723917,-0.7578404427544143,-0.0,-0.9870110312111743,-0.8000451790218741,0.0
2018-11-16,1.0,-0.21625168741562922,-0.7464376781160942,-0.0,-0.9833883305834709,-0.8037348132593372,0.0
2018-11-19,1.0,-0.21820635872825433,-0.7456883623275345,-0.0,-0.9821535692861428,-0.8032393521295741,0.0
2018-11-20,1.0,-0.17249711885200192,-0.7328525223986022,-0.0,-0.9871742443957024,-0.825049258336741,0.0
2018-11-21,1.0,-0.16907960847072837,-0.7343779076258886,-0.0,-0.9905467267110797,-0.8277941121738808,0.0
2018-11-23,1.0,-0.1694643987047307,-0.7346186771876279,-0.0,-0.9902110395652659,-0.8277440726541854,0.0
2018-11-26,1.0,-0.17078819574150167,-0.7338064998132238,-0.0,-0.9969742248785955,-0.8339932760552857,0.0
2018-11-27,1.0,-0.17077550409636752,-0.7348771089745988,-0.0,-0.9994762635142719,-0.8358086117242154,0.0
2018-11-28,1.0,-0.17209772157581651,-0.7316397919862322,-0.0,-1.0007856635115417,-0.8367316397919861,0.0
