Date,BDX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.30948539085966786,-0.2956085693716953,-0.17029516173075487,-0.40786435965543777,-0.2991584539383859,0.0
2018-09-25,1.0,-0.31099694736058375,-0.29434393070756704,-0.17268508177599087,-0.40662149753058846,-0.29714838805747895,0.0
2018-09-26,1.0,-0.3109302094708627,-0.294251960686985,-0.17244117939044973,-0.4067308646877792,-0.2975280452695324,0.0
2018-09-27,1.0,-0.31165190642752594,-0.29202947086403214,-0.17307930837736596,-0.4065887722954032,-0.29736300265436233,0.0
2018-09-28,1.0,-0.3090484704012713,-0.2954906634882797,-0.17349523241954706,-0.4070073500198649,-0.29807310290027805,0.0
2018-10-01,1.0,-0.30873733359825156,-0.2961206040135108,-0.17365388436320287,-0.4068646930260282,-0.29823167097158754,0.0
2018-10-02,1.0,-0.31080005966883795,-0.28148774302620455,-0.17895678981651833,-0.4115160857242305,-0.3034409029884143,0.0
2018-10-03,1.0,-0.3106156637586061,-0.2793229438520617,-0.17868416474038723,-0.4121492307309919,-0.304724977008923,0.0
2018-10-04,1.0,-0.31965226949114434,-0.27298843396367817,-0.1788863630686218,-0.42537033798805923,-0.30114161524818267,0.0
2018-10-05,1.0,-0.3216543796076471,-0.2737723353742346,-0.17858303136323878,-0.4258153192552793,-0.29923778583031363,0.0
2018-10-08,1.0,-0.3205781039388947,-0.2715291298487345,-0.17575258349558187,-0.4290849183765164,-0.29918626129499276,0.0
2018-10-09,1.0,-0.3236419089522762,-0.27236819079523017,-0.18149546261343466,-0.4270393240168996,-0.2953926151846204,0.0
2018-10-10,1.0,-0.32419463674305854,-0.2715367505560693,-0.182190787993902,-0.42731112388473746,-0.2939794566765801,0.0
2018-10-11,1.0,-0.30978087110499,-0.26457785101202624,-0.16273579105285163,-0.4251248124738693,-0.2971397653771427,0.0
2018-10-12,1.0,-0.312890625,-0.25852050781249997,-0.162158203125,-0.4197021484375,-0.288134765625,0.0
2018-10-15,1.0,-0.31094363552108484,-0.2608472964074047,-0.15906929099290262,-0.4200385356454721,-0.2880905343772103,0.0
2018-10-16,1.0,-0.3137355521344965,-0.25401363536397625,-0.16518828042909856,-0.42108349827725244,-0.28959264961024367,0.0
2018-10-17,1.0,-0.3099429403909191,-0.2439237586499939,-0.1620735704746874,-0.4205171785844361,-0.29161102343086076,0.0
2018-10-18,1.0,-0.309191997669224,-0.24266776731086723,-0.16271729629989315,-0.42165193745751184,-0.2916626201806351,0.0
2018-10-19,1.0,-0.3082885239548515,-0.2394031875211936,-0.1607324516785351,-0.42319430315361134,-0.2905101002761227,0.0
2018-10-22,1.0,-0.3080314960629921,-0.24041187159297395,-0.16172016959418534,-0.42245911568746214,-0.29015142337976985,0.0
2018-10-23,1.0,-0.30685017962909017,-0.24245072337120108,-0.15719972812894456,-0.4274444120788426,-0.2934750946693854,0.0
2018-10-24,1.0,-0.3064390623480206,-0.24547709366793113,-0.1590798560451318,-0.4281198327010991,-0.2925542262425834,0.0
2018-10-25,1.0,-0.29126953869614947,-0.22093023255813954,-0.15728650400304994,-0.43602268394967597,-0.2772350362180709,0.0
2018-10-26,1.0,-0.2873132558691012,-0.2175954470002371,-0.15233578373251128,-0.43889020630780173,-0.27524306378942376,0.0
2018-10-29,1.0,-0.2811325659993855,-0.22074637801044644,-0.14714849566306634,-0.43652950769303495,-0.27789463732835434,0.0
2018-10-30,1.0,-0.2760511450922928,-0.22166812412847722,-0.14362695280187185,-0.4379475786438515,-0.28415778402779424,0.0
2018-10-31,1.0,-0.2778065427159332,-0.21252059308072488,-0.1447164038597317,-0.4367380560131796,-0.28171334431630973,0.0
2018-11-01,1.0,-0.26807278548056773,-0.2273016171935689,-0.13285939596525503,-0.44050281302229227,-0.28523339846048823,0.0
2018-11-02,1.0,-0.2690924476412101,-0.22330348118374352,-0.1322896833791693,-0.4414592294854618,-0.28441811813929435,0.0
2018-11-05,1.0,-0.2650891471044832,-0.23639271769299525,-0.1316977936679682,-0.44357152937855765,-0.2754151573599285,0.0
2018-11-06,1.0,-0.26390588235294116,-0.23574117647058823,-0.1323764705882353,-0.4442117647058824,-0.2767058823529412,0.0
2018-11-07,1.0,-0.26557160700398275,-0.23684396578134945,-0.12971036693139773,-0.4464685504206632,-0.27806188579643204,0.0
2018-11-08,1.0,-0.24699136344329606,-0.2549907971117089,-0.10163292274293265,-0.45450469583274344,-0.3015951673037897,0.0
2018-11-09,1.0,-0.24465671641791045,-0.2654328358208955,-0.09994029850746268,-0.4687044776119403,-0.30932537313432834,0.0
2018-11-12,1.0,-0.2447079553301426,-0.2568516798818963,-0.09967378622282544,-0.4722003952663285,-0.30771245565159416,0.0
2018-11-13,1.0,-0.24430696014277214,-0.25568114217727544,-0.09737061273051754,-0.4751695419393218,-0.307007733491969,0.0
2018-11-14,1.0,-0.2438577278354442,-0.25654699552423577,-0.09713360632320732,-0.4755499476240358,-0.3076373678697267,0.0
2018-11-15,1.0,-0.2445110492637789,-0.25790337543709413,-0.09553034087395039,-0.47943576203049554,-0.3013868074882847,0.0
2018-11-16,1.0,-0.24522907583446502,-0.26045314845257667,-0.09620470302337217,-0.4798560979677412,-0.3007171276773164,0.0
2018-11-19,1.0,-0.24600715709585222,-0.2715133174820472,-0.07899224247664337,-0.4947282465115162,-0.3104930710665994,0.0
2018-11-20,1.0,-0.233236012061456,-0.2690135452065285,-0.06449528550232135,-0.5027281864739387,-0.3236730005264921,0.0
2018-11-21,1.0,-0.23418294425917102,-0.2651500714626012,-0.06650786088613625,-0.501953311100524,-0.31426869938065743,0.0
2018-11-23,1.0,-0.23434223069590088,-0.2669685414680648,-0.06599142040038132,-0.5015252621544328,-0.31439466158245954,0.0
2018-11-26,1.0,-0.2342387419585418,-0.26974029068382177,-0.06521324755777937,-0.5003812246842982,-0.3130807719799857,0.0
2018-11-27,1.0,-0.23239235814086112,-0.2752114817983082,-0.05510407755916738,-0.5013069099895447,-0.31216139150270883,0.0
2018-11-28,1.0,-0.23294833404629497,-0.27156708969057464,-0.05613384666571605,-0.5027092542421218,-0.3131802842340416,0.0
2018-11-29,1.0,-0.228279910989063,-0.2691870650063917,-0.05253065669239146,-0.5023909852753183,-0.3149235358174329,0.0
2018-11-30,1.0,-0.22887373952563556,-0.26946929886853194,-0.05169720210197415,-0.5035032902523316,-0.3135208067035933,0.0
2018-12-03,1.0,-0.22891708887731427,-0.26942563568350775,-0.0521805009706899,-0.5034329276954401,-0.31358018845589286,0.0
2018-12-04,1.0,-0.22178638941398865,-0.2728260869565217,-0.05463137996219282,-0.5010869565217391,-0.31264177693761813,0.0
2018-12-06,1.0,-0.21472364034780986,-0.24971443224467912,-0.0671841853742686,-0.49954542275683617,-0.2999976688346504,0.0
2018-12-07,1.0,-0.21081422259625499,-0.25333707366107955,-0.06148163732847091,-0.5042896883839446,-0.3077822194169764,0.0
2018-12-10,1.0,-0.20631593656116817,-0.2528237732597406,-0.059666037867672744,-0.5062297678101493,-0.30384964717389784,0.0
2018-12-11,1.0,-0.21062070571794572,-0.2504949342028648,-0.06307208571095842,-0.5070688249679748,-0.2978455805287062,0.0
2018-12-12,1.0,-0.2107837428671247,-0.25044835216024225,-0.06328170490275999,-0.5069756608827297,-0.29761267031559335,0.0
2018-12-13,1.0,-0.20916265102311613,-0.24694461903764228,-0.06525129780943734,-0.5107200223479293,-0.29583071443536557,0.0
2018-12-14,1.0,-0.2098699364806068,-0.23697619767793573,-0.0704530119360618,-0.5144372833244142,-0.29498126992252033,0.0
2018-12-17,1.0,-0.20995927865037814,-0.236695753344968,-0.06987783595113438,-0.5161372891215823,-0.2942641070389761,0.0
2018-12-18,1.0,-0.20907210745242022,-0.23505216926544747,-0.06850556549624706,-0.5172309622847582,-0.2939604489577766,0.0
2018-12-19,1.0,-0.20241143335971323,-0.23809412969601043,-0.06861877938643453,-0.5219961826730599,-0.29651785298636,0.0
2018-12-20,1.0,-0.1961702522255193,-0.22911257418397626,-0.0791218471810089,-0.5220001854599406,-0.29182121661721067,0.0
2018-12-21,1.0,-0.19565922357083296,-0.2284582599833225,-0.07822199573797832,-0.5236959140183453,-0.290280737515056,0.0
2018-12-24,1.0,-0.18726211621415884,-0.21953357477336163,-0.08205116375631473,-0.5219256764549837,-0.2959793315033102,0.0
2018-12-26,1.0,-0.18859820382663023,-0.22082366722557825,-0.08029951535475573,-0.5159289799480902,-0.29122355697452745,0.0
2018-12-27,1.0,-0.17368052891666855,-0.21070920865582057,-0.08308324119412415,-0.4930613534309633,-0.29591353205316245,0.0
2018-12-28,1.0,-0.17561394780878298,-0.20930758446022343,-0.08310343268056623,-0.4946859029442359,-0.29860702817602097,0.0
2018-12-31,1.0,-0.17577621492051287,-0.2091992492254811,-0.08312792564618621,-0.49458402116641415,-0.29868162185387037,0.0
2019-01-02,1.0,-0.175811743409888,-0.20934494852358865,-0.08408190971829392,-0.4951012557981672,-0.2983595429347211,0.0
2019-01-03,1.0,-0.17911868709765166,-0.20452896908151239,-0.10481457974431047,-0.5037174721189591,-0.2745715840058029,0.0
