Date,ERIC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5146815929528354,-1.1755367957423382,-0.17737199486144248,-0.9444393466691137,-0.7759680675353277,0.0
2018-09-25,1.0,-0.5224690676601812,-1.1752909249804517,-0.1860999954003956,-0.9437008417276114,-0.7720436042500345,0.0
2018-09-26,1.0,-0.5241864960648042,-1.1776591337966584,-0.18911952869701296,-0.9435725134625121,-0.7680765867353984,0.0
2018-09-27,1.0,-0.5245652773944246,-1.1752691139939277,-0.1897598675131107,-0.9430030361578803,-0.7675959149875794,0.0
2018-09-28,1.0,-0.5234349845913252,-1.1757968814681938,-0.19037762752403295,-0.9425509406191067,-0.767489995860356,0.0
2018-10-01,1.0,-0.5293384423618485,-1.1773232999399845,-0.189926596186695,-0.9487096625271224,-0.7712940307465029,0.0
2018-10-02,1.0,-0.5302072275811142,-1.169151243827018,-0.193058568329718,-0.9498776941893201,-0.7730188766326672,0.0
2018-10-03,1.0,-0.5295853894756261,-1.162800350505004,-0.19250103767928792,-0.9511137757690357,-0.775907392888438,0.0
2018-10-04,1.0,-0.5301277027338528,-1.1608501221704857,-0.193121571158545,-0.9511779078880642,-0.774929694343276,0.0
2018-10-05,1.0,-0.5139500734214391,-1.1532213656387664,-0.17676211453744492,-0.9606277533039648,-0.7842786343612335,0.0
2018-10-08,1.0,-0.5120241857908479,-1.1504282900462643,-0.1745224680500206,-0.9609729284045623,-0.782694333745591,0.0
2018-10-09,1.0,-0.5121392579019698,-1.1508016491067339,-0.17466788822721024,-0.9609711406321576,-0.7822721026110857,0.0
2018-10-10,1.0,-0.5164235250940453,-1.1502890173410405,-0.17831911184512342,-0.9647215340856959,-0.7777777777777778,0.0
2018-10-11,1.0,-0.4538161510504388,-1.1409892740005319,-0.10242886268947789,-0.9489406967467424,-0.7861005230032798,0.0
2018-10-12,1.0,-0.45992224697505785,-1.1312191499585025,-0.09627397020923427,-0.9257851745074913,-0.7549906084829424,0.0
2018-10-15,1.0,-0.43709332285252633,-1.1745927769771605,-0.06140006113804096,-0.9299532730686929,-0.7639198218262806,0.0
2018-10-16,1.0,-0.4343527147044669,-1.1927199544997156,-0.04952530953318458,-0.9325808286301789,-0.7658922868267927,0.0
2018-10-17,1.0,-0.41423851006308204,-1.1480925202763594,-0.034630734240226585,-0.9247736342960134,-0.7695575676951465,0.0
2018-10-18,1.0,-0.41268204665549685,-1.1459810112987068,-0.03638785066804141,-0.9298019504231645,-0.7712763672294539,0.0
2018-10-19,1.0,-0.4080992757463346,-1.1768238827062356,-0.0,-1.0007507507507507,-0.8305069775658012,0.0
2018-10-22,1.0,-0.40902248981760225,-1.1629183637329557,-0.0,-1.0130157605808394,-0.8421728351336993,0.0
2018-10-23,1.0,-0.4093665619051835,-1.162763932539507,-0.0,-1.0125271125669515,-0.8418839360807401,0.0
2018-10-24,1.0,-0.40674216952751724,-1.1625376039639004,-0.0,-1.013183507343833,-0.8415767120863564,0.0
2018-10-25,1.0,-0.3591030932221419,-1.095775007445858,-0.0,-1.0075309534952985,-0.7923669318810366,0.0
2018-10-26,1.0,-0.32921357826123765,-1.0852450689917887,-0.0,-1.0303479217810887,-0.7878185050368238,0.0
2018-10-29,1.0,-0.31047979797979797,-1.0888468013468013,-0.0,-1.022138047138047,-0.7873316498316497,0.0
2018-10-30,1.0,-0.2973234576214124,-1.0894705832842353,-0.0,-1.0230620318155037,-0.7985018096119855,0.0
2018-10-31,1.0,-0.3047113414991012,-1.0599473266167803,-0.0,-1.022783328456168,-0.7929434388194473,0.0
2018-11-01,1.0,-0.290303738317757,-1.0693424566088117,-0.0,-1.020694259012016,-0.7918891855807744,0.0
2018-11-02,1.0,-0.294110337972167,-1.0399271040424123,-0.0,-1.023898277004639,-0.783880053015242,0.0
2018-11-05,1.0,-0.2897308488612837,-1.052215320910973,-0.0,-1.02472049689441,-0.7741200828157351,0.0
