Date,IWF,IWM,MTUM,RLI,SPY,VLUE,VXX
2018-09-24,-0.17958525789068513,-0.5103926096997691,-0.04330254041570439,1.0,-0.34545804464973057,-0.32695823710546573,0.0
2018-09-25,-0.17938784349583714,-0.5107560517830502,-0.0428798305982001,1.0,-0.34580586168728045,-0.3274459791135281,0.0
2018-09-26,-0.18104071308118524,-0.5131534569983136,-0.04577210310768489,1.0,-0.3456757407853529,-0.32341604432666826,0.0
2018-09-27,-0.1802515024981294,-0.517800680649755,-0.044724964398638704,1.0,-0.3465279621539427,-0.32432236730950254,0.0
2018-09-28,-0.17911024211263185,-0.5187920921138388,-0.045091365534554756,1.0,-0.34646486590870684,-0.32440196007434763,0.0
2018-10-01,-0.17867149758454107,-0.5201449275362319,-0.045410628019323676,1.0,-0.3464009661835749,-0.3248550724637681,0.0
2018-10-02,-0.18194119817935786,-0.5727395743633904,-0.031787427727887806,1.0,-0.3488744002952393,-0.32498462295485303,0.0
2018-10-03,-0.18218962292015362,-0.5741360637983657,-0.03214531849955696,1.0,-0.34857733582750816,-0.3243329723343507,0.0
2018-10-04,-0.18179802955665023,-0.575615763546798,-0.03229064039408867,1.0,-0.34788177339901477,-0.3254679802955665,0.0
2018-10-05,-0.1747239263803681,-0.5730552147239264,-0.025644171779141103,1.0,-0.3511656441717792,-0.3294233128834356,0.0
2018-10-08,-0.1737489584864971,-0.5716316228005686,-0.02404058226731363,1.0,-0.352252119786306,-0.3289467235210508,0.0
2018-10-09,-0.17247971764013822,-0.5721953969460035,-0.02076031275276355,1.0,-0.3541263266256526,-0.3315032231182137,0.0
2018-10-10,-0.17608332514493463,-0.5717795028004323,-0.0237545445612656,1.0,-0.35737447184828536,-0.32752775867151424,0.0
2018-10-11,-0.15717941290073387,-0.5726149092313635,-0.0008449208188489765,1.0,-0.35235612205484745,-0.33106411741985325,0.0
2018-10-12,-0.1504541459126868,-0.5845541556792656,-0.0,1.0,-0.36419572223849983,-0.34246508448090635,0.0
2018-10-15,-0.12119952058312744,-0.617542743927794,-0.0,1.0,-0.3611525572976543,-0.34608516987500915,0.0
2018-10-16,-0.1172152208491374,-0.6245197601859782,-0.0,1.0,-0.36023491985806927,-0.3451119539948611,0.0
2018-10-17,-0.11572671293128726,-0.6230818101847326,-0.0,1.0,-0.3597155703254814,-0.34502981135763855,0.0
2018-10-18,-0.1150913889160395,-0.6219333398494772,-0.0,1.0,-0.36123057374645684,-0.3452986022871664,0.0
2018-10-19,-0.11762386971197673,-0.6348091753517136,-0.0,1.0,-0.36366324192475424,-0.34777145391381475,0.0
2018-10-22,-0.11854080852428285,-0.6383592728707791,-0.0,1.0,-0.36265199911205387,-0.34696495079298517,0.0
2018-10-23,-0.11871053670086819,-0.6383681925808997,-0.0,1.0,-0.3624950670876085,-0.34688239936858717,0.0
2018-10-24,-0.11728897104128158,-0.6353173136167591,-0.0,1.0,-0.3631792975970425,-0.3487861983980284,0.0
2018-10-25,-0.09137997494458899,-0.6083164691143876,-0.0,1.0,-0.3786017153319842,-0.33085188397417364,0.0
2018-10-26,-0.08801862116958221,-0.6041561682624241,-0.0,1.0,-0.37904638494948767,-0.3283900847071245,0.0
2018-10-29,-0.07101525512887955,-0.6139591602505858,-0.0,1.0,-0.3721486299077041,-0.3339868968485486,0.0
2018-10-30,-0.05439340569812859,-0.6165384707545587,-0.0,1.0,-0.37521865190616543,-0.3500347446864591,0.0
2018-10-31,-0.05623151064032828,-0.6079778604828706,-0.0,1.0,-0.37389063841969655,-0.34759996182841874,0.0
2018-11-01,-0.041398387942957984,-0.6204034912004579,-0.0,1.0,-0.37420708732770547,-0.34866695283063864,0.0
2018-11-02,-0.05128327563566909,-0.5901157932434046,-0.0,1.0,-0.39598901754804827,-0.35010146830607614,0.0
2018-11-05,-0.05072446470770773,-0.5915308046690377,-0.0,1.0,-0.39600887976511584,-0.3487694841620318,0.0
2018-11-06,-0.049608292729530906,-0.5904987102321583,-0.0,1.0,-0.3974873411674788,-0.3508885067354543,0.0
2018-11-07,-0.05011362277239565,-0.5911733046286329,-0.0,1.0,-0.3989953354861859,-0.35177610333692144,0.0
2018-11-08,-0.03907996765139622,-0.5914561628847342,-0.0,1.0,-0.39479568050996616,-0.353241996099139,0.0
2018-11-09,-0.038308706307849716,-0.5916672615223547,-0.0,1.0,-0.39615009398719875,-0.3532728959954315,0.0
2018-11-12,-0.03782224024038347,-0.5963322442944697,-0.0,1.0,-0.3959172966398779,-0.35466100684425156,0.0
2018-11-13,-0.024904032984218758,-0.5960617980190512,-0.0,1.0,-0.3965451874318753,-0.3520449267807213,0.0
2018-11-14,-0.024740509028863926,-0.5962604862789705,-0.0,1.0,-0.39660647424048534,-0.3521967865775629,0.0
2018-11-15,-0.023974389376333883,-0.5969172397438938,-0.0,1.0,-0.39660896371828314,-0.35385345032013277,0.0
2018-11-16,-0.026147989531287174,-0.6014751368070427,-0.0,1.0,-0.39847727813466566,-0.3531525101118249,0.0
2018-11-19,-0.023798179999047122,-0.6031254466625375,-0.0,1.0,-0.4008290056696365,-0.35442374577159463,0.0
2018-11-20,-0.0054783474837546845,-0.6005075179054215,-0.0,1.0,-0.40276526111084765,-0.3628041550064033,0.0
2018-11-21,-0.010364402986832498,-0.5985913834122442,-0.0,1.0,-0.4030574988811156,-0.3435092926294961,0.0
2018-11-23,-0.011701276074775155,-0.5879126053585723,-0.0,1.0,-0.4090973301313745,-0.345646748599143,0.0
2018-11-26,-0.010858044609840545,-0.5936359139835597,-0.0,1.0,-0.40725910921638364,-0.34357114256777443,0.0
2018-11-27,-0.006595934463170743,-0.5949720670391061,-0.0,1.0,-0.4048636214262241,-0.3408994882869349,0.0
2018-11-28,-0.006526587627655828,-0.5964784599131354,-0.0,1.0,-0.40410846343467544,-0.3405564033337246,0.0
2018-11-29,-0.0,-0.591863425115019,-0.0,1.0,-0.40215792054928884,-0.3413671500969196,0.0
2018-11-30,-0.0,-0.5919525466476728,-0.0,1.0,-0.40209243128371597,-0.3412577940730016,0.0
2018-12-03,-0.0,-0.5919291936199528,-0.0,1.0,-0.40209243128371597,-0.3412577940730016,0.0
2018-12-04,-0.0,-0.5938898210290828,-0.0,1.0,-0.3975344891871737,-0.3389261744966443,0.0
2018-12-06,-0.0,-0.5861542730299667,-0.0,1.0,-0.39458472068072514,-0.3315066592674806,0.0
2018-12-07,-0.0,-0.5862850272819754,-0.0,1.0,-0.3945482289836308,-0.3311985572921483,0.0
2018-12-10,-0.0,-0.5876456555647306,-0.0,1.0,-0.38959996329938523,-0.3165428020919351,0.0
2018-12-11,-0.0,-0.5877629677212141,-0.0,1.0,-0.3885613342815848,-0.3178324806717291,0.0
2018-12-12,-0.0,-0.5877575368237508,-0.0,1.0,-0.38847336300646995,-0.31806084522553113,0.0
2018-12-13,-0.0,-0.5859357087173843,-0.0,1.0,-0.389737240335672,-0.31719172742697294,0.0
2018-12-14,-0.0,-0.5815398015081712,-0.0,1.0,-0.39290380251667467,-0.3176098466616241,0.0
2018-12-17,-0.0,-0.5802903852749515,-0.0,1.0,-0.38623528066765744,-0.31997256202126445,0.0
2018-12-18,-0.0,-0.5796059090805307,-0.0,1.0,-0.38484371075644447,-0.31883462337603025,0.0
2018-12-19,-0.0,-0.5809277643076077,-0.0,1.0,-0.3867514524909648,-0.3197081293746283,0.0
2018-12-20,-0.0,-0.5767194559810142,-0.0,1.0,-0.38736251198028393,-0.317899685089681,0.0
2018-12-21,-0.0,-0.5769641841955657,-0.0,1.0,-0.38706083001705516,-0.3099943149516771,0.0
2018-12-24,-0.0,-0.5680552411138783,-0.0,1.0,-0.3815712021734209,-0.31435363368802355,0.0
2018-12-26,-0.0,-0.5684804276911924,-0.0,1.0,-0.38252084088437843,-0.3143122508155129,0.0
2018-12-27,-0.0,-0.5565609848738744,-0.0,1.0,-0.36329512701923716,-0.3144312621489376,0.0
2018-12-28,-0.0,-0.556625483143055,-0.0,1.0,-0.36323420987957733,-0.31432784467928243,0.0
2018-12-31,-0.0,-0.5571543480203771,-0.0,1.0,-0.36305746715524173,-0.3141478237554741,0.0
2019-01-02,-0.0,-0.5572338286225003,-0.0,1.0,-0.3630655792648866,-0.3140878114177187,0.0
2019-01-03,-0.0,-0.5586522089792992,-0.0,1.0,-0.3827627923649073,-0.29890671207097413,0.0
2019-01-04,-0.0,-0.5603471354631447,-0.0,1.0,-0.3711404604676066,-0.2994378011779404,0.0
2019-01-07,-0.0,-0.5467066264130985,-0.0,1.0,-0.3674827563410388,-0.2894510676744749,0.0
2019-01-08,-0.0,-0.5313795536738114,-0.0,1.0,-0.38427273529152334,-0.2895166269736262,0.0
2019-01-09,-0.0,-0.5265882456604106,-0.0,1.0,-0.38395453343906955,-0.292294475284166,0.0
2019-01-10,-0.0,-0.5242583742594754,-0.0,1.0,-0.3866804677692867,-0.29136476754685403,0.0
2019-01-11,-0.0,-0.5251624270454796,-0.0,1.0,-0.38649928421979957,-0.29073890540689346,0.0
2019-01-14,-0.0,-0.5279431873318337,-0.0,1.0,-0.3935424110096599,-0.28399717701027744,0.0
2019-01-15,-0.0,-0.524163814990617,-0.0,1.0,-0.3922066453250911,-0.2913787393752069,0.0
2019-01-16,-0.0,-0.5231254689086015,-0.0,1.0,-0.38430645659561324,-0.2991967871485943,0.0
2019-01-17,-0.0,-0.5312444602020918,-0.0,1.0,-0.38446197482715827,-0.30019056904804114,0.0
2019-01-18,-0.0,-0.5263802587915637,-0.0,1.0,-0.38803144696109215,-0.3127101846284047,0.0
2019-01-22,-0.0,-0.5756059009483667,-0.0,1.0,-0.3838250790305585,-0.23588426413768881,0.0
2019-01-23,-0.0,-0.5589537932706079,-0.0,1.0,-0.3866205407311108,-0.2579159597206002,0.0
