Date,IWF,IWM,MTUM,RFI,SPY,VLUE,VXX
2018-09-24,-0.19553072625698323,-0.35456099391311596,-0.0,1.0,-0.28627115817560245,-0.2481864420912199,0.0
2018-09-25,-0.1929096737695644,-0.359356339179081,-0.0,1.0,-0.289898799421711,-0.2530852557252708,0.0
2018-09-26,-0.19268727082242013,-0.3592037716081718,-0.0,1.0,-0.28993190151911996,-0.25351492928234676,0.0
2018-09-27,-0.19283873536005364,-0.35888034528274215,-0.0,1.0,-0.28992855496658215,-0.25351463470845814,0.0
2018-09-28,-0.19277512362752494,-0.35906462157405084,-0.0,1.0,-0.2899589305171402,-0.25358310284133767,0.0
2018-10-01,-0.19300083822296732,-0.35884325230511316,-0.0,1.0,-0.2900880134115675,-0.25362531433361274,0.0
2018-10-02,-0.1932089708656466,-0.3587717459652064,-0.0,1.0,-0.2902116956612869,-0.2538042339132257,0.0
2018-10-03,-0.19268036912751677,-0.35134228187919464,-0.0,1.0,-0.2937080536912752,-0.25958473154362416,0.0
2018-10-04,-0.19574976923722415,-0.34721406394226734,-0.0,1.0,-0.29780985147268607,-0.2570907107493497,0.0
2018-10-05,-0.19439209280897934,-0.346819114629141,-0.0,1.0,-0.29708506093730364,-0.25576915022825314,0.0
2018-10-08,-0.19417170850168528,-0.34670379132036766,-0.0,1.0,-0.297004207925974,-0.25559486674901083,0.0
2018-10-09,-0.19046521374685665,-0.34694048616932105,-0.0,1.0,-0.2990779547359598,-0.2590737636211232,0.0
2018-10-10,-0.1924423113197661,-0.3462159159977365,-0.0,1.0,-0.30042126883658543,-0.2567853624798273,0.0
2018-10-11,-0.1674341499355314,-0.33642373262929537,-0.0,1.0,-0.28806205358056525,-0.254702114160578,0.0
2018-10-12,-0.16215258230645735,-0.34938804445278454,-0.0,1.0,-0.30368424344780137,-0.269823398177686,0.0
2018-10-15,-0.15160022459292533,-0.3577682117828103,-0.0,1.0,-0.30099611121508935,-0.2692203714101524,0.0
2018-10-16,-0.14748980101573558,-0.36529015069519605,-0.0,1.0,-0.3002456081924902,-0.26839980018316545,0.0
2018-10-17,-0.14223203781295796,-0.35482672500980417,-0.0,1.0,-0.29790088546719234,-0.2690870812607072,0.0
2018-10-18,-0.1426447202660003,-0.3561058218541542,-0.0,1.0,-0.29724706222506764,-0.2692426839594391,0.0
2018-10-19,-0.13136993329912774,-0.34778860954335555,-0.0,1.0,-0.30189840944073887,-0.27127757824525395,0.0
2018-10-22,-0.1313456724258218,-0.3445848893995978,-0.0,1.0,-0.3033611031312841,-0.27266384864776133,0.0
2018-10-23,-0.1277805239742956,-0.3469064096226726,-0.0,1.0,-0.30865875762069533,-0.27630169714944797,0.0
2018-10-24,-0.12681010366957382,-0.3439402665789041,-0.0,1.0,-0.3089106467006747,-0.2772955405627777,0.0
2018-10-25,-0.10585170340681363,-0.31745490981963925,-0.0,1.0,-0.32002004008016033,-0.26070140280561127,0.0
2018-10-26,-0.10261167973504118,-0.31404002314399154,-0.0,1.0,-0.320205103649169,-0.2583148779952515,0.0
2018-10-29,-0.10470743510778707,-0.3136423629164501,-0.0,1.0,-0.32368115826100874,-0.2577290725112987,0.0
2018-10-30,-0.0939695374577187,-0.31485299121349797,-0.0,1.0,-0.3251406040469948,-0.26751796329283667,0.0
2018-10-31,-0.09582221514198097,-0.30654347046875624,-0.0,1.0,-0.32380819626428775,-0.26514397228085546,0.0
2018-11-01,-0.07796170721978461,-0.3231152772237734,-0.0,1.0,-0.32564818508177107,-0.2676705225368967,0.0
2018-11-02,-0.08092175777063236,-0.30903894247945696,-0.0,1.0,-0.32976062879599854,-0.2651145250287801,0.0
2018-11-05,-0.08004444709010457,-0.3113478976923229,-0.0,1.0,-0.32984106196797425,-0.26301168720360335,0.0
2018-11-06,-0.07374212263679103,-0.3104331299389817,-0.0,1.0,-0.34046213864159247,-0.275962788836651,0.0
2018-11-07,-0.0734808949673085,-0.31039929618299245,-0.0,1.0,-0.3398516385739708,-0.2757483054405855,0.0
2018-11-08,-0.07747950490274874,-0.3120880887317152,-0.0,1.0,-0.34367465037775274,-0.276060922681241,0.0
2018-11-09,-0.07638134331361424,-0.31313131313131315,-0.0,1.0,-0.3460501428628919,-0.27659060726789814,0.0
2018-11-12,-0.07645063524878068,-0.30092527547518216,-0.0,1.0,-0.35391285149428975,-0.27583646107219556,0.0
2018-11-13,-0.0738186411114898,-0.30072776118206057,-0.0,1.0,-0.3550592433689529,-0.27524609555123397,0.0
2018-11-14,-0.07419212573169753,-0.30039692085638686,-0.0,1.0,-0.3550437013872183,-0.2750180418571085,0.0
2018-11-15,-0.07382496597005365,-0.3005644967571463,-0.0,1.0,-0.3564736968532308,-0.270878372968212,0.0
2018-11-16,-0.06888031818729662,-0.2944839500220964,-0.0,1.0,-0.36143586035113096,-0.2839781447109397,0.0
2018-11-19,-0.06909989353795472,-0.2943976859570536,-0.0,1.0,-0.3612879898760621,-0.28393226603459015,0.0
2018-11-20,-0.03582579457209191,-0.29004883516131613,-0.0,1.0,-0.36980626050756543,-0.3057601473060604,0.0
2018-11-21,-0.03847376156993604,-0.286159774361419,-0.0,1.0,-0.3686092241687522,-0.29301235450681284,0.0
2018-11-23,-0.03923008234943943,-0.27992856434170055,-0.0,1.0,-0.3714058934418097,-0.2937791447564242,0.0
2018-11-26,-0.03885979528683647,-0.2819368404348171,-0.0,1.0,-0.37026898357533916,-0.2925890660953741,0.0
2018-11-27,-0.033542728457982694,-0.28408597052664847,-0.0,1.0,-0.36794279167160526,-0.28985421358302715,0.0
2018-11-28,-0.03569520568274006,-0.27707315142761035,-0.0,1.0,-0.3728012030313223,-0.2930805912265775,0.0
2018-11-29,-0.017735227183551753,-0.27175704308247667,-0.0,1.0,-0.37359726908891155,-0.2987522561406262,0.0
2018-11-30,-0.017931413324962727,-0.27214941536529863,-0.0,1.0,-0.3747940045515185,-0.29700619948206863,0.0
2018-12-03,-0.018658915033193228,-0.2724790823741996,-0.0,1.0,-0.3753584475782692,-0.2975998742978355,0.0
2018-12-04,-0.016567003234976962,-0.27285560239192236,-0.0,1.0,-0.3742966375845505,-0.2968728556023919,0.0
2018-12-06,-0.013886225018220877,-0.24404465073458897,-0.0,1.0,-0.37563773063792244,-0.2843990947101922,0.0
2018-12-07,-0.019088220609133157,-0.2441141452548297,-0.0,1.0,-0.37638744863079465,-0.28073510773130544,0.0
2018-12-10,-0.006948278159562924,-0.245397955492947,-0.0,1.0,-0.377986331880223,-0.2732862500237954,0.0
2018-12-11,-0.006054836252856055,-0.2459063214013709,-0.0,1.0,-0.37762757044935263,-0.2744478293983244,0.0
2018-12-12,-0.004499180234109887,-0.2470926907385519,-0.0,1.0,-0.3778930110191787,-0.2769283562740687,0.0
2018-12-13,-0.0023813181748348444,-0.2456790597634045,-0.0,1.0,-0.39370487017975114,-0.2786334306345061,0.0
2018-12-14,-0.006378849885680251,-0.23476857455761138,-0.0,1.0,-0.4010605798605107,-0.27915153611159144,0.0
2018-12-17,-0.0030868339820158373,-0.2339858504131756,-0.0,1.0,-0.39906436336445733,-0.2811511398278275,0.0
2018-12-18,-0.004351441777709014,-0.24106987448507938,-0.0,1.0,-0.4054963544587773,-0.2830564527046628,0.0
2018-12-19,-0.002379708630796912,-0.2418596552324569,-0.0,1.0,-0.4067753980691469,-0.2837077021301294,0.0
2018-12-20,-0.0026865094704290686,-0.24054889833784307,-0.0,1.0,-0.40651333591032085,-0.2829918824893699,0.0
2018-12-21,-0.0012028558125097004,-0.24167701381344095,-0.0,1.0,-0.40891277355269284,-0.28827797609809097,0.0
2018-12-24,-0.0,-0.23795885984093507,-0.0,1.0,-0.40772490663157696,-0.28941308512491054,0.0
2018-12-26,-0.0,-0.2410878918254456,-0.0,1.0,-0.3969345421020283,-0.28269053472649047,0.0
2018-12-27,-0.0,-0.2259595542715642,-0.0,1.0,-0.36708813266799234,-0.28293250290774025,0.0
2018-12-28,-0.0,-0.2298410553772824,-0.0,1.0,-0.3660980690198728,-0.2806207660117473,0.0
