Date,FICO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3560293250189602,-0.5680177523103284,-0.2840088761551642,-0.34159152832785594,-0.25926238027021714,0.0
2018-09-25,1.0,-0.3573514545658767,-0.5666910030326856,-0.28616758396046277,-0.34041895990115695,-0.2573851510726722,0.0
2018-09-26,1.0,-0.35753797770477075,-0.5669278072613932,-0.28666498188863615,-0.3402409232583607,-0.2565636144104681,0.0
2018-09-27,1.0,-0.35673714992689237,-0.5710549994376335,-0.28568215048925877,-0.3409908896637049,-0.2573670003374199,0.0
2018-09-28,1.0,-0.3552768482326144,-0.5722561232811225,-0.2859312167824302,-0.3409915356711004,-0.2576136779055707,0.0
2018-10-01,1.0,-0.355091824394634,-0.572545490339455,-0.2860196304525129,-0.34094552408808393,-0.2577832775543494,0.0
2018-10-02,1.0,-0.3548958919527293,-0.5763083849184019,-0.2848902644907147,-0.3404051772650535,-0.2572594259988745,0.0
2018-10-03,1.0,-0.35572777229815417,-0.5821332957587714,-0.2856136395660138,-0.3395801042694096,-0.25506552064252497,0.0
2018-10-04,1.0,-0.35650091562191866,-0.5803070855050008,-0.28578673052542614,-0.3406113537117904,-0.2541484716157205,0.0
2018-10-05,1.0,-0.3554205002672969,-0.5812441968430827,-0.2845446104499029,-0.3400016881911032,-0.25244084297009084,0.0
2018-10-08,1.0,-0.3542831455623296,-0.5791588233641446,-0.2823588907931335,-0.3419492596858933,-0.2518191779282443,0.0
2018-10-09,1.0,-0.35871004083931846,-0.5810449232502465,-0.29021264610618225,-0.33950147866497676,-0.2470637938318547,0.0
2018-10-10,1.0,-0.3585150132386908,-0.5815165342797589,-0.28987099318348264,-0.3394456650329559,-0.24739451298518395,0.0
2018-10-11,1.0,-0.3392091208456706,-0.5809558070675485,-0.26778647923181226,-0.3306306555607826,-0.24866480338711014,0.0
2018-10-12,1.0,-0.3408071748878924,-0.5799609342760461,-0.2680128751822609,-0.3232826212550552,-0.2390162040221189,0.0
2018-10-15,1.0,-0.3369326299593362,-0.5863006923837785,-0.262995933619079,-0.32256291900208817,-0.23873502582701395,0.0
2018-10-16,1.0,-0.33602593691614463,-0.5898725134630178,-0.26024837894274094,-0.3227277722826684,-0.23870755028025056,0.0
2018-10-17,1.0,-0.3317589887793825,-0.5797046056403397,-0.2572551803216031,-0.32119358977859075,-0.24013759589396377,0.0
2018-10-18,1.0,-0.3323502102790977,-0.5808891801846087,-0.25670435305041234,-0.3206892784969141,-0.24026435086569448,0.0
2018-10-19,1.0,-0.325794803572883,-0.5749463796052453,-0.2521651779654115,-0.3228626503407271,-0.23924198409035377,0.0
2018-10-22,1.0,-0.3247893449306877,-0.5790975808643652,-0.25615656428377276,-0.3204946996466431,-0.2375917368850231,0.0
2018-10-23,1.0,-0.3251895534962089,-0.578851536810066,-0.25722205614588145,-0.31945539038508575,-0.2369486642932848,0.0
2018-10-24,1.0,-0.325448768432773,-0.5782527224832306,-0.2556554327458382,-0.3195013985824077,-0.2368356733563262,0.0
2018-10-25,1.0,-0.31812686386717176,-0.5678514816904435,-0.2559576583111684,-0.31818059697482604,-0.22651191531662235,0.0
2018-10-26,1.0,-0.3082558015185542,-0.5646989626777885,-0.2354026307346808,-0.3376911560260935,-0.22748903860549674,0.0
2018-10-29,1.0,-0.3129392199989271,-0.5651252615203047,-0.2369776299554745,-0.34193444557695407,-0.22528297838098815,0.0
2018-10-30,1.0,-0.31235918892822656,-0.5651754103636949,-0.23658942173586525,-0.34202338804849264,-0.22594142259414224,0.0
2018-10-31,1.0,-0.31611388318168476,-0.5500707100354885,-0.237905915628252,-0.3413827147317021,-0.2228566854337327,0.0
2018-11-01,1.0,-0.3166181847295242,-0.549491606842625,-0.23842438152171014,-0.34135731632462435,-0.2228389954898455,0.0
2018-11-02,1.0,-0.31645265490269364,-0.5502282495528444,-0.23855415254011053,-0.3412264075389092,-0.2231239488507435,0.0
2018-11-05,1.0,-0.33164275446828134,-0.5341596376556101,-0.2326489653114914,-0.3535027528409862,-0.2601773751729001,0.0
2018-11-06,1.0,-0.3291084271950061,-0.5325824399511466,-0.23389876509702812,-0.3553806486633193,-0.2631021848283349,0.0
2018-11-07,1.0,-0.32571335487198977,-0.5335161404175603,-0.23962207802785548,-0.35324301577389844,-0.2628621073493878,0.0
2018-11-08,1.0,-0.33057017424263085,-0.5352166443977858,-0.2424126741744608,-0.3566111308046792,-0.26199111062634634,0.0
2018-11-09,1.0,-0.33107850090011454,-0.5354045060280399,-0.2421035404506028,-0.3566090229665594,-0.2624243085483607,0.0
2018-11-12,1.0,-0.33111213860255123,-0.5266135393151467,-0.2420648951505426,-0.3596431582669241,-0.2603693529523758,0.0
2018-11-13,1.0,-0.3312581557198782,-0.5286265767725098,-0.24105589386689866,-0.35947694649847756,-0.2581557198782079,0.0
2018-11-14,1.0,-0.3327984333777572,-0.5280278510620937,-0.24081377322055103,-0.3601871243234422,-0.25800310060652215,0.0
2018-11-15,1.0,-0.3327620912899189,-0.5283716881562482,-0.24065611228986453,-0.3600729013655405,-0.25833741363364343,0.0
2018-11-16,1.0,-0.33370578296179215,-0.5313947784378917,-0.24129285441761594,-0.36112170927127046,-0.2576988063443615,0.0
2018-11-19,1.0,-0.3341508611292784,-0.5296762589928057,-0.24667538696315675,-0.3582406801831262,-0.2563767168083715,0.0
2018-11-20,1.0,-0.3499271557766843,-0.5385249731988235,-0.25792352730971163,-0.35748646196981776,-0.2449764974298359,0.0
2018-11-21,1.0,-0.3511538145684487,-0.5361200076647231,-0.2609016999260902,-0.35457556595767975,-0.23462264925679557,0.0
2018-11-23,1.0,-0.35104810902523126,-0.5344535055552515,-0.2614525751190411,-0.35490668272125225,-0.23468885118493787,0.0
2018-11-26,1.0,-0.35093575571850716,-0.538387873481449,-0.2603425632045529,-0.353480354602167,-0.23300864616394876,0.0
2018-11-27,1.0,-0.34885879654908813,-0.546958610898766,-0.24694222998798734,-0.3550016380910779,-0.23239052091296278,0.0
2018-11-28,1.0,-0.34803291686032206,-0.5572080815813216,-0.24408781474697214,-0.35295404215764004,-0.23167564316373676,0.0
2018-11-29,1.0,-0.34870995102465185,-0.5573066294563463,-0.24479465922460258,-0.3531697173657282,-0.23207201291417004,0.0
2018-11-30,1.0,-0.3526648351648352,-0.5632417582417583,-0.23895604395604397,-0.3625274725274725,-0.22986263736263735,0.0
2018-12-03,1.0,-0.3548772027195782,-0.5686971000416262,-0.24406826696267517,-0.3700846399333981,-0.23735257388649922,0.0
2018-12-04,1.0,-0.3522598165544379,-0.569457145232355,-0.2453238008146978,-0.36816582148696203,-0.23587441460913902,0.0
2018-12-06,1.0,-0.34662576687116564,-0.551079097283085,-0.2593667835232253,-0.3611963190184049,-0.22058501314636283,0.0
2018-12-07,1.0,-0.34347396719152906,-0.5539035496790475,-0.2550886048170297,-0.3643495912657047,-0.22634004498820431,0.0
2018-12-10,1.0,-0.34333104866346814,-0.5553118574366004,-0.25447566826593554,-0.3642494859492803,-0.2242357779300891,0.0
2018-12-11,1.0,-0.34943096119566713,-0.5519265048676814,-0.2590703414232826,-0.3659399424105307,-0.21598793363499247,0.0
2018-12-12,1.0,-0.3496503496503497,-0.5517345399698341,-0.25931715343480055,-0.36602221308103666,-0.2156588509529686,0.0
2018-12-13,1.0,-0.35038159556360843,-0.5537802668423654,-0.2581672431779498,-0.3656179651896997,-0.21734475374732337,0.0
2018-12-14,1.0,-0.35186049704791983,-0.5351366195249211,-0.26725250583550736,-0.374955375532061,-0.21691610600027464,0.0
2018-12-17,1.0,-0.3481394201786595,-0.5355674905463912,-0.2640708061599167,-0.37044445662300657,-0.22195429385652438,0.0
2018-12-18,1.0,-0.3471625871735266,-0.5342267195405443,-0.2630657732804595,-0.3695063585395871,-0.22089429782578968,0.0
