Date,IWF,IWM,MTUM,SHOO,SPY,VLUE,VXX
2018-09-24,-0.24494089064027733,-0.7635921898610413,-0.059257503481378336,1.0,-0.4136766318035021,-0.4813783295309769,0.0
2018-09-25,-0.24383577921692118,-0.7677796922345672,-0.055611668944210095,1.0,-0.41741429505079913,-0.48606737567583624,0.0
2018-09-26,-0.2439082656473961,-0.7704849498327759,-0.0493908265647396,1.0,-0.42349498327759194,-0.4988354037267081,0.0
2018-09-27,-0.2448072102184553,-0.7674883609884208,-0.050226811507699656,1.0,-0.4232720544347619,-0.4985376626477259,0.0
2018-09-28,-0.24203041438857517,-0.7713244301036718,-0.050909742762391325,1.0,-0.42400884347644224,-0.49938752950315196,0.0
2018-10-01,-0.24694765261736917,-0.7718014099295036,-0.04991750412479376,1.0,-0.4292185390730464,-0.5020248987550623,0.0
2018-10-02,-0.24691469237005675,-0.77851845179113,-0.04825391105906375,1.0,-0.4282797345584482,-0.5007656967840736,0.0
2018-10-03,-0.2535177024768272,-0.8074760674669502,-0.05084333687889378,1.0,-0.4305424707491262,-0.49667223826166235,0.0
2018-10-04,-0.2554600407035023,-0.8035296619179246,-0.051395765620728416,1.0,-0.43291516053582824,-0.49427417150147324,0.0
2018-10-05,-0.24984852157052836,-0.8036839554047505,-0.04501938923897237,1.0,-0.43413717886572956,-0.4968795443528841,0.0
2018-10-08,-0.249273343829478,-0.8033486738524888,-0.044174639699648785,1.0,-0.4343284485890759,-0.49663921521133586,0.0
2018-10-09,-0.24660983526984803,-0.8061766222734581,-0.03509996056184207,1.0,-0.44082759457573645,-0.5050207808755272,0.0
2018-10-10,-0.2459735119500685,-0.8120261835895874,-0.03169432181458365,1.0,-0.4428375704064545,-0.5120414066067894,0.0
2018-10-11,-0.24059899155579856,-0.8195431626268148,-0.021657250470809793,1.0,-0.44231820667031163,-0.5133649231516918,0.0
2018-10-12,-0.24503351065428425,-0.8174495837465813,-0.018453400655185883,1.0,-0.4269828389384786,-0.4975205121269497,0.0
2018-10-15,-0.23601944077763112,-0.8319632785311413,-0.005910236409456378,1.0,-0.42661706468258725,-0.499609984399376,0.0
2018-10-16,-0.23739193083573484,-0.8281700288184438,-0.009155859750240154,1.0,-0.4269932756964457,-0.5001801152737751,0.0
2018-10-17,-0.2271743320582392,-0.8050588619043384,-0.0,1.0,-0.4258221391928358,-0.5072798979924681,0.0
2018-10-18,-0.22822956563047414,-0.8082895400967904,-0.0,1.0,-0.4246310976514949,-0.507912472907574,0.0
2018-10-19,-0.22794468288030523,-0.8178350023843586,-0.0,1.0,-0.42495231282784934,-0.5096864568431092,0.0
2018-10-22,-0.22881991303043936,-0.8349977507872245,-0.005967911231069125,1.0,-0.42189233768181134,-0.5072724546408757,0.0
2018-10-23,-0.23849802132737216,-0.841222849892759,-0.01827628915808235,1.0,-0.41633688789535694,-0.5065704014741866,0.0
2018-10-24,-0.23860549351041352,-0.8403863567763357,-0.014246906127377001,1.0,-0.4170238454572895,-0.5081497132508301,0.0
2018-10-25,-0.2109524510525541,-0.8077138230531429,-0.007272191962314147,1.0,-0.43170911232150744,-0.4865596938024436,0.0
2018-10-26,-0.19694977649224296,-0.7992228357729279,-0.0,1.0,-0.4433049931340754,-0.4821632044876852,0.0
2018-10-29,-0.17954611579866162,-0.8083794006400931,-0.0,1.0,-0.43462321792260694,-0.486936281640966,0.0
2018-10-30,-0.14915085208107234,-0.8178511717947966,-0.0,1.0,-0.44501803889361446,-0.5211333704866101,0.0
2018-10-31,-0.15151041829371154,-0.9041579457061636,-0.0,1.0,-0.49632938677329663,-0.5719283996126331,0.0
2018-11-01,-0.11912009288605768,-0.9376157153167853,-0.0,1.0,-0.502337841654376,-0.5789374588131923,0.0
2018-11-02,-0.11943624835206229,-0.938006152300835,-0.0,1.0,-0.5023541967480696,-0.5791324000251115,0.0
2018-11-05,-0.1178537809852526,-0.9420144336366489,-0.0,1.0,-0.5024474427361155,-0.5754314402259179,0.0
2018-11-06,-0.12517271699535235,-0.9484989322949378,-0.0,1.0,-0.4983984424067328,-0.5682703177992715,0.0
2018-11-07,-0.12445072190834902,-0.9489956057752669,-0.0,1.0,-0.4971751412429379,-0.5681104833647207,0.0
2018-11-08,-0.10869633001777307,-0.9493623522808768,-0.0,1.0,-0.49016245205949305,-0.5698294409279411,0.0
2018-11-09,-0.10749399169761852,-0.9502481350853647,-0.0,1.0,-0.49311776272667684,-0.5703361528137583,0.0
2018-11-12,-0.10653926359363813,-0.9430109869588222,-0.0,1.0,-0.4946310187058421,-0.5682716548912197,0.0
2018-11-13,-0.08358559337740161,-0.9438438252919008,-0.0,1.0,-0.49549020819175876,-0.5659479829492802,0.0
2018-11-14,-0.0838249374556012,-0.9435710535256508,-0.0,1.0,-0.495444296877413,-0.5657719986410106,0.0
2018-11-15,-0.08302480562754534,-0.9456065654695791,-0.0,1.0,-0.498920153029742,-0.5577563865235098,0.0
2018-11-16,-0.07928932134499322,-0.9365993348934598,-0.0,1.0,-0.49886069713018844,-0.5644168000985342,0.0
2018-11-19,-0.08207070707070707,-0.9358524267060851,-0.0,1.0,-0.49759793052475976,-0.5640551860064055,0.0
2018-11-20,-0.07180826547856813,-0.9365493931479489,-0.0,1.0,-0.4972806882777693,-0.567030265785835,0.0
2018-11-21,-0.07493595217762597,-0.9336952543613518,-0.0,1.0,-0.4942051970233012,-0.5470598999634012,0.0
2018-11-23,-0.07501907523271785,-0.9363650236532887,-0.0,1.0,-0.4935449412482832,-0.5471387150923241,0.0
2018-11-26,-0.07517327715184269,-0.9355744862752282,-0.0,1.0,-0.4945192513205703,-0.5480748679429636,0.0
2018-11-27,-0.07206630709693147,-0.9364353840997045,-0.0,1.0,-0.4924581771642746,-0.5462412773867202,0.0
2018-11-28,-0.07116504558343752,-0.9424947403725951,-0.0,1.0,-0.490319236515535,-0.5450803427142727,0.0
2018-11-29,-0.05007252508159072,-0.9333675812885289,-0.0,1.0,-0.48890970627341956,-0.5495285869696603,0.0
2018-11-30,-0.04928640541848088,-0.9340832123850991,-0.0,1.0,-0.4888425253991292,-0.5514634736332849,0.0
2018-12-03,-0.0512898238806875,-0.9353723968595592,-0.0,1.0,-0.4910727818363697,-0.5535784655491224,0.0
2018-12-04,-0.05006970964417773,-0.9362308298478511,-0.0,1.0,-0.490968054797842,-0.553585500394011,0.0
2018-12-06,-0.04416519246019643,-0.9512596840114683,-0.0,1.0,-0.49469285670713115,-0.5599951198682365,0.0
2018-12-07,-0.04626551587422611,-0.9512641434627467,-0.0,1.0,-0.4944341089999694,-0.5578395193510018,0.0
2018-12-10,-0.03610579696942091,-0.9546324132276578,-0.0,1.0,-0.492909416659075,-0.5530047675442592,0.0
2018-12-11,-0.03856431434471031,-0.9535406291752703,-0.0,1.0,-0.4934713956030608,-0.5509838454998178,0.0
2018-12-12,-0.04232981345668117,-0.9544444782569002,-0.0,1.0,-0.49742856273393987,-0.5489181704756398,0.0
2018-12-13,-0.04242184649069456,-0.9520435470137453,-0.0,1.0,-0.4988444228196083,-0.5476827636540567,0.0
2018-12-14,-0.038669311765603544,-0.9682282923851672,-0.0,1.0,-0.4945826339081337,-0.5505875171677095,0.0
2018-12-17,-0.023881959233343474,-0.9698509278977792,-0.0,1.0,-0.48375418314572566,-0.5648007301490722,0.0
2018-12-18,-0.008001212304894681,-0.9622670101530535,-0.0,1.0,-0.4858311865434156,-0.5746628277011668,0.0
2018-12-19,-0.016115815350996994,-0.9611520835230205,-0.0,1.0,-0.48347446052990983,-0.574251115360102,0.0
2018-12-20,-0.013464447806354009,-0.947624810892587,-0.0,1.0,-0.4940090771558245,-0.5706505295007563,0.0
2018-12-21,-0.00937057458796589,-0.9495616017355147,-0.0,1.0,-0.49468197294284244,-0.5594323420410376,0.0
2018-12-24,-0.0,-0.9326522663950388,-0.0,1.0,-0.488091314898589,-0.5751220827466371,0.0
2018-12-26,-0.0,-0.9372823336806071,-0.0,1.0,-0.472927518976038,-0.5663938086024706,0.0
2018-12-27,-0.0,-0.9179698939846542,-0.0,1.0,-0.44708018508756514,-0.5635506355063551,0.0
2018-12-28,-0.0,-0.9206544326396816,-0.0,1.0,-0.44522492463488167,-0.560921356864811,0.0
2018-12-31,-0.0,-0.9218722557227329,-0.0,1.0,-0.4449095486212751,-0.5604472806041801,0.0
2019-01-02,-0.0,-0.9211488403381007,-0.0,1.0,-0.44277733906583605,-0.5608200988564243,0.0
2019-01-03,-0.0,-0.9206209981580563,-0.0,1.0,-0.44607198198988396,-0.5570271613601145,0.0
2019-01-04,-0.0,-0.9228463329452852,-0.0,1.0,-0.4299476135040745,-0.5575378346915016,0.0
2019-01-07,-0.0,-0.9042110399862215,-0.0,1.0,-0.422797600252605,-0.5435313029250509,0.0
2019-01-08,-0.0,-0.9021661167694734,-0.0,1.0,-0.423870319896715,-0.5429923970735906,0.0
2019-01-09,-0.0,-0.9027203856749312,-0.0,1.0,-0.42407024793388426,-0.5428145087235996,0.0
2019-01-10,-0.0,-0.8993342516069789,-0.0,1.0,-0.42860422405876947,-0.5416666666666666,0.0
2019-01-11,-0.0,-0.9008631888911344,-0.0,1.0,-0.43681976962383445,-0.5492364098270736,0.0
2019-01-14,-0.0,-0.9021079988449322,-0.0,1.0,-0.4429396477043026,-0.5426220040427375,0.0
2019-01-15,-0.0,-0.8948266389057574,-0.0,1.0,-0.4436829472831902,-0.5532517856626471,0.0
2019-01-16,-0.0,-0.8930944813637676,-0.0,1.0,-0.4361456226524126,-0.5600982375036117,0.0
2019-01-17,-0.0,-0.8912384088742527,-0.0,1.0,-0.43698182973683447,-0.5605049542132479,0.0
2019-01-18,-0.0,-0.8868017651840668,-0.0,1.0,-0.44443154105214255,-0.5720299616769249,0.0
2019-01-22,-0.0,-1.005013261826343,-0.0,1.0,-0.36220816695327757,-0.5474656795592993,0.0
2019-01-23,-0.0,-0.9798581311848674,-0.0,1.0,-0.36599819015091806,-0.5732842922614356,0.0
2019-01-24,-0.0,-0.972402123811191,-0.0,1.0,-0.37653888791644785,-0.5683820526285082,0.0
2019-01-25,-0.0,-1.0127031625887462,-0.0,1.0,-0.3405503725869859,-0.5805022589919615,0.0
2019-01-28,-0.0,-1.0007047630234334,-0.0,1.0,-0.3575791390145064,-0.5782580607270805,0.0
2019-01-29,-0.0,-0.9896434035541956,-0.0,1.0,-0.35924443921384014,-0.5933564787572083,0.0
2019-01-30,-0.0,-0.9912841200200229,-0.0,1.0,-0.3607667618739142,-0.5925031653956008,0.0
2019-01-31,-0.0,-1.0045122095080807,-0.0,1.0,-0.3413648696472809,-0.6032794620738469,0.0
2019-02-01,-0.0,-1.0032170473997992,-0.0,1.0,-0.3483560592645062,-0.5998465261790922,0.0
2019-02-04,-0.0,-0.9952851038750553,-0.0,1.0,-0.34639752467953444,-0.6051274495358775,0.0
2019-02-05,-0.0,-1.0003836732284626,-0.0,1.0,-0.3488475046483487,-0.6021013487589646,0.0
2019-02-06,-0.0,-1.0025964063375918,-0.0,1.0,-0.34951169858082787,-0.598353642345027,0.0
2019-02-07,-0.0,-1.0038942648100073,-0.0,1.0,-0.3498642907717725,-0.5964420580599481,0.0
2019-02-08,-0.0,-1.0073566342659614,-0.0,1.0,-0.36295683517002986,-0.5841876680355719,0.0
2019-02-11,-0.0,-0.9950515586108807,-0.0,1.0,-0.3610288017067678,-0.6070878274268104,0.0
2019-02-12,-0.0,-1.0001781790105126,-0.0,1.0,-0.36805844271544813,-0.6014432499851518,0.0
2019-02-13,-0.0,-1.013210235706228,-0.0,1.0,-0.36314789526806385,-0.5922044766371787,0.0
2019-02-14,-0.0,-0.9788562762066196,-0.0,1.0,-0.3894786927171618,-0.6054361078894935,0.0
2019-02-15,-0.0,-1.020699458082857,-0.0,1.0,-0.3601231899079037,-0.5804732150789186,0.0
2019-02-19,-0.0,-1.0097175738359463,-0.0,1.0,-0.35561622922905295,-0.5705184663261113,0.0
2019-02-20,-0.0,-1.0162896194179332,-0.0,1.0,-0.3659125721691999,-0.5634794391422174,0.0
2019-02-21,-0.0,-1.0285604242585844,-0.0,1.0,-0.3772701685776079,-0.5568393920540397,0.0
2019-02-22,-0.0,-1.0121378577124125,-0.0,1.0,-0.3918372168571512,-0.5493045096128288,0.0
2019-02-25,-0.0,-1.0080016534782097,-0.0,1.0,-0.3922286524152593,-0.5523798275658439,0.0
2019-02-26,-0.0,-1.006238174077578,-0.0,1.0,-0.3915562913907285,-0.5587157048249763,0.0
2019-02-27,-0.0,-1.007971420979599,-0.0,1.0,-0.40237961678131734,-0.5420271028313306,0.0
2019-02-28,-0.0,-1.0271521410130864,-0.0,1.0,-0.4260363809015104,-0.5142585833407519,0.0
2019-03-01,-0.0,-1.0320331356715038,-0.0,1.0,-0.41517923656843175,-0.5326142018534522,0.0
2019-03-04,-0.0,-1.0263564509419385,-0.0,1.0,-0.42336720746419443,-0.5216913294110656,0.0
2019-03-05,-0.0,-1.020572823627486,-0.0,1.0,-0.4321186137906395,-0.5245623436941765,0.0
2019-03-06,-0.0,-1.020603823021497,-0.0,1.0,-0.4317870541296969,-0.5250104210087536,0.0
2019-03-07,-0.0,-1.002675068362858,-0.0,1.0,-0.45410771608607775,-0.5154856735227678,0.0
2019-03-08,-0.0,-1.0081893984514594,-0.0,1.0,-0.4558070279928529,-0.5139666468135795,0.0
2019-03-11,-0.0,-1.00498656315318,-0.0,1.0,-0.46192893401015234,-0.5190504628247239,0.0
2019-03-12,-0.0,-0.9797703498857763,-0.0,1.0,-0.4763736924371769,-0.5497475051100157,0.0
2019-03-13,-0.0,-0.9868329659046297,-0.0,1.0,-0.4835865068100142,-0.5495424757648054,0.0
2019-03-14,-0.0,-0.9844626802630785,-0.0,1.0,-0.4865443794122971,-0.5459482290472456,0.0
2019-03-15,-0.0,-0.976615440464666,-0.0,1.0,-0.4938589060987415,-0.5547253146176185,0.0
2019-03-18,-0.0,-0.9884724467079381,-0.0,1.0,-0.5019365069683754,-0.5592388155286512,0.0
2019-03-19,-0.0,-0.9917370547190599,-0.0,1.0,-0.5011323295384992,-0.567450116293304,0.0
2019-03-20,-0.0,-0.9886218046488926,-0.0,1.0,-0.49960344091269604,-0.562229272161552,0.0
2019-03-21,-0.0,-0.9853026199677449,-0.0,1.0,-0.5172382314456988,-0.5403645437117731,0.0
2019-03-22,-0.0,-0.978277497322931,-0.0,1.0,-0.546458620162154,-0.534771301820407,0.0
2019-03-25,-0.0,-0.9345726262073993,-0.0,1.0,-0.5670979891865622,-0.5357815442561205,0.0
2019-03-26,-0.0,-0.9547648136835674,-0.0,1.0,-0.5639890042761149,-0.5355833842394624,0.0
2019-03-27,-0.0,-0.9462404982141223,-0.0,1.0,-0.5697408187562963,-0.5368012943798273,0.0
2019-03-28,-0.0,-0.9446415463665282,-0.0,1.0,-0.5644727183753365,-0.5493638365549303,0.0
2019-03-29,-0.0,-0.946978736423436,-0.0,1.0,-0.5639590026005813,-0.5485696802814747,0.0
2019-04-01,-0.0,-0.9552092581820409,-0.0,1.0,-0.5652573248017635,-0.5411321678963965,0.0
2019-04-02,-0.0,-0.9640815577904809,-0.0,1.0,-0.5786690306605937,-0.5141381102314065,0.0
2019-04-03,-0.0,-0.963082941140517,-0.0,1.0,-0.5771040889921154,-0.5158303282195464,0.0
2019-04-04,-0.0,-0.9614680019540792,-0.0,1.0,-0.5879946262823644,-0.5037860283341475,0.0
2019-04-05,-0.0,-0.9479424434057373,-0.0,1.0,-0.5852809091742278,-0.521797574313384,0.0
2019-04-08,-0.0,-0.9353362818362055,-0.0,1.0,-0.5876467896904073,-0.5271618118041789,0.0
2019-04-09,-0.0,-0.9216003912339151,-0.0,1.0,-0.6275330867744597,-0.5073814836323624,0.0
2019-04-10,-0.0,-0.924621119530677,-0.0,1.0,-0.6271693962356392,-0.5036971400635541,0.0
2019-04-11,-0.0,-0.9128853851559875,-0.0,1.0,-0.6388303235860299,-0.5038653099886943,0.0
2019-04-12,-0.0,-0.9152387061303033,-0.0,1.0,-0.6368245823024528,-0.5023672073062708,0.0
2019-04-15,-0.0,-0.9161671152434548,-0.0,1.0,-0.6377844384634206,-0.5045265475899193,0.0
2019-04-16,-0.0,-0.916347831410119,-0.0,1.0,-0.6429861344923633,-0.5014844969544857,0.0
2019-04-17,-0.0,-0.9012186906730358,-0.0,1.0,-0.6558576765264253,-0.5049604997244167,0.0
2019-04-18,-0.0,-0.8940798531436439,-0.0,1.0,-0.6578246902248739,-0.5076028759369742,0.0
2019-04-22,-0.0,-0.8945124382687647,-0.0,1.0,-0.661360080979111,-0.511487377687801,0.0
2019-04-23,-0.0,-0.9061691113028474,-0.0,1.0,-0.6552754837914458,-0.5200295821521016,0.0
2019-04-24,-0.0,-0.904239585900912,-0.0,1.0,-0.6566120285925561,-0.5202427902390929,0.0
2019-04-25,-0.0,-0.9189114049178302,-0.0,1.0,-0.6631039169652786,-0.5071049054738663,0.0
2019-04-26,-0.0,-0.89391813959288,-0.0,1.0,-0.7356526076249259,-0.4877645811901867,0.0
2019-04-29,-0.0,-0.9018983389534158,-0.0,1.0,-0.7398214062695141,-0.4805482702635194,0.0
2019-04-30,-0.0,-0.9066050692970408,-0.0,1.0,-0.7386065676114372,-0.4762766887251842,0.0
2019-05-01,-0.0,-0.8870806833769798,-0.0,1.0,-0.759041027559546,-0.47150517520887897,0.0
2019-05-02,-0.0,-0.8879251170046801,-0.0,1.0,-0.7663338533541342,-0.4658658346333853,0.0
2019-05-03,-0.0,-0.9124933612421507,-0.0,1.0,-0.7514761473335625,-0.46015183229716644,0.0
2019-05-06,-0.0,-0.8878799226112463,-0.0,1.0,-0.7607813767708917,-0.47185296136803345,0.0
2019-05-07,-0.0,-0.8677571126338058,-0.0,1.0,-0.7940572799898955,-0.4958476743818876,0.0
2019-05-08,-0.0,-0.8681077992572137,-0.0,1.0,-0.7977652921943942,-0.5084277687839254,0.0
2019-05-09,-0.0,-0.8661164894461196,-0.0,1.0,-0.8020314235835583,-0.5059831772734487,0.0
2019-05-10,-0.0,-0.8626481587120493,-0.0,1.0,-0.8050326424542056,-0.5014895100462698,0.0
2019-05-13,-0.0,-0.8627084257909085,-0.0,1.0,-0.8002282381284473,-0.5070373422937932,0.0
2019-05-14,-0.0,-0.8288433059205345,-0.0,1.0,-0.8094652928758233,-0.512556322273687,0.0
2019-05-15,-0.0,-0.8324135103598348,-0.0,1.0,-0.8238039673278881,-0.4974612885931439,0.0
2019-05-16,-0.0,-0.8345582436993344,-0.0,1.0,-0.819859319307321,-0.49985805759707286,0.0
2019-05-17,-0.0,-0.828297180385842,-0.0,1.0,-0.8137412775093935,-0.5154557797354047,0.0
2019-05-20,-0.0,-0.821062911508049,-0.0,1.0,-0.8150773398859592,-0.5141606023375233,0.0
2019-05-21,-0.0,-0.8255054726682018,-0.0,1.0,-0.8142131659464406,-0.5145254392328802,0.0
2019-05-22,-0.0,-0.8247562553245197,-0.0,1.0,-0.8154482062285048,-0.5150664184520242,0.0
2019-05-23,-0.0,-0.8239207895815597,-0.0,1.0,-0.8235423958628953,-0.5057862706145744,0.0
2019-05-24,-0.0,-0.8228864810381756,-0.0,1.0,-0.8232014615093866,-0.5037482676074083,0.0
2019-05-28,-0.0,-0.8254108165963608,-0.0,1.0,-0.8180129698419695,-0.5045961090474091,0.0
