Date,IWF,IWM,MTUM,OSW,SPY,VLUE,VXX
2018-09-24,-0.06872804797619596,-0.1922728876209758,-0.0,1.0,-0.14587647049801378,-0.1268884492093437,0.0
2018-09-25,-0.06901311249137336,-0.19213250517598343,-0.0,1.0,-0.14578636607622114,-0.1266927382869412,0.0
2018-09-26,-0.06907022036835406,-0.19218206075848426,-0.0,1.0,-0.1457467527488537,-0.1265162784278244,0.0
2018-09-27,-0.06986083011464655,-0.19050027588743793,-0.0,1.0,-0.14582183802341978,-0.12652504444853166,0.0
2018-09-28,-0.06967866560372846,-0.19085362114429388,-0.0,1.0,-0.14590359968111855,-0.12663273440853623,0.0
2018-10-01,-0.07077947993737144,-0.19037239431430938,-0.0,1.0,-0.146900807417186,-0.12696097995272157,0.0
2018-10-02,-0.07135399072567024,-0.18874182354205696,-0.0,1.0,-0.14765224334367227,-0.1277370021189694,0.0
2018-10-03,-0.07118404691361815,-0.18696366343777343,-0.0,1.0,-0.1482015934664804,-0.1287975315085737,0.0
2018-10-04,-0.0719888256151284,-0.18572810020107752,-0.0,1.0,-0.1491811079218407,-0.1280449431303627,0.0
2018-10-05,-0.06655079357819146,-0.18106694720151245,-0.0,1.0,-0.14874445410053513,-0.12829895256826604,0.0
2018-10-08,-0.06556478860378048,-0.17966395762944024,-0.0,1.0,-0.14901226676407026,-0.1276595744680851,0.0
2018-10-09,-0.06521011471868059,-0.17951799896540183,-0.0,1.0,-0.14899735264583272,-0.1277272312326933,0.0
2018-10-10,-0.06719644379490926,-0.17901290951163074,-0.0,1.0,-0.15045365972475946,-0.12570028011204482,0.0
2018-10-11,-0.04826360607182525,-0.16974453905960754,-0.0,1.0,-0.13980007404664938,-0.12313957793409848,0.0
2018-10-12,-0.04937424244636886,-0.16433254961519927,-0.0,1.0,-0.13204433605444163,-0.11459322108153103,0.0
2018-10-15,-0.043890296095728885,-0.1678458089498355,-0.0,1.0,-0.13018604244912219,-0.11380906629399948,0.0
2018-10-16,-0.043482691355868054,-0.1685154453081783,-0.0,1.0,-0.13005502663988122,-0.1136780504847585,0.0
2018-10-17,-0.036994967649173253,-0.15588785046728973,-0.0,1.0,-0.12848310567936735,-0.11644859813084113,0.0
2018-10-18,-0.036858145017537806,-0.1556264734632856,-0.0,1.0,-0.12864412627220975,-0.11641078718877579,0.0
2018-10-19,-0.032440980780464174,-0.15029420564475915,-0.0,1.0,-0.12748436364672527,-0.11451936913191524,0.0
2018-10-22,-0.03249020306376915,-0.14918418240114,-0.0,1.0,-0.12816530103313148,-0.1151692198076238,0.0
2018-10-23,-0.03294151171902829,-0.1491486784925554,-0.0,1.0,-0.1277623423808506,-0.11495333760775095,0.0
2018-10-24,-0.03230347063256224,-0.1469580424551775,-0.0,1.0,-0.12743662292238353,-0.11509533220536589,0.0
2018-10-25,-0.02380257212374001,-0.13330552659019815,-0.0,1.0,-0.127535627389642,-0.10569343065693432,0.0
2018-10-26,-0.019828265648981623,-0.13030793268898383,-0.0,1.0,-0.12891138120324663,-0.10366283652051271,0.0
2018-10-29,-0.015487669009531932,-0.13055857392404716,-0.0,1.0,-0.125826994759501,-0.10358582176801509,0.0
2018-10-30,-0.014219899608058861,-0.13053702812349585,-0.0,1.0,-0.12584748676339133,-0.10461390359623186,0.0
2018-10-31,-0.01540462823497193,-0.1255511433657401,-0.0,1.0,-0.1250992742708476,-0.10324524168150076,0.0
2018-11-01,-0.02232861447026291,-0.12205758939012477,-0.0,1.0,-0.12688651340679902,-0.10448911084513049,0.0
2018-11-02,-0.02480685989808778,-0.11121308421456358,-0.0,1.0,-0.13084214563585556,-0.10291216919620842,0.0
2018-11-05,-0.02070900140260169,-0.12531283518055059,-0.0,1.0,-0.13416847721459807,-0.09490938093011743,0.0
2018-11-06,-0.02019840669244211,-0.1250292381568266,-0.0,1.0,-0.13483949971793777,-0.09584611786073005,0.0
2018-11-07,-0.02005198663200891,-0.12502922528915844,-0.0,1.0,-0.13449134243787048,-0.09573517074445408,0.0
2018-11-08,-0.01702459869610475,-0.12426724374075496,-0.0,1.0,-0.1327589985207911,-0.09557333041143921,0.0
2018-11-09,-0.016999301398572662,-0.1243099598646631,-0.0,1.0,-0.13288494993356437,-0.09561250907496953,0.0
2018-11-12,-0.01685462374410498,-0.12200123026450686,-0.0,1.0,-0.13325131569954204,-0.09486706308522999,0.0
2018-11-13,-0.011827986126165186,-0.11888955126815522,-0.0,1.0,-0.13200466074138306,-0.09214448298287449,0.0
2018-11-14,-0.011908632742643472,-0.11881536877472498,-0.0,1.0,-0.1319839592478188,-0.09208529778355823,0.0
2018-11-15,-0.011754839233297712,-0.11864406779661017,-0.0,1.0,-0.1323603013783868,-0.08994007602093956,0.0
2018-11-16,-0.01181150302390713,-0.11862916210036394,-0.0,1.0,-0.13241601385450066,-0.09013543315609313,0.0
2018-11-19,-0.011866103804730205,-0.11863397737727986,-0.0,1.0,-0.13239432808356336,-0.09013909184391405,0.0
2018-11-20,-0.006788061631289732,-0.11643411270337248,-0.0,1.0,-0.13205742915634092,-0.09154455338864347,0.0
2018-11-21,-0.00842471248997058,-0.11386734420968174,-0.0,1.0,-0.13054292591602032,-0.08442096817330838,0.0
2018-11-23,-0.00884600994173927,-0.11016088513549628,-0.0,1.0,-0.13230263509540863,-0.08494574803570475,0.0
2018-11-26,-0.008562993440827178,-0.11182654928730781,-0.0,1.0,-0.13145063253937508,-0.084040236718009,0.0
2018-11-27,-0.006588492100464523,-0.11208422621820552,-0.0,1.0,-0.12990643010208835,-0.08242935672358946,0.0
2018-11-28,-0.006656637333084819,-0.11217765233714537,-0.0,1.0,-0.129964187291148,-0.0825289896555856,0.0
2018-11-29,-0.0,-0.10845252888454116,-0.0,1.0,-0.12894270681860243,-0.08455172778468129,0.0
2018-11-30,-0.0,-0.10846525887358935,-0.0,1.0,-0.12926500515368555,-0.08371435367497423,0.0
2018-12-03,-0.0,-0.1084584082020928,-0.0,1.0,-0.1291486100835007,-0.08360638410316035,0.0
2018-12-04,-0.0,-0.10831805652638381,-0.0,1.0,-0.12781082257362542,-0.08271896390277357,0.0
2018-12-06,-0.0,-0.09524426758609963,-0.0,1.0,-0.1255492618180404,-0.07541251344800322,0.0
2018-12-07,-0.0,-0.09510848433004122,-0.0,1.0,-0.1252689426342121,-0.07573165357596495,0.0
2018-12-10,-0.0,-0.09351407662726839,-0.0,1.0,-0.12238756060859386,-0.07022237084099649,0.0
2018-12-11,-0.0,-0.09351805400120917,-0.0,1.0,-0.12312996050888228,-0.0697076113662383,0.0
2018-12-12,-0.0,-0.09356747716454394,-0.0,1.0,-0.12315708220764184,-0.06979287276469831,0.0
2018-12-13,-0.0,-0.09177426822367406,-0.0,1.0,-0.12539225268789547,-0.06892072637481352,0.0
2018-12-14,-0.0,-0.08671717236677942,-0.0,1.0,-0.12988282506077406,-0.06962326520637452,0.0
2018-12-17,-0.0,-0.08540541926879626,-0.0,1.0,-0.1262358779702748,-0.0707351790820841,0.0
2018-12-18,-0.0,-0.0823271130625686,-0.0,1.0,-0.1241416281622546,-0.06990784468894391,0.0
2018-12-19,-0.0,-0.08235894817462343,-0.0,1.0,-0.12417666581567527,-0.06995149348991575,0.0
2018-12-20,-0.0,-0.08028639131653376,-0.0,1.0,-0.12468468927561342,-0.06901164420210462,0.0
2018-12-21,-0.0,-0.07951816414439827,-0.0,1.0,-0.12413118336954726,-0.0670021220091742,0.0
2018-12-24,-0.0,-0.07752458683970395,-0.0,1.0,-0.12285815674743993,-0.06698012775017743,0.0
2018-12-26,-0.0,-0.0801182464305931,-0.0,1.0,-0.1153280080508208,-0.06249449650921442,0.0
2018-12-27,-0.0,-0.07347565886478248,-0.0,1.0,-0.10202336848104873,-0.06355086919350243,0.0
2018-12-28,-0.0,-0.07374430354666138,-0.0,1.0,-0.10161977412324152,-0.0629953437685754,0.0
2018-12-31,-0.0,-0.07312994686187804,-0.0,1.0,-0.10205244447747513,-0.06346847014232099,0.0
2019-01-02,-0.0,-0.07278735596618686,-0.0,1.0,-0.10117949923883314,-0.06370286025471243,0.0
2019-01-03,-0.0,-0.0729985759395703,-0.0,1.0,-0.10032815305553835,-0.0649866881307659,0.0
2019-01-04,-0.0,-0.07283901861085057,-0.0,1.0,-0.09655921409883005,-0.0647430517845683,0.0
2019-01-07,-0.0,-0.06595552517880245,-0.0,1.0,-0.09463714697195304,-0.059901872238631096,0.0
2019-01-08,-0.0,-0.06606203386106466,-0.0,1.0,-0.09462544096285537,-0.05997094832952895,0.0
2019-01-09,-0.0,-0.06513409961685823,-0.0,1.0,-0.09455304195036239,-0.060521756107084455,0.0
2019-01-10,-0.0,-0.06551433698319113,-0.0,1.0,-0.09439582036352095,-0.0607780666739908,0.0
2019-01-11,-0.0,-0.06443343018287473,-0.0,1.0,-0.09473350098884196,-0.061637815269673074,0.0
2019-01-14,-0.0,-0.06484912975941486,-0.0,1.0,-0.09510879536197848,-0.06314901111804205,0.0
2019-01-15,-0.0,-0.0642554546122389,-0.0,1.0,-0.09515880206675319,-0.06496559492616989,0.0
2019-01-16,-0.0,-0.06463151705213642,-0.0,1.0,-0.09661652293218345,-0.06376176009408074,0.0
2019-01-17,-0.0,-0.0657997941075543,-0.0,1.0,-0.09625471836854747,-0.06349575959605863,0.0
2019-01-18,-0.0,-0.066882243313627,-0.0,1.0,-0.09828073509990991,-0.06905446601582267,0.0
2019-01-22,-0.0,-0.03878720102245755,-0.0,1.0,-0.08055276611283549,-0.021795691071754608,0.0
2019-01-23,-0.0,-0.03623345628118898,-0.0,1.0,-0.08079158625572393,-0.024916924552648708,0.0
2019-01-24,-0.0,-0.03496223849730928,-0.0,1.0,-0.08334951955485988,-0.024245055585388985,0.0
2019-01-25,-0.0,-0.022912071999821784,-0.0,1.0,-0.08864086970081757,-0.0023168259484506225,0.0
2019-01-28,-0.0,-0.020967256765338296,-0.0,1.0,-0.09134460054144987,-0.001782551053376263,0.0
2019-01-29,-0.0,-0.02008801738064732,-0.0,1.0,-0.0898334354632054,-0.004211464542365328,0.0
2019-01-30,-0.0,-0.02064107708082564,-0.0,1.0,-0.09041059248361642,-0.003477330480139093,0.0
2019-01-31,-0.0,-0.02141893473970587,-0.0,1.0,-0.09078238763700426,-0.0027986218738501683,0.0
2019-02-01,-0.0,-0.020429783769919597,-0.0,1.0,-0.09473308576717629,-0.0,0.0
2019-02-04,-0.0,-0.01779002197262902,-0.0,1.0,-0.09327771395429246,-0.004282989615980905,0.0
2019-02-05,-0.0,-0.014107615210330703,-0.0,1.0,-0.09029320178130963,-0.01170798129401654,0.0
2019-02-06,-0.0,-0.013965170797052914,-0.0,1.0,-0.09027684751060504,-0.0120785889707524,0.0
2019-02-07,-0.0,-0.012051832952866926,-0.0,1.0,-0.08550422989123138,-0.021462781433239334,0.0
2019-02-08,-0.0,-0.011678423468816482,-0.0,1.0,-0.08658604859478221,-0.02143097077594894,0.0
2019-02-11,-0.0,-0.008824650714269697,-0.0,1.0,-0.08850440671884462,-0.02397344755668184,0.0
2019-02-12,-0.0,-0.007064240790655885,-0.0,1.0,-0.09094788858939802,-0.02507861635220126,0.0
2019-02-13,-0.0,-0.008191627591661489,-0.0,1.0,-0.09287610869442404,-0.028800632732613976,0.0
2019-02-14,-0.0,-0.0052007630813953485,-0.0,1.0,-0.09301190043604651,-0.037313771802325583,0.0
2019-02-15,-0.0,-0.01243226012113484,-0.0,1.0,-0.09077143767931144,-0.03528166127783597,0.0
2019-02-19,-0.0,-0.010177046496025834,-0.0,1.0,-0.09238938858124011,-0.03452236107478708,0.0
2019-02-20,-0.0,-0.01478513196075722,-0.0,1.0,-0.10630555939385565,-0.030399336741743818,0.0
2019-02-21,-0.0,-0.014300682794275122,-0.0,1.0,-0.10682909417494732,-0.0302939584796601,0.0
2019-02-22,-0.0,-0.01332471937333441,-0.0,1.0,-0.10675926673665509,-0.03355983433509074,0.0
2019-02-25,-0.0,-0.01419915822579899,-0.0,1.0,-0.10860968502844456,-0.03347439988899681,0.0
2019-02-26,-0.0,-0.01363236587510994,-0.0,1.0,-0.10827199925936214,-0.03534231356756006,0.0
2019-02-27,-0.0,-0.014483189774937483,-0.0,1.0,-0.10827081596739836,-0.03496341576363805,0.0
