Date,FR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.24107188473918154,-0.5265161191437184,-0.0,-0.43585551525060034,-0.35109589740969704,0.0
2018-09-25,1.0,-0.23810135360747953,-0.5326072997200318,-0.0,-0.44047466159813015,-0.357331826471117,0.0
2018-09-26,1.0,-0.23819797606205373,-0.5327220424307803,-0.0,-0.4404633482303385,-0.35706580366774543,0.0
2018-09-27,1.0,-0.23737009980450663,-0.5362691634941866,-0.0,-0.44096614878073875,-0.3576756867990534,0.0
2018-09-28,1.0,-0.23889932816803522,-0.5356894643362763,-0.0,-0.4414013230713789,-0.3580787150248398,0.0
2018-10-01,1.0,-0.23909832879906723,-0.5448633242648011,-0.0,-0.44443580774711744,-0.3626376473636481,0.0
2018-10-02,1.0,-0.23938844260171027,-0.5447784400103654,-0.0,-0.4444156517232444,-0.3627882871210158,0.0
2018-10-03,1.0,-0.23880944979794838,-0.5388042689876696,-0.0,-0.44635270956377576,-0.3664387110144027,0.0
2018-10-04,1.0,-0.24214479989638646,-0.5340240901437637,-0.0,-0.45058930190389845,-0.3636057505504468,0.0
2018-10-05,1.0,-0.2352667854100519,-0.5307054905908773,-0.0,-0.45140556028808176,-0.36400010325511756,0.0
2018-10-08,1.0,-0.2327181813495541,-0.5277333883189855,-0.0,-0.4538378266920975,-0.36313727511727406,0.0
2018-10-09,1.0,-0.22511799180540426,-0.5317670245319226,-0.0,-0.46190550282661685,-0.37443597323790256,0.0
2018-10-10,1.0,-0.22839121632144527,-0.5312775787779681,-0.0,-0.4645174687224213,-0.371437470798941,0.0
2018-10-11,1.0,-0.1929949058468713,-0.5211496059000938,-0.0,-0.4508198798692248,-0.3694401500367489,0.0
2018-10-12,1.0,-0.18772563176895307,-0.5257029541872171,-0.0,-0.45611938780698624,-0.3727563939594244,0.0
2018-10-15,1.0,-0.16419881644781956,-0.549081858126127,-0.0,-0.45256901937876204,-0.3739872501460391,0.0
2018-10-16,1.0,-0.16047155669605426,-0.5555527325389364,-0.0,-0.4516374907899083,-0.37305317716405395,0.0
2018-10-17,1.0,-0.15269076911465018,-0.540845850001258,-0.0,-0.4484112008453468,-0.3739653307167837,0.0
2018-10-18,1.0,-0.15244899499383666,-0.5405650172322709,-0.0,-0.4487182712384594,-0.3739528565319112,0.0
2018-10-19,1.0,-0.1396382893685052,-0.5318245403677059,-0.0,-0.45236310951239006,-0.37420063948840926,0.0
2018-10-22,1.0,-0.1395436026893949,-0.5237071658876753,-0.0,-0.45732210252693145,-0.37886475543002823,0.0
2018-10-23,1.0,-0.13811215046771047,-0.5241608723925767,-0.0,-0.4589565304386974,-0.3798959531789305,0.0
2018-10-24,1.0,-0.1366942437951461,-0.5204079082206504,-0.0,-0.4601964557974456,-0.38211402434452246,0.0
2018-10-25,1.0,-0.10824717128365197,-0.48880706203667573,-0.0,-0.47888216933281313,-0.36261217323449085,0.0
2018-10-26,1.0,-0.10762975947025026,-0.48695101762586424,-0.0,-0.47835719154737555,-0.3615736683221346,0.0
2018-10-29,1.0,-0.10815754176319961,-0.4873552005852944,-0.0,-0.48216071210827943,-0.36105353005731006,0.0
2018-10-30,1.0,-0.09086241044575397,-0.4905249773822041,-0.0,-0.4856590947991295,-0.3781206445460547,0.0
2018-10-31,1.0,-0.09400670782093035,-0.47725173771448015,-0.0,-0.4842755067321246,-0.3748116463325718,0.0
2018-11-01,1.0,-0.06688162587327177,-0.5055205432605403,-0.0,-0.48939860276515706,-0.380893057794714,0.0
2018-11-02,1.0,-0.0691961571202724,-0.4931047063115651,-0.0,-0.49183996108476224,-0.37808585674328105,0.0
2018-11-05,1.0,-0.0690711871002262,-0.493445533477637,-0.0,-0.4918403580027726,-0.3777512950847582,0.0
2018-11-06,1.0,-0.06853681086078536,-0.49287139311955624,-0.0,-0.4925794365237701,-0.3790083207629799,0.0
2018-11-07,1.0,-0.0686525029811881,-0.4929789978340756,-0.0,-0.49283298045800783,-0.3791341169599183,0.0
2018-11-08,1.0,-0.06146875681438228,-0.4921377171516488,-0.0,-0.4900540304799748,-0.37923097424466357,0.0
2018-11-09,1.0,-0.0615641808402384,-0.4920531084944517,-0.0,-0.4900421572903038,-0.3791975577845617,0.0
2018-11-12,1.0,-0.06095440494590417,-0.484471599690881,-0.0,-0.4922961746522411,-0.3772942426584235,0.0
2018-11-13,1.0,-0.04015534725385372,-0.4829669407618728,-0.0,-0.49821398604751516,-0.3760218636875794,0.0
2018-11-14,1.0,-0.040202330152946254,-0.4828834444071535,-0.0,-0.49820204247974303,-0.37596490386920456,0.0
2018-11-15,1.0,-0.03947903947903948,-0.48301371830783596,-0.0,-0.4993894993894994,-0.3722377840024899,0.0
2018-11-16,1.0,-0.03575443044029369,-0.47547413483844736,-0.0,-0.5003228660942769,-0.38004926697438596,0.0
2018-11-19,1.0,-0.03406098903729236,-0.4766144860931591,-0.0,-0.5019627555172579,-0.3809421226482838,0.0
2018-11-20,1.0,-0.0,-0.47129614183923935,-0.0,-0.5095202916855325,-0.4022353025284179,0.0
2018-11-21,1.0,-0.0,-0.4679924242424242,-0.0,-0.5087594696969697,-0.3906723484848485,0.0
2018-11-23,1.0,-0.0,-0.46222979045456697,-0.0,-0.5113996499692541,-0.391419516579159,0.0
2018-11-26,1.0,-0.0,-0.46276985647064384,-0.0,-0.510888841597503,-0.3909105956350051,0.0
2018-11-27,1.0,-0.0,-0.4645860322694618,-0.0,-0.5051701801907903,-0.38565539983511954,0.0
2018-11-28,1.0,-0.0,-0.4630532588980755,-0.0,-0.5061361976774315,-0.386356676795515,0.0
2018-11-29,1.0,-0.0,-0.4563420516542956,-0.0,-0.5004097688903458,-0.38476128035216706,0.0
2018-11-30,1.0,-0.0,-0.45646215475437485,-0.0,-0.5002459765268115,-0.38592545739920814,0.0
2018-12-03,1.0,-0.0,-0.45663534319124505,-0.0,-0.5005506995055422,-0.38621610854638766,0.0
2018-12-04,1.0,-0.0,-0.4566269850550787,-0.0,-0.49778983558247775,-0.38438150478284255,0.0
2018-12-06,1.0,-0.0,-0.4324336751114994,-0.0,-0.4955630143914663,-0.37098257391144424,0.0
2018-12-07,1.0,-0.0,-0.4421495283676409,-0.0,-0.510640769480972,-0.3705218159007481,0.0
2018-12-10,1.0,-0.0,-0.43988926058368905,-0.0,-0.5064713346406736,-0.3606875072095974,0.0
2018-12-11,1.0,-0.0,-0.4407378335949765,-0.0,-0.5036937852063903,-0.36418413519253856,0.0
2018-12-12,1.0,-0.0,-0.44134839768027545,-0.0,-0.5058339687160649,-0.3633002934312978,0.0
2018-12-13,1.0,-0.0,-0.438165989553105,-0.0,-0.5197446314567614,-0.3635983749274521,0.0
2018-12-14,1.0,-0.0,-0.4252219175535623,-0.0,-0.5323929915880466,-0.36612910721754893,0.0
2018-12-17,1.0,-0.0,-0.4222505209539245,-0.0,-0.5209076175040519,-0.37219263718453344,0.0
2018-12-18,1.0,-0.0,-0.43043143477144924,-0.0,-0.5283617612058706,-0.37452458174860587,0.0
2018-12-19,1.0,-0.0,-0.43073582967597346,-0.0,-0.5285974414044261,-0.3751517415258194,0.0
2018-12-20,1.0,-0.0,-0.4256457993949267,-0.0,-0.5289038864323946,-0.37265534093553637,0.0
2018-12-21,1.0,-0.0,-0.42461081595248584,-0.0,-0.5288495000348004,-0.36658701250493003,0.0
