Date,CBZ,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3289593532961403,-0.6128600705909142,-0.12393259706250712,-0.4355288625754298,-0.3450700216326995,0.0
2018-09-25,1.0,-0.3285299310816199,-0.6137722845588653,-0.1229424161303184,-0.43637865238936036,-0.34624366349604146,0.0
2018-09-26,1.0,-0.3288431964458621,-0.6141994646010138,-0.12373981887566213,-0.4361223443640713,-0.3449336447001196,0.0
2018-09-27,1.0,-0.3308480364257257,-0.6087364826408651,-0.1252988047808765,-0.43614114968696643,-0.3447638019351167,0.0
2018-09-28,1.0,-0.32770809578107185,-0.613654503990878,-0.1258836944127708,-0.4372291904218928,-0.3461801596351197,0.0
2018-10-01,1.0,-0.328714000570288,-0.6127459366980325,-0.12571998859424008,-0.4379526660963787,-0.3463073852295409,0.0
2018-10-02,1.0,-0.32927599471780444,-0.6419015904001837,-0.11790204972153644,-0.4371303898489981,-0.34454842969512545,0.0
2018-10-03,1.0,-0.32900855387794936,-0.6341351397898846,-0.11668293243010505,-0.4404386015270681,-0.3501636144439979,0.0
2018-10-04,1.0,-0.32841137604136744,-0.6361390405056018,-0.11680551565642057,-0.43967250790002865,-0.35173800632002294,0.0
2018-10-05,1.0,-0.3168872843963097,-0.6307947968597788,-0.10492235401982694,-0.4496876969801158,-0.3628445361297347,0.0
2018-10-08,1.0,-0.3156176622186587,-0.6287154229425578,-0.10039516637076915,-0.4553003837122731,-0.363495790619094,0.0
2018-10-09,1.0,-0.31486412965667326,-0.6289837642814191,-0.09850241960885377,-0.4562895512985711,-0.36480256564441776,0.0
2018-10-10,1.0,-0.3156433376270216,-0.6280520967511092,-0.09944182052382997,-0.4566194360956061,-0.36270216115643333,0.0
2018-10-11,1.0,-0.28730873590869677,-0.6273741922850989,-0.061819911046462846,-0.4499426557386221,-0.370807575037064,0.0
2018-10-12,1.0,-0.28520007873794323,-0.6360619780096173,-0.05528528444082,-0.4583954331992913,-0.3771266274851664,0.0
2018-10-15,1.0,-0.27133264027422666,-0.661656036638476,-0.034699783653170745,-0.46014441853277516,-0.3818381051389396,0.0
2018-10-16,1.0,-0.2695119208277103,-0.6705465587044535,-0.028311965811965815,-0.4609761583445794,-0.3821693657219973,0.0
2018-10-17,1.0,-0.2585962867371576,-0.6446590625260178,-0.016873421585768603,-0.46232620098243277,-0.3927788416174062,0.0
2018-10-18,1.0,-0.259686154700736,-0.6468823774475768,-0.015747812803777253,-0.4617691987223997,-0.3932787112900986,0.0
2018-10-19,1.0,-0.25432439900525006,-0.6433821497651284,-0.009836971539099197,-0.46344294003868475,-0.39223542415031776,0.0
2018-10-22,1.0,-0.2558364414974444,-0.6392871943638625,-0.005995303218676613,-0.46663903854123495,-0.3950545655477276,0.0
2018-10-23,1.0,-0.2594036950990154,-0.6397555039274255,-0.01266733045690895,-0.4614448500940369,-0.3925212966036066,0.0
2018-10-24,1.0,-0.2589293124913543,-0.6416101812145525,-0.0120625259371974,-0.46188961128786826,-0.3921704246783787,0.0
2018-10-25,1.0,-0.2382649067400869,-0.6129241234108025,-0.008718654681890571,-0.4678111587982832,-0.37155505169109504,0.0
2018-10-26,1.0,-0.2308475302689382,-0.6060752169720347,-0.0,-0.4738829958212794,-0.3678881388621022,0.0
2018-10-29,1.0,-0.2209798793830389,-0.6098094678977424,-0.0,-0.4689384640017078,-0.3687623418903773,0.0
2018-10-30,1.0,-0.20627754774943233,-0.6115667156404434,-0.0,-0.47108321089889144,-0.3823427273941499,0.0
2018-10-31,1.0,-0.2069039051046248,-0.6076769292283087,-0.0,-0.4700786352125817,-0.38094095695055313,0.0
2018-11-01,1.0,-0.17033647375504712,-0.6492328398384926,-0.0,-0.48021534320323017,-0.3920323014804845,0.0
2018-11-02,1.0,-0.17924604347475617,-0.6180777601633662,-0.0,-0.4983475293548647,-0.39127280543837495,0.0
2018-11-05,1.0,-0.1758241758241758,-0.6279051022327305,-0.0,-0.49942233805314484,-0.3836481367043714,0.0
2018-11-06,1.0,-0.17929774601724738,-0.6305241383015877,-0.0,-0.49684334954194986,-0.37984579426698545,0.0
2018-11-07,1.0,-0.17849537723388773,-0.6356505566187768,-0.0,-0.49831531847219607,-0.38305614706595864,0.0
2018-11-08,1.0,-0.16591219564460397,-0.6353628157394262,-0.0,-0.4931026169876517,-0.3842177162296092,0.0
2018-11-09,1.0,-0.1661978622518685,-0.6353237429344477,-0.0,-0.4930215114254333,-0.38433925366337157,0.0
2018-11-12,1.0,-0.16581693938018846,-0.6236553399354029,-0.0,-0.49777113418572994,-0.38208365587379545,0.0
2018-11-13,1.0,-0.14907144938670622,-0.6219037274485388,-0.0,-0.4999072773995284,-0.3783347020955307,0.0
2018-11-14,1.0,-0.1496158940397351,-0.6214569536423841,-0.0,-0.4999205298013245,-0.37803973509933775,0.0
2018-11-15,1.0,-0.14913774749840325,-0.6242814562486694,-0.0,-0.5011443474558229,-0.3867096018735363,0.0
2018-11-16,1.0,-0.14468820635553784,-0.6157425874218854,-0.0,-0.5026991091610159,-0.3960909453530116,0.0
2018-11-19,1.0,-0.14972436016937868,-0.6155956217209513,-0.0,-0.5014248049215692,-0.396441982476231,0.0
2018-11-20,1.0,-0.13106062614320174,-0.6119608726771466,-0.0,-0.5033003737772711,-0.40455425072237094,0.0
2018-11-21,1.0,-0.13498934294660947,-0.6082677683340789,-0.0,-0.5018024892771624,-0.38631160697839645,0.0
2018-11-23,1.0,-0.1356538198643462,-0.6025816288974184,-0.0,-0.5039171354960829,-0.3867974131132026,0.0
