Date,GLBS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-16,1.0,-4.908859326351543,-6.948768751769035,-3.4339088593263516,-6.0333993772997445,-5.979620718935749,0.0
2018-10-17,1.0,-5.997573656845754,-8.478682842287695,-4.070363951473137,-7.5500866551126515,-7.565337954939341,0.0
2018-10-18,1.0,-5.988231221876082,-8.463828314295604,-4.066458982346833,-7.541017653167186,-7.554517133956386,0.0
2018-10-19,1.0,-6.921158487530168,-9.897827835880934,-4.5840707964601775,-8.904666130329847,-8.917538213998391,0.0
2018-10-22,1.0,-6.856516540454363,-9.800318852132323,-4.510561976883221,-8.838979673176564,-8.850139497807891,0.0
2018-10-23,1.0,-7.087350638648537,-10.174701277297075,-4.619695096827359,-9.15286361763494,-9.168932838895756,0.0
2018-10-24,1.0,-6.964734495338467,-10.018240778273206,-4.496149169031212,-9.019051479529793,-9.036886907174706,0.0
2018-10-25,1.0,-7.542222222222222,-10.94488888888889,-4.806666666666667,-10.176444444444446,-9.974222222222222,0.0
2018-10-26,1.0,-7.33986928104575,-10.74553376906318,-4.577342047930283,-10.09673202614379,-9.813507625272331,0.0
2018-10-29,1.0,-7.317223198594025,-10.953427065026363,-4.51054481546573,-10.176186291739896,-9.979349736379614,0.0
2018-10-30,1.0,-7.293650793650794,-11.008377425044092,-4.481040564373898,-10.229717813051147,-10.079365079365079,0.0
2018-10-31,1.0,-7.0173361522198725,-10.481606765327696,-4.283298097251586,-9.834249471458774,-9.666384778012684,0.0
2018-11-01,1.0,-6.680799021606196,-10.235629841011008,-3.921728495719527,-9.551569506726457,-9.376681614349776,0.0
2018-11-02,1.0,-6.19114307342922,-9.47236941710825,-3.4901589704769114,-8.961771385314156,-8.734670704012112,0.0
2018-11-05,1.0,-6.123076923076923,-9.426266416510318,-3.44390243902439,-8.888555347091932,-8.641651031894934,0.0
2018-11-06,1.0,-6.1839123867069485,-9.508308157099698,-3.4546827794561934,-8.937311178247734,-8.6797583081571,0.0
2018-11-07,1.0,-6.383743649863227,-9.863618601016022,-3.570926143024619,-9.26064869089488,-8.999218444704962,0.0
2018-11-08,1.0,-6.458601286173634,-10.266881028938908,-3.5004019292604505,-9.570739549839228,-9.396302250803858,0.0
2018-11-09,1.0,-6.5701394585726005,-10.530352748154225,-3.4774405250205085,-9.81132075471698,-9.628383921246924,0.0
2018-11-12,1.0,-7.002183406113537,-11.156331877729256,-3.621834061135371,-10.576419213973798,-10.3117903930131,0.0
2018-11-13,1.0,-8.994871794871795,-14.803988603988604,-4.3054131054131055,-14.138461538461538,-13.736752136752136,0.0
2018-11-14,1.0,-9.076480736055204,-14.951121334100058,-4.3168487636572745,-14.285796434732607,-13.873490511788384,0.0
2018-11-15,1.0,-8.667770419426049,-14.419977924944813,-3.999448123620309,-13.77869757174393,-13.321743929359823,0.0
2018-11-16,1.0,-9.575535168195719,-15.985932721712537,-4.2629969418960245,-15.395107033639142,-14.942507645259939,0.0
2018-11-19,1.0,-9.581039755351682,-15.976146788990826,-4.286850152905199,-15.383486238532111,-14.934556574923548,0.0
2018-11-20,1.0,-8.24525230602279,-14.227889310906132,-3.443298969072165,-13.804666304937601,-13.538252848616388,0.0
2018-11-21,1.0,-8.074327886136004,-13.823405376910912,-3.4006325777543487,-13.433315761729045,-12.983658408012651,0.0
2018-11-23,1.0,-8.05412506568576,-13.68891224382554,-3.420388859695218,-13.428796636889123,-12.956384655806623,0.0
2018-11-26,1.0,-7.987486965589156,-13.610531803962461,-3.383733055265902,-13.313347236704903,-12.843065693430658,0.0
2018-11-27,1.0,-8.007341373885684,-13.797063450445727,-3.270582066072365,-13.420555846879916,-12.942842160461458,0.0
2018-11-28,1.0,-8.117270788912581,-14.042110874200427,-3.229211087420043,-13.710021321961621,-13.20628997867804,0.0
2018-11-29,1.0,-7.920170303352847,-14.088877062267164,-2.931878658861096,-13.855774348057478,-13.422032996274613,0.0
2018-11-30,1.0,-7.878048780487805,-14.05779427359491,-2.872746553552492,-13.828738069989397,-13.384941675503713,0.0
2018-12-03,1.0,-7.951284796573876,-14.217880085653105,-2.855460385438972,-13.980192719486082,-13.528372591006425,0.0
2018-12-04,1.0,-7.931610123855681,-14.366182014001078,-2.8852988691437806,-14.05061927840603,-13.616585891222401,0.0
2018-12-06,1.0,-7.238095238095237,-12.824404761904761,-2.9692460317460316,-13.098214285714286,-12.473214285714286,0.0
2018-12-07,1.0,-7.2508710801393725,-12.884021901443505,-2.9467396714783476,-13.162269785963165,-12.532603285216526,0.0
2018-12-10,1.0,-6.600834492350487,-12.134445989800648,-2.63467779323134,-12.344923504867873,-11.646267964765878,0.0
2018-12-11,1.0,-6.598702502316961,-12.126969416126043,-2.6367006487488416,-12.336886005560705,-11.639481000926786,0.0
2018-12-12,1.0,-6.6000926784059315,-12.12604263206673,-2.6390176088971273,-12.336422613531049,-11.638090824837812,0.0
2018-12-13,1.0,-6.4961133973479654,-11.950617283950615,-2.5912208504801097,-12.204846822130772,-11.481481481481481,0.0
2018-12-14,1.0,-6.484738041002277,-11.837813211845102,-2.6218678815489747,-12.180410022779043,-11.433257403189067,0.0
2018-12-17,1.0,-6.416819012797075,-11.936471663619745,-2.5105118829981716,-12.198811700182814,-11.641224862888482,0.0
2018-12-18,1.0,-5.997843898231997,-11.241483398016387,-2.266494178525227,-11.554118154376887,-11.061664510564901,0.0
2018-12-19,1.0,-5.9948253557567925,-11.241914618369988,-2.2695127210004316,-11.554549374730488,-11.061664510564901,0.0
2018-12-20,1.0,-5.738660008322929,-10.765709529754472,-2.2813150228880565,-11.181856013316688,-10.647107781939244,0.0
2018-12-21,1.0,-5.730865224625624,-10.81073211314476,-2.245424292845258,-11.235440931780367,-10.574459234608986,0.0
2018-12-24,1.0,-5.186100386100386,-9.949420849420848,-2.0687258687258687,-10.453281853281853,-9.952509652509653,0.0
2018-12-26,1.0,-4.985582255083179,-9.646210720887245,-1.9083179297597042,-9.935304990757855,-9.49279112754159,0.0
2018-12-27,1.0,-4.199335548172758,-8.75514950166113,-1.5179401993355484,-8.892691029900334,-8.85747508305648,0.0
2018-12-28,1.0,-4.1708043694141015,-8.74809665673618,-1.5021516054286659,-8.860973187686195,-8.81959616021185,0.0
2018-12-31,1.0,-4.204660587639311,-8.987841945288753,-1.4380276933468423,-9.09658899020601,-9.045254981425193,0.0
2019-01-02,1.0,-4.23467302452316,-9.079700272479563,-1.4083787465940054,-9.184945504087194,-9.15224795640327,0.0
2019-01-03,1.0,-4.205702647657841,-9.059742023082146,-1.3788187372708758,-9.179565512559403,-9.120841819416157,0.0
2019-01-04,1.0,-3.9266600594648167,-8.93591014205484,-1.2758506772381897,-8.921374297984805,-8.976214073339941,0.0
2019-01-07,1.0,-3.5679824561403515,-8.404761904761907,-1.3082706766917294,-8.533834586466165,-8.513157894736842,0.0
2019-01-08,1.0,-3.466135458167331,-8.193073858412506,-1.2365920931657983,-8.406068035550106,-8.34508121360711,0.0
2019-01-09,1.0,-3.420716889428919,-8.079283110571081,-1.2108140947752126,-8.350243013365736,-8.315613608748482,0.0
2019-01-10,1.0,-3.418611700515308,-8.048196423158535,-1.2103667778114582,-8.341921794483177,-8.292816004849955,0.0
2019-01-11,1.0,-3.424924012158055,-7.996352583586626,-1.2398176291793312,-8.375379939209727,-8.358966565349544,0.0
2019-01-14,1.0,-3.4438356164383563,-8.00517503805175,-1.2529680365296805,-8.389649923896501,-8.350380517503806,0.0
2019-01-15,1.0,-3.421229733863567,-8.002141327623127,-1.2930559804221475,-8.42520648516366,-8.44876108901805,0.0
2019-01-16,1.0,-3.3520361990950227,-7.9113122171945705,-1.2576168929110105,-8.258823529411766,-8.386123680241328,0.0
2019-01-17,1.0,-3.315978456014363,-7.851885098743267,-1.2495511669658887,-8.190604428485937,-8.314183123877918,0.0
2019-01-18,1.0,-3.3773468759618344,-8.011695906432749,-1.3200984918436443,-8.426592797783934,-8.642659279778394,0.0
2019-01-22,1.0,-3.3329969727547932,-8.938446014127143,-1.0766902119071644,-9.65455768583922,-9.633366969391187,0.0
2019-01-23,1.0,-3.2714570858283434,-8.634065202927479,-1.2112441783100465,-9.546906187624751,-9.602794411177646,0.0
2019-01-24,1.0,-3.2857142857142856,-8.634365634365635,-1.2091242091242091,-9.562437562437562,-9.608724608724607,0.0
2019-01-25,1.0,-3.489961253962663,-8.828812962310673,-1.346600915815428,-10.292708700246568,-10.265586474110602,0.0
2019-01-28,1.0,-3.434251831182421,-8.627136379490757,-1.4492500871991627,-10.231949773282176,-10.137077084059992,0.0
2019-01-29,1.0,-3.4074973967372437,-8.513710517181535,-1.4758764317945159,-10.18361679972232,-10.129121832696981,0.0
2019-01-30,1.0,-3.404580152671756,-8.506592643997225,-1.4781401804302567,-10.177307425399029,-10.131505898681473,0.0
2019-01-31,1.0,-3.302039381153305,-8.739803094233475,-1.4571026722925455,-10.263713080168776,-10.399085794655415,0.0
2019-02-01,1.0,-3.297297297297297,-8.714285714285714,-1.455949455949456,-10.262197262197262,-10.370305370305369,0.0
2019-02-04,1.0,-3.3071528751753156,-8.699859747545583,-1.4666900420757363,-10.242636746143058,-10.347124824684432,0.0
2019-02-05,1.0,-3.238660153524075,-8.633635729239357,-1.47208653175157,-10.191905094207955,-10.355547801814375,0.0
2019-02-06,1.0,-3.231173380035026,-8.653590192644483,-1.4900175131348512,-10.233625218914186,-10.41751313485114,0.0
2019-02-07,1.0,-3.2407862407862407,-8.673920673920673,-1.4857844857844857,-10.262899262899262,-10.436644436644436,0.0
2019-02-08,1.0,-3.240112994350282,-8.700564971751412,-1.5621468926553672,-10.340748587570621,-10.467161016949152,0.0
2019-02-11,1.0,-3.251683800070897,-8.67564693371145,-1.5813541297412264,-10.393477490251685,-10.546260191421482,0.0
2019-02-12,1.0,-3.312746858168761,-8.80718132854578,-1.5572710951526032,-10.553321364452424,-10.675763016157989,0.0
2019-02-13,1.0,-3.2112176073837415,-8.787717429889954,-1.5317713880014199,-10.432374866879657,-10.535676251331203,0.0
2019-02-14,1.0,-3.2163221667854596,-8.687455452601567,-1.590520313613685,-10.53207412687099,-10.611190306486101,0.0
2019-02-15,1.0,-3.225205871822413,-8.8156104547082,-1.5664160401002505,-10.55889724310777,-10.63766559255281,0.0
2019-02-19,1.0,-3.308659719726913,-8.748472871002514,-1.5975565936040244,-10.620194035213798,-10.657563780093422,0.0
2019-02-20,1.0,-3.3079136690647486,-8.79496402877698,-1.587769784172662,-10.620503597122303,-10.660071942446043,0.0
2019-02-21,1.0,-3.3113987774181948,-8.795037756202804,-1.5972671700827041,-10.609852571017619,-10.644732110751528,0.0
2019-02-22,1.0,-3.333452722063037,-8.745343839541547,-1.6923352435530086,-10.505730659025788,-10.539756446991403,0.0
2019-02-25,1.0,-3.2055129099790647,-8.477669225401256,-1.6967899511514304,-10.241800418702024,-10.269713886950452,0.0
2019-02-26,1.0,-3.199442119944212,-8.47489539748954,-1.6952580195258018,-10.235704323570431,-10.261854951185496,0.0
2019-02-27,1.0,-3.2197763801537387,-8.47309573724668,-1.713487071977638,-10.26764500349406,-10.26659678546471,0.0
2019-02-28,1.0,-3.212736179146256,-8.483904828551434,-1.7172848145556332,-10.283764870538839,-10.291812456263122,0.0
2019-03-01,1.0,-3.1988140913847225,-8.465643529822113,-1.7188698988489708,-10.24904080920823,-10.247645622602024,0.0
2019-03-04,1.0,-3.172822299651568,-8.444947735191638,-1.7254355400696866,-10.228919860627178,-10.270731707317072,0.0
2019-03-05,1.0,-3.30327868852459,-8.5751960085531,-1.7273699215965785,-10.519600855310049,-10.51247327156094,0.0
2019-03-06,1.0,-3.310295689348058,-8.558247239045244,-1.7427858924118274,-10.515496971856074,-10.49804061275383,0.0
2019-03-07,1.0,-3.3310954063604243,-8.354770318021203,-1.7787985865724383,-10.486572438162543,-10.384452296819788,0.0
2019-03-08,1.0,-3.4390607528885577,-8.701826313827805,-2.075288855758479,-11.113306000745434,-10.942228848304138,0.0
2019-03-11,1.0,-3.72095907399752,-9.63538652335676,-2.329061595700703,-12.356758991318728,-12.297230260438198,0.0
2019-03-12,1.0,-6.102099927588704,-7.3982621288921075,-5.787110789283129,-7.886314265025344,-8.031860970311369,0.0
2019-03-13,1.0,-6.3101384212495315,-7.653572764683876,-6.001496445940891,-8.148896371118594,-8.297418630751963,0.0
2019-03-14,1.0,-6.46392939370683,-7.860706062931697,-6.147735993860322,-8.373752877973907,-8.526861089792785,0.0
2019-03-15,1.0,-6.313857677902622,-7.6486891385767795,-6.008988764044943,-8.159550561797753,-8.322471910112359,0.0
2019-03-18,1.0,-6.194771723122239,-7.515095729013256,-5.964285714285714,-7.988586156111929,-8.156111929307805,0.0
2019-03-19,1.0,-6.3212669683257925,-7.7036199095022635,-6.0953996983408745,-8.203242835595777,-8.383861236802414,0.0
2019-03-20,1.0,-6.37148288973384,-7.780608365019011,-6.134220532319391,-8.273384030418251,-8.463117870722433,0.0
2019-03-21,1.0,-6.356789653860783,-7.7907949790794975,-6.119817421072651,-8.293647774819323,-8.476226702168125,0.0
2019-03-22,1.0,-6.397853583748564,-7.829819854350326,-6.200459946339594,-8.372556535070908,-8.528171713300116,0.0
2019-03-25,1.0,-6.17098445595855,-7.445965951147299,-6.065877128053294,-8.09881569207994,-8.22760917838638,0.0
2019-03-26,1.0,-6.212607236105931,-7.508019395747855,-6.141365162252891,-8.144722118612458,-8.292801193584483,0.0
2019-03-27,1.0,-6.176535899333827,-7.426350851221318,-6.105107327905255,-8.079940784603997,-8.221687638786085,0.0
2019-03-28,1.0,-6.258938652615732,-7.549115543846444,-6.220549491908168,-8.224689499435454,-8.383138878434325,0.0
2019-03-29,1.0,-6.351951032899771,-7.662586074980872,-6.3339709257842385,-8.370313695485844,-8.536342769701607,0.0
2019-04-01,1.0,-6.355938697318008,-7.686206896551724,-6.339463601532566,-8.384291187739462,-8.548275862068966,0.0
2019-04-02,1.0,-6.3427480916030525,-7.651526717557252,-6.361832061068702,-8.342748091603053,-8.469083969465649,0.0
2019-04-03,1.0,-6.344524990461656,-7.647844334223578,-6.360549408622663,-8.338420450209844,-8.462037390309042,0.0
2019-04-04,1.0,-6.333713850837138,-7.6251902587519025,-6.334094368340943,-8.31468797564688,-8.444063926940638,0.0
2019-04-05,1.0,-6.331814730447989,-7.594153378891421,-6.314730447987852,-8.296127562642369,-8.427866362946089,0.0
2019-04-08,1.0,-6.323730098559515,-7.575056861258529,-6.309325246398787,-8.285064442759666,-8.413949962092493,0.0
2019-04-09,1.0,-6.404507257448435,-7.599694423223835,-6.38235294117647,-8.355233002291826,-8.455309396485868,0.0
2019-04-10,1.0,-6.423975488318651,-7.600919188050555,-6.414017617770969,-8.386441976254309,-8.474147836078131,0.0
2019-04-11,1.0,-6.485945321524836,-7.6014632268001545,-6.479399306892568,-8.440123219098961,-8.49865229110512,0.0
2019-04-12,1.0,-6.485945321524836,-7.6014632268001545,-6.478629187524066,-8.440508278783211,-8.499422410473624,0.0
2019-04-15,1.0,-6.4992277992278,-7.626254826254827,-6.498069498069499,-8.45945945945946,-8.526640926640928,0.0
2019-04-16,1.0,-6.4844050827878315,-7.607239122063921,-6.484790142472083,-8.432036965729688,-8.497497112052368,0.0
2019-04-17,1.0,-6.488058551617874,-7.591679506933744,-6.499229583975347,-8.441448382126348,-8.5,0.0
2019-04-18,1.0,-6.471357170319108,-7.575163398692811,-6.47289504036909,-8.430219146482122,-8.497116493656288,0.0
2019-04-22,1.0,-6.505405405405406,-7.61081081081081,-6.487644787644788,-8.46911196911197,-8.537065637065638,0.0
2019-04-23,1.0,-6.511978361669243,-7.622874806800619,-6.498454404945904,-8.472179289026275,-8.534389489953632,0.0
2019-04-24,1.0,-6.492094099498649,-7.590050134978789,-6.4955649826455835,-8.458542229078287,-8.529502506748939,0.0
2019-04-25,1.0,-6.549202644885258,-7.650330610657332,-6.570206145468688,-8.530532866588876,-8.595488136911706,0.0
2019-04-26,1.0,-6.534910783553142,-7.613653995345229,-6.555469356089993,-8.513576415826222,-8.571761055081458,0.0
2019-04-29,1.0,-6.543300970873787,-7.612815533980584,-6.558058252427185,-8.526601941747574,-8.59378640776699,0.0
2019-04-30,1.0,-6.5565081839438815,-7.641075604053001,-6.5713172252533125,-8.567030397505846,-8.635619641465317,0.0
2019-05-01,1.0,-6.581477139507619,-7.653771004298554,-6.5885111371629534,-8.597108245408362,-8.656897225478703,0.0
2019-05-02,1.0,-6.562573099415205,-7.64093567251462,-6.5664717348927875,-8.56803118908382,-8.648343079922027,0.0
2019-05-03,1.0,-6.56591263650546,-7.641185647425898,-6.569422776911077,-8.57254290171607,-8.652496099843994,0.0
2019-05-06,1.0,-6.563133281371785,-7.594699922057678,-6.584957131722526,-8.574434918160561,-8.653936087295403,0.0
2019-05-07,1.0,-6.570870753611871,-7.611870363139398,-6.60718469347911,-8.587270597422881,-8.670050761421319,0.0
2019-05-08,1.0,-6.491898148148149,-7.508101851851852,-6.552469135802469,-8.470293209876543,-8.55787037037037,0.0
2019-05-09,1.0,-6.522278186749322,-7.535451375435877,-6.583107322743123,-8.512592018597443,-8.5912437039907,0.0
2019-05-10,1.0,-6.519752130131681,-7.532145623547637,-6.582494190549961,-8.509682416731216,-8.585205267234702,0.0
2019-05-13,1.0,-6.517214700193423,-7.524564796905222,-6.570599613152805,-8.496711798839458,-8.576015473887814,0.0
2019-05-14,1.0,-6.390290519877676,-7.349388379204893,-6.617354740061163,-8.406345565749236,-8.462920489296636,0.0
2019-05-15,1.0,-6.39532208588957,-7.376917177914111,-6.6621932515337425,-8.439033742331288,-8.470092024539879,0.0
2019-05-16,1.0,-6.378305864315831,-7.378305864315831,-6.667688769643542,-8.435799156765045,-8.468761977769262,0.0
2019-05-17,1.0,-6.375239555385206,-7.363357608279035,-6.6791874281333845,-8.425450364124185,-8.486009965504026,0.0
2019-05-20,1.0,-6.466355503695061,-7.446518864255154,-6.799299883313886,-8.562038117464022,-8.621159082069234,0.0
2019-05-21,1.0,-6.467679127725856,-7.458333333333333,-6.822819314641745,-8.565420560747663,-8.626947040498441,0.0
2019-05-22,1.0,-6.570185844207197,-7.553183076314749,-6.956109134045077,-8.705812574139976,-8.756030051403716,0.0
2019-05-23,1.0,-6.5663507109004735,-7.539494470774091,-6.964060031595577,-8.694312796208532,-8.729857819905213,0.0
2019-05-24,1.0,-6.547281323877069,-7.4822695035460995,-6.983845547675335,-8.674940898345154,-8.71197793538219,0.0
2019-05-28,1.0,-6.532207384131972,-7.450117831893166,-6.962686567164179,-8.647289866457188,-8.685388845247447,0.0
2019-05-29,1.0,-6.500390320062451,-7.409836065573771,-6.91959406713505,-8.588602654176425,-8.613192818110852,0.0
2019-05-30,1.0,-6.488118426178419,-7.392676275808337,-6.90416828983249,-8.571094663030776,-8.600311647837943,0.0
2019-05-31,1.0,-6.497269890795631,-7.408346333853355,-6.90795631825273,-8.578783151326054,-8.609204368174726,0.0
2019-06-03,1.0,-6.437403400309119,-7.339258114374034,-6.873647604327666,-8.49613601236476,-8.493431221020092,0.0
2019-06-04,1.0,-6.424101969872537,-7.344534569331789,-6.867516415604481,-8.490536886828892,-8.498261877172654,0.0
2019-06-05,1.0,-6.2350732256853165,-7.114532482162973,-6.713105520090124,-8.275253473526098,-8.213668794592564,0.0
2019-06-06,1.0,-6.2089887640449435,-7.1269662921348305,-6.668913857677902,-8.239325842696628,-8.208988764044944,0.0
2019-06-07,1.0,-6.211552888222055,-7.150787696924231,-6.677794448612153,-8.248312078019506,-8.220555138784697,0.0
2019-06-10,1.0,-6.154677599701826,-7.1159150204994415,-6.6321282146850535,-8.190831159150205,-8.178158777487887,0.0
2019-06-11,1.0,-6.314100114635078,-7.288880397401606,-6.8456247611769205,-8.392051967902178,-8.370653419946505,0.0
2019-06-12,1.0,-6.321346595256312,-7.299540933435348,-6.8530986993114,-8.400918133129304,-8.380642693190513,0.0
2019-06-13,1.0,-6.364547206165703,-7.369171483622351,-6.9094412331406545,-8.457803468208093,-8.434682080924855,0.0
2019-06-14,1.0,-6.354094579008074,-7.337178008458286,-6.91041906958862,-8.443675509419455,-8.401384083044983,0.0
2019-06-17,1.0,-6.337936325278097,-7.3149213655542775,-6.894898350594553,-8.428845416187189,-8.381664748753357,0.0
2019-06-18,1.0,-6.377220077220078,-7.358301158301159,-6.944015444015444,-8.488030888030888,-8.442471042471043,0.0
2019-06-19,1.0,-6.326195028680688,-7.264244741873805,-6.902103250478012,-8.403824091778203,-8.34493307839388,0.0
2019-06-20,1.0,-6.318060328369606,-7.263077510500191,-6.8774341351660935,-8.389461626575027,-8.334860633829706,0.0
2019-06-21,1.0,-6.343043311613646,-7.301264852433883,-6.8976619394403995,-8.416251437332312,-8.37025680337294,0.0
2019-06-24,1.0,-6.332567929582855,-7.26903941829315,-6.8882510524301575,-8.401836969001149,-8.378109452736318,0.0
2019-06-25,1.0,-6.32772466539197,-7.247801147227534,-6.889866156787763,-8.401912045889102,-8.3736137667304,0.0
2019-06-26,1.0,-6.303366488140781,-7.2609028309104815,-6.877582249426166,-8.400153022188217,-8.413925019127774,0.0
2019-06-27,1.0,-6.325412035262554,-7.256803372939824,-6.904177845917977,-8.414334994250671,-8.428516673054812,0.0
2019-06-28,1.0,-6.302059496567505,-7.188024408848207,-6.879099923722349,-8.384057971014492,-8.385202135774218,0.0
2019-07-01,1.0,-6.31138180433955,-7.160639512752188,-6.8709554625047575,-8.369623144271031,-8.352874000761323,0.0
2019-07-02,1.0,-6.23644578313253,-7.095256024096385,-6.7906626506024095,-8.269201807228916,-8.25941265060241,0.0
2019-07-03,1.0,-6.240015071590053,-7.1055011303692535,-6.7938960060286355,-8.273172569706103,-8.266390354182366,0.0
2019-07-05,1.0,-6.236069277108434,-7.091867469879518,-6.788027108433735,-8.268825301204819,-8.266189759036145,0.0
2019-07-08,1.0,-6.238418079096045,-7.096798493408663,-6.788700564971752,-8.271186440677965,-8.269679849340866,0.0
2019-07-09,1.0,-6.216885553470919,-7.064540337711069,-6.765478424015009,-8.237898686679175,-8.238649155722326,0.0
2019-07-10,1.0,-6.240286684270087,-7.096190116937006,-6.797057714070162,-8.295360241418333,-8.292719728404377,0.0
2019-07-11,1.0,-6.322396032048836,-7.170545593285006,-6.888973674170164,-8.391072109881724,-8.380389164441054,0.0
2019-07-12,1.0,-6.324056423942051,-7.160884483415936,-6.884483415935951,-8.385055280213496,-8.369805566145635,0.0
2019-07-15,1.0,-6.3407181054239885,-7.202444614209321,-6.9239877769289535,-8.38540870893812,-8.344919786096257,0.0
2019-07-16,1.0,-6.393625192012289,-7.2346390168970816,-6.989247311827957,-8.423963133640553,-8.360983102918587,0.0
2019-07-17,1.0,-6.370455415231534,-7.226942212016839,-6.954458476846536,-8.390355912743972,-8.327975507079984,0.0
2019-07-18,1.0,-6.35392829900839,-7.200610221205187,-6.935545385202136,-8.356979405034325,-8.291380625476735,0.0
2019-07-19,1.0,-6.316925407042787,-7.14729269216206,-6.888678530859523,-8.287012495266945,-8.224536160545247,0.0
2019-07-22,1.0,-6.226492537313432,-7.031343283582089,-6.777611940298507,-8.159701492537314,-8.11865671641791,0.0
2019-07-23,1.0,-6.179829440118651,-6.987022617723396,-6.731924360400445,-8.112347052280311,-8.06748238783834,0.0
2019-07-24,1.0,-6.154525386313466,-6.935614422369389,-6.697203826342899,-8.026490066225165,-7.977924944812362,0.0
2019-07-25,1.0,-6.226968796433878,-6.969167904903418,-6.786032689450224,-8.12369985141159,-8.040861812778603,0.0
2019-07-26,1.0,-5.891910739191074,-6.531729428172943,-6.3842398884239895,-7.5634588563458856,-7.496164574616457,0.0
2019-07-29,1.0,-5.910045502275113,-6.5376268813440666,-6.411620581029052,-7.598879943997199,-7.543577178858942,0.0
2019-07-30,1.0,-5.916579039607431,-6.545741324921136,-6.422362425517,-7.609884332281808,-7.5559060637924995,0.0
2019-07-31,1.0,-5.920350877192982,-6.5575438596491225,-6.428421052631579,-7.616140350877193,-7.565263157894736,0.0
2019-08-01,1.0,-5.967479674796748,-6.629551078119476,-6.472605160834217,-7.667020148462354,-7.611170024743727,0.0
2019-08-02,1.0,-5.88140913847227,-6.530868503662364,-6.396232996163236,-7.559818625741192,-7.511335891175445,0.0
2019-08-05,1.0,-5.8860538273331,-6.542817196784341,-6.4026564138413145,-7.586158685774206,-7.535127577770011,0.0
2019-08-06,1.0,-5.616828695943681,-6.278243379148509,-6.128729466979552,-7.260140797854509,-7.239691585652029,0.0
2019-08-07,1.0,-5.61019792016102,-6.308621268030862,-6.1120429386112045,-7.25729620932573,-7.257631667225763,0.0
2019-08-08,1.0,-5.608520630660852,-6.31029855753103,-6.112713854411271,-7.256960751425696,-7.256960751425696,0.0
2019-08-09,1.0,-5.5457266378450285,-6.241769205187895,-6.053541735949452,-7.19388094446292,-7.2208180911207185,0.0
2019-08-12,1.0,-5.535986733001659,-6.214925373134328,-6.057711442786069,-7.175456053067993,-7.183416252072968,0.0
2019-08-13,1.0,-5.505273566249176,-6.165128543177324,-6.0201054713249835,-7.129202373104812,-7.140079103493737,0.0
2019-08-14,1.0,-5.415094339622641,-6.096291476903058,-5.937540663630449,-7.032856213402733,-7.049446974625894,0.0
2019-08-15,1.0,-5.219122257053292,-5.887147335423197,-5.735423197492164,-6.764576802507838,-6.741692789968653,0.0
2019-08-16,1.0,-5.205689277899344,-5.868396373866834,-5.720225070334481,-6.74304470146921,-6.7224132541419195,0.0
2019-08-19,1.0,-5.212925382453949,-5.833593506088041,-5.72806743677802,-6.742741180143614,-6.7037152669372455,0.0
2019-08-20,1.0,-5.1593440594059405,-5.781559405940594,-5.679764851485149,-6.681930693069307,-6.638304455445544,0.0
2019-08-21,1.0,-5.211922596754057,-5.82896379525593,-5.751872659176031,-6.737203495630462,-6.680711610486891,0.0
