Date,IWF,IWM,MTUM,SEAS,SPY,VLUE,VXX
2018-09-24,-0.7660060126934639,-1.7168466763166685,-0.02327135062910589,1.0,-1.106446943547489,-0.9547377797572654,0.0
2018-09-25,-0.7663624220837043,-1.7155498664292075,-0.024543633125556543,1.0,-1.1054652715939448,-0.9535841495992875,0.0
2018-09-26,-0.7742531050688151,-1.7284323598522993,-0.032673156540226025,1.0,-1.1107754279959716,-0.9485845361978292,0.0
2018-09-27,-0.7788149804359978,-1.7156512017887087,-0.03633314700950251,1.0,-1.11078814980436,-0.9480715483510341,0.0
2018-09-28,-0.7800827555356743,-1.7148288973384032,-0.0370722433460076,1.0,-1.1111048982330576,-0.9485573697159473,0.0
2018-10-01,-0.781531405559595,-1.7134627216287264,-0.037250405503663514,1.0,-1.1120868057497624,-0.9488226410873092,0.0
2018-10-02,-0.7886422828671724,-1.7700147208696637,-0.02836598346733099,1.0,-1.1197486128411278,-0.9550447287962858,0.0
2018-10-03,-0.788800181190193,-1.7694354793046827,-0.029443406375629918,1.0,-1.1194722835626523,-0.9549855614064889,0.0
2018-10-04,-0.794813724380025,-1.7594270184577059,-0.03097044502321368,1.0,-1.1272222851319216,-0.9494394745781906,0.0
2018-10-05,-0.7771277493390335,-1.7511391123361648,-0.009450413455588683,1.0,-1.1325870506834672,-0.9549417787028182,0.0
2018-10-08,-0.7735001964195523,-1.7452157809080195,-0.0021325551377742863,1.0,-1.1377742858746283,-0.9533643863291993,0.0
2018-10-09,-0.7757371524852569,-1.7468688570626225,-0.005447907891041842,1.0,-1.1370401572591968,-0.9512496489750069,0.0
2018-10-10,-0.7816298964430437,-1.7475799189554255,-0.009736605132823052,1.0,-1.1426722197208463,-0.9464768122467356,0.0
2018-10-11,-0.6483611426102921,-1.724445164425725,-0.0,1.0,-1.0852637831416383,-0.9417895134726498,0.0
2018-10-12,-0.6583992777099155,-1.7137925540389822,-0.0,1.0,-1.0454617876679588,-0.8932497742843486,0.0
2018-10-15,-0.6404678733989627,-1.7254154758124274,-0.0,1.0,-1.0385836773578914,-0.8882714089128825,0.0
2018-10-16,-0.6438523070403136,-1.7226254171743394,-0.0,1.0,-1.0406314562695345,-0.8903427451395879,0.0
2018-10-17,-0.610061919504644,-1.654076367389061,-0.0,1.0,-1.015170278637771,-0.8805985552115584,0.0
2018-10-18,-0.6107812257964579,-1.6565807817421387,-0.0,1.0,-1.0147673878246501,-0.8812412867248411,0.0
2018-10-19,-0.5861998570991119,-1.6383076451975096,-0.0,1.0,-1.0088292334388078,-0.8702664080841074,0.0
2018-10-22,-0.5868067955716545,-1.6350696393041173,-0.0,1.0,-1.0090811693280954,-0.8708739350033161,0.0
2018-10-23,-0.5866115618143783,-1.6351854686463594,-0.0,1.0,-1.0093882340935763,-0.8711158732588397,0.0
2018-10-24,-0.5881990764494613,-1.6510005130836327,-0.0,1.0,-1.0163160595177014,-0.8752693689071319,0.0
2018-10-25,-0.5394465705033854,-1.5680011775095672,-0.0,1.0,-0.9890589736041605,-0.8097831419880287,0.0
2018-10-26,-0.5163114397564158,-1.5411048281861677,-0.0,1.0,-0.9846309989850659,-0.790971920158523,0.0
2018-10-29,-0.49615790990298725,-1.5464892901738547,-0.0,1.0,-0.9717126116607435,-0.7882528095283835,0.0
2018-10-30,-0.5166602279312343,-1.5535058914429207,-0.0,1.0,-0.9783658489472669,-0.7805678964651344,0.0
2018-10-31,-0.519676756084732,-1.5238368478936546,-0.0,1.0,-0.9694926600679004,-0.7686606417061158,0.0
2018-11-01,-0.49940348365545223,-1.5379145788594608,-0.0,1.0,-0.9671200190885231,-0.7677403960868528,0.0
2018-11-02,-0.5057280818026888,-1.4960708199204695,-0.0,1.0,-0.9744839992425677,-0.7577163416019693,0.0
2018-11-05,-0.5075807827158154,-1.4929877759878707,-0.0,1.0,-0.9753624561735998,-0.7620581825073439,0.0
2018-11-06,-0.5328026088624592,-1.5279589487818914,-0.0,1.0,-0.9791866487627086,-0.7557548436600806,0.0
2018-11-07,-0.5317140940883396,-1.5274025102998945,-0.0,1.0,-0.977052792948165,-0.7545271629778671,0.0
2018-11-08,-0.5015387528999573,-1.522560484825529,-0.0,1.0,-0.9592822309549738,-0.7512428388807348,0.0
2018-11-09,-0.5061622650487747,-1.5293361884368308,-0.0,1.0,-0.9640732809897692,-0.758934094694266,0.0
2018-11-12,-0.5046662560992942,-1.515751575157516,-0.0,1.0,-0.9637121606897532,-0.7531384717419111,0.0
2018-11-13,-0.48126260494348294,-1.5118427841095634,-0.0,1.0,-0.9575535856667136,-0.7395056517048919,0.0
2018-11-14,-0.4879580657347941,-1.5183698526633924,-0.0,1.0,-0.968927087268606,-0.747072157159048,0.0
2018-11-15,-0.48687125819073207,-1.5199641729128364,-0.0,1.0,-0.9722340074482628,-0.7350209777023523,0.0
2018-11-16,-0.48250434455873376,-1.5072096190878777,-0.0,1.0,-0.9684373679019305,-0.738668921140388,0.0
2018-11-19,-0.4887373618622149,-1.5071243827886198,-0.0,1.0,-0.96727016223842,-0.739383964260522,0.0
2018-11-20,-0.42418435075254746,-1.4989716743012058,-0.0,1.0,-0.9770496400860055,-0.7739553145741798,0.0
2018-11-21,-0.4341788557674504,-1.492131086835771,-0.0,1.0,-0.9729216811701535,-0.7294945380485095,0.0
2018-11-23,-0.43577075098814233,-1.539337474120083,-0.0,1.0,-0.9834839073969509,-0.7468473555430077,0.0
2018-11-26,-0.4346190028222013,-1.5449670743179678,-0.0,1.0,-0.9804327375352774,-0.7436500470366886,0.0
2018-11-27,-0.42242265632302084,-1.5468735395831386,-0.0,1.0,-0.9707916627722217,-0.7332460977661465,0.0
2018-11-28,-0.4282431291623675,-1.5322671419191447,-0.0,1.0,-0.9856486258324736,-0.7439264609323704,0.0
2018-11-29,-0.37709251101321584,-1.5156039879434269,-0.0,1.0,-0.9863667980523997,-0.7580338511476931,0.0
2018-11-30,-0.37786542923433875,-1.5180046403712295,-0.0,1.0,-0.9901624129930394,-0.7543851508120649,0.0
2018-12-03,-0.37354934546467367,-1.5211215300343517,-0.0,1.0,-0.9920620183826944,-0.7554080401076967,0.0
2018-12-04,-0.35968690658144603,-1.530545134546802,-0.0,1.0,-0.9876800518734659,-0.7536473530637766,0.0
2018-12-06,-0.34891747725133354,-1.4441705141422745,-0.0,1.0,-0.9847146891389125,-0.7046931731588147,0.0
2018-12-07,-0.34911030433418494,-1.4445789072654742,-0.0,1.0,-0.9848057012236117,-0.7035991215095693,0.0
2018-12-10,-0.3193663997168267,-1.4475908145657272,-0.0,1.0,-0.9792929516393081,-0.6783328171319853,0.0
2018-12-11,-0.3383762200532387,-1.4443212067435671,-0.0,1.0,-0.9892191659272405,-0.6646406388642414,0.0
2018-12-12,-0.339041703637977,-1.4439662821650399,-0.0,1.0,-0.9892191659272405,-0.6643300798580303,0.0
2018-12-13,-0.3378750221906622,-1.437466714006746,-0.0,1.0,-1.0001331439730161,-0.6626131723770637,0.0
2018-12-14,-0.3426316022883498,-1.4237438467337797,-0.0,1.0,-1.0060313095924431,-0.6623353585524857,0.0
2018-12-17,-0.30398930242924,-1.4410965010028973,-0.0,1.0,-0.9960329841765099,-0.7161577891687096,0.0
2018-12-18,-0.28662335940607186,-1.4262229882009811,-0.0,1.0,-0.9896592867559327,-0.7166025895974193,0.0
