Date,IWF,IWM,MTUM,SHLX,SPY,VLUE,VXX
2018-09-24,-0.3824052343361069,-0.8947443282839058,-0.0,1.0,-0.6203328355024536,-0.6584880164995377,0.0
2018-09-25,-0.382662494666477,-0.8945384724790216,-0.0,1.0,-0.6202176077371641,-0.6582989617408619,0.0
2018-09-26,-0.382662494666477,-0.8946451429384156,-0.0,1.0,-0.6202176077371641,-0.6581922912814678,0.0
2018-09-27,-0.38209645844456314,-0.8977398113543336,-0.0,1.0,-0.620751023313757,-0.6587649047873287,0.0
2018-09-28,-0.38350603567994873,-0.8971263753872448,-0.0,1.0,-0.6211943168464907,-0.6590463981768329,0.0
2018-10-01,-0.3834538267032302,-0.8975390861497918,-0.0,1.0,-0.6211403540012109,-0.6592115103814238,0.0
2018-10-02,-0.40244788261785436,-0.8638047504903029,-0.015907605142732623,1.0,-0.6563884651703349,-0.6933246168373647,0.0
2018-10-03,-0.4022800711614566,-0.8615619213593291,-0.015975020876447737,1.0,-0.6566822786188868,-0.6941872708129108,0.0
2018-10-04,-0.40662213186174845,-0.8547415045018878,-0.016845774034272436,1.0,-0.6623584083647981,-0.6899869300029043,0.0
2018-10-05,-0.3949528182508406,-0.8487291659134458,-0.003434686720416501,1.0,-0.6692577461224194,-0.6991214432915145,0.0
2018-10-08,-0.39264780374846225,-0.8466603951081844,-0.0,1.0,-0.6779434112453868,-0.7009552065996092,0.0
2018-10-09,-0.3904406975902743,-0.8465518489036833,-0.0,1.0,-0.6787394167450611,-0.7024748534626238,0.0
2018-10-10,-0.392027779787311,-0.8454749330825436,-0.0,1.0,-0.6797004991680533,-0.6999565940823266,0.0
2018-10-11,-0.30598724318990733,-0.8400817563519751,-0.0,1.0,-0.6567290411248545,-0.7211826479190894,0.0
2018-10-12,-0.30616433590760456,-0.8311069366172685,-0.0,1.0,-0.6387323453697906,-0.7027412509566549,0.0
2018-10-15,-0.2631210881499353,-0.8849610126228189,-0.0,1.0,-0.6370502465121157,-0.7114934088604495,0.0
2018-10-16,-0.25869968174028607,-0.8924911691672786,-0.0,1.0,-0.635889903123142,-0.7102787395516384,0.0
2018-10-17,-0.24723565998617833,-0.8698686938493435,-0.0,1.0,-0.628852798894264,-0.7094678645473393,0.0
2018-10-18,-0.2513036223319196,-0.8815615657373287,-0.0,1.0,-0.6293193353264269,-0.714141695056664,0.0
2018-10-19,-0.23050074299339943,-0.8700279918443514,-0.0,1.0,-0.6362442547603414,-0.7190102636762622,0.0
2018-10-22,-0.23055382700684504,-0.8596418447071837,-0.0,1.0,-0.6423978427712093,-0.7244693355458757,0.0
2018-10-23,-0.2404286308780691,-0.8640241364960466,-0.0,1.0,-0.6392703564988209,-0.7241989180191427,0.0
2018-10-24,-0.2383460991924583,-0.8636536928568953,-0.0,1.0,-0.639136311648702,-0.7246733441929781,0.0
2018-10-25,-0.20236217830419756,-0.8163943227191893,-0.0,1.0,-0.6433244975338053,-0.6932859108143475,0.0
2018-10-26,-0.19190240335072964,-0.8046072532659642,-0.0,1.0,-0.6429212512049995,-0.6847388890735632,0.0
2018-10-29,-0.17977751291219707,-0.8076082638061185,-0.0,1.0,-0.6371672626142234,-0.6862667196397828,0.0
2018-10-30,-0.19016328156113102,-0.8096707818930041,-0.0,1.0,-0.6388557015797159,-0.6800743395725475,0.0
2018-10-31,-0.19583347067936843,-0.7873553746250453,-0.0,1.0,-0.637703134785905,-0.6754128621814947,0.0
2018-11-01,-0.18543264325445152,-0.7944574268505414,-0.0,1.0,-0.6365072573478591,-0.6749168943159003,0.0
2018-11-02,-0.19430238657225285,-0.7593430369787569,-0.0,1.0,-0.6527668502491477,-0.6718463152373461,0.0
2018-11-05,-0.19491080797481636,-0.7580338405036725,-0.0,1.0,-0.6528725078698846,-0.6732686253934942,0.0
2018-11-06,-0.2122394971882236,-0.7806152828316242,-0.0,1.0,-0.6513066490241483,-0.6638438637115448,0.0
2018-11-07,-0.21132262870385699,-0.783314020857474,-0.0,1.0,-0.6509849362688297,-0.6650554543949677,0.0
2018-11-08,-0.18572600492206726,-0.7838884331419195,-0.0,1.0,-0.6415750615258408,-0.6701558654634946,0.0
2018-11-09,-0.1838274395107684,-0.7981587343791545,-0.0,1.0,-0.6604958787556501,-0.6811353363467164,0.0
2018-11-12,-0.1832235426528518,-0.7803303651229765,-0.0,1.0,-0.6682114601608792,-0.6784733026581482,0.0
2018-11-13,-0.15803805774278212,-0.776509186351706,-0.0,1.0,-0.6704724409448819,-0.6758530183727034,0.0
2018-11-14,-0.15693814500755934,-0.7793991980542957,-0.0,1.0,-0.6722211266679814,-0.6781042529415632,0.0
2018-11-15,-0.1559639048400328,-0.7797867104183757,-0.0,1.0,-0.6741591468416734,-0.671501230516817,0.0
2018-11-16,-0.1530709073655967,-0.771473446549524,-0.0,1.0,-0.6723929190798731,-0.6752069631229345,0.0
2018-11-19,-0.1537429655804214,-0.7711686951969636,-0.0,1.0,-0.6719015835623608,-0.6750098154691794,0.0
2018-11-20,-0.09838846480067855,-0.7659359300580675,-0.0,1.0,-0.6858811248124226,-0.7119788608338227,0.0
2018-11-21,-0.10113812726332128,-0.7594089498189343,-0.0,1.0,-0.6820033626487325,-0.6907979824107605,0.0
2018-11-23,-0.10094422271975079,-0.7704338232908271,-0.0,1.0,-0.6811707063824264,-0.6922028618709237,0.0
2018-11-26,-0.10048002075765439,-0.7724766476388168,-0.0,1.0,-0.6796834457706279,-0.6907109496626882,0.0
2018-11-27,-0.09130224302081652,-0.7754074552202679,-0.0,1.0,-0.6748426658060351,-0.6857834436017428,0.0
2018-11-28,-0.0903659206149275,-0.7821270548719439,-0.0,1.0,-0.6725769466782934,-0.6846235829861447,0.0
2018-11-29,-0.05212070732957458,-0.7739620707329575,-0.0,1.0,-0.6780497180932855,-0.6993208610968734,0.0
2018-11-30,-0.05432322317790855,-0.7858112914699606,-0.0,1.0,-0.6942378581129147,-0.6991851516523314,0.0
2018-12-03,-0.04781474233529028,-0.7991519895629484,-0.0,1.0,-0.7064253098499674,-0.7081865622961513,0.0
2018-12-04,-0.05513685045616819,-0.8067235224117413,-0.0,1.0,-0.7232910220811847,-0.7204151791617083,0.0
2018-12-06,-0.04632397852573375,-0.7473880477063041,-0.0,1.0,-0.7253994277815282,-0.6956312084096826,0.0
2018-12-07,-0.0662171845482379,-0.7581590775845222,-0.0,1.0,-0.7402123640153735,-0.6925281740603217,0.0
2018-12-10,-0.049982241451680606,-0.7580317070808176,-0.0,1.0,-0.7384973039294824,-0.6823157147008493,0.0
