Date,IWF,IWM,MTUM,NID,SPY,VLUE,VXX
2018-09-24,-0.10528302506113472,-0.20455925555136137,-0.0,1.0,-0.1754115310761353,-0.1559633027522936,0.0
2018-09-25,-0.10703795474311219,-0.20400059073530136,-0.0,1.0,-0.17502174234095272,-0.15487110483910668,0.0
2018-09-26,-0.10648566128793972,-0.20368029678753755,-0.0,1.0,-0.17521627078579755,-0.15612534677194306,0.0
2018-09-27,-0.1074381521097185,-0.20165365181442352,-0.0,1.0,-0.17530677866001707,-0.15612901108996655,0.0
2018-09-28,-0.10743177827735022,-0.20186737992484535,-0.0,1.0,-0.17539915656126417,-0.1562330778950132,0.0
2018-10-01,-0.10709343700579863,-0.2058678176067475,-0.0,1.0,-0.17636399578281498,-0.15799617817606745,0.0
2018-10-02,-0.106250206359164,-0.2128801135800839,-0.0,1.0,-0.17512464093505464,-0.15663485984085584,0.0
2018-10-03,-0.10585123966942149,-0.20636363636363636,-0.0,1.0,-0.17854545454545456,-0.16213223140495867,0.0
2018-10-04,-0.10921157156096914,-0.20265126439825235,-0.0,1.0,-0.18323844829868927,-0.15988679994704091,0.0
2018-10-05,-0.10837348999933989,-0.20172948709485772,-0.0,1.0,-0.18192619974915836,-0.15824476863159284,0.0
2018-10-08,-0.10898304524572824,-0.20292824800872525,-0.0,1.0,-0.18184221832964273,-0.15875665135340583,0.0
2018-10-09,-0.10587690424599301,-0.20306995054336138,-0.0,1.0,-0.18351886464760075,-0.16160246125345284,0.0
2018-10-10,-0.1075800688194812,-0.2024219163578613,-0.0,1.0,-0.18467112228692428,-0.15964134462678667,0.0
2018-10-11,-0.08137966471835058,-0.1924497398676858,-0.0,1.0,-0.17218511143939882,-0.15972445243753614,0.0
2018-10-12,-0.0826016672477733,-0.18682050144220103,-0.0,1.0,-0.164299977812292,-0.1511299882722115,0.0
2018-10-15,-0.0749640583281988,-0.19241038279855283,-0.0,1.0,-0.16201399750383114,-0.15046526691628356,0.0
2018-10-16,-0.07498578019338936,-0.19244138279719394,-0.0,1.0,-0.1620425962206914,-0.15049295329583517,0.0
2018-10-17,-0.06746935337970617,-0.17782837892635453,-0.0,1.0,-0.1603917776599395,-0.15393493246826165,0.0
2018-10-18,-0.06778497308262464,-0.17877818522275105,-0.0,1.0,-0.15985019895451352,-0.15402980416634157,0.0
2018-10-19,-0.06313150850263823,-0.17313197270490663,-0.0,1.0,-0.15877264920234577,-0.1523047642626147,0.0
2018-10-22,-0.06353608279366653,-0.17547175657670497,-0.0,1.0,-0.15833669011247792,-0.151953645462151,0.0
2018-10-23,-0.0645156293565476,-0.17545462994516556,-0.0,1.0,-0.1575017813439078,-0.15150717184547227,0.0
2018-10-24,-0.06389722024674561,-0.17334034198076745,-0.0,1.0,-0.15715345845830372,-0.15163414860393928,0.0
2018-10-25,-0.050778309698009824,-0.15412639629060912,-0.0,1.0,-0.16127721073073797,-0.13925270225514105,0.0
2018-10-26,-0.04413457083501472,-0.14983036661734597,-0.0,1.0,-0.16423799488858,-0.1363643157123855,0.0
2018-10-29,-0.03845410628019324,-0.15065031586770716,-0.0,1.0,-0.16052025269416575,-0.13681159420289857,0.0
2018-10-30,-0.03799105218567458,-0.15065622259546071,-0.0,1.0,-0.16052557261552639,-0.13718991067049152,0.0
2018-10-31,-0.03913210786490247,-0.14557617736731493,-0.0,1.0,-0.15963650356688275,-0.1357043483408815,0.0
2018-11-01,-0.04083899924454518,-0.14458812899020873,-0.0,1.0,-0.1599490438311929,-0.13592261772504408,0.0
2018-11-02,-0.04207635751616618,-0.13833525260578144,-0.0,1.0,-0.16138128561726753,-0.13457052588065077,0.0
2018-11-05,-0.043170464958174455,-0.1359108509946499,-0.0,1.0,-0.16155301350832077,-0.13730010936714848,0.0
2018-11-06,-0.042618635671295264,-0.1356195377312453,-0.0,1.0,-0.16226727592682963,-0.1382813539771971,0.0
2018-11-07,-0.04285968081011459,-0.13592218636188672,-0.0,1.0,-0.16300002960945134,-0.13869067006188376,0.0
2018-11-08,-0.03398051117741296,-0.13577507018033774,-0.0,1.0,-0.15949675921162862,-0.14049295257131938,0.0
2018-11-09,-0.0335195530726257,-0.1359453102028815,-0.0,1.0,-0.16020288150543957,-0.1404880917377242,0.0
2018-11-12,-0.03339781353498051,-0.1312172103520033,-0.0,1.0,-0.16149359594360915,-0.13935050851431752,0.0
2018-11-13,-0.025730332186860553,-0.12759226203433613,-0.0,1.0,-0.16097058354013383,-0.1369381920559595,0.0
2018-11-14,-0.02629936573825455,-0.12724422705699648,-0.0,1.0,-0.1611199001436886,-0.13673638224067114,0.0
2018-11-15,-0.026107124737261726,-0.12696963107922013,-0.0,1.0,-0.16125244618395304,-0.1352757845908531,0.0
2018-11-16,-0.024657772118195236,-0.12365062367956473,-0.0,1.0,-0.16104245651607674,-0.13768703151680028,0.0
2018-11-19,-0.02473084047233156,-0.12365420236165779,-0.0,1.0,-0.16100370456124102,-0.1376910164389905,0.0
2018-11-20,-0.018942667819072313,-0.12114664361855372,-0.0,1.0,-0.16076058772687987,-0.13965715932008066,0.0
2018-11-21,-0.019394790785682545,-0.11907799486819284,-0.0,1.0,-0.15948739266925646,-0.13551984633247804,0.0
2018-11-23,-0.01931133428981349,-0.12074605451936873,-0.0,1.0,-0.15909612625538022,-0.13556671449067434,0.0
2018-11-26,-0.019161814061558764,-0.12149680158343135,-0.0,1.0,-0.15857261696451624,-0.13505062964344108,0.0
2018-11-27,-0.016370025426392022,-0.12218952661200469,-0.0,1.0,-0.1567294231922978,-0.13316001485586948,0.0
2018-11-28,-0.01712040014290818,-0.11965702036441586,-0.0,1.0,-0.1581993569131833,-0.13410503751339767,0.0
2018-11-29,-0.014824740210682365,-0.11846963066440495,-0.0,1.0,-0.15772668310692345,-0.13444899006457314,0.0
2018-11-30,-0.015282221206581351,-0.12000114259597806,-0.0,1.0,-0.16050617001828152,-0.13246972120658135,0.0
2018-12-03,-0.01412151067323481,-0.12056828728492897,-0.0,1.0,-0.16071964017991003,-0.13244806168344397,0.0
2018-12-04,-0.012066042708377852,-0.12125874325113609,-0.0,1.0,-0.15946550422382724,-0.1317720130489907,0.0
2018-12-06,-0.011874233470844018,-0.10066618352101683,-0.0,1.0,-0.15867153528821495,-0.12249135912587801,0.0
2018-12-07,-0.013711228158180754,-0.10032605969400551,-0.0,1.0,-0.15851517431652873,-0.12086503358136165,0.0
2018-12-10,-0.005453767241498337,-0.10117773758405015,-0.0,1.0,-0.15897386333825786,-0.11509519930412693,0.0
2018-12-11,-0.010127806563039724,-0.09991018998272884,-0.0,1.0,-0.16077374784110535,-0.11088082901554404,0.0
2018-12-12,-0.008459674627898928,-0.10125302872966425,-0.0,1.0,-0.1613153340256144,-0.11353409484250607,0.0
2018-12-13,-0.008575069958163633,-0.1017371789543679,-0.0,1.0,-0.16115313218629654,-0.11384478984844708,0.0
2018-12-14,-0.007299573960227037,-0.10632953551950484,-0.0,1.0,-0.15961920093256915,-0.11450339305291499,0.0
2018-12-17,-0.006053386156169051,-0.10574725381280214,-0.0,1.0,-0.15838539430122867,-0.11502818910944577,0.0
2018-12-18,-0.004275921047186857,-0.10314625029310749,-0.0,1.0,-0.1571607884246679,-0.11473261700161382,0.0
2018-12-19,-0.0002901634587484283,-0.1049977201442527,-0.0,1.0,-0.16014259461401353,-0.11630027772788194,0.0
2018-12-20,-0.0,-0.09862397970439002,-0.0,1.0,-0.1655774321641297,-0.11456265166556363,0.0
2018-12-21,-0.0,-0.09955215395920858,-0.0,1.0,-0.16677065568542626,-0.12018357528111696,0.0
2018-12-24,-0.0,-0.09801832221637928,-0.0,1.0,-0.16584096759015804,-0.11999391104591624,0.0
2018-12-26,-0.0,-0.10138002059732236,-0.0,1.0,-0.15689667009955374,-0.11487813250944044,0.0
2018-12-27,-0.0,-0.09240697329776627,-0.0,1.0,-0.1389405329668849,-0.11588931102309163,0.0
2018-12-28,-0.0,-0.09181067679128777,-0.0,1.0,-0.14100606666576587,-0.1183337611976598,0.0
2018-12-31,-0.0,-0.09391144410483894,-0.0,1.0,-0.14063725622785428,-0.11786264910335129,0.0
2019-01-02,-0.0,-0.09350719545976623,-0.0,1.0,-0.13954462536315115,-0.11820822917370448,0.0
2019-01-03,-0.0,-0.09570567144719688,-0.0,1.0,-0.13430302042590178,-0.1281100608431117,0.0
2019-01-04,-0.0,-0.09557052791081526,-0.0,1.0,-0.1292718564818573,-0.12806775441729576,0.0
2019-01-07,-0.0,-0.08698324470217259,-0.0,1.0,-0.1269474359316961,-0.12221747147323696,0.0
2019-01-08,-0.0,-0.08582836996875082,-0.0,1.0,-0.12766753024758953,-0.12195187094361795,0.0
2019-01-09,-0.0,-0.08880830679476544,-0.0,1.0,-0.1283619236224476,-0.12092220408381728,0.0
2019-01-10,-0.0,-0.08905723004443493,-0.0,1.0,-0.12827239145564537,-0.12107179185181219,0.0
2019-01-11,-0.0,-0.08192725909261342,-0.0,1.0,-0.12998821575874445,-0.12720284964379452,0.0
2019-01-14,-0.0,-0.0813804173354735,-0.0,1.0,-0.12755484216158372,-0.1286784376672017,0.0
2019-01-15,-0.0,-0.081873846894302,-0.0,1.0,-0.12789112008342468,-0.12716917564640765,0.0
2019-01-16,-0.0,-0.0815963871519427,-0.0,1.0,-0.12622254288920956,-0.12828015605793383,0.0
2019-01-17,-0.0,-0.08105905769513352,-0.0,1.0,-0.1263575521981325,-0.12844146996353145,0.0
2019-01-18,-0.0,-0.08230392025509793,-0.0,1.0,-0.12779013371205017,-0.12970604785765963,0.0
2019-01-22,-0.0,-0.04525459626784305,-0.0,1.0,-0.10218941511160126,-0.1058112867043475,0.0
2019-01-23,-0.0,-0.04494142971565879,-0.0,1.0,-0.10145925110132159,-0.10510112134561474,0.0
2019-01-24,-0.0,-0.039349271750428925,-0.0,1.0,-0.11169833059900562,-0.10130371075404826,0.0
2019-01-25,-0.0,-0.019769905400078832,-0.0,1.0,-0.11148748521876231,-0.10051241623965314,0.0
2019-01-28,-0.0,-0.008549746217907652,-0.0,1.0,-0.12686640713546543,-0.09653575124427143,0.0
2019-01-29,-0.0,-0.009997786467940677,-0.0,1.0,-0.12184264246538282,-0.09789960402370938,0.0
2019-01-30,-0.0,-0.01060991652220952,-0.0,1.0,-0.1225242503596061,-0.0962760791256347,0.0
2019-01-31,-0.0,-0.011707701010896033,-0.0,1.0,-0.12029908748800945,-0.09779373785571979,0.0
2019-02-01,-0.0,-0.01158044846577498,-0.0,1.0,-0.11979986231313924,-0.09795436664044059,0.0
2019-02-04,-0.0,-0.01186392751324703,-0.0,1.0,-0.12010228795534739,-0.09745632476425822,0.0
2019-02-05,-0.0,-0.011797704429982655,-0.0,1.0,-0.11929336794321356,-0.09913024222815456,0.0
2019-02-06,-0.0,-0.012991326813065142,-0.0,1.0,-0.11698345328166328,-0.10026450144553116,0.0
2019-02-07,-0.0,-0.00999495949152334,-0.0,1.0,-0.11543993803862751,-0.10395741385033377,0.0
