Date,IWF,IWM,MTUM,SILV,SPY,VLUE,VXX
2018-12-06,-0.0,-2.992154665172317,-0.0,1.0,-5.648781171196414,-4.368590641636312,0.0
2018-12-07,-0.0,-2.996355480796187,-0.0,1.0,-5.661480235492011,-4.359545836837679,0.0
2018-12-10,-0.0,-2.828304124390565,-0.0,1.0,-5.340097509553301,-4.008565028330478,0.0
2018-12-11,-0.0,-2.900661357808071,-0.0,1.0,-5.548926980699149,-4.047509785396139,0.0
2018-12-12,-0.0,-2.9013362127142663,-0.0,1.0,-5.5485220677554326,-4.047104872452422,0.0
2018-12-13,-0.0,-2.8729452977634065,-0.0,1.0,-5.570735650767987,-4.029641606036109,0.0
2018-12-14,-0.0,-2.8160409097025974,-0.0,1.0,-5.608935540304131,-4.032297133629391,0.0
2018-12-17,-0.0,-2.7658160552897395,-0.0,1.0,-5.437533227006911,-4.08732057416268,0.0
2018-12-18,-0.0,-2.639562157935887,-0.0,1.0,-5.337633567891581,-4.053818087047172,0.0
2018-12-19,-0.0,-2.6465900182910898,-0.0,1.0,-5.354455186830416,-4.064018813692187,0.0
2018-12-20,-0.0,-2.5296680763808794,-0.0,1.0,-5.315135204408561,-3.970780469050365,0.0
2018-12-21,-0.0,-2.54858454475899,-0.0,1.0,-5.359984697781178,-3.843279775567457,0.0
2018-12-24,-0.0,-2.479448422169186,-0.0,1.0,-5.542296473084062,-4.237337576239724,0.0
2018-12-26,-0.0,-2.63579756226815,-0.0,1.0,-5.423953365129835,-4.18879173290938,0.0
2018-12-27,-0.0,-2.173307674892461,-0.0,1.0,-4.3634820013583875,-3.783110708625764,0.0
2018-12-28,-0.0,-2.2690972222222223,-0.0,1.0,-4.454861111111111,-3.8499999999999996,0.0
2018-12-31,-0.0,-2.291753774680604,-0.0,1.0,-4.464692218350755,-3.8580720092915213,0.0
2019-01-02,-0.0,-2.300722947761194,-0.0,1.0,-4.486590485074626,-3.873134328358209,0.0
2019-01-03,-0.0,-2.319009040742045,-0.0,1.0,-4.597628272866032,-3.824586121873899,0.0
2019-01-04,-0.0,-2.438782816229117,-0.0,1.0,-4.525298329355609,-3.9692124105011937,0.0
2019-01-07,-0.0,-2.271204188481675,-0.0,1.0,-4.511925538103548,-3.851541593949971,0.0
2019-01-08,-0.0,-2.186043815926742,-0.0,1.0,-4.571461690042889,-3.834009505042309,0.0
2019-01-09,-0.0,-2.12354583527222,-0.0,1.0,-4.598883201489065,-3.9108887854816192,0.0
2019-01-10,-0.0,-2.1629193643319597,-0.0,1.0,-4.643319599764568,-3.9653914067098293,0.0
2019-01-11,-0.0,-2.159551886792453,-0.0,1.0,-4.654716981132076,-3.9781839622641506,0.0
2019-01-14,-0.0,-2.170343281821399,-0.0,1.0,-4.6706381974755224,-3.955644685619913,0.0
2019-01-15,-0.0,-2.1594629607820046,-0.0,1.0,-4.666705923919444,-3.950889176775409,0.0
2019-01-16,-0.0,-2.1580626107501475,-0.0,1.0,-4.617838157117543,-4.0374483165977555,0.0
2019-01-17,-0.0,-2.1419293895383165,-0.0,1.0,-4.6242767741173685,-4.04144527098831,0.0
2019-01-18,-0.0,-2.123134766772412,-0.0,1.0,-4.605686758312771,-4.020679121137351,0.0
2019-01-22,-0.0,-2.163267698077825,-0.0,1.0,-4.597632442569152,-3.9595639943741214,0.0
2019-01-23,-0.0,-2.202832453192511,-0.0,1.0,-4.761161785885742,-4.037926068170908,0.0
2019-01-24,-0.0,-2.2122086037010336,-0.0,1.0,-4.758471521268926,-4.045541937034367,0.0
2019-01-25,-0.0,-2.205592894863178,-0.0,1.0,-4.763322131541046,-4.032885261641862,0.0
2019-01-28,-0.0,-2.169525851798904,-0.0,1.0,-4.742792470812486,-4.000953061710746,0.0
2019-01-29,-0.0,-2.1637336504161713,-0.0,1.0,-4.722473246135554,-4.004399524375744,0.0
2019-01-30,-0.0,-2.1628017600190272,-0.0,1.0,-4.721369960756332,-4.007848733499822,0.0
2019-01-31,-0.0,-2.143378887841659,-0.0,1.0,-4.6152214891611685,-4.022737983034872,0.0
2019-02-01,-0.0,-2.1275372521412645,-0.0,1.0,-4.589933122140091,-4.015487504399859,0.0
2019-02-04,-0.0,-2.1284457478005865,-0.0,1.0,-4.589794721407625,-4.011964809384164,0.0
2019-02-05,-0.0,-2.087344447053299,-0.0,1.0,-4.588635830007044,-4.0638647569852075,0.0
2019-02-06,-0.0,-2.0903755868544605,-0.0,1.0,-4.57981220657277,-4.066901408450704,0.0
2019-02-07,-0.0,-2.0905035802324217,-0.0,1.0,-4.578002112924052,-4.069961263059044,0.0
2019-02-08,-0.0,-2.092402703332557,-0.0,1.0,-4.565136331857376,-3.994756467024004,0.0
2019-02-11,-0.0,-2.0939175017478444,-0.0,1.0,-4.565485900722442,-3.992775576788628,0.0
2019-02-12,-0.0,-2.0780612839333563,-0.0,1.0,-4.575439822905744,-3.99743679366189,0.0
2019-02-13,-0.0,-2.0998008668150403,-0.0,1.0,-4.606887665456249,-4.006911092889774,0.0
2019-02-14,-0.0,-2.1093402086018984,-0.0,1.0,-4.618188210476971,-3.991796554552912,0.0
2019-02-15,-0.0,-2.1116709632059996,-0.0,1.0,-4.61635809702367,-3.989805483946567,0.0
2019-02-19,-0.0,-2.0540195167286246,-0.0,1.0,-4.608387546468401,-3.954577137546468,0.0
2019-02-20,-0.0,-2.053407639614536,-0.0,1.0,-4.608498780912575,-3.9484500174155346,0.0
2019-02-21,-0.0,-2.073131219625087,-0.0,1.0,-4.586206896551724,-3.912057394121731,0.0
2019-02-22,-0.0,-2.064978610243959,-0.0,1.0,-4.596716383396925,-3.900335298878483,0.0
2019-02-25,-0.0,-2.025147075787288,-0.0,1.0,-4.606875072095974,-3.9033337178451957,0.0
2019-02-26,-0.0,-2.0293948126801156,-0.0,1.0,-4.598962536023055,-3.8989048991354465,0.0
2019-02-27,-0.0,-2.018619174280097,-0.0,1.0,-4.639181218919856,-3.906904128599514,0.0
2019-02-28,-0.0,-2.0205116386264117,-0.0,1.0,-4.61846047476377,-3.8844203733579166,0.0
2019-03-01,-0.0,-2.016589861751152,-0.0,1.0,-4.620046082949308,-3.883986175115207,0.0
2019-03-04,-0.0,-2.0027707226968365,-0.0,1.0,-4.599976910644193,-3.9419302701454626,0.0
2019-03-05,-0.0,-1.977409638554217,-0.0,1.0,-4.649559777571826,-3.9577154772937906,0.0
2019-03-06,-0.0,-1.97293546148508,-0.0,1.0,-4.653597039093222,-3.9395095998149436,0.0
2019-03-07,-0.0,-1.861617900172117,-0.0,1.0,-4.706712564543889,-3.9061388410786,0.0
2019-03-08,-0.0,-1.832128701328981,-0.0,1.0,-4.860573560270459,-3.965026812776871,0.0
2019-03-11,-0.0,-1.7804765741913204,-0.0,1.0,-4.732934269598251,-3.99815816737654,0.0
2019-03-12,-0.0,-1.5963493530499075,-0.0,1.0,-4.789625693160813,-4.1668207024029575,0.0
2019-03-13,-0.0,-1.674807197943445,-0.0,1.0,-4.826594998831502,-4.1835709277868665,0.0
2019-03-14,-0.0,-1.674207089552239,-0.0,1.0,-4.8127332089552235,-4.173624067164179,0.0
2019-03-15,-0.0,-1.685826025124437,-0.0,1.0,-4.886465987200759,-4.278857549182271,0.0
2019-03-18,-0.0,-1.8004122711288952,-0.0,1.0,-4.967260822117134,-4.357948344852674,0.0
2019-03-19,-0.0,-1.7874669232619675,-0.0,1.0,-4.89162857830166,-4.34880923743084,0.0
2019-03-20,-0.0,-1.8070366340224882,-0.0,1.0,-4.899649377342522,-4.383871357756015,0.0
2019-03-21,-0.0,-1.800985458478548,-0.0,1.0,-4.930897728638384,-4.285782958778992,0.0
2019-03-22,-0.0,-1.7817436392137946,-0.0,1.0,-5.024840226697215,-4.251658024840227,0.0
2019-03-25,-0.0,-1.443203422053232,-0.0,1.0,-5.16421102661597,-4.274714828897339,0.0
2019-03-26,-0.0,-1.4691387276389054,-0.0,1.0,-5.093709276152115,-4.283971093472338,0.0
2019-03-27,-0.0,-1.43534839701881,-0.0,1.0,-5.114278954217438,-4.280492132970543,0.0
2019-03-28,-0.0,-1.4124186871673565,-0.0,1.0,-5.1026611472501475,-4.312359550561798,0.0
2019-03-29,-0.0,-1.3931492236576983,-0.0,1.0,-5.1187625933388645,-4.340523882896764,0.0
2019-04-01,-0.0,-1.4521957640301542,-0.0,1.0,-5.163216465238722,-4.350604283833912,0.0
2019-04-02,-0.0,-1.5334942667471334,-0.0,1.0,-5.280989740494871,-4.255522027761014,0.0
2019-04-03,-0.0,-1.5350379930044626,-0.0,1.0,-5.278615366059583,-4.2476178989265465,0.0
2019-04-04,-0.0,-1.5359303169610452,-0.0,1.0,-5.291192838132107,-4.2706266634406,0.0
2019-04-05,-0.0,-1.48923890826019,-0.0,1.0,-5.265119634483589,-4.269207646988097,0.0
2019-04-08,-0.0,-1.472934131736527,-0.0,1.0,-5.25437125748503,-4.2487425149700595,0.0
2019-04-09,-0.0,-1.4619565217391306,-0.0,1.0,-5.351811594202899,-4.26352657004831,0.0
2019-04-10,-0.0,-1.4221520524653875,-0.0,1.0,-5.4448627641486524,-4.277750789409764,0.0
2019-04-11,-0.0,-1.360112154089967,-0.0,1.0,-5.555406558576131,-4.275021333658417,0.0
2019-04-12,-0.0,-1.3639443436176648,-0.0,1.0,-5.49848759830611,-4.236781609195402,0.0
2019-04-15,-0.0,-1.3656895723209996,-0.0,1.0,-5.424675636713119,-4.222969726093225,0.0
2019-04-16,-0.0,-1.359481827995682,-0.0,1.0,-5.416336811802807,-4.218903682379753,0.0
2019-04-17,-0.0,-1.332645881353876,-0.0,1.0,-5.562052650733956,-4.236806987747179,0.0
2019-04-18,-0.0,-1.309474705810991,-0.0,1.0,-5.5386388450806745,-4.283391968943346,0.0
2019-04-22,-0.0,-1.2779189352692075,-0.0,1.0,-5.534422262552934,-4.286751361161524,0.0
2019-04-23,-0.0,-1.302314368370299,-0.0,1.0,-5.5126567020250725,-4.23891031822565,0.0
2019-04-24,-0.0,-1.2541777670138048,-0.0,1.0,-5.543836279970937,-4.311455558246549,0.0
2019-04-25,-0.0,-1.2449350964454688,-0.0,1.0,-5.574790731529783,-4.31177969185976,0.0
2019-04-26,-0.0,-1.1950569420886843,-0.0,1.0,-5.620911073418948,-4.299370002423068,0.0
2019-04-29,-0.0,-1.1712907117008444,-0.0,1.0,-5.596381182147165,-4.295054282267793,0.0
2019-04-30,-0.0,-1.1841852651787856,-0.0,1.0,-5.562514998800096,-4.2523398128149745,0.0
2019-05-01,-0.0,-1.1843056894889104,-0.0,1.0,-5.583052073288331,-4.286764705882352,0.0
2019-05-02,-0.0,-1.2091319741179345,-0.0,1.0,-5.658649737516787,-4.340617751190331,0.0
2019-05-03,-0.0,-1.2476863127131028,-0.0,1.0,-5.614223088163663,-4.315270336093522,0.0
2019-05-06,-0.0,-1.1497418244406197,-0.0,1.0,-5.733218588640275,-4.4111138431276125,0.0
2019-05-07,-0.0,-1.1368485591661557,-0.0,1.0,-5.718822808093194,-4.4068669527896995,0.0
2019-05-08,-0.0,-1.1262522631261318,-0.060953530476765244,1.0,-5.551961375980689,-4.330718165359083,0.0
2019-05-09,-0.0,-1.1204892225720513,-0.06962945023007992,1.0,-5.585129571324776,-4.334342455800436,0.0
2019-05-10,-0.0,-1.1076848952059746,-0.07564442303059504,1.0,-5.562033245001205,-4.299927728258251,0.0
2019-05-13,-0.0,-1.102397301529936,-0.06529333815202988,1.0,-5.571858812191302,-4.307191904589809,0.0
2019-05-14,-0.0,-0.7444964069807232,-0.3270217862438691,1.0,-5.2662256187977645,-4.0685525265199045,0.0
2019-05-15,-0.0,-0.7506294346532387,-0.35992217898832685,1.0,-5.28965438315404,-4.044060425726711,0.0
2019-05-16,-0.0,-0.7647329121194716,-0.37656519241815045,1.0,-5.28661688684664,-4.059620907524411,0.0
2019-05-17,-0.0,-0.717783653293482,-0.41947350270145994,1.0,-5.266007587078975,-4.092424416599609,0.0
2019-05-20,-0.0,-0.6398613518197573,-0.5034084344309647,1.0,-5.283882149046794,-4.12686308492201,0.0
2019-05-21,-0.0,-0.6325516922721498,-0.49589927226521896,1.0,-5.293519695044473,-4.129375072195911,0.0
2019-05-22,-0.0,-0.5964326812428078,-0.5211737629459148,1.0,-5.281012658227848,-4.1089758342922895,0.0
2019-05-23,-0.0,-0.6354190987625497,-0.5050198459024049,1.0,-5.335395750642073,-4.198225542843801,0.0
2019-05-24,-0.0,-0.5137906647807637,-0.5978312116925979,1.0,-5.394860914662895,-4.28041018387553,0.0
2019-05-28,-0.0,-0.5083009537265983,-0.5924879312374897,1.0,-5.391498881431767,-4.282114682679854,0.0
2019-05-29,-0.0,-0.5059426707061292,-0.5917035656024237,1.0,-5.347354928920998,-4.207294336984386,0.0
2019-05-30,-0.0,-0.49615205223880593,-0.5875699626865671,1.0,-5.350629664179104,-4.226096082089552,0.0
2019-05-31,-0.0,-0.4976679104477612,-0.5889692164179104,1.0,-5.348647388059701,-4.2252798507462686,0.0
2019-06-03,-0.0,-0.518918918918919,-0.700940070505288,1.0,-5.410575793184489,-4.120446533490012,0.0
2019-06-04,-0.0,-0.5192850423330198,-0.6952022577610536,1.0,-5.41110065851364,-4.133701787394167,0.0
2019-06-05,-0.0,-0.4731809701492537,-0.8016557835820896,1.0,-5.458722014925373,-3.9267723880597014,0.0
2019-06-06,-0.0,-0.5335972982415279,-0.745894957493886,1.0,-5.404797950390125,-3.961336904623268,0.0
2019-06-07,-0.0,-0.5840971585701191,-0.7445004582951421,1.0,-5.259624197983502,-3.8691567369385886,0.0
2019-06-10,-0.0,-0.5902032427494861,-0.7229961178351222,1.0,-5.229961178351221,-3.8748572733500795,0.0
2019-06-11,-0.0,-0.5931807566557683,-0.8354740775338628,1.0,-5.329285380663242,-3.9188463334890242,0.0
2019-06-12,-0.0,-0.5962286387743077,-0.8221567472009429,1.0,-5.390807307012375,-3.976193282262817,0.0
2019-06-13,-0.0,-0.6696976854038734,-0.8783656117146905,1.0,-5.344945677846009,-3.916154936230515,0.0
2019-06-14,-0.0,-0.6389345224125792,-0.9321755456465618,1.0,-5.318704529453179,-3.8445200657122736,0.0
2019-06-17,-0.0,-0.6381756360651893,-0.928010317739477,1.0,-5.310352913588932,-3.8482823308711454,0.0
2019-06-18,-0.0,-0.6572495914078917,-0.9346252626663555,1.0,-5.261265468129816,-3.821036656549148,0.0
2019-06-19,-0.0,-0.5741038602941176,-0.9897748161764706,1.0,-5.171645220588235,-3.753561580882353,0.0
2019-06-20,-0.0,-0.6001383604289173,-0.9799377378069871,1.0,-5.184480571889773,-3.765479072985126,0.0
2019-06-21,-0.0,-0.6257208765859285,-0.9735870818915802,1.0,-5.162745098039216,-3.7719723183391003,0.0
2019-06-24,-0.0,-0.6026936026936027,-0.9881574364332986,1.0,-5.182747010333218,-3.8367583884825263,0.0
2019-06-25,-0.0,-0.5878554435255466,-0.9781352667950606,1.0,-5.03942449303274,-3.723462104905404,0.0
2019-06-26,-0.0,-0.590087529839718,-0.9810162555416618,1.0,-5.056269182675911,-3.7401386836421504,0.0
2019-06-27,-0.0,-0.5424397031539889,-0.9983766233766234,1.0,-5.151205936920223,-3.9035250463821893,0.0
2019-06-28,-0.0,-0.4085566525622943,-1.0473671838269862,1.0,-5.3222849083215795,-3.9755524212505873,0.0
2019-07-01,-0.0,-0.3852910176835695,-1.056564000468439,1.0,-5.325565054456026,-3.943435999531561,0.0
2019-07-02,-0.0,-0.42614240170031875,-1.0393198724760893,1.0,-5.350454599126225,-3.991734561341363,0.0
2019-07-03,-0.0,-0.44339399669108953,-1.0278893878515718,1.0,-5.346726542188608,-3.999409123138738,0.0
2019-07-05,-0.0,-0.39364705882352935,-1.039764705882353,1.0,-5.336705882352941,-3.9945882352941173,0.0
2019-07-08,-0.0,-0.3876424292258899,-1.031951133560437,1.0,-5.330318336661577,-3.996945847527311,0.0
2019-07-09,-0.0,-0.36709896015889704,-1.0301437083771467,1.0,-5.29863301787592,-3.9877322117069753,0.0
2019-07-10,-0.0,-0.3625949736995909,-1.0278199883109291,1.0,-5.305084745762712,-3.9934541203974283,0.0
2019-07-11,-0.0,-0.3652946679139383,-1.0334424695977549,1.0,-5.302151543498597,-3.9923994387277832,0.0
2019-07-12,-0.0,-0.4155385520894644,-1.0281341965862272,1.0,-5.327957622130666,-4.0,0.0
2019-07-15,-0.0,-0.5000583771161704,-1.088499708114419,1.0,-5.2261529480443665,-3.8607122008172796,0.0
2019-07-16,-0.0,-0.49695835283107154,-1.1117220402433319,1.0,-5.2287084698175015,-3.861137108095461,0.0
2019-07-17,-0.0,-0.5250789196773062,-1.0970419735765229,1.0,-5.2227288670641885,-3.8470712030866365,0.0
2019-07-18,-0.0,-0.5753827311696265,-1.1966932026944275,1.0,-5.478505817513779,-3.996815676668708,0.0
2019-07-19,-0.0,-0.5728322279538197,-1.2274625399164825,1.0,-5.465610415131417,-4.015966592974698,0.0
2019-07-22,-0.0,-0.530920245398773,-1.1998773006134968,1.0,-5.470184049079754,-4.0689570552147245,0.0
2019-07-23,-0.0,-0.5399853264856933,-1.2040841281486916,1.0,-5.44411836634874,-4.0398630471998045,0.0
2019-07-24,-0.0,-0.546950389706792,-1.2732896201905233,1.0,-5.505257948781393,-4.046022516392428,0.0
2019-07-25,-0.0,-0.5670655696833707,-1.2610321615557218,1.0,-5.546247818499127,-4.091373722263775,0.0
2019-07-26,-0.0,-0.5407020164301718,-1.2523027134677622,1.0,-5.560368434154842,-4.093851132686085,0.0
2019-07-29,-0.0,-0.503179947624392,-1.2616286319990024,1.0,-5.563162489088415,-4.142287068212995,0.0
2019-07-30,-0.0,-0.49899899899899897,-1.2784034034034033,1.0,-5.568443443443443,-4.166666666666667,0.0
2019-07-31,-0.0,-0.5835371819960862,-1.2375244618395305,1.0,-5.377079256360078,-4.032778864970646,0.0
2019-08-01,-0.0,-0.6301620172980875,-1.2159824582775005,1.0,-5.345839931782191,-3.989889146059203,0.0
2019-08-02,-0.0,-0.5914215686274509,-1.3182598039215685,1.0,-5.3747549019607845,-3.9704656862745096,0.0
2019-08-05,-0.0,-0.5783029264111669,-1.289457573160279,1.0,-5.3976980531406875,-3.978939635116934,0.0
2019-08-06,-0.0,-0.6819938176197836,-1.378799587841319,1.0,-5.552421432251417,-4.26661514683153,0.0
2019-08-07,-0.0,-0.7346303501945526,-1.3133592736705577,1.0,-5.5745784695201035,-4.347730220492866,0.0
2019-08-08,-0.0,-0.724245172994687,-1.297524944926785,1.0,-5.5766489568485165,-4.360114033951017,0.0
2019-08-09,-0.0,-0.6505519604111153,-1.24857251617815,1.0,-5.446770714376347,-4.342723004694835,0.0
2019-08-12,-0.0,-0.6205709915880703,-1.3228396635228141,1.0,-5.506755034412439,-4.2951822584756565,0.0
2019-08-13,-0.0,-0.5654330408241129,-1.312730509983467,1.0,-5.523591504514815,-4.316037135953199,0.0
2019-08-14,-0.0,-0.6367394393489213,-1.3278646169745512,1.0,-5.5796408732721865,-4.373853507298798,0.0
2019-08-15,-0.0,-0.6955605158730158,-1.3601190476190474,1.0,-5.340773809523809,-4.004340277777778,0.0
2019-08-16,-0.0,-0.7096252023409289,-1.3593574897273066,1.0,-5.348399950193002,-4.03436682853941,0.0
2019-08-19,-0.0,-0.6291910756574848,-1.410444970709211,1.0,-5.4113174622959,-4.013212015455565,0.0
2019-08-20,-0.0,-0.6517812343201205,-1.4539638735574512,1.0,-5.441294530858003,-3.996738585047667,0.0
2019-08-21,-0.0,-0.678539626001781,-1.5364457448161812,1.0,-5.51113089937667,-3.9949115888563793,0.0
2019-08-22,-0.0,-0.6853350189633375,-1.502275600505689,1.0,-5.479013906447534,-3.9756005056890014,0.0
2019-08-23,-0.0,-0.6838440111420614,-1.5034185869840466,1.0,-5.484679665738162,-3.9894910103823755,0.0
2019-08-26,-0.0,-0.5855230540406544,-1.5021070897372335,1.0,-5.427987109568666,-3.8790282597917702,0.0
2019-08-27,-0.0,-0.5659286592865929,-1.486838868388684,1.0,-5.378720787207873,-3.8687576875768754,0.0
2019-08-28,-0.0,-0.4972745292368682,-1.5711100099108026,1.0,-5.467913776015857,-3.852205153617443,0.0
2019-08-29,-0.0,-0.43955362678239307,-1.610911345319281,1.0,-5.505145691258525,-3.843645381277123,0.0
2019-08-30,-0.0,-0.39094752549117134,-1.6489679184282517,1.0,-5.563292713255409,-3.8315095747326535,0.0
2019-09-03,-0.0,-0.4297994269340975,-1.6959013330011214,1.0,-5.553133175532578,-3.779120468419086,0.0
2019-09-04,-0.0,-0.334082116560589,-1.7558966679146384,1.0,-5.558966679146387,-3.830899787844752,0.0
2019-09-05,-0.0,-0.4188002008032128,-1.7797439759036144,1.0,-5.6090612449799195,-3.742595381526104,0.0
2019-09-06,-0.0,-0.3755181347150259,-1.9240932642487045,1.0,-5.8975388601036265,-3.7562176165803107,0.0
2019-09-09,-0.0,-0.4038286235186873,-1.9351478057038678,1.0,-5.932803750488345,-3.75074879541607,0.0
2019-09-10,-0.0,-0.37901443245351707,-2.0270445975815887,1.0,-5.9244571577168115,-3.6715641659082046,0.0
2019-09-11,-0.0,-0.35174116424116425,-2.0634095634095635,1.0,-5.929443866943867,-3.6490384615384617,0.0
2019-09-12,-0.0,-0.3154284235050479,-2.0698938648718617,1.0,-5.918068858400208,-3.639917162826819,0.0
2019-09-13,-0.0,-0.3105678437459578,-2.0504462553356615,1.0,-5.91411201655672,-3.659811149915923,0.0
2019-09-16,-0.0,-0.2982068607068607,-2.0721153846153846,1.0,-5.947765072765073,-3.6755457380457384,0.0
2019-09-17,-0.0,-0.3006892963974509,-2.070750422681753,1.0,-5.961893614254129,-3.672259071400702,0.0
2019-09-18,-0.0,-0.3017712946079708,-2.083876009377442,1.0,-5.97134670487106,-3.6671008075019533,0.0
2019-09-19,-0.0,-0.30201691607026676,-2.0745608327911516,1.0,-5.970982433311646,-3.6648015614834093,0.0
2019-09-20,-0.0,-0.3462795867660521,-2.1408395449195763,1.0,-5.944161108931608,-3.645743428795606,0.0
2019-09-23,-0.0,-0.35699771399542796,-2.1313182626365252,1.0,-5.683261366522733,-3.5283210566421133,0.0
2019-09-24,-0.0,-0.35720623653187983,-2.1049562682215743,1.0,-5.678412980098871,-3.535302319685638,0.0
2019-09-25,-0.0,-0.2937484308310319,-2.091388400702988,1.0,-5.648631684659804,-3.5197087622395182,0.0
2019-09-26,-0.0,-0.0,-2.336214106495679,1.0,-6.826874825759687,-3.776136046835796,0.0
2019-09-27,-0.0,-0.0,-2.227421109902067,1.0,-6.665261153427639,-3.7090587595212186,0.0
2019-09-30,-0.0,-0.0,-2.3872277093762686,1.0,-6.528615884183466,-3.613989987823028,0.0
2019-10-01,-0.0,-0.0,-2.478830920513521,1.0,-6.5508057907675505,-3.6276973504506973,0.0
2019-10-02,-0.0,-0.0,-2.7214484679665736,1.0,-6.655849582172701,-3.550278551532034,0.0
2019-10-03,-0.0,-0.0,-2.8152471537685546,1.0,-6.987173944372389,-3.6088773598501227,0.0
2019-10-04,-0.0,-0.0,-2.8937786697247705,1.0,-6.84418004587156,-3.59690366972477,0.0
2019-10-07,-0.0,-0.0,-2.873080715593746,1.0,-6.664741512889139,-3.548668826595295,0.0
2019-10-08,-0.0,-0.0,-2.8732453677709153,1.0,-6.62043795620438,-3.5433745087029758,0.0
2019-10-09,-0.0,-0.020783597809296447,-2.8473528998736133,1.0,-6.684033141412724,-3.490801853672237,0.0
2019-10-10,-0.0,-0.22706523339714327,-3.177882491532911,1.0,-6.627742600500663,-3.6926814902076277,0.0
2019-10-11,-0.0,-0.273791061610038,-3.349922458762159,1.0,-5.984773720569575,-3.489919639080784,0.0
2019-10-14,-0.0,-0.12524544179523142,-3.520476858345021,1.0,-6.037447405329593,-3.3420757363253855,0.0
2019-10-15,-0.0,-0.14084507042253522,-3.590985915492958,1.0,-6.051549295774648,-3.3011267605633807,0.0
2019-10-16,-0.0,-0.24151363383416807,-3.6057317751808573,1.0,-5.885642737896494,-3.1791875347801892,0.0
2019-10-17,-0.0,-0.17382095453261792,-3.7545890991245416,1.0,-5.95650946060435,-3.2353854843264616,0.0
2019-10-18,-0.0,-0.25086256469235196,-3.856958021851639,1.0,-5.980879815986199,-3.2873778033352505,0.0
2019-10-21,-0.0,-0.18317189533034556,-3.880150354199798,1.0,-6.0054937111464515,-3.3884632065924536,0.0
2019-10-22,-0.0,-0.12350539515893846,-3.938174394867308,1.0,-6.07742782152231,-3.442403032954214,0.0
2019-10-23,-0.0,-0.12238372093023256,-3.8712209302325586,1.0,-6.078052325581395,-3.4632267441860467,0.0
2019-10-24,-0.0,-0.05599539369512019,-4.102634230603138,1.0,-5.906146538073989,-3.329926587015978,0.0
2019-10-25,-0.0,-0.06500432401268377,-4.066013260305564,1.0,-5.928653790717786,-3.3535601037763043,0.0
2019-10-28,-0.0,-0.17686189443239334,-4.126681127982646,1.0,-5.882140274765003,-3.275632682574114,0.0
2019-10-29,-0.0,-0.17521431794254777,-4.480824184087833,1.0,-6.010828696044519,-3.372988419311175,0.0
2019-10-30,-0.0,-0.18013068013068015,-4.428571428571429,1.0,-5.918770418770419,-3.3223938223938227,0.0
2019-10-31,-0.0,-0.16619884768798937,-4.414684591520166,1.0,-5.804845619737036,-3.3875018466538633,0.0
2019-11-01,-0.0,-0.20873205741626796,-4.501196172248804,1.0,-5.881429425837321,-3.360645933014354,0.0
