Date,IWF,IWM,MTUM,PRPL,SPY,VLUE,VXX
2018-09-24,-3.959052219921785,-5.935817805383022,-1.9972394755003449,1.0,-5.198757763975155,-4.913273521969174,0.0
2018-09-25,-3.992596020360944,-5.964831096714483,-2.024988431281814,1.0,-5.223739009717723,-4.931281813975011,0.0
2018-09-26,-3.993288590604027,-5.966905808840546,-2.023837074751215,1.0,-5.225410784540616,-4.933348761860681,0.0
2018-09-27,-4.052151543498597,-6.00046772684752,-2.0572965388213285,1.0,-5.2867165575304025,-4.989710009354537,0.0
2018-09-28,-4.052717900656045,-6.019447047797564,-2.0618556701030926,1.0,-5.296391752577319,-5.0,0.0
2018-10-01,-4.062015503875969,-6.0375851538642245,-2.068592905802208,1.0,-5.309372797744891,-5.01338971106413,0.0
2018-10-02,-4.094572173500829,-6.124911116378288,-2.069447736430434,1.0,-5.3564825788101444,-5.056885517895236,0.0
2018-10-03,-4.154123587400817,-6.174561192594373,-2.0935320990622746,1.0,-5.456359701851406,-5.165664823274826,0.0
2018-10-04,-4.145045476304452,-6.127573001436095,-2.0880804212541886,1.0,-5.442316898037339,-5.131881282910483,0.0
2018-10-05,-3.9623208506703653,-5.901987979657882,-1.9523809523809523,1.0,-5.29796578825705,-5.001618122977346,0.0
2018-10-08,-3.989515377446412,-5.944780987884436,-1.9466449207828518,1.0,-5.367893755824791,-5.050559179869524,0.0
2018-10-09,-3.985081585081585,-5.95011655011655,-1.9317016317016316,1.0,-5.378321678321678,-5.064801864801865,0.0
2018-10-10,-3.9962651727357605,-5.954248366013071,-1.9404761904761902,1.0,-5.389122315592903,-5.062324929971989,0.0
2018-10-11,-3.4954935622317596,-5.638841201716738,-1.3884120171673817,1.0,-5.05343347639485,-4.883261802575107,0.0
2018-10-12,-3.5170442515350415,-5.599618886301079,-1.3353800550497565,1.0,-4.95744230362058,-4.76370950666949,0.0
2018-10-15,-3.4396186440677967,-5.7652542372881355,-1.198728813559322,1.0,-4.976694915254237,-4.80635593220339,0.0
2018-10-16,-3.44184563044865,-5.82521794599192,-1.1758452051881778,1.0,-4.995322134807569,-4.82479268551988,0.0
2018-10-17,-3.1001937984496126,-5.207364341085271,-0.987015503875969,1.0,-4.601162790697674,-4.484302325581395,0.0
2018-10-18,-3.0972679713233866,-5.202092617709746,-0.9885681069560163,1.0,-4.604146483239682,-4.484014725828327,0.0
2018-10-19,-3.0314718863941663,-5.145845327192478,-0.9073114565342546,1.0,-4.618883131836499,-4.486662828631741,0.0
2018-10-22,-3.0219843242209903,-5.117759510609826,-0.891798891225387,1.0,-4.609061364939782,-4.4760084113936145,0.0
2018-10-23,-3.0265723571018923,-5.116230166316191,-0.9021219652074174,1.0,-4.601223475434907,-4.470464538329191,0.0
2018-10-24,-3.1350444225074034,-5.283711747285292,-0.8856860809476801,1.0,-4.781638696939782,-4.657058242843041,0.0
2018-10-25,-2.785289345592212,-4.754822426536867,-0.7238146745988823,1.0,-4.523345952767262,-4.240490355146926,0.0
2018-10-26,-2.6202814001372685,-4.515271105010295,-0.6142759094028827,1.0,-4.368222374742621,-4.040494166094716,0.0
2018-10-29,-2.6313184870979147,-4.755920820077766,-0.5410038882997525,1.0,-4.506362672322375,-4.239483916578297,0.0
2018-10-30,-2.6341199783822735,-4.867591424968475,-0.5105386416861827,1.0,-4.613402990452171,-4.389119077643668,0.0
2018-10-31,-2.572200906871294,-4.650680153470526,-0.492849668643181,1.0,-4.478723404255319,-4.245552842692709,0.0
2018-11-01,-2.5074189095928223,-4.655106970324362,-0.4394409937888199,1.0,-4.4394409937888195,-4.211697722567288,0.0
2018-11-02,-2.640833778727953,-4.708890076607874,-0.40584357740958493,1.0,-4.682700872973455,-4.377516479600927,0.0
2018-11-05,-2.781523561184578,-4.886012292791953,-0.45203948593779103,1.0,-4.892531197615944,-4.613335816725647,0.0
2018-11-06,-2.7954926429502702,-4.897932575898677,-0.4460793443844291,1.0,-4.8852672750977835,-4.600484261501211,0.0
2018-11-07,-2.776603633667037,-4.874490174267705,-0.4542083796811272,1.0,-4.85724879495736,-4.5765665554319614,0.0
2018-11-08,-2.628108108108108,-4.797297297297297,-0.3259459459459459,1.0,-4.742882882882883,-4.523783783783784,0.0
2018-11-09,-2.6238300935925127,-4.791756659467243,-0.3254139668826494,1.0,-4.738840892728582,-4.518538516918647,0.0
2018-11-12,-2.6135144797997856,-4.70378977475867,-0.31301394351090456,1.0,-4.7511619592420455,-4.494815874150876,0.0
2018-11-13,-2.5475638051044083,-4.743351775834374,-0.19007674460110655,1.0,-4.825629127253257,-4.540781724076387,0.0
2018-11-14,-2.547402249598286,-4.747188002142475,-0.1855025888234244,1.0,-4.829851812176397,-4.544009998214605,0.0
2018-11-15,-2.6295546558704452,-4.92730953257269,-0.17059256532940745,1.0,-5.015458225984542,-4.659735001840265,0.0
2018-11-16,-2.8534967845659165,-5.392282958199357,-0.1189710610932476,1.0,-5.539790996784566,-5.191921221864952,0.0
2018-11-19,-2.9667572653146563,-5.6370478779008995,-0.10265523729876648,1.0,-5.782563244825424,-5.418147606104955,0.0
2018-11-20,-2.8279455550829438,-5.754572522330923,-0.0,1.0,-5.9810718843045505,-5.703955763504892,0.0
2018-11-21,-3.225714285714285,-6.523095238095237,-0.0,1.0,-6.775238095238095,-6.28547619047619,0.0
2018-11-23,-3.1819464033850493,-6.416078984485191,-0.0,1.0,-6.700517160319699,-6.208744710860367,0.0
2018-11-26,-3.168033747363487,-6.414108272791188,-0.0,1.0,-6.672369346144833,-6.181157722052964,0.0
2018-11-27,-3.0265969538531485,-6.252557399408957,-0.0,1.0,-6.467378949761309,-5.986133212093658,0.0
2018-11-28,-3.0265969538531485,-6.254375994544214,-0.0,1.0,-6.466015003409867,-5.9854512389179355,0.0
2018-11-29,-2.7752759381898455,-6.0653421633554085,-0.0,1.0,-6.329801324503311,-5.904635761589404,0.0
2018-11-30,-2.7681798148964307,-6.055751432349052,-0.0,1.0,-6.321947994711326,-5.8900396650506845,0.0
2018-12-03,-2.750769230769231,-6.045054945054946,-0.0,1.0,-6.307252747252748,-5.874945054945055,0.0
2018-12-04,-2.7401610017889086,-6.207513416815742,-0.0,1.0,-6.421735241502683,-5.991949910554561,0.0
2018-12-06,-2.5998714102014575,-5.7306043720531505,-0.0,1.0,-6.3456922417488215,-5.755250750107158,0.0
2018-12-07,-2.608704974271012,-5.732204116638078,-0.0,1.0,-6.348842195540309,-5.750857632933105,0.0
2018-12-10,-2.3531211750305996,-5.512851897184822,-0.0,1.0,-6.092411260709914,-5.441452468380253,0.0
2018-12-11,-2.346821990598815,-5.527488248518291,-0.0,1.0,-6.103004291845493,-5.459840588595953,0.0
2018-12-12,-2.3551788298532146,-5.6016125697746535,-0.0,1.0,-6.181103990076494,-5.536076080215009,0.0
2018-12-13,-2.3328553871364197,-5.534002458009013,-0.0,1.0,-6.137238836542401,-5.479311757476444,0.0
2018-12-14,-2.3318385650224216,-5.474113330615573,-0.0,1.0,-6.124133713819813,-5.453322462291072,0.0
2018-12-17,-2.2095257154292574,-5.386832099259555,-0.0,1.0,-5.980388232939764,-5.435061036621973,0.0
2018-12-18,-2.145407139991977,-5.375852386682712,-0.0,1.0,-6.027677496991576,-5.507420778178901,0.0
2018-12-19,-2.1458082631367827,-5.3756518251103085,-0.0,1.0,-6.027276373846771,-5.507220216606498,0.0
2018-12-20,-2.0705813727396465,-5.161189966945363,-0.0,1.0,-5.880225549290298,-5.33210188605872,0.0
2018-12-21,-2.0325940212150435,-5.146383799421408,-0.0,1.0,-5.872902603664417,-5.234522661523625,0.0
2018-12-24,-1.9219980787704132,-5.051104707012487,-0.0,1.0,-5.8835734870317005,-5.355811719500481,0.0
