Date,IWF,IWM,MTUM,SPY,VLUE,VXX,XEL
2018-09-24,-0.22640364988528175,-0.5424457396028376,-0.0,-0.5153616920277433,-0.352962894591102,0.0,1.0
2018-09-25,-0.22549045494151507,-0.5438967074168933,-0.0,-0.5164365114989571,-0.35457977979035193,0.0,1.0
2018-09-26,-0.22431488731351182,-0.5440429584170987,-0.0,-0.5178552534123373,-0.35903608083800653,0.0,1.0
2018-09-27,-0.22389087538074426,-0.5467355317176533,-0.0,-0.5183684280227784,-0.35966097205668124,0.0,1.0
2018-09-28,-0.22708327802702488,-0.5467094958719372,-0.0,-0.5198704505030661,-0.36103958161883776,0.0,1.0
2018-10-01,-0.2271310186788883,-0.5522396013749367,-0.0,-0.521490047696448,-0.3637720163073889,0.0,1.0
2018-10-02,-0.22794489888358957,-0.5497322213636727,-0.0,-0.522101729237164,-0.36468519357331275,0.0,1.0
2018-10-03,-0.2282038938810441,-0.5391527599486522,-0.0,-0.5302471116816432,-0.3767650834403081,0.0,1.0
2018-10-04,-0.23571256006227687,-0.5338898880627064,-0.0,-0.5407886613158672,-0.37398330335811886,0.0,1.0
2018-10-05,-0.21829216126617476,-0.5244626243182547,-0.0,-0.5485242220083414,-0.3822585819698428,0.0,1.0
2018-10-08,-0.21676946696474264,-0.5271635198103806,-0.0,-0.5619899264686078,-0.38753467826649074,0.0,1.0
2018-10-09,-0.21244403689519392,-0.5278332164625924,-0.0,-0.5648362910620853,-0.3919035546685366,0.0,1.0
2018-10-10,-0.21450534038191824,-0.5269716258496062,-0.0,-0.5664041428417305,-0.38928147588736656,0.0,1.0
2018-10-11,-0.15351241816481345,-0.5088589836849216,-0.0,-0.5454899719422217,-0.3900810558038034,0.0,1.0
2018-10-12,-0.14954690557100195,-0.503218000205952,-0.0,-0.5405210585933478,-0.3810884563896612,0.0,1.0
2018-10-15,-0.13184162582433093,-0.5171024608041878,-0.0,-0.5369633830284057,-0.38012881373328883,0.0,1.0
2018-10-16,-0.13028196115657953,-0.5194858506298586,-0.0,-0.536316289093568,-0.3795571747440798,0.0,1.0
2018-10-17,-0.11664399778348697,-0.4918392020553121,-0.0,-0.5298473628532567,-0.38043423505113094,0.0,1.0
2018-10-18,-0.11632123699916896,-0.49132438490014857,-0.0,-0.5302828074240097,-0.38039235437810065,0.0,1.0
2018-10-19,-0.10168899533468052,-0.47957987176608535,-0.0,-0.5341915525285034,-0.3793628221440511,0.0,1.0
2018-10-22,-0.10224138795567367,-0.46968861254575545,-0.0,-0.545329188186331,-0.3899112470541042,0.0,1.0
2018-10-23,-0.10188319666992653,-0.4697961333032423,-0.0,-0.545750896461797,-0.3901802953935655,0.0,1.0
2018-10-24,-0.1000650911275786,-0.46627778890446625,-0.0,-0.5463398758261566,-0.390822151011416,0.0,1.0
2018-10-25,-0.06490265836545113,-0.43843265144777155,-0.0,-0.5892627730012847,-0.37797707283328386,0.0,1.0
2018-10-26,-0.044685722726937,-0.43361154196518703,-0.0,-0.607405766058547,-0.3762956397567521,0.0,1.0
2018-10-29,-0.04024668910784048,-0.43325388830192385,-0.0,-0.6081721909629229,-0.37536548809553055,0.0,1.0
2018-10-30,-0.019487103395405197,-0.4399436159952519,-0.0,-0.6150060588075278,-0.39854588619333775,0.0,1.0
2018-10-31,-0.022428669477399747,-0.42401215805471126,-0.0,-0.6115060300029415,-0.393273850377488,0.0,1.0
2018-11-01,-0.0,-0.4467807781220796,-0.0,-0.6148984309674881,-0.39759480596133984,0.0,1.0
2018-11-02,-0.007277984708880612,-0.4180062732797491,-0.0,-0.6294844148206235,-0.3957067241717311,0.0,1.0
2018-11-05,-0.010524245106717813,-0.4130028523654962,-0.0,-0.631307170256713,-0.4041260942264188,0.0,1.0
2018-11-06,-0.008159542473992998,-0.41229108120100577,-0.0,-0.6352117536853523,-0.4094561948429719,0.0,1.0
2018-11-07,-0.008896137593594781,-0.413793955568735,-0.0,-0.6374823930610126,-0.4110015568240789,0.0,1.0
2018-11-08,-0.0,-0.40891866122289316,-0.0,-0.6264088208688849,-0.4094809671662225,0.0,1.0
2018-11-09,-0.0,-0.40906645801750696,-0.0,-0.6263631473421684,-0.4096532837791579,0.0,1.0
2018-11-12,-0.0,-0.39363451203651445,-0.0,-0.6465853598684695,-0.41370763907634167,0.0,1.0
2018-11-13,-0.0,-0.3860501452601255,-0.0,-0.6480310539293475,-0.40724103415443963,0.0,1.0
