Date,CORE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6134784248235737,-1.6131013306038895,-0.0,-1.1274039756504877,-1.033076550126596,0.0
2018-09-25,1.0,-0.6125148472087247,-1.6175359032501888,-0.0,-1.1310873555771515,-1.0378468847856603,0.0
2018-09-26,1.0,-0.6143752025056701,-1.6194513446376497,-0.0,-1.1312776757749217,-1.0350469813154768,0.0
2018-09-27,1.0,-0.6198543296466146,-1.6079848934448344,-0.0,-1.1321284057189103,-1.0352306447261936,0.0
2018-09-28,1.0,-0.6196461322688532,-1.6077786168950263,-0.0,-1.131783363901176,-1.0351170568561874,0.0
2018-10-01,1.0,-0.6202934512892437,-1.6069694681195383,-0.0,-1.1319451936562737,-1.0351170568561874,0.0
2018-10-02,1.0,-0.6241639697950377,-1.5927184466019417,-0.0,-1.1366774541531823,-1.0401294498381877,0.0
2018-10-03,1.0,-0.62390167645949,-1.5889170395126948,-0.0,-1.1367042207967224,-1.041022047328985,0.0
2018-10-04,1.0,-0.6290070578093853,-1.5800872797801842,-0.0,-1.1426108507084747,-1.0359355638166048,0.0
2018-10-05,1.0,-0.5976616968786872,-1.566663091279631,-0.0,-1.1510779791912475,-1.0477314169258822,0.0
2018-10-08,1.0,-0.5915364861973037,-1.5594906912047934,-0.0,-1.154076610314573,-1.0447785148726727,0.0
2018-10-09,1.0,-0.5853645470616596,-1.5611506937376118,-0.0,-1.1586757379332513,-1.0519097873252263,0.0
2018-10-10,1.0,-0.5950422111093187,-1.5647685110501692,-0.0,-1.1683604882507932,-1.0490401677689951,0.0
2018-10-11,1.0,-0.4607640681466184,-1.5373773877129582,-0.0,-1.1156943727413526,-1.0488384099122354,0.0
2018-10-12,1.0,-0.46765916366038307,-1.526294395609979,-0.0,-1.080483715258371,-1.006605355418932,0.0
2018-10-15,1.0,-0.4528225397790615,-1.5347623391101652,-0.0,-1.0760616195398804,-1.0037498733150907,0.0
2018-10-16,1.0,-0.4426964003869457,-1.5643806323506948,-0.0,-1.0784074130645078,-1.0059060129321318,0.0
2018-10-17,1.0,-0.40495580494587347,-1.494041116297547,-0.0,-1.0598371238454662,-1.006852716257821,0.0
2018-10-18,1.0,-0.4039474992542508,-1.4923436412449038,-0.0,-1.066073381724172,-1.0092970070597593,0.0
2018-10-19,1.0,-0.3762166945236457,-1.473257300167142,-0.0,-1.063710549601809,-1.0027529249827942,0.0
2018-10-22,1.0,-0.37981769543247795,-1.4586346973149706,-0.0,-1.0889725552363023,-1.0264539780045576,0.0
2018-10-23,1.0,-0.3840705334588142,-1.458764673832285,-0.0,-1.085690227351528,-1.0246668978156424,0.0
2018-10-24,1.0,-0.38029980705486566,-1.453272646316727,-0.0,-1.086577944886954,-1.0271607381388215,0.0
2018-10-25,1.0,-0.3143074581430746,-1.3721936834094368,-0.0,-1.0987918569254185,-0.9712233637747336,0.0
2018-10-26,1.0,-0.2804394982552108,-1.3550410261246817,-0.0,-1.1187871357163066,-0.9613788550410262,0.0
2018-10-29,1.0,-0.24749367563009464,-1.366813454511384,-0.0,-1.1039070551859833,-0.966504263093788,0.0
2018-10-30,1.0,-0.21024207683926288,-1.3861859870197546,-0.0,-1.1234070775498601,-1.017480695437965,0.0
2018-10-31,1.0,-0.215122820176261,-1.3512094505906618,-0.0,-1.1156947309206824,-1.0057191074442153,0.0
2018-11-01,1.0,-0.17268564414860973,-1.4016900344615968,-0.0,-1.1272718689515178,-1.0191663126091677,0.0
2018-11-02,1.0,-0.18564845292955895,-1.3498542274052479,-0.0,-1.151603498542274,-1.0152355873224868,0.0
2018-11-05,1.0,-0.1833090550256097,-1.3551054931629154,-0.0,-1.1511207180113716,-1.0095390254217378,0.0
2018-11-06,1.0,-0.19228779684928288,-1.363084881260287,-0.0,-1.1461086292029155,-1.0010815894662592,0.0
2018-11-07,1.0,-0.37339549527730687,-1.7762170016953258,-0.0,-1.5312424315814968,-1.3738798740615161,0.0
2018-11-08,1.0,-0.3037113527303651,-1.8142501366701087,-0.0,-1.5378728056854767,-1.4183927595213508,0.0
2018-11-09,1.0,-0.3039628747633877,-1.8242657385357515,-0.0,-1.5513219759418697,-1.426573853575136,0.0
2018-11-12,1.0,-0.3010074038111421,-1.8050734312416554,-0.0,-1.545940041267144,-1.4166767811627625,0.0
2018-11-13,1.0,-0.24279047505085555,-1.7923896134976667,-0.0,-1.5443939212636113,-1.4034342467392604,0.0
2018-11-14,1.0,-0.2432109103959804,-1.7915420504845077,-0.0,-1.5440244048331142,-1.4027993779160188,0.0
2018-11-15,1.0,-0.23986164122137404,-1.7899570610687023,-0.0,-1.5446684160305344,-1.3892533396946565,0.0
2018-11-16,1.0,-0.23160974444709817,-1.7750776212085027,-0.0,-1.5519465010747553,-1.4122283257702413,0.0
2018-11-19,1.0,-0.23347859829263926,-1.7742224344815236,-0.0,-1.550534296459913,-1.4115575189540923,0.0
2018-11-20,1.0,-0.14425413382326796,-1.7598530196171398,-0.0,-1.5638001540923367,-1.4587210336039826,0.0
2018-11-21,1.0,-0.14476368086718341,-1.7355906521359055,-0.0,-1.5446121568855995,-1.4028789556500962,0.0
2018-11-23,1.0,-0.14652866612396792,-1.714850564019072,-0.0,-1.550180253517851,-1.4031282707291546,0.0
2018-11-26,1.0,-0.14632870181966165,-1.715074704959014,-0.0,-1.5496192081855706,-1.4025347363525376,0.0
2018-11-27,1.0,-0.12429248007392862,-1.721150514034885,-0.0,-1.5391590620307267,-1.3910708097493358,0.0
2018-11-28,1.0,-0.12264808362369338,-1.7509291521486645,-0.0,-1.5394889663182347,-1.3941927990708478,0.0
2018-11-29,1.0,-0.07766604170217602,-1.7104141810124425,-0.0,-1.5116754729844895,-1.38168285892847,0.0
2018-11-30,1.0,-0.07862994993172509,-1.7144970414201184,-0.0,-1.517751479289941,-1.3786982248520712,0.0
2018-12-03,1.0,-0.07284958601655935,-1.7390179392824288,-0.0,-1.5405358785648575,-1.3973666053357867,0.0
2018-12-04,1.0,-0.06085215899342293,-1.7376608521589934,-0.0,-1.5308550185873606,-1.3899342293394337,0.0
2018-12-06,1.0,-0.03063230315605548,-1.6076771868515891,-0.0,-1.5042044337665175,-1.3177350660696734,0.0
2018-12-07,1.0,-0.023045763082986642,-1.6134223779286183,-0.0,-1.5102912196190057,-1.3272936282023209,0.0
2018-12-10,1.0,-0.0,-1.6088596680319036,-0.0,-1.4941258892002587,-1.2861069195947403,0.0
2018-12-11,1.0,-0.0,-1.6088644451633773,-0.0,-1.502588159171789,-1.280599590208131,0.0
2018-12-12,1.0,-0.0,-1.6095048009494015,-0.0,-1.5049088359046285,-1.2799115330672135,0.0
2018-12-13,1.0,-0.0,-1.6055381963150521,-0.0,-1.504363753905829,-1.2774485508027151,0.0
2018-12-14,1.0,-0.0,-1.58221358804166,-0.0,-1.5297609411256814,-1.284334358642275,0.0
2018-12-17,1.0,-0.0,-1.5780720167931535,-0.0,-1.5214489477366917,-1.2829000484417892,0.0
2018-12-18,1.0,-0.0,-1.5486174010336191,-0.0,-1.5022643721029356,-1.2770525867121316,0.0
2018-12-19,1.0,-0.0,-1.5502160115206147,-0.0,-1.5040268814336766,-1.2793748999946664,0.0
2018-12-20,1.0,-0.0,-1.5219736633349197,-0.0,-1.502459146438204,-1.2641070389761488,0.0
2018-12-21,1.0,-0.0,-1.536746796568887,-0.0,-1.523933072116912,-1.2341946415334109,0.0
2018-12-24,1.0,-0.0,-1.4917046108755954,-0.0,-1.4971476422253625,-1.2448317370597164,0.0
