Date,IWF,IWM,MTUM,SPY,VLUE,VXX,XPO
2018-09-24,-0.47543985637342906,-0.7571992818671454,-0.3305206463195691,-0.5359425493716338,-0.4915619389587073,0.0,1.0
2018-09-25,-0.47573059524664313,-0.7567315286852875,-0.33111940834350545,-0.53557837294464,-0.490988726933295,0.0,1.0
2018-09-26,-0.47573059524664313,-0.7567674301716091,-0.33108350685718385,-0.53557837294464,-0.490988726933295,0.0,1.0
2018-09-27,-0.4813763873424087,-0.74641715455623,-0.3343989080851981,-0.5374447756905284,-0.4921877806113287,0.0,1.0
2018-09-28,-0.48182340685394065,-0.7460306056469573,-0.3345067892808391,-0.5375386162799051,-0.4923126661398089,0.0,1.0
2018-10-01,-0.48284410591743615,-0.7450149103582078,-0.33431538102252717,-0.5383178241655588,-0.492401106600079,0.0,1.0
2018-10-02,-0.4826185426178237,-0.7509077183017581,-0.3326742639393177,-0.5373692346406874,-0.49139015709817746,0.0,1.0
2018-10-03,-0.4856606226973922,-0.7680054901394207,-0.3345011919381637,-0.5367694863830095,-0.4869609188759662,0.0,1.0
2018-10-04,-0.4836978203314837,-0.7792768287817794,-0.33398614586733405,-0.534907336887535,-0.4948319007724949,0.0,1.0
2018-10-05,-0.4732104121475054,-0.7736804049168474,-0.3243673174258857,-0.541287057122198,-0.5027838033261026,0.0,1.0
2018-10-08,-0.472720046249458,-0.7730885966180084,-0.32356554415377947,-0.5414799826564533,-0.5023847376788553,0.0,1.0
2018-10-09,-0.4726839138603844,-0.7732692585633762,-0.3234210145974852,-0.5415161150455268,-0.5023124729007082,0.0,1.0
2018-10-10,-0.472138853733502,-0.7752666787199421,-0.3219670945579461,-0.5418188392695715,-0.5047911770023503,0.0,1.0
2018-10-11,-0.44634674812630976,-0.7733456470003197,-0.290697261393102,-0.5318793734237914,-0.5097502930415941,0.0,1.0
2018-10-12,-0.4501479706877114,-0.7695180383314544,-0.28959977452085683,-0.5188838782412627,-0.49492671927846676,0.0,1.0
2018-10-15,-0.43344950188333864,-0.8005069173091139,-0.26521631992114625,-0.5203999014327454,-0.5007216531136692,0.0,1.0
2018-10-16,-0.43045563549160676,-0.8180279305966992,-0.2531033996332346,-0.522852306390182,-0.5021512202003103,0.0,1.0
2018-10-17,-0.4185365853658537,-0.7900348432055749,-0.24174216027874565,-0.5224390243902439,-0.5115679442508712,0.0,1.0
2018-10-18,-0.42448765107724645,-0.8024172359432475,-0.2367139604133824,-0.5230688386757751,-0.5165528113504992,0.0,1.0
2018-10-19,-0.42546845392659133,-0.8090041406414485,-0.23356024984209414,-0.5239315039651905,-0.5170889185205979,0.0,1.0
2018-10-22,-0.42578947368421055,-0.8077543859649123,-0.2331929824561404,-0.5244561403508772,-0.5175789473684211,0.0,1.0
2018-10-23,-0.4248437170752265,-0.8091592329844771,-0.22985881857132823,-0.5280606869424739,-0.5200182622743555,0.0,1.0
2018-10-24,-0.4243744728703965,-0.8120607253303347,-0.22993393308968235,-0.5282190047793084,-0.5195740792802924,0.0,1.0
2018-10-25,-0.4087924241376927,-0.7896246630261976,-0.22838183451994196,-0.5273380797677473,-0.5020045621068638,0.0,1.0
2018-10-26,-0.4071123068432671,-0.7865963024282561,-0.22733857615894038,-0.5276283112582781,-0.5005518763796909,0.0,1.0
2018-10-29,-0.40740485145440114,-0.788723646527035,-0.2254580587281322,-0.5287947275801387,-0.5001552741451295,0.0,1.0
2018-10-30,-0.4289187593345143,-0.7932339967350909,-0.23583758813518113,-0.5314160675211004,-0.48383175297836134,0.0,1.0
2018-10-31,-0.4285813775332544,-0.7990458945609026,-0.23473083083780208,-0.5334981544675814,-0.48628038164217563,0.0,1.0
2018-11-01,-0.43056716833890746,-0.7969620958751392,-0.23665691192865107,-0.5334796544035674,-0.48616917502787066,0.0,1.0
2018-11-02,-0.4557041809650536,-0.7562854541634568,-0.21577141256390503,-0.5775964703410603,-0.49625323902234053,0.0,1.0
2018-11-05,-0.44957055214723923,-0.7775284837861525,-0.2146538124452235,-0.581384750219106,-0.4825942156003506,0.0,1.0
2018-11-06,-0.4778080833126705,-0.8084375332081754,-0.1972654174489037,-0.5841805107860154,-0.4745492543657681,0.0,1.0
2018-11-07,-0.47663385966154503,-0.8079374070664873,-0.19914324152092333,-0.5828081852297671,-0.4738016002265808,0.0,1.0
2018-11-08,-0.466579799971827,-0.8098323707564445,-0.1889350612762361,-0.5791308635019018,-0.4771446682631357,0.0,1.0
2018-11-09,-0.4794447028516226,-0.8295824537550538,-0.17714408386704353,-0.5948692260903788,-0.4969050771047264,0.0,1.0
2018-11-12,-0.47926185037121644,-0.8219588806396345,-0.17679183323814962,-0.596730439748715,-0.4946102227298686,0.0,1.0
2018-11-13,-0.47178521964558395,-0.8226499520579565,-0.16616357114954367,-0.5991334919563904,-0.4915302389999645,0.0,1.0
2018-11-14,-0.4740395891822738,-0.822061906961868,-0.16578414300437117,-0.6004122392409112,-0.49152421905540356,0.0,1.0
2018-11-15,-0.47486331037421003,-0.8241141802172831,-0.1636370091599801,-0.6046296953774054,-0.48313569551942054,0.0,1.0
2018-11-16,-0.4722360116303808,-0.8148358272462947,-0.15757747677469683,-0.6072264378412879,-0.49397205871923977,0.0,1.0
2018-11-19,-0.47466846802005186,-0.8128133110534361,-0.17285881892843172,-0.6020905180076083,-0.4928716180182742,0.0,1.0
2018-11-20,-0.46453008118552136,-0.8123160917502747,-0.16003119792959195,-0.6065515652143085,-0.5017548835395469,0.0,1.0
2018-11-21,-0.4663327572219675,-0.8086839970371416,-0.16278085429085393,-0.6028358788049805,-0.48661422877499916,0.0,1.0
2018-11-23,-0.46611902411507544,-0.8058101819207446,-0.16383443802002537,-0.60329995769285,-0.4865322239458469,0.0,1.0
