Date,IWF,IWM,MTUM,NKE,SPY,VLUE,VXX
2018-09-24,-0.3816482528263104,-0.6307489722507708,-0.17002826310380267,1.0,-0.5624357656731757,-0.46682297019527236,0.0
2018-09-25,-0.3805247062610655,-0.6347658136166103,-0.16658619024625784,1.0,-0.5659101883148239,-0.47130210848221477,0.0
2018-09-26,-0.38132646490663236,-0.6357694784288475,-0.16828718609143592,1.0,-0.5655183515775918,-0.46867353509336773,0.0
2018-09-27,-0.38084036862795645,-0.6385254881742605,-0.1677514983566411,1.0,-0.56595991493201,-0.46919507636785457,0.0
2018-09-28,-0.38224958896160416,-0.6378993520100583,-0.1678326187175602,1.0,-0.5662980753731583,-0.46951868209806885,0.0
2018-10-01,-0.38247525710048674,-0.6375769689545117,-0.16792933363422416,1.0,-0.566330313678713,-0.46951868209806885,0.0
2018-10-02,-0.38249234241496055,-0.6383362888924714,-0.1680154763823956,1.0,-0.5660164436562954,-0.4693535386103499,0.0
2018-10-03,-0.3844412097687207,-0.649490538573508,-0.16936762089600518,1.0,-0.5652272359695941,-0.46614911855086527,0.0
2018-10-04,-0.38818811048580115,-0.6435409793647713,-0.1699657157642797,1.0,-0.5701533087521832,-0.46254608965651073,0.0
2018-10-05,-0.3894787957267724,-0.6474263515700874,-0.1676594367109097,1.0,-0.5713823243768209,-0.4613467141469731,0.0
2018-10-08,-0.38792991983449704,-0.6445888285492629,-0.16414533229893974,1.0,-0.5748319110421515,-0.46098396689940513,0.0
2018-10-09,-0.38675890605805907,-0.6450184263270189,-0.16105256352233788,1.0,-0.5765824012413525,-0.46327665352039826,0.0
2018-10-10,-0.38777752641954566,-0.6437966583718451,-0.1622984196748861,1.0,-0.5771256827069127,-0.4607504120479592,0.0
2018-10-11,-0.3840453637476642,-0.6458212513692893,-0.15326374122043948,1.0,-0.5790321541336426,-0.4596945679489658,0.0
2018-10-12,-0.39465714558959475,-0.6402499282731359,-0.15209283050145048,1.0,-0.562753036437247,-0.438107685931971,0.0
2018-10-15,-0.3893486980327243,-0.648309670847393,-0.1441713885528745,1.0,-0.5629018908766792,-0.4385624243967658,0.0
2018-10-16,-0.3905538392942451,-0.644924997611389,-0.14710659575145707,1.0,-0.5632026497659162,-0.43905856874422755,0.0
2018-10-17,-0.3821916944987082,-0.6246140273489192,-0.14052555296490013,1.0,-0.5609364169134791,-0.44249795198185143,0.0
2018-10-18,-0.3841226769318146,-0.6284984065882057,-0.13870570788502193,1.0,-0.5603130028712965,-0.44359953301990973,0.0
2018-10-19,-0.37612492552757826,-0.6201122573766893,-0.13078925088582985,1.0,-0.5648929164968173,-0.4437615628233671,0.0
2018-10-22,-0.374941106260012,-0.6264409335050414,-0.13663347677230894,1.0,-0.5615478845368597,-0.44143606495586896,0.0
2018-10-23,-0.37767444783059473,-0.6262213704483333,-0.14229162084891137,1.0,-0.556756417103899,-0.43884507838763387,0.0
2018-10-24,-0.3772106488765813,-0.630341745861917,-0.14321228522877463,1.0,-0.5577758197495122,-0.4382906413241865,0.0
2018-10-25,-0.350788391925885,-0.5935026688753912,-0.13804527885146328,1.0,-0.571507454445058,-0.41382906926805324,0.0
2018-10-26,-0.34152947262712635,-0.5860746781899516,-0.12446364991935728,1.0,-0.5809318036578314,-0.4101518517391437,0.0
2018-10-29,-0.33266630283184767,-0.5920198896367715,-0.11663937905524224,1.0,-0.5772845794675884,-0.41337699351161233,0.0
2018-10-30,-0.32376850279058483,-0.5941215724338753,-0.11013710264498909,1.0,-0.5802899781606407,-0.42489686969182244,0.0
2018-10-31,-0.32397310069065793,-0.5914213013449654,-0.11053556282563916,1.0,-0.5794862474251786,-0.4237852901975039,0.0
2018-11-01,-0.3158786851504328,-0.6022761668381863,-0.1013983897330347,1.0,-0.581512198074944,-0.4257824323506265,0.0
2018-11-02,-0.31814478409125196,-0.592293068589879,-0.10012372129515072,1.0,-0.5835118742267418,-0.42351911644889706,0.0
2018-11-05,-0.31634038188893243,-0.5969955657446231,-0.10014780851256372,1.0,-0.583692799613888,-0.41935386564507854,0.0
2018-11-06,-0.31398472637266445,-0.595520540915814,-0.10148208518216668,1.0,-0.5853783694044493,-0.4221075190920342,0.0
2018-11-07,-0.31000302206104563,-0.5975823511634935,-0.10861287398005438,1.0,-0.5833786642490177,-0.4224841341795104,0.0
2018-11-08,-0.29760975316797794,-0.6003543330730887,-0.09606029667887814,1.0,-0.5806257882409466,-0.42817248213320525,0.0
2018-11-09,-0.2973427413301306,-0.6001501276084672,-0.09644197567932743,1.0,-0.5805734874643447,-0.4280438372616724,0.0
2018-11-12,-0.2969742360695027,-0.5942480527261834,-0.09628520071899342,1.0,-0.5820551228280407,-0.4262432594367885,0.0
2018-11-13,-0.2865987974042984,-0.5932607013157111,-0.08501518128237184,1.0,-0.5875156277906769,-0.42433172590343515,0.0
2018-11-14,-0.287198261749561,-0.5927017293210703,-0.08506711908801382,1.0,-0.5874929309164509,-0.423996190136024,0.0
2018-11-15,-0.28759588511625145,-0.5940417434738658,-0.08342748409347685,1.0,-0.5909496342986265,-0.4171671522863769,0.0
2018-11-16,-0.2855442126253757,-0.5863269740170839,-0.074764129884818,1.0,-0.597130866990089,-0.43254263519747604,0.0
2018-11-19,-0.2855059089691305,-0.5867889143571577,-0.0737653677849552,1.0,-0.597773345637484,-0.43294734021968867,0.0
2018-11-20,-0.27885357885357887,-0.586040986040986,-0.06590436590436591,1.0,-0.6014553014553015,-0.43774873774873774,0.0
2018-11-21,-0.2802549650308378,-0.5810487797680526,-0.06967273585740844,1.0,-0.5986071354796825,-0.4214005370791159,0.0
2018-11-23,-0.280454679657514,-0.5830528491290227,-0.06911721287274875,1.0,-0.5982285208148804,-0.42161204605845887,0.0
2018-11-26,-0.2806167661133101,-0.5820877887398831,-0.06923849471258935,1.0,-0.5992792579901932,-0.422608849766645,0.0
2018-11-27,-0.27872327895883636,-0.5840939873976798,-0.0633060479359284,1.0,-0.5980802072905012,-0.4202343796007303,0.0
2018-11-28,-0.2782001414427157,-0.5912305516265913,-0.06164545025931165,1.0,-0.5961515794436586,-0.41949552098066945,0.0
2018-11-29,-0.2716291887771556,-0.5868832273007124,-0.057023073089213984,1.0,-0.5950628866281626,-0.421179160925269,0.0
2018-11-30,-0.2716425786403213,-0.5870247134355486,-0.05669725308551493,1.0,-0.5953797895107149,-0.42091993784996046,0.0
2018-12-03,-0.27166647120910054,-0.58698838982057,-0.05690747038817873,1.0,-0.595344200774012,-0.4209569602439311,0.0
2018-12-04,-0.2772344311553644,-0.5889648264891298,-0.05196488540623343,1.0,-0.6024863017734049,-0.4252047369351323,0.0
2018-12-06,-0.26170163707632005,-0.5430885404657597,-0.0815944201060641,1.0,-0.596264699100761,-0.39952732303435556,0.0
2018-12-07,-0.26114778197330873,-0.5434813939411408,-0.08079439656414839,1.0,-0.5968639206756406,-0.40013835644078055,0.0
2018-12-10,-0.25231421775141144,-0.5447510962084086,-0.07800991602900295,1.0,-0.5982575301636431,-0.39260023500415553,0.0
2018-12-11,-0.2463393626184324,-0.5501866207292564,-0.07220786678151019,1.0,-0.5988228538616136,-0.4035601492965834,0.0
2018-12-12,-0.24853397723352877,-0.550419684948833,-0.07330113832355983,1.0,-0.6008681154421064,-0.4014315281131424,0.0
2018-12-13,-0.2480105719785113,-0.5487086672986871,-0.07437731621132465,1.0,-0.6012812778304462,-0.40044241431813604,0.0
2018-12-14,-0.247884161437043,-0.559157119005124,-0.06934768841038631,1.0,-0.5994012320801427,-0.4029017214577696,0.0
2018-12-17,-0.23904679873672122,-0.5610967556703991,-0.06043640539764571,1.0,-0.5926213034740166,-0.41788687912718925,0.0
2018-12-18,-0.23807064359702737,-0.561189062006829,-0.05867837364781498,1.0,-0.593871051045881,-0.4176063814524691,0.0
2018-12-19,-0.24772910198919168,-0.5606243532252501,-0.056484994825802,1.0,-0.5919569966655168,-0.41775899735540983,0.0
2018-12-20,-0.2474428226640616,-0.5594759223077806,-0.057953108838064586,1.0,-0.5911102172164119,-0.4172796230318354,0.0
2018-12-21,-0.24627549851019936,-0.5595347238138895,-0.05655512262204905,1.0,-0.5924822369928948,-0.4101535640614256,0.0
2018-12-24,-0.18744410659989272,-0.553776903356585,-0.054969295892207726,1.0,-0.6546235020568771,-0.5301377213378644,0.0
2018-12-26,-0.18495391912581427,-0.5556122602143435,-0.05250517846957461,1.0,-0.6698087718771577,-0.5391612380294798,0.0
2018-12-27,-0.1717183630145064,-0.5394504068876047,-0.05967684868498644,1.0,-0.6402877697841726,-0.5373275150371506,0.0
2018-12-28,-0.17051248047623258,-0.5408599298617864,-0.059204903780980166,1.0,-0.6400554032947278,-0.5363215748681225,0.0
2018-12-31,-0.17201131808535722,-0.5391417118604103,-0.05877151615185097,1.0,-0.6404444706437161,-0.5370490450365479,0.0
2019-01-02,-0.17173323907152113,-0.5391775656887003,-0.05658654412631083,1.0,-0.640302816071639,-0.537940379403794,0.0
2019-01-03,-0.17316068275456153,-0.5354914655679812,-0.06597998822836963,1.0,-0.6414949970570925,-0.5267804590935845,0.0
2019-01-04,-0.1544458120860442,-0.5422015122208546,-0.06438661274251216,1.0,-0.6364808627864721,-0.5331457710567962,0.0
2019-01-07,-0.1308111851787724,-0.5198684096615012,-0.08746717455920122,1.0,-0.63016189074539,-0.5174443771102069,0.0
2019-01-08,-0.13139317101282236,-0.5132113528310042,-0.0894107477308745,1.0,-0.632156749747875,-0.5152571675551073,0.0
2019-01-09,-0.13051613460375946,-0.5088517228475201,-0.08935202510147099,1.0,-0.6320849765393363,-0.5178041970120039,0.0
2019-01-10,-0.13170465009208102,-0.505668738489871,-0.08960635359116023,1.0,-0.6343807550644567,-0.5161717311233887,0.0
2019-01-11,-0.12960082944530846,-0.49461436553193944,-0.09581821323656473,1.0,-0.6356488681527562,-0.5243361557513968,0.0
2019-01-14,-0.13560152108780826,-0.4953906430053008,-0.09694053929476838,1.0,-0.6353998617192902,-0.5175155565798571,0.0
2019-01-15,-0.1291485251290332,-0.489749430523918,-0.10299587670482396,1.0,-0.6338340878290706,-0.5276952798362216,0.0
2019-01-16,-0.13029682406899934,-0.4953990827011279,-0.09631638157325412,1.0,-0.6340612109498948,-0.5285429947788964,0.0
2019-01-17,-0.12850595255253525,-0.49355740682021276,-0.10048715805252083,1.0,-0.6331613386757373,-0.5268513447291805,0.0
