Date,BHK,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.11901850908473426,-0.2120563762947869,-0.0,-0.19971132620139245,-0.1672779758872474,0.0
2018-09-25,1.0,-0.12088490466731183,-0.21148067030000509,-0.0,-0.19930728874853562,-0.16614883104976316,0.0
2018-09-26,1.0,-0.12104646622413119,-0.21161910259239763,-0.0,-0.19927677707417277,-0.16576405276471487,0.0
2018-09-27,1.0,-0.12122292388130644,-0.21127860392476402,-0.0,-0.19927683845997146,-0.1657839342703877,0.0
2018-09-28,1.0,-0.1205725540802119,-0.21210989234896593,-0.0,-0.19935816891364144,-0.1659252215845417,0.0
2018-10-01,1.0,-0.12069082634242433,-0.21210474476106372,-0.0,-0.19943619875692015,-0.16598172740549533,0.0
2018-10-02,1.0,-0.12303246642869284,-0.2041305456399796,-0.0,-0.20300866904640488,-0.16962434132245452,0.0
2018-10-03,1.0,-0.12266930032182814,-0.19697924293766073,-0.0,-0.20709384099306966,-0.17605190116981967,0.0
2018-10-04,1.0,-0.12857802795695245,-0.1928755966944411,-0.0,-0.21578524132975174,-0.1737129365065786,0.0
2018-10-05,1.0,-0.132537149524692,-0.19679810563162772,-0.0,-0.2151755379388449,-0.171419746731185,0.0
2018-10-08,1.0,-0.13097990853501876,-0.1946799582070123,-0.0,-0.21643286573146295,-0.17073463165647537,0.0
2018-10-09,1.0,-0.14217138896109524,-0.20261675764665107,-0.0,-0.21897582531842996,-0.16917078242786587,0.0
2018-10-10,1.0,-0.1424513268204808,-0.20217556987459293,-0.0,-0.21904662925240764,-0.16846809395136145,0.0
2018-10-11,1.0,-0.11526946107784429,-0.19151584471506425,-0.0,-0.2066709278073067,-0.16855614613469688,0.0
2018-10-12,1.0,-0.11916093192935909,-0.18514219384793965,-0.0,-0.19686593151479978,-0.1570682364646381,0.0
2018-10-15,1.0,-0.11610437314889885,-0.1865248109601734,-0.0,-0.19569138110759965,-0.15629498486026774,0.0
2018-10-16,1.0,-0.11345428060650203,-0.1910878633384096,-0.0,-0.19509368999536517,-0.15566443752896775,0.0
2018-10-17,1.0,-0.11307899654379786,-0.1904218551040995,-0.0,-0.1948206578359875,-0.15536372806799956,0.0
2018-10-18,1.0,-0.11381063579602857,-0.1925605736903993,-0.0,-0.19401798579023205,-0.15577747967075736,0.0
2018-10-19,1.0,-0.1068467965659318,-0.18480277089249658,-0.0,-0.19496380439600125,-0.15492703425860568,0.0
2018-10-22,1.0,-0.1071604613716276,-0.18660247773651867,-0.0,-0.19458775590680552,-0.15469422628240936,0.0
2018-10-23,1.0,-0.10380799894359805,-0.18891438192232143,-0.0,-0.19969298318010004,-0.15821269993232426,0.0
2018-10-24,1.0,-0.10321134929396451,-0.18655154800547036,-0.0,-0.19951887429767184,-0.1584089898007942,0.0
2018-10-25,1.0,-0.09172734140186765,-0.16815339858881015,-0.0,-0.20140797531221372,-0.14600511114325668,0.0
2018-10-26,1.0,-0.08526562724414725,-0.16370106761565836,-0.0,-0.20385235306321112,-0.14301900643122736,0.0
2018-10-29,1.0,-0.08104028978139298,-0.16382816471784445,-0.0,-0.20105172852058972,-0.14280948144382308,0.0
2018-10-30,1.0,-0.07870201242078177,-0.1638208993154275,-0.0,-0.20111501135659718,-0.14469734271510032,0.0
2018-10-31,1.0,-0.07963789447029405,-0.15941822555629412,-0.0,-0.20025005539201723,-0.1433228879815149,0.0
2018-11-01,1.0,-0.07565935108468787,-0.1623078869141737,-0.0,-0.1999399152488774,-0.14327050787426474,0.0
2018-11-02,1.0,-0.07784704511822675,-0.15199458455338308,-0.0,-0.20300053524763076,-0.14141557255753912,0.0
2018-11-05,1.0,-0.07784827065065096,-0.1520127202027676,-0.0,-0.20300373104957414,-0.14141779883817948,0.0
2018-11-06,1.0,-0.07932310114128295,-0.15321526957890594,-0.0,-0.2018732782369146,-0.13977174340810705,0.0
2018-11-07,1.0,-0.07918174665617624,-0.15320220298977186,-0.0,-0.20152635719905587,-0.13963808025177027,0.0
2018-11-08,1.0,-0.06684370850581896,-0.15426072014371633,-0.0,-0.19782863391392644,-0.1431851909708662,0.0
2018-11-09,1.0,-0.06650627255542188,-0.15433767126497835,-0.0,-0.19830023902888652,-0.14315174428595978,0.0
2018-11-12,1.0,-0.06640089697271707,-0.1491840039865454,-0.0,-0.199778871309331,-0.1418961006602716,0.0
2018-11-13,1.0,-0.05767391639672991,-0.145519049822613,-0.0,-0.20007712478790682,-0.13922566712941542,0.0
2018-11-14,1.0,-0.05776290218095443,-0.14541752784033068,-0.0,-0.2000647808248758,-0.13915538143566647,0.0
2018-11-15,1.0,-0.05761145761145761,-0.14531454531454532,-0.0,-0.20080080080080082,-0.13627473627473627,0.0
2018-11-16,1.0,-0.05646773052916397,-0.14248378070903667,-0.0,-0.20036589490514403,-0.13805614488208345,0.0
2018-11-19,1.0,-0.05752851827937152,-0.14219167973434185,-0.0,-0.1997816929557544,-0.13787166005596038,0.0
2018-11-20,1.0,-0.04529893630028121,-0.13835737865264702,-0.0,-0.20086502017361535,-0.14378285854016382,0.0
2018-11-21,1.0,-0.04725413132217485,-0.13529795596291294,-0.0,-0.19941122020061003,-0.13551040228228048,0.0
2018-11-23,1.0,-0.04770135856380398,-0.13147440562833576,-0.0,-0.20110080058224164,-0.13596251819505095,0.0
2018-11-26,1.0,-0.04681374783480719,-0.13787340079618318,-0.0,-0.20017017655817912,-0.1345762299814629,0.0
2018-11-27,1.0,-0.042557699583806285,-0.14000756715853196,-0.0,-0.19841089670828604,-0.13247067726068862,0.0
2018-11-28,1.0,-0.04224072672218017,-0.14186222558667677,-0.0,-0.1977441332323997,-0.13217259651778956,0.0
2018-11-29,1.0,-0.03565193835781363,-0.13890561040211896,-0.0,-0.19692090055381653,-0.133457741391765,0.0
2018-11-30,1.0,-0.03552780076743661,-0.13883078775110977,-0.0,-0.19685501467158226,-0.13356406590926193,0.0
2018-12-03,1.0,-0.035092733262135044,-0.13891186955671544,-0.0,-0.19676298491298266,-0.13342157909778735,0.0
2018-12-04,1.0,-0.0341419451746151,-0.1389410439354112,-0.0,-0.19609463011641007,-0.13288772061584678,0.0
2018-12-06,1.0,-0.034171473864987444,-0.11452140854580416,-0.0,-0.19704375651357023,-0.1221101765819719,0.0
2018-12-07,1.0,-0.03657766883412351,-0.1141951298272395,-0.0,-0.19696458189610888,-0.12006634472838293,0.0
2018-12-10,1.0,-0.02476068550146935,-0.11718409031394571,-0.0,-0.19975850330239459,-0.11308155605342023,0.0
2018-12-11,1.0,-0.023387812722853694,-0.11787050108425144,-0.0,-0.1994586019705724,-0.11466868478118496,0.0
2018-12-12,1.0,-0.023827891879303065,-0.11782943479716451,-0.0,-0.19964774894106346,-0.11427781255003565,0.0
2018-12-13,1.0,-0.02355217410279164,-0.11614611367306266,-0.0,-0.20159730001018317,-0.1134403049126431,0.0
2018-12-14,1.0,-0.02364496180429247,-0.1162895598399418,-0.0,-0.2015860312841033,-0.11356857038923243,0.0
2018-12-17,1.0,-0.02038004061502756,-0.11549173194081809,-0.0,-0.19846243109950681,-0.11620249492312155,0.0
2018-12-18,1.0,-0.01618878749873863,-0.11074110914097074,-0.0,-0.19737923279851227,-0.11727140365292854,0.0
2018-12-19,1.0,-0.014207208896453246,-0.11153740750890655,-0.0,-0.1986845711153741,-0.11792704562172765,0.0
2018-12-20,1.0,-0.013612189161995112,-0.10720137990513151,-0.0,-0.2004312203536007,-0.11615638924823919,0.0
2018-12-21,1.0,-0.012852992113587244,-0.10645941574706227,-0.0,-0.20065266864184808,-0.11132580474329798,0.0
2018-12-24,1.0,-0.009431677328356295,-0.10173958882445967,-0.0,-0.1993617233469632,-0.1141916824573651,0.0
2018-12-26,1.0,-0.01053465122527185,-0.10381934133684018,-0.0,-0.19076910024180208,-0.10890991105643463,0.0
2018-12-27,1.0,-0.0,-0.0949631941663099,-0.0,-0.1714889444390736,-0.11464361180548842,0.0
2018-12-28,1.0,-0.0,-0.09502837182974141,-0.0,-0.17128025293037513,-0.1143156935566263,0.0
2018-12-31,1.0,-0.0,-0.09555503389994338,-0.0,-0.17112912357254312,-0.11418274209806818,0.0
2019-01-02,1.0,-0.0,-0.09608870577500035,-0.0,-0.17221308188969847,-0.11425569273735293,0.0
2019-01-03,1.0,-0.0,-0.09714254039522185,-0.0,-0.16882846927745904,-0.11979989468141126,0.0
2019-01-04,1.0,-0.0,-0.09787809014325304,-0.0,-0.1603082904769127,-0.12057246067090405,0.0
