Date,AAL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.413176318238841,-0.8429849055076687,-0.12751406256323097,-0.7550888268382502,-0.9080166727368378,0.0
2018-09-25,1.0,-0.4128829600620079,-0.8578305388977278,-0.11903887733039613,-0.7675111165504018,-0.9222045445273938,0.0
2018-09-26,1.0,-0.41340438614470176,-0.8616519778643165,-0.1121951219512195,-0.774871899979504,-0.9370772699323632,0.0
2018-09-27,1.0,-0.41870951873411494,-0.8511109289169468,-0.11564319094859392,-0.7762564565056982,-0.9376895958022465,0.0
2018-09-28,1.0,-0.421011609303852,-0.850391762727161,-0.11588792714443943,-0.7769208680313411,-0.9379743200557903,0.0
2018-10-01,1.0,-0.42194871794871797,-0.849476923076923,-0.11597948717948718,-0.7773948717948718,-0.9378051282051282,0.0
2018-10-02,1.0,-0.4263221303643388,-0.9067757882929666,-0.1030700843338457,-0.7804411947987204,-0.9378089817622866,0.0
2018-10-03,1.0,-0.4291074331929795,-0.9204152249134948,-0.10489014883061658,-0.7801725934881394,-0.9343394338600075,0.0
2018-10-04,1.0,-0.4302262594274761,-0.9175382307596149,-0.10558773282220092,-0.7811158798283261,-0.9323721821742572,0.0
2018-10-05,1.0,-0.420809968847352,-0.9135617860851506,-0.09462097611630323,-0.7850882658359295,-0.9396053997923157,0.0
2018-10-08,1.0,-0.4238051547251648,-0.9204270581366253,-0.09608808074067897,-0.786721161064309,-0.9434481608140797,0.0
2018-10-09,1.0,-0.4261624509558394,-0.9214041238834628,-0.10042574505384425,-0.7852074463644713,-0.9407296101510978,0.0
2018-10-10,1.0,-0.43516417654865364,-0.9636542660216619,-0.08865961727813691,-0.8111648615094825,-0.9823194486065329,0.0
2018-10-11,1.0,-0.39214867404468573,-0.9541031530590938,-0.036040927124660685,-0.7972436834412194,-0.9967425349759866,0.0
2018-10-12,1.0,-0.4047009253139458,-0.9480750165234634,-0.030196629213483147,-0.7742068737607403,-0.9736863846662261,0.0
2018-10-15,1.0,-0.3768349667121532,-0.9961956746474797,-0.0,-0.7772815614274491,-0.984824049952446,0.0
2018-10-16,1.0,-0.36437888069342006,-1.0340875942826186,-0.0,-0.7810976372046506,-0.9876234529316165,0.0
2018-10-17,1.0,-0.349411474195407,-1.0056794797925754,-0.0,-0.7727384969956376,-0.9877356161000905,0.0
2018-10-18,1.0,-0.3483562659635824,-1.0035016890500124,-0.0,-0.7781576995962758,-0.9896185218752573,0.0
2018-10-19,1.0,-0.337329610773526,-1.0004105764493347,-0.0,-0.7768516997865003,-0.9911726063393005,0.0
2018-10-22,1.0,-0.33735582645815376,-0.9909288675450477,-0.0,-0.7813898124204737,-0.9949103148216557,0.0
2018-10-23,1.0,-0.34284541161979065,-0.9917881338534181,-0.0,-0.7779921987271609,-0.9933073290905359,0.0
2018-10-24,1.0,-0.340973505853358,-0.9859108646539331,-0.0,-0.7808995686999384,-0.9998356952146231,0.0
2018-10-25,1.0,-0.30993239729589184,-0.9426377055082203,-0.0,-0.7759110364414578,-0.9716788671546862,0.0
2018-10-26,1.0,-0.31633021631817637,-0.9461411887466388,-0.0,-0.7770999719067303,-0.9737127262511538,0.0
2018-10-29,1.0,-0.2849193322390808,-0.9647704071419992,-0.0,-0.7654029384683133,-0.9882701469234156,0.0
2018-10-30,1.0,-0.26941096384094826,-0.9659632402995234,-0.0,-0.7670283906619149,-1.0019220758419092,0.0
2018-10-31,1.0,-0.2693764099258782,-0.978770544634225,-0.0,-0.772518530454399,-1.0076538833387043,0.0
2018-11-01,1.0,-0.2597256306070725,-0.9851148569819367,-0.0,-0.7711710986844752,-1.007000040230116,0.0
2018-11-02,1.0,-0.2614206072273694,-0.9735691653631734,-0.0,-0.7721493602855654,-1.00364978141419,0.0
2018-11-05,1.0,-0.25714743975299736,-0.9854444845422832,-0.0,-0.7730462328080516,-0.9941056177072056,0.0
2018-11-06,1.0,-0.26669877970456,-0.994460500963391,-0.0,-0.7681037251123956,-0.9848667308927425,0.0
2018-11-07,1.0,-0.2658762057877814,-0.9984324758842443,-0.0,-0.7682475884244373,-0.9867363344051447,0.0
2018-11-08,1.0,-0.2591226241077873,-0.9979549282219906,-0.0,-0.765338038335071,-0.9874889726521775,0.0
2018-11-09,1.0,-0.2587603239515676,-0.9976746050837945,-0.0,-0.7658567877475744,-0.987009862881886,0.0
2018-11-12,1.0,-0.2575582091936579,-0.981389033108351,-0.0,-0.7708374935101242,-0.9839849834258556,0.0
2018-11-13,1.0,-0.21485919712402635,-0.9905731975234671,-0.0,-0.7924505692031156,-0.9964849211104453,0.0
2018-11-14,1.0,-0.2199671092214512,-0.9930608479403152,-0.0,-0.7986843688580482,-0.9993983394167903,0.0
2018-11-15,1.0,-0.21958266452648473,-0.9982744783306581,-0.0,-0.8076243980738362,-0.9873595505617977,0.0
2018-11-16,1.0,-0.21362142227210776,-0.9860097811272348,-0.0,-0.809508538443037,-0.9995189609556643,0.0
2018-11-19,1.0,-0.22470010466146043,-0.9884469849448514,-0.0,-0.8101199581354158,-1.0022139924321714,0.0
2018-11-20,1.0,-0.1896965815387079,-0.9810263389640541,-0.0,-0.8121447442158354,-1.0199743815547193,0.0
2018-11-21,1.0,-0.19861679716999883,-0.9765094002146351,-0.0,-0.812591915417942,-0.9870424102706785,0.0
2018-11-23,1.0,-0.19899864897083366,-0.9749264881188906,-0.0,-0.8128427243105778,-0.9868473337042041,0.0
2018-11-26,1.0,-0.19805207872177727,-1.013482512979434,-0.0,-0.821708858212259,-0.991427536523524,0.0
2018-11-27,1.0,-0.1855562680346265,-1.0192770118627765,-0.0,-0.8164876563000962,-0.9863738377685156,0.0
2018-11-28,1.0,-0.18764531387797642,-1.0130281407840938,-0.0,-0.819730618135172,-0.9882546300008018,0.0
2018-11-29,1.0,-0.15330609654515884,-0.9996826781960254,-0.0,-0.8179366149696561,-0.9955971599698544,0.0
2018-11-30,1.0,-0.15250337221296517,-1.0000793461874158,-0.0,-0.818059192255812,-0.9966674601285408,0.0
2018-12-03,1.0,-0.15770752567843013,-1.006914192078654,-0.0,-0.8271451980336518,-1.004875904240438,0.0
2018-12-04,1.0,-0.1431654676258993,-1.0199840127897681,-0.0,-0.8262190247801758,-1.0073940847322143,0.0
2018-12-06,1.0,-0.13277390008626774,-0.9808250333307191,-0.0,-0.8180534860010978,-0.9896478707552347,0.0
2018-12-07,1.0,-0.13851404362152833,-0.9806605994037345,-0.0,-0.8182959359799153,-0.9853287305821435,0.0
2018-12-10,1.0,-0.14396671289875174,-0.9884683970675648,-0.0,-0.8288091935803447,-1.0015058450564691,0.0
2018-12-11,1.0,-0.15470007532807356,-0.9852912024739324,-0.0,-0.8325337985172263,-0.9921103754509774,0.0
2018-12-12,1.0,-0.15702839917499603,-0.9852054577185467,-0.0,-0.8338489608123115,-0.990242741551642,0.0
2018-12-13,1.0,-0.15691246978642473,-0.981059555414669,-0.0,-0.8366287593612554,-0.9878353211554464,0.0
2018-12-14,1.0,-0.14935038976614032,-1.0191085348790725,-0.0,-0.8325404757145713,-0.996602038776734,0.0
2018-12-17,1.0,-0.1257274974089133,-1.0214063621143266,-0.0,-0.8173483217731005,-1.0218448537032607,0.0
2018-12-18,1.0,-0.1085707492966676,-1.0091928517652655,-0.0,-0.8152712287514364,-1.0294012759044262,0.0
2018-12-19,1.0,-0.13245828164392331,-1.0145263916123095,-0.0,-0.8188803073352275,-1.0358957941494256,0.0
2018-12-20,1.0,-0.13213787607093047,-1.0037457660888622,-0.0,-0.8191273161984458,-1.0298465829846584,0.0
2018-12-21,1.0,-0.12594678193282308,-1.0052345639846134,-0.0,-0.8218662013720902,-1.0125312289328627,0.0
2018-12-24,1.0,-0.11008161495091275,-0.989985411820368,-0.0,-0.8167409218152426,-1.0259433032369987,0.0
2018-12-26,1.0,-0.10861657605507098,-0.9951108851253568,-0.0,-0.7939531427230414,-1.0136112958110064,0.0
2018-12-27,1.0,-0.09053858459663289,-0.9644625580863868,-0.0,-0.7466290850917956,-1.007313171326274,0.0
2018-12-28,1.0,-0.08428549664838512,-0.9718540524070688,-0.0,-0.7472577696526508,-1.0052559414990858,0.0
