Date,IWF,IWM,KPTI,MTUM,SPY,VLUE,VXX
2018-09-24,-1.0621185701830862,-2.1973990119151408,1.0,-0.28095030514385355,-1.3673350770124963,-1.3575268817204298,0.0
2018-09-25,-1.0640429857682254,-2.1940894568690092,1.0,-0.28492593668312516,-1.3645803078710428,-1.353543421434795,0.0
2018-09-26,-1.063712313839448,-2.19447875045405,1.0,-0.28267344714856524,-1.3662186705412278,-1.3576462041409372,0.0
2018-09-27,-1.0645608403851765,-2.212357747300846,1.0,-0.2807849430989203,-1.3729209220892908,-1.3643128100379338,0.0
2018-09-28,-1.061072601240423,-2.21554177307552,1.0,-0.2822327617657789,-1.3730025538124773,-1.3647573878146662,0.0
2018-10-01,-1.062988103058171,-2.2137800160572225,1.0,-0.2824611342237793,-1.3743522370629881,-1.3650828406685644,0.0
2018-10-02,-1.0639912440715067,-2.20175118569865,1.0,-0.28726742064939803,-1.376213060926669,-1.3673112002918641,0.0
2018-10-03,-1.0753828032979977,-2.2413869257950534,1.0,-0.2929917550058893,-1.3839075382803299,-1.367932862190813,0.0
2018-10-04,-1.0749613031620844,-2.246775263507039,1.0,-0.2935800103191567,-1.3835040908085796,-1.3720056018279647,0.0
2018-10-05,-1.0919232485497548,-2.28268630075859,1.0,-0.2901978283504388,-1.3943180127919084,-1.37803064108285,0.0
2018-10-08,-1.0899419729206963,-2.2800922481773545,1.0,-0.27942270495461985,-1.4084213658681741,-1.381490849575956,0.0
2018-10-09,-1.0872719114567753,-2.2942716123242595,1.0,-0.25807657792402033,-1.4304516900987136,-1.4082411008076579,0.0
2018-10-10,-1.0891895933014353,-2.2922398325358855,1.0,-0.2600927033492823,-1.43122009569378,-1.4033343301435406,0.0
2018-10-11,-1.0945533119737725,-2.2195812532598165,1.0,-0.3309738469562626,-1.4125624022054988,-1.3932642873109307,0.0
2018-10-12,-1.1218934911242606,-2.2249260355029588,1.0,-0.31974852071005916,-1.3790680473372783,-1.3507396449704143,0.0
2018-10-15,-1.0924586776859504,-2.275383707201889,1.0,-0.2752361275088548,-1.378172963400236,-1.357733175914994,0.0
2018-10-16,-1.0893595041322315,-2.286599763872491,1.0,-0.26689787485242034,-1.3783943329397874,-1.357733175914994,0.0
2018-10-17,-1.0543557037251776,-2.2153935352949703,1.0,-0.22706189302797505,-1.3739672416292217,-1.3767212639512973,0.0
2018-10-18,-1.0560673097845799,-2.2199173134111847,1.0,-0.22499456009284108,-1.3741205483426417,-1.3781098135925147,0.0
2018-10-19,-1.0341252699784016,-2.2071994240460766,1.0,-0.19575233981281498,-1.381785457163427,-1.380561555075594,0.0
2018-10-22,-1.0350410130954095,-2.200748309109225,1.0,-0.1928335012231976,-1.38408404086919,-1.3825730320909484,0.0
2018-10-23,-1.0344926910059768,-2.2032836465759345,1.0,-0.18931374666954706,-1.388204795852236,-1.3856844530856196,0.0
2018-10-24,-1.0403115309728133,-2.2013413139107234,1.0,-0.17199105790726185,-1.398716377010168,-1.3990048316146249,0.0
2018-10-25,-0.982553694307361,-2.11628553555293,1.0,-0.15208174046013762,-1.3705428511850977,-1.329255577952318,0.0
2018-10-26,-0.9575111722241321,-2.0958404950154694,1.0,-0.11625988312134755,-1.3874871089721554,-1.318116191130973,0.0
2018-10-29,-0.9298918252772833,-2.1224839107216216,1.0,-0.08523894290017801,-1.3764206490483364,-1.3323976448035055,0.0
2018-10-30,-0.9374742904154669,-2.125119978061155,1.0,-0.08844097079391197,-1.377690936514466,-1.3270944741532977,0.0
2018-10-31,-0.9458299264104659,-2.0840147179067867,1.0,-0.0890569637503407,-1.3763286999182338,-1.318615426546743,0.0
2018-11-01,-0.9229564032697547,-2.118051771117166,1.0,-0.06096730245231607,-1.383310626702997,-1.3267029972752042,0.0
2018-11-02,-0.9253690911553569,-2.090274955979954,1.0,-0.0553975348774211,-1.3839902478667208,-1.3172829473113907,0.0
2018-11-05,-0.9199160574059032,-2.1054698077443814,1.0,-0.05490116436501489,-1.3843081505551045,-1.3049688600054157,0.0
2018-11-06,-0.9290405579253843,-2.112600717719548,1.0,-0.051188299817184646,-1.3804590696729637,-1.2977181935134403,0.0
2018-11-07,-0.9249813975512413,-2.1111411756747613,1.0,-0.05729554217682473,-1.3759724007305691,-1.2951363052154503,0.0
2018-11-08,-0.8989817792068597,-2.11220525187567,1.0,-0.028871918542336547,-1.362540192926045,-1.2962218649517685,0.0
2018-11-09,-0.9017976925140865,-2.114904749127985,1.0,-0.02770324657901798,-1.364166890260263,-1.2992353099007246,0.0
2018-11-12,-0.904803376431969,-2.083941850338313,1.0,-0.022241575668252158,-1.387686742145106,-1.3005292423125878,0.0
2018-11-13,-0.8841244515357001,-2.08722244382396,1.0,-0.0,-1.3853211009174313,-1.2913176439303284,0.0
2018-11-14,-0.8887778887778889,-2.088178488178488,1.0,-0.0,-1.3896103896103895,-1.2934398934398934,0.0
2018-11-15,-0.887354020687354,-2.094094094094094,1.0,-0.0,-1.3919919919919919,-1.2999666332999666,0.0
2018-11-16,-0.8866213151927438,-2.091970121381886,1.0,-0.0,-1.3909563825530213,-1.2997865812991864,0.0
2018-11-19,-0.8859391675560299,-2.0925827107790824,1.0,-0.0,-1.391608858057631,-1.3001600853788688,0.0
2018-11-20,-0.8247914183551849,-2.0813799496755396,1.0,-0.0,-1.391868626671964,-1.3236657396371343,0.0
2018-11-21,-0.8275952521476819,-2.0709554724899997,1.0,-0.0,-1.3799593415961704,-1.2792970030821695,0.0
2018-11-23,-0.8290111329404061,-2.0533726260641783,1.0,-0.0,-1.3859201047806156,-1.2804191224623445,0.0
2018-11-26,-0.827525219441897,-2.0639984278789467,1.0,-0.0,-1.382418446220359,-1.276562295296738,0.0
2018-11-27,-0.8100482210347973,-2.069268864850775,1.0,-0.0,-1.371627785742213,-1.265411182066988,0.0
2018-11-28,-0.8063966443832744,-2.1085332284703107,1.0,-0.0,-1.3706252457727095,-1.2683182592738236,0.0
2018-11-29,-0.7480080326488308,-2.086091857226145,1.0,-0.0,-1.3656798600764397,-1.278098076051046,0.0
2018-11-30,-0.7483417613449793,-2.1134826295396336,1.0,-0.0,-1.3891771195902016,-1.3162802915873122,0.0
2018-12-03,-0.7582818827590786,-2.132709287658501,1.0,-0.0,-1.4112062670118837,-1.3365863373829916,0.0
2018-12-04,-0.7512589451364962,-2.1348396501457723,1.0,-0.0,-1.4070368407103102,-1.3329578584680626,0.0
2018-12-06,-0.7343891402714932,-2.0265675500969618,1.0,-0.0,-1.417776341305753,-1.2853264382676146,0.0
2018-12-07,-0.7249287380150298,-2.0334931329359938,1.0,-0.0,-1.4236848924591865,-1.2962555066079295,0.0
2018-12-10,-0.6706040957822431,-2.051935545997304,1.0,-0.0,-1.4290299800988637,-1.2681517622135199,0.0
2018-12-11,-0.6785439137134053,-2.0488572162300978,1.0,-0.0,-1.431176168464304,-1.2615562403697997,0.0
2018-12-12,-0.6823234594872455,-2.0493478121184863,1.0,-0.0,-1.4340422797661119,-1.2597828182227078,0.0
2018-12-13,-0.6814914645103325,-2.041907328969324,1.0,-0.0,-1.4381337440636635,-1.256128866640996,0.0
2018-12-14,-0.6775066005538025,-2.064910812029107,1.0,-0.0,-1.4351213857943201,-1.2620258870500352,0.0
2018-12-17,-0.6473417559161162,-2.0663759379208617,1.0,-0.0,-1.4135830180209068,-1.2858333867761174,0.0
2018-12-18,-0.6200255102040817,-2.0494260204081636,1.0,-0.0,-1.4121173469387756,-1.2959183673469388,0.0
2018-12-19,-0.6065122824974413,-2.0596212896622315,1.0,-0.0,-1.4257932446264074,-1.3052072671443193,0.0
2018-12-20,-0.6016280844568812,-2.0340244212668535,1.0,-0.0,-1.4303612312388705,-1.2936911727295854,0.0
2018-12-21,-0.5926371815992904,-2.04219997465467,1.0,-0.0,-1.4401216575845903,-1.2613737168926626,0.0
2018-12-24,-0.5701428661338033,-2.024104726540374,1.0,-0.0,-1.430423563471584,-1.2690540625590032,0.0
2018-12-26,-0.5711599924797894,-2.0607883687409916,1.0,-0.0,-1.3884188757285205,-1.2464749012972363,0.0
2018-12-27,-0.497958938648097,-1.9880537879697444,1.0,-0.0,-1.2796854364269419,-1.237363428983071,0.0
2018-12-28,-0.49286228406909793,-1.9931022072936657,1.0,-0.0,-1.2782509596928981,-1.2338051823416505,0.0
2018-12-31,-0.4957398295931837,-1.9892595703828153,1.0,-0.0,-1.2795511820472818,-1.235689427577103,0.0
2019-01-02,-0.4923879165667706,-1.9886118436825704,1.0,-0.0,-1.2770918245025176,-1.23567489810597,0.0
2019-01-03,-0.4954766041579294,-1.9867593313761909,1.0,-0.0,-1.278413516266251,-1.230603319154035,0.0
2019-01-04,-0.43971166448230664,-2.0086381508399858,1.0,-0.0,-1.2621231979030143,-1.2468723936613846,0.0
2019-01-07,-0.40890522875816987,-1.9661531279178337,1.0,-0.0,-1.2479575163398693,-1.2125933706816059,0.0
2019-01-08,-0.41368267831149924,-1.9414847161572053,1.0,-0.0,-1.260145560407569,-1.2071615720524016,0.0
2019-01-09,-0.40728457555128883,-1.9212195263862222,1.0,-0.0,-1.265084075173096,-1.2247629021935182,0.0
2019-01-10,-0.40992379733581524,-1.9150136699435751,1.0,-0.0,-1.2697923331976033,-1.222267465534291,0.0
2019-01-11,-0.40867287543655406,-1.9114668218859139,1.0,-0.0,-1.2733410942956926,-1.2272991850989523,0.0
2019-01-14,-0.42138328194985747,-1.9069862137164795,1.0,-0.0,-1.2749694607643534,-1.2137164795532547,0.0
2019-01-15,-0.42146978262136486,-1.9066961944169243,1.0,-0.0,-1.2765312663908155,-1.2231482021096802,0.0
2019-01-16,-0.4126688402421984,-1.9069049836981835,1.0,-0.0,-1.2720656730321378,-1.2304378202142525,0.0
2019-01-17,-0.4171811298776937,-1.900116482236459,1.0,-0.0,-1.274606872451951,-1.2321490972626674,0.0
2019-01-18,-0.41743872405300814,-1.8787967632227043,1.0,-0.0,-1.2866776122903718,-1.2808725225753488,0.0
2019-01-22,-0.056185878092939054,-2.1578756789378395,1.0,-0.0,-1.5100181050090526,-1.310983705491853,0.0
2019-01-23,-0.03639193152570779,-2.1763931286287184,1.0,-0.0,-1.4990722451666967,-1.2736577482492368,0.0
2019-01-24,-0.06076130338952762,-2.149460892357181,1.0,-0.0,-1.4966938702567463,-1.250074462381605,0.0
2019-01-25,-0.0,-2.100113223288243,1.0,-0.0,-1.6090816995411477,-1.2499851021989155,0.0
2019-01-28,-0.002663037045804237,-2.043555450349154,1.0,-0.0,-1.6477097881406084,-1.2239318262516274,0.0
2019-01-29,-0.014190767019938927,-2.0313753667445065,1.0,-0.0,-1.697203760253877,-1.2448955152386085,0.0
2019-01-30,-0.02342267552182163,-2.023244781783681,1.0,-0.0,-1.6742765654648954,-1.20884724857685,0.0
2019-01-31,-0.0,-2.0509391345696626,1.0,-0.0,-1.6615549215406562,-1.2313956252971945,0.0
2019-02-01,-0.0,-2.04975272597271,1.0,-0.0,-1.6703807424179227,-1.2382768277423584,0.0
2019-02-04,-0.0,-2.0467111534795044,1.0,-0.0,-1.6698045757864635,-1.2415395614871307,0.0
2019-02-05,-0.0,-2.056533938272342,1.0,-0.0,-1.673153841561698,-1.2401050683541281,0.0
2019-02-06,-0.0,-2.0419576245896747,1.0,-0.0,-1.6730528200537154,-1.2533572068039391,0.0
2019-02-07,-0.0,-2.037125462576101,1.0,-0.0,-1.6708845648800288,-1.260654172137997,0.0
2019-02-08,-0.0,-2.0376241177174306,1.0,-0.0,-1.6908122981217848,-1.2531403277904056,0.0
2019-02-11,-0.0,-2.015166956417481,1.0,-0.0,-1.696361129428691,-1.283316347940771,0.0
2019-02-12,-0.0,-2.0087108013937285,1.0,-0.0,-1.7190916736753576,-1.2796467619848613,0.0
2019-02-13,-0.0,-2.033121324852994,1.0,-0.0,-1.705448217928717,-1.261670466818673,0.0
2019-02-14,-0.0037740370215060205,-1.936859761576709,1.0,-0.0,-1.7489965853950757,-1.300844665428623,0.0
2019-02-15,-0.0,-1.977440451190976,1.0,-0.0,-1.7359452810943778,-1.2864342713145736,0.0
2019-02-19,-0.00233197799569481,-1.9677110739057642,1.0,-0.0,-1.7305668500358766,-1.2788208562544845,0.0
2019-02-20,-0.0022125216767326437,-1.9840937630807869,1.0,-0.0,-1.7230162052263351,-1.2704658255097772,0.0
2019-02-21,-0.0017323775388291519,-2.0070489844683395,1.0,-0.0,-1.713978494623656,-1.2509557945041818,0.0
2019-02-22,-0.0,-2.017970149253731,1.0,-0.0,-1.6994029850746268,-1.252776119402985,0.0
2019-02-25,-0.7577473905655797,-1.971599643984141,1.0,-0.44275426814467184,-1.971518731288939,-1.9476494862043854,0.0
2019-02-26,-0.7557998544984237,-1.9683129900573921,1.0,-0.44321396815132164,-1.9713846900008085,-1.9446285668094738,0.0
2019-02-27,-0.7567786321327398,-1.9737757992715501,1.0,-0.44314042897612305,-1.9761230271145287,-1.944152165115338,0.0
2019-02-28,-0.752191365609896,-1.9905791758826903,1.0,-0.44253297288441057,-2.0098304251658883,-1.996887032030802,0.0
2019-03-01,-0.7523606207406192,-1.9961408982675097,1.0,-0.43386156498891537,-2.0181459889974547,-2.0102635684374746,0.0
2019-03-04,-0.7455082451390599,-1.9948314053654936,1.0,-0.43317745508245137,-2.014521289687423,-2.0159980310115677,0.0
2019-03-05,-0.7802683109740854,-1.9984167986001165,1.0,-0.4358803433047246,-2.0697441879843343,-2.0482459795017083,0.0
2019-03-06,-0.7775185401216566,-2.003416381968169,1.0,-0.4287142738105158,-2.071827347721023,-2.0512457295225395,0.0
