Date,IWF,IWM,MSTR,MTUM,SPY,VLUE,VXX
2018-09-24,-0.3453404531330136,-0.8041451715087339,1.0,-0.16770748484025705,-0.401604971792319,-0.29803602135939905,0.0
2018-09-25,-0.34544028477480465,-0.8039458203867387,1.0,-0.1679387010166219,-0.40146007421038343,-0.2978973724697578,0.0
2018-09-26,-0.3451127138847814,-0.8038144672118779,1.0,-0.1666113407972961,-0.40214865558137425,-0.3001176932130247,0.0
2018-09-27,-0.3447980678100829,-0.8301079213672078,1.0,-0.16157632455898988,-0.41153810877740077,-0.30924210461952367,0.0
2018-09-28,-0.3423878131595852,-0.8327062494264478,1.0,-0.16209354256523203,-0.41185647425897043,-0.30990180783701937,0.0
2018-10-01,-0.34269370774831,-0.8321250497078707,1.0,-0.162154721482977,-0.41204001101220517,-0.30996298675476436,0.0
2018-10-02,-0.34372398483026545,-0.8659390127339438,1.0,-0.15308482101563223,-0.411833626244874,-0.3086670983257793,0.0
2018-10-03,-0.34714768743989827,-0.8830846542792443,1.0,-0.15488413934299097,-0.4118869621863077,-0.30505319973942985,0.0
2018-10-04,-0.34776406375984614,-0.8812876015629845,1.0,-0.1552440612789183,-0.41257830428580283,-0.3043168144886187,0.0
2018-10-05,-0.34025460388085527,-0.8798665183537264,1.0,-0.1478494623655914,-0.4152453343220863,-0.3066679026078359,0.0
2018-10-08,-0.33875246791707797,-0.8775296150049358,1.0,-0.14483588351431392,-0.417849210266535,-0.30596001974333664,0.0
2018-10-09,-0.33811462767598244,-0.8779073354309335,1.0,-0.14322290085754827,-0.4185637608735887,-0.3068974026775248,0.0
2018-10-10,-0.33872957138452053,-0.8772124576009869,1.0,-0.14403330249768734,-0.4187480727721246,-0.3048411964230651,0.0
2018-10-11,-0.30884435739038724,-0.8815127316558687,1.0,-0.10646376374868165,-0.40801566973029985,-0.3085731505198132,0.0
2018-10-12,-0.32087682672233825,-0.8821055770951386,1.0,-0.10539815090963318,-0.389293170295258,-0.2847599164926931,0.0
2018-10-15,-0.31067845553868595,-0.8999732071090472,1.0,-0.0910660593611384,-0.38900300675776256,-0.28626715489267957,0.0
2018-10-16,-0.3088883593470749,-0.9085845347313237,1.0,-0.08480281186703205,-0.3898188966996306,-0.2866078875253187,0.0
2018-10-17,-0.2991998587986115,-0.8862152144496086,1.0,-0.07669000411837383,-0.3878331470259458,-0.2917867859033947,0.0
2018-10-18,-0.2991028092366525,-0.8862185615531696,1.0,-0.07668774819826446,-0.38790998676275923,-0.29168995440505957,0.0
2018-10-19,-0.2924304885536356,-0.8835774639651492,1.0,-0.07046165541034412,-0.3884746952021752,-0.2887758383767506,0.0
2018-10-22,-0.29221140066099266,-0.8842385423064549,1.0,-0.07221198561024832,-0.3876458717206282,-0.2884092304992542,0.0
2018-10-23,-0.2949850781204284,-0.8841067353268185,1.0,-0.07785710105916087,-0.3829949090057932,-0.28594417461524957,0.0
2018-10-24,-0.2955276235019,-0.8833089739842152,1.0,-0.0738672902660041,-0.38371821104940074,-0.2866997953814674,0.0
2018-10-25,-0.2811576743252158,-0.8642973926512347,1.0,-0.07271319163583169,-0.38178011071910045,-0.26845079310443737,0.0
2018-10-26,-0.2738556137554088,-0.8567524481894785,1.0,-0.06319744932817127,-0.38798109769984057,-0.2649168754270098,0.0
2018-10-29,-0.2631504324400964,-0.8673472281298737,1.0,-0.053764355593364524,-0.3824471855947823,-0.2689352048773571,0.0
2018-10-30,-0.2597601428935953,-0.8677667205352839,1.0,-0.05151540925973178,-0.38323268407473565,-0.27291542627087406,0.0
2018-10-31,-0.2611321180653536,-0.8575258197415204,1.0,-0.05296574298775326,-0.38080591455499746,-0.2694000790112309,0.0
2018-11-01,-0.2619961612284069,-0.8565823642316812,1.0,-0.053827481088404655,-0.3808004967822062,-0.26939144179744834,0.0
2018-11-02,-0.2730853637949468,-0.8289066456586572,1.0,-0.04538292724101063,-0.39730459737775026,-0.2688931405098194,0.0
2018-11-05,-0.26913010440998514,-0.8412461655362622,1.0,-0.04497227928967439,-0.39900937157008975,-0.2599273914389441,0.0
2018-11-06,-0.27128707299228993,-0.8423940570656763,1.0,-0.04414992402498734,-0.39788395520288145,-0.25820248747819236,0.0
2018-11-07,-0.2688338348190434,-0.8421304237788589,1.0,-0.048226990242119176,-0.3956019234554709,-0.25727622957734597,0.0
2018-11-08,-0.26398072397175837,-0.8433822705368149,1.0,-0.043651238372744594,-0.39319735514961335,-0.2575086854197019,0.0
2018-11-09,-0.2649994392732982,-0.8437815408769765,1.0,-0.04309184703375575,-0.3932937086464057,-0.2584389368621734,0.0
2018-11-12,-0.2655747785013555,-0.8297884233768411,1.0,-0.041840185583722295,-0.40115710332876825,-0.25657508594426903,0.0
2018-11-13,-0.2556073728625361,-0.8329169442593826,1.0,-0.030424161669997778,-0.40436930934932264,-0.25263713080168776,0.0
2018-11-14,-0.25551761472474394,-0.8330695982898866,1.0,-0.030398933955192806,-0.4044307487299076,-0.2527414563726715,0.0
2018-11-15,-0.2556701602617424,-0.8342205955747797,1.0,-0.029279653967725836,-0.4061997449121056,-0.24729662285809353,0.0
2018-11-16,-0.25494974109046603,-0.8308919225763575,1.0,-0.02882618447650431,-0.4055880153961177,-0.24883006119679893,0.0
2018-11-19,-0.25516305852389126,-0.829577542771718,1.0,-0.03227949725928797,-0.4035490836609269,-0.24782680914678037,0.0
2018-11-20,-0.24334611247483245,-0.8302120969743774,1.0,-0.018948065201202527,-0.4083349422180544,-0.25721929558430096,0.0
2018-11-21,-0.2457701363412364,-0.8270547007611018,1.0,-0.023709138695723594,-0.40425997919290374,-0.23698187592399936,0.0
