Date,IWF,IWM,MTUM,SPY,VLUE,VNOM,VXX
2018-09-24,-0.7375894646435728,-1.673862009733753,-0.0,-1.2263956484397365,-1.087832808474091,1.0,0.0
2018-09-25,-0.7472773128510835,-1.6735641407772555,-0.0,-1.2265848905193169,-1.0845466009400435,1.0,0.0
2018-09-26,-0.7482517482517482,-1.6745385761779206,-0.0,-1.226527570789866,-1.0826550498681646,1.0,0.0
2018-09-27,-0.7526617057813394,-1.6631368059530622,-0.0,-1.2263308528906698,-1.0819690898683458,1.0,0.0
2018-09-28,-0.7498132076556123,-1.677050405195701,-0.0,-1.232312201850681,-1.0882809356859589,1.0,0.0
2018-10-01,-0.7499425155208094,-1.6775695562198205,-0.0,-1.2322947804092894,-1.0886410669119337,1.0,0.0
2018-10-02,-0.7626688214244488,-1.6503520720304745,-0.0,-1.2512409096156067,-1.1074108276578554,1.0,0.0
2018-10-03,-0.7611716542697341,-1.6382402121893558,-0.0,-1.2535893444040822,-1.1129562359453382,1.0,0.0
2018-10-04,-0.7626591393513452,-1.6334466271098567,-0.0,-1.2543925341321505,-1.1102022005875916,1.0,0.0
2018-10-05,-0.7359354432553082,-1.6187260344531562,-0.0,-1.2554798832484406,-1.112974303210668,1.0,0.0
2018-10-08,-0.7299224275610312,-1.610426648414328,-0.0,-1.2551334702258727,-1.1084302988820443,1.0,0.0
2018-10-09,-0.7316975748930101,-1.611811697574893,-0.0,-1.2551783166904422,-1.1074465049928675,1.0,0.0
2018-10-10,-0.7316029663434113,-1.611409013120365,-0.0,-1.255219623502567,-1.1062749572162007,1.0,0.0
2018-10-11,-0.6163936210744027,-1.5579927066891635,-0.0,-1.1880476786589016,-1.0802808468949001,1.0,0.0
2018-10-12,-0.6207449366750387,-1.5395714209373166,-0.0,-1.1492010901512317,-1.0343611393149148,1.0,0.0
2018-10-15,-0.5780017061207081,-1.5790147152911067,-0.0,-1.1404350607805502,-1.0341224141608019,1.0,0.0
2018-10-16,-0.585952533675433,-1.5738721402608509,-0.0,-1.145926876202694,-1.0395018174043191,1.0,0.0
2018-10-17,-0.5462745711455238,-1.498983262943845,-0.0,-1.1271182022003234,-1.041712289483289,1.0,0.0
2018-10-18,-0.5536981548651632,-1.5193712873889502,-0.0,-1.1317878357777427,-1.0518845607948273,1.0,0.0
2018-10-19,-0.522919054068132,-1.498958224815085,-0.0,-1.1363683717053858,-1.0506302739868736,1.0,0.0
2018-10-22,-0.5232146575057255,-1.491880074953154,-0.0,-1.1378305225900478,-1.0521549031855089,1.0,0.0
2018-10-23,-0.5205443737616018,-1.494577119616227,-0.0,-1.1430806132026279,-1.0560538116591927,1.0,0.0
2018-10-24,-0.5169487112731059,-1.4913303827128352,-0.0,-1.1426711793803697,-1.0560270762822181,1.0,0.0
2018-10-25,-0.4532284562154627,-1.3995619057101607,-0.0,-1.1361577139443422,-0.9894459102902375,1.0,0.0
2018-10-26,-0.4246971703202393,-1.3722230395762836,-0.0,-1.1371193173458878,-0.9700848413515767,1.0,0.0
2018-10-29,-0.38017097376437065,-1.4090105139039009,-0.0,-1.1283777144541614,-0.9954800039304313,1.0,0.0
2018-10-30,-0.40180865783751724,-1.4170784740067206,-0.0,-1.135550504052184,-0.9872504447519272,1.0,0.0
2018-10-31,-0.40851688693098387,-1.380078316201664,-0.0,-1.1297112090063632,-0.976456191874694,1.0,0.0
2018-11-01,-0.3925571400664192,-1.3896757179136552,-0.0,-1.1267825747216254,-0.9747020902520024,1.0,0.0
2018-11-02,-0.43579234972677594,-1.356709168184578,-0.0,-1.2399817850637522,-1.0272212102813196,1.0,0.0
2018-11-05,-0.44438225117036434,-1.3483614899246896,-0.0,-1.2473539588845919,-1.0484429065743945,1.0,0.0
2018-11-06,-0.43949695823321916,-1.3487551761157406,-0.0,-1.2600071570983078,-1.0639537855937835,1.0,0.0
2018-11-07,-0.4381638071895425,-1.348090277777778,-0.0,-1.2573529411764706,-1.0626021241830066,1.0,0.0
2018-11-08,-0.3940310546481145,-1.3440713853599515,-0.0,-1.237648719499899,-1.0655374067352288,1.0,0.0
2018-11-09,-0.3963445420579622,-1.3462082197313943,-0.0,-1.238513581742906,-1.0679087145309503,1.0,0.0
2018-11-12,-0.39543323756237714,-1.3416502847925802,-0.0,-1.2378144059680427,-1.065678713644841,1.0,0.0
2018-11-13,-0.3624501992031872,-1.3302290836653388,-0.0,-1.2339641434262947,-1.0534860557768924,1.0,0.0
2018-11-14,-0.36140911132179027,-1.334514245796118,-0.0,-1.2368644279227583,-1.0569831844718327,1.0,0.0
2018-11-15,-0.3608226837060703,-1.3408546325878594,-0.0,-1.2478035143769968,-1.0425319488817892,1.0,0.0
2018-11-16,-0.3526502472898037,-1.3265224559124744,-0.0,-1.253484538142579,-1.063096368087126,1.0,0.0
2018-11-19,-0.34398258316034636,-1.3518809174219029,-0.0,-1.28231481950281,-1.0848564629639006,1.0,0.0
2018-11-20,-0.2679551059439328,-1.3401781669938095,-0.0,-1.2966430117268106,-1.1282399718153908,1.0,0.0
2018-11-21,-0.2664472043493441,-1.328844331388099,-0.0,-1.287894658087685,-1.104543867524565,1.0,0.0
2018-11-23,-0.26788470154826505,-1.314183302633544,-0.0,-1.2916811868372582,-1.1045950116991088,1.0,0.0
2018-11-26,-0.26932867481906664,-1.313151984027951,-0.0,-1.2981282755178436,-1.110656351385076,1.0,0.0
2018-11-27,-0.25194856774065433,-1.3199126247331578,-0.0,-1.2906716973638483,-1.1020205530457232,1.0,0.0
2018-11-28,-0.2505095699726572,-1.3324881928908774,-0.0,-1.2874968928660204,-1.1009197116579668,1.0,0.0
2018-11-29,-0.1853297110397629,-1.3230921215114844,-0.0,-1.3009632007903187,-1.1300568041491728,1.0,0.0
2018-11-30,-0.18844183617645596,-1.3362013229223655,-0.0,-1.3184463122295718,-1.1303028795941712,1.0,0.0
2018-12-03,-0.18615858505564392,-1.3358008744038157,-0.0,-1.3172694753577108,-1.128924880763116,1.0,0.0
2018-12-04,-0.17584483696996686,-1.3370441838602742,-0.0,-1.3106724061154817,-1.124239275641977,1.0,0.0
2018-12-06,-0.1609304986175994,-1.2443512250929545,-0.0,-1.289922776241777,-1.0716941557822481,1.0,0.0
