Date,GT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.288616424564936,-0.6959585790306343,-0.0,-0.7471594994966203,-0.8639076657557889,0.0
2018-09-25,1.0,-0.2859053609514514,-0.704081263781947,-0.0,-0.7532444058851173,-0.8717058887322416,0.0
2018-09-26,1.0,-0.2844113069600782,-0.7038256903977705,-0.0,-0.7546056679575809,-0.876542763038836,0.0
2018-09-27,1.0,-0.2866958377029617,-0.6986222109716849,-0.0,-0.754637833146494,-0.8762882869851373,0.0
2018-09-28,1.0,-0.2854404744683929,-0.7001663532475048,-0.0,-0.7545566324316506,-0.8762114856068278,0.0
2018-10-01,1.0,-0.2853213665315576,-0.7022292993630572,-0.0,-0.7546323103647945,-0.8768094962362478,0.0
2018-10-02,1.0,-0.28978527718434294,-0.6882717166962378,-0.0,-0.7604736213202012,-0.8824636998949922,0.0
2018-10-03,1.0,-0.28946796959826276,-0.6845819761129208,-0.0,-0.7611653999276149,-0.8840390879478828,0.0
2018-10-04,1.0,-0.2897328216638911,-0.6853956990804431,-0.0,-0.7608066034320469,-0.8843313300991962,0.0
2018-10-05,1.0,-0.2779461643934474,-0.6792234971494551,-0.0,-0.7623583748286065,-0.8887565851194342,0.0
2018-10-08,1.0,-0.2880544078394091,-0.6981973746754909,-0.0,-0.7699733079820102,-0.9001791656002047,0.0
2018-10-09,1.0,-0.2805446471171138,-0.7014717216574302,-0.0,-0.7772965831100672,-0.9108158696370243,0.0
2018-10-10,1.0,-0.27982944011865035,-0.7166852057842047,-0.0,-0.7841675936225436,-0.9271412680756396,0.0
2018-10-11,1.0,-0.21435009915269518,-0.6948260320894177,-0.0,-0.7611681990265008,-0.9351721651343069,0.0
2018-10-12,1.0,-0.21776290018161748,-0.6844485595242334,-0.0,-0.7421032014529396,-0.9168120793419038,0.0
2018-10-15,1.0,-0.1965262484904454,-0.7001491795126802,-0.0,-0.7375506144775165,-0.9176671165731334,0.0
2018-10-16,1.0,-0.18624262998034663,-0.7289619438985171,-0.0,-0.7393603716276578,-0.9188136501697339,0.0
2018-10-17,1.0,-0.17056667606427967,-0.7000634338877925,-0.0,-0.7325204398082886,-0.9209190865520157,0.0
2018-10-18,1.0,-0.17047296821033342,-0.7003947275674913,-0.0,-0.7323958553605413,-0.9210897300345388,0.0
2018-10-19,1.0,-0.16505437085157465,-0.7041731393870923,-0.0,-0.7349597514475357,-0.9264228216353624,0.0
2018-10-22,1.0,-0.1656077933079204,-0.7013271212762953,-0.0,-0.7357758012141747,-0.926831850910631,0.0
2018-10-23,1.0,-0.16704894315254598,-0.70118917392992,-0.0,-0.7344295846713011,-0.9260383217474153,0.0
2018-10-24,1.0,-0.1686901413465304,-0.7002527859863994,-0.0,-0.7476768611813294,-0.9437818207711752,0.0
2018-10-25,1.0,-0.13744157867405227,-0.6581962956551844,-0.0,-0.7469967110957244,-0.9193699151808898,0.0
2018-10-26,1.0,-0.13420644494227124,-0.6525590211959331,-0.0,-0.7455798724797518,-0.9141133896260555,0.0
2018-10-29,1.0,-0.11354670508730404,-0.658639497787383,-0.0,-0.7371959795547323,-0.9210318685465336,0.0
2018-10-30,1.0,-0.07883242043957568,-0.6730915898218124,-0.0,-0.7515426748942662,-0.9632184704985093,0.0
2018-10-31,1.0,-0.08024563582419099,-0.6618712481887807,-0.0,-0.7485337749258262,-0.9592906920582349,0.0
2018-11-01,1.0,-0.05215137376879212,-0.6891308104371868,-0.0,-0.7514428892344912,-0.9632970451010886,0.0
2018-11-02,1.0,-0.052706158844266264,-0.6891200663579181,-0.0,-0.7512960530863344,-0.9629847238542891,0.0
2018-11-05,1.0,-0.05172235082748851,-0.6913934284628407,-0.0,-0.7512351864008568,-0.9607158898524685,0.0
2018-11-06,1.0,-0.053887871774499975,-0.692562782824968,-0.0,-0.7496286572938616,-0.9582714428823101,0.0
2018-11-07,1.0,-0.055981674938395856,-0.6965605802936174,-0.0,-0.7557699649463784,-0.9623086801096727,0.0
2018-11-08,1.0,-0.021141576133816176,-0.7030177616830489,-0.0,-0.7489222279703398,-0.9758234178306606,0.0
2018-11-09,1.0,-0.02100144837575005,-0.7028760604179598,-0.0,-0.749258569556521,-0.9753776122491206,0.0
2018-11-12,1.0,-0.01996151996151996,-0.6851508280079709,-0.0,-0.7571634714491857,-0.9734419020133307,0.0
2018-11-13,1.0,-0.0,-0.6797608881298036,-0.0,-0.7608881298035867,-0.9752348420153714,0.0
2018-11-14,1.0,-0.0,-0.6837228456707506,-0.0,-0.7687291945502591,-0.9793747211640758,0.0
2018-11-15,1.0,-0.0,-0.6896717649080598,-0.0,-0.7787592369822994,-0.9685856676404881,0.0
2018-11-16,1.0,-0.0,-0.6791235334713596,-0.0,-0.7845410628019324,-0.9869910282953761,0.0
2018-11-19,1.0,-0.0,-0.6792863059083379,-0.0,-0.7847528989508559,-0.9870927664273881,0.0
2018-11-20,1.0,-0.0,-0.6582743697190354,-0.0,-0.7729958095761489,-1.0034691213849007,0.0
2018-11-21,1.0,-0.0,-0.6571409061422377,-0.0,-0.7804636552972105,-0.9766465225852711,0.0
2018-11-23,1.0,-0.0,-0.6546887796887796,-0.0,-0.7812244062244061,-0.9765902265902264,0.0
2018-11-26,1.0,-0.0,-0.6570814572247238,-0.0,-0.7792672943102743,-0.9747237003683996,0.0
2018-11-27,1.0,-0.0,-0.6559465812693761,-0.0,-0.7771948352808912,-0.9736653834361053,0.0
2018-11-28,1.0,-0.0,-0.6617241026689845,-0.0,-0.7748236015952551,-0.9721171217234209,0.0
2018-11-29,1.0,-0.0,-0.6430667521165716,-0.0,-0.7605491280736668,-0.9694066853307248,0.0
2018-11-30,1.0,-0.0,-0.642854733717832,-0.0,-0.7604640965968499,-0.9694762049310264,0.0
