Date,IWF,IWM,MTUM,SPY,TRIP,VLUE,VXX
2018-09-24,-0.9439730552496924,-1.6403912170477362,-0.33344128505732235,-1.3109657361228058,1.0,-1.248267374829976,0.0
2018-09-25,-0.9535004546044941,-1.6411871671645668,-0.3438758280296142,-1.3112092479542796,1.0,-1.2446421613196517,0.0
2018-09-26,-0.9562475620855545,-1.6452346898972825,-0.3480041607073202,-1.31166298270706,1.0,-1.2399557924847224,0.0
2018-09-27,-0.9614010007147963,-1.6326596919877834,-0.3518097342257457,-1.3123659756969264,1.0,-1.2399116251868219,0.0
2018-09-28,-0.9581870204187801,-1.6374040837560153,-0.35310183378852905,-1.3131096371439719,1.0,-1.2410586552217453,0.0
2018-10-01,-0.9627988794058245,-1.6376311160336179,-0.3534432210567464,-1.3175451169457295,1.0,-1.243664082350642,0.0
2018-10-02,-0.9634622899570144,-1.6288263644652856,-0.3569753810082063,-1.3186791715513873,1.0,-1.245082714602058,0.0
2018-10-03,-0.9625797214629703,-1.6221528048939218,-0.3566966028894963,-1.3192112456071847,1.0,-1.2471690745802422,0.0
2018-10-04,-0.9627195836044241,-1.6208197787898504,-0.3572543916720885,-1.3189980481457384,1.0,-1.2463890696161353,0.0
2018-10-05,-0.9405356332274171,-1.610531093962778,-0.33071785227935924,-1.3359704299332078,1.0,-1.2668439141430516,0.0
2018-10-08,-0.936320144815102,-1.6032454098784585,-0.3254460822342901,-1.3365658132919576,1.0,-1.2634471166278767,0.0
2018-10-09,-0.9379689521345408,-1.604333764553687,-0.3278783958602846,-1.3360931435963779,1.0,-1.2620310478654595,0.0
2018-10-10,-0.9414522956691631,-1.6211657440573104,-0.32432432432432434,-1.345945945945946,1.0,-1.279648323021817,0.0
2018-10-11,-0.8590168030482853,-1.5851708414017114,-0.22774689237304013,-1.3023924042725965,1.0,-1.2722218751952026,0.0
2018-10-12,-0.8872189790088187,-1.590175133523786,-0.2172400943982114,-1.2775431623400821,1.0,-1.2382933797043847,0.0
2018-10-15,-0.862513160339382,-1.6294667740137487,-0.17935220164736482,-1.2775747816931937,1.0,-1.2441320369108813,0.0
2018-10-16,-0.8610612345984769,-1.63364497554331,-0.1760262522444431,-1.277196458423627,1.0,-1.243638164819516,0.0
2018-10-17,-0.8305002722158368,-1.5683261750650292,-0.15352973201863165,-1.257818643760208,1.0,-1.2390659972173492,0.0
2018-10-18,-0.8307217617520721,-1.5689999395002725,-0.15312481093835079,-1.2578498396757216,1.0,-1.2392764232560953,0.0
2018-10-19,-0.810820537428023,-1.5517034548944337,-0.1293785988483685,-1.2648752399232246,1.0,-1.241242802303263,0.0
2018-10-22,-0.8149970005998801,-1.5409718056388724,-0.11811637672465507,-1.2747450509898022,1.0,-1.2499700059988004,0.0
2018-10-23,-0.8194861327890502,-1.5414815704166167,-0.1264857726017529,-1.2688798175051026,1.0,-1.2467883299315645,0.0
2018-10-24,-0.8231124992492042,-1.5382905880233047,-0.11219893086671871,-1.2764730614451318,1.0,-1.2562916691693196,0.0
2018-10-25,-0.7621618483687449,-1.4567514222686637,-0.08643910368048299,-1.2958318820387786,1.0,-1.204052014396842,0.0
2018-10-26,-0.7413339434847271,-1.4312435648095183,-0.06658277085001715,-1.2949891316782978,1.0,-1.1860771078823933,0.0
2018-10-29,-0.7216031836270608,-1.44076179647527,-0.04673109721432632,-1.2849346219442865,1.0,-1.1910744741330301,0.0
2018-10-30,-0.6980538065254723,-1.4596451058958215,-0.0229536348025186,-1.3055523755008587,1.0,-1.2378362907842015,0.0
2018-10-31,-0.6984073003457462,-1.4262313665476394,-0.02454231139828827,-1.2949044947004478,1.0,-1.2238848268435074,0.0
2018-11-01,-0.6897702840330429,-1.4343668665836822,-0.015333257892950097,-1.2946135566368677,1.0,-1.2239447776394705,0.0
2018-11-02,-0.6986185983827494,-1.3905548068283917,-0.006794699011680143,-1.3045822102425877,1.0,-1.214903414195867,0.0
2018-11-05,-0.6928346810422282,-1.4085804132973945,-0.006008535489667566,-1.3060983827493262,1.0,-1.2019317160826597,0.0
2018-11-06,-0.7028150811934596,-1.4170927684441197,-0.001685677361353037,-1.3025228971174918,1.0,-1.1947519244816545,0.0
2018-11-07,-0.7118403093721566,-1.4363057324840764,-0.0,-1.3256369426751593,1.0,-1.213205186533212,0.0
2018-11-08,-0.6633078135555056,-1.4372326052690836,-0.0,-1.308489079036253,1.0,-1.2203895519027248,0.0
2018-11-09,-0.7104793551166082,-1.6003322872438621,-0.0,-1.4787397698603164,1.0,-1.3639160667035877,0.0
2018-11-12,-0.7083358891001655,-1.5897074158130404,-0.0,-1.4769060909035145,1.0,-1.3588910016561369,0.0
2018-11-13,-0.6599416626154594,-1.582583859990277,-0.0,-1.481708799222168,1.0,-1.352637335926106,0.0
2018-11-14,-0.661440291704649,-1.5815861440291703,-0.0,-1.4820419325432999,1.0,-1.3521118201154663,0.0
2018-11-15,-0.6593446601941748,-1.5804004854368934,-0.0,-1.4817354368932039,1.0,-1.3464199029126214,0.0
2018-11-16,-0.6537136641082976,-1.5657218831208073,-0.0,-1.475977518583429,1.0,-1.3479784855260772,0.0
2018-11-19,-0.6546223564954683,-1.5651359516616312,-0.0,-1.4751057401812688,1.0,-1.3474320241691842,0.0
2018-11-20,-0.6075342875965742,-1.548661436186141,-0.0,-1.472060849254357,1.0,-1.3608432652572318,0.0
2018-11-21,-0.6096579476861167,-1.5313054799384542,-0.0,-1.459462658302758,1.0,-1.317493194460883,0.0
2018-11-23,-0.6111078286558345,-1.5127326440177251,-0.0,-1.4658788774002953,1.0,-1.3187001477104874,0.0
2018-11-26,-0.6105238292092364,-1.5141439792121891,-0.0,-1.4640642532333312,1.0,-1.3168960018898008,0.0
2018-11-27,-0.5971016193381835,-1.5112062896033795,-0.0,-1.45323867636705,1.0,-1.3056207463036846,0.0
2018-11-28,-0.5991784037558685,-1.5049295774647888,-0.0,-1.4565727699530517,1.0,-1.3078638497652582,0.0
2018-11-29,-0.5427959230947417,-1.4817002548065785,-0.0,-1.4503706277507529,1.0,-1.3161917998610146,0.0
2018-11-30,-0.5429067747539085,-1.4822814128546613,-0.0,-1.451881876085698,1.0,-1.313317892298784,0.0
2018-12-03,-0.5393115417992479,-1.482672837720567,-0.0,-1.4512004628290425,1.0,-1.312178189181371,0.0
2018-12-04,-0.5235979690745441,-1.490537733671821,-0.0,-1.4457073621047773,1.0,-1.309773828756058,0.0
2018-12-06,-0.5043980054905036,-1.3792369320410107,-0.0,-1.4546473191775449,1.0,-1.264328533811418,0.0
