Date,IWF,IWM,MTUM,SPY,TPRE,VLUE,VXX
2018-09-24,-0.30867882445552347,-0.8588297034898977,-0.021254263972710574,-0.5464445027551824,1.0,-0.5447389136709525,0.0
2018-09-25,-0.3081316649608769,-0.8687312225560434,-0.015021955165241508,-0.5549869589619995,1.0,-0.5546898213873023,0.0
2018-09-26,-0.30799709436703426,-0.8687182196394373,-0.014561183385062404,-0.5551740077923794,1.0,-0.5553721191309515,0.0
2018-09-27,-0.3109307466429113,-0.8610973638193276,-0.016760698142465932,-0.5553465967204461,1.0,-0.5552146227193243,0.0
2018-09-28,-0.3084491696107241,-0.8642321788225972,-0.01749925710700961,-0.5557499917456334,1.0,-0.5558490441443524,0.0
2018-10-01,-0.30803541928236305,-0.8657899953743475,-0.017973964184233134,-0.5557721535716647,1.0,-0.5564329610784379,0.0
2018-10-02,-0.30900574693552135,-0.8907085672524332,-0.011826063847457062,-0.5553267116234263,1.0,-0.5550277380991927,0.0
2018-10-03,-0.30875224118467365,-0.8873099143369413,-0.01168736303871439,-0.556013015472475,1.0,-0.5565110565110566,0.0
2018-10-04,-0.3084795321637427,-0.8889221158958001,-0.012094630515683148,-0.5554226475279107,1.0,-0.5577817650186071,0.0
2018-10-05,-0.2993746484465474,-0.885881613340833,-0.0023161168646395128,-0.5588128246699534,1.0,-0.5623531747344738,0.0
2018-10-08,-0.2971670078584164,-0.8827180875652116,-0.0,-0.5606881067159744,1.0,-0.5612824407316912,0.0
2018-10-09,-0.297058143758048,-0.8829530821804735,-0.0,-0.5606035592828607,1.0,-0.5611318387426949,0.0
2018-10-10,-0.3007901610077032,-0.8825007438754257,-0.0018514232816477664,-0.5637914503917744,1.0,-0.5572122855159188,0.0
2018-10-11,-0.2384691817045418,-0.8708612455527421,-0.0,-0.5372608096413346,1.0,-0.5586396999903843,0.0
2018-10-12,-0.23608688758522275,-0.866465831615665,-0.0,-0.5239575075313143,1.0,-0.5445695259235769,0.0
2018-10-15,-0.19118635388997343,-0.9279290811917943,-0.0,-0.524914391781611,1.0,-0.5562774026306525,0.0
2018-10-16,-0.18617907006532597,-0.9369796336620982,-0.0,-0.5238888177276803,1.0,-0.555174843089535,0.0
2018-10-17,-0.16461436714641137,-0.8991906276572292,-0.0,-0.5201713223947344,1.0,-0.5653639026233742,0.0
2018-10-18,-0.16424725257423559,-0.8987624775640016,-0.0,-0.5205466511320339,1.0,-0.5653556696161476,0.0
2018-10-19,-0.15381724807415292,-0.8955971691613953,-0.0,-0.518820066386923,1.0,-0.5632554643953154,0.0
2018-10-22,-0.15447485438717354,-0.8946890461577003,-0.0,-0.5189453247322603,1.0,-0.5633494081543182,0.0
2018-10-23,-0.14967892218584739,-0.8995844875346259,-0.0,-0.5283618735834802,1.0,-0.5701964240745404,0.0
2018-10-24,-0.14836879432624114,-0.9040189125295509,-0.0,-0.5292671394799054,1.0,-0.5704334121355398,0.0
2018-10-25,-0.12612501919827984,-0.873813546306251,-0.0,-0.524497005068346,1.0,-0.5472892028874212,0.0
2018-10-26,-0.11634703196347031,-0.8629528158295281,-0.0,-0.5249923896499239,1.0,-0.5398782343987824,0.0
2018-10-29,-0.08895845363644653,-0.8818648755432634,-0.0,-0.5160623651338784,1.0,-0.5523812418320518,0.0
2018-10-30,-0.07559447789332847,-0.8830809462993372,-0.0,-0.5176975004561212,1.0,-0.5644347138600012,0.0
2018-10-31,-0.07610807528840315,-0.879933211900425,-0.0,-0.5166059502125075,1.0,-0.5631754705525197,0.0
2018-11-01,-0.06931263454716352,-0.8843576604711804,-0.0,-0.5156605318213517,1.0,-0.5626876080167369,0.0
2018-11-02,-0.07880968941845344,-0.8498805455590165,-0.0,-0.5343696132095442,1.0,-0.5611032146853359,0.0
2018-11-05,-0.07433066101951294,-0.8635002268945697,-0.0,-0.5361972470125549,1.0,-0.5512025412191801,0.0
2018-11-06,-0.07115786920534821,-0.8617469605554375,-0.0,-0.5412485219658613,1.0,-0.5577115483734044,0.0
2018-11-07,-0.07382960518274051,-0.8678034470113679,-0.0,-0.550268915780467,1.0,-0.5639591736951474,0.0
2018-11-08,-0.05586202715809893,-0.8672405431619786,-0.0,-0.5422526673132881,1.0,-0.5656825897187197,0.0
2018-11-09,-0.055764335070917694,-0.8669232634258699,-0.0,-0.5425203054915748,1.0,-0.5654624803006425,0.0
2018-11-12,-0.05499031007751938,-0.8655826065891473,-0.0,-0.5426659399224807,1.0,-0.5648619186046512,0.0
2018-11-13,-0.08605940213386305,-0.9207010348915446,-0.0,-0.5877415013937394,1.0,-0.6094966518214733,0.0
2018-11-14,-0.09772630054950479,-0.943009443585272,-0.0,-0.6183738606824389,1.0,-0.6313382251324405,0.0
2018-11-15,-0.09769618908511486,-0.9504713849422388,-0.0,-0.6232572035586244,1.0,-0.6482206878236622,0.0
2018-11-16,-0.09451764550089387,-0.9414354763954181,-0.0,-0.6218300999801364,1.0,-0.6528173210620407,0.0
2018-11-19,-0.09367859862909368,-0.9419517202556377,-0.0,-0.6225371701049704,1.0,-0.6532004371005663,0.0
2018-11-20,-0.04850819996048212,-0.9360139629849173,-0.0,-0.6296515840084306,1.0,-0.6789830731739446,0.0
2018-11-21,-0.05426407209089722,-0.9316638370118845,-0.0,-0.6277262635496931,1.0,-0.6513321144051195,0.0
2018-11-23,-0.05701395926640296,-0.9132040929745987,-0.0,-0.6416031906894635,1.0,-0.6572951060838863,0.0
2018-11-26,-0.057165282229053566,-0.9125842108705606,-0.0,-0.6424880633134934,1.0,-0.6581202171495847,0.0
2018-11-27,-0.05145574154888296,-0.9130137432423631,-0.0,-0.6381814629062724,1.0,-0.6540415553963395,0.0
2018-11-28,-0.05130293159609121,-0.915700325732899,-0.0,-0.6369381107491856,1.0,-0.6533550488599349,0.0
2018-11-29,-0.02838730465603351,-0.9040438214918639,-0.0,-0.6332205574351538,1.0,-0.6564846141453198,0.0
2018-11-30,-0.027686456520337785,-0.9044994520724554,-0.0,-0.6333075485077032,1.0,-0.6576097466640882,0.0
2018-12-03,-0.027290008699294394,-0.9043722009214809,-0.0,-0.6330186551535265,1.0,-0.6572800206205497,0.0
2018-12-04,-0.025406536789566895,-0.9050072452101112,-0.0,-0.6326517469006602,1.0,-0.6570278538077604,0.0
2018-12-06,-0.017077798861480076,-0.8777039848197344,-0.0,-0.6266287160025301,1.0,-0.6411764705882353,0.0
