Date,IWF,IWM,MTUM,NNN,SPY,VLUE,VXX
2018-09-24,-0.2932164594496176,-0.5567029079748218,-0.0,1.0,-0.4263122301409769,-0.32481922696769494,0.0
2018-09-25,-0.29047942698802737,-0.5623725623464213,-0.0,1.0,-0.43062163433889267,-0.33063209076175043,0.0
2018-09-26,-0.2916644877895727,-0.5635360560581498,-0.0,1.0,-0.43071170841395173,-0.32874026041939025,0.0
2018-09-27,-0.2916426965116887,-0.5637518958213483,-0.0,1.0,-0.43075675958370374,-0.32880079493750325,0.0
2018-09-28,-0.29203609258532753,-0.5635674120570158,-0.0,1.0,-0.4308356218124754,-0.3289917614750883,0.0
2018-10-01,-0.29351942583225193,-0.5795439497868058,-0.0,1.0,-0.4376704891549035,-0.3376678407796817,0.0
2018-10-02,-0.29215363365915853,-0.5930461113472163,-0.0,1.0,-0.4355344241393965,-0.33544942626434343,0.0
2018-10-03,-0.2917485265225933,-0.5894440609568311,-0.0,1.0,-0.4363882546593745,-0.33730685498858387,0.0
2018-10-04,-0.2954593733404142,-0.5842804036112587,-0.0,1.0,-0.4412904938927244,-0.33430695698353696,0.0
2018-10-05,-0.2834527050241827,-0.5774506435499643,-0.0,1.0,-0.4442212648994371,-0.3378174802442054,0.0
2018-10-08,-0.28076425725067955,-0.5743277122423667,-0.0,1.0,-0.44696909719473255,-0.33694877681893753,0.0
2018-10-09,-0.27195066606156065,-0.5828772791585467,-0.0,1.0,-0.4603967003924291,-0.35438746362689877,0.0
2018-10-10,-0.2737027546444587,-0.5820254110612856,-0.0,1.0,-0.46153640828528725,-0.3519645526371984,0.0
2018-10-11,-0.2332441766859695,-0.5704900153210938,-0.0,1.0,-0.44400010387182215,-0.34906125840712565,0.0
2018-10-12,-0.2311859859136761,-0.5682515930961534,-0.0,1.0,-0.4390237609968783,-0.3414514589406878,0.0
2018-10-15,-0.2140412280927503,-0.5833697918007051,-0.0,1.0,-0.4352883650307538,-0.34083948838047196,0.0
2018-10-16,-0.20905250141686846,-0.5926889587304858,-0.0,1.0,-0.4344376320263795,-0.33994538616105924,0.0
2018-10-17,-0.2031170158405723,-0.5808635666836995,-0.0,1.0,-0.43119570771589166,-0.33975472662238115,0.0
2018-10-18,-0.20223483686202312,-0.5793443796665644,-0.0,1.0,-0.434616958167127,-0.34079983635061883,0.0
2018-10-19,-0.1894718140054316,-0.5703444249854057,-0.0,1.0,-0.43798065940759917,-0.3403639686286454,0.0
2018-10-22,-0.18937198067632852,-0.5605390287312484,-0.0,1.0,-0.4453852021357742,-0.3472921434019832,0.0
2018-10-23,-0.18627176101751078,-0.5623837075930976,-0.0,1.0,-0.4498508908316978,-0.35036831239007976,0.0
2018-10-24,-0.18551909079300216,-0.5585493551270592,-0.0,1.0,-0.45376069467500957,-0.3561231004980207,0.0
2018-10-25,-0.15166199742560763,-0.5324196764342142,-0.0,1.0,-0.4961510310189041,-0.34370662022664744,0.0
2018-10-26,-0.14227479617866254,-0.5235582453858851,-0.0,1.0,-0.4972990546691342,-0.33771820137047964,0.0
2018-10-29,-0.13642370894945516,-0.5246739645413062,-0.0,1.0,-0.49544921826297283,-0.3370072064434082,0.0
2018-10-30,-0.11709343946334261,-0.5289980225776577,-0.0,1.0,-0.5001626993066507,-0.35683712547871144,0.0
2018-10-31,-0.11948762591717448,-0.5169257555030469,-0.0,1.0,-0.49779878124611365,-0.35304066658375827,0.0
2018-11-01,-0.09249075092490751,-0.5450704929507049,-0.0,1.0,-0.5030246975302469,-0.35918908109189085,0.0
2018-11-02,-0.09621215887060695,-0.526097330615897,-0.0,1.0,-0.5077546353830095,-0.3553959337873441,0.0
2018-11-05,-0.0958475186998335,-0.527024676325141,-0.0,1.0,-0.507716011033523,-0.35446435227752787,0.0
2018-11-06,-0.09079782185142629,-0.5258030673927162,-0.0,1.0,-0.5161362841584654,-0.3651146525453365,0.0
2018-11-07,-0.09057319752346714,-0.5256391052526462,-0.0,1.0,-0.5154783303375274,-0.3648142600359497,0.0
2018-11-08,-0.08013194117209393,-0.5242429503236526,-0.0,1.0,-0.510800823392277,-0.3649463058951911,0.0
2018-11-09,-0.08017955458558602,-0.5241555478398889,-0.0,1.0,-0.5108129557065622,-0.3648876543822231,0.0
2018-11-12,-0.07992091931298653,-0.5101445693809465,-0.0,1.0,-0.5181267762263685,-0.36307920425058693,0.0
2018-11-13,-0.0602890739833415,-0.5073493385595297,-0.0,1.0,-0.5223174914257717,-0.3598236158745713,0.0
2018-11-14,-0.060057337482541474,-0.5077062556663645,-0.0,1.0,-0.5224571806620765,-0.3600989929185759,0.0
2018-11-15,-0.05933157173615189,-0.5077803875513799,-0.0,1.0,-0.5236836954394206,-0.355867097279311,0.0
2018-11-16,-0.05458151721435917,-0.4999265390077869,-0.0,1.0,-0.5267642881629855,-0.367427396052696,0.0
2018-11-19,-0.050405704450454884,-0.5045488074747971,-0.0,1.0,-0.5326776493730022,-0.3711826899434473,0.0
2018-11-20,-0.020530367835757055,-0.4988390565807161,-0.0,1.0,-0.5378956372968349,-0.3868263473053892,0.0
2018-11-21,-0.024542701393095095,-0.4941974560872198,-0.0,1.0,-0.537007874015748,-0.36702604482132045,0.0
2018-11-23,-0.025506993853153286,-0.4863994966361745,-0.0,1.0,-0.5402207056773632,-0.36786699578916804,0.0
2018-11-26,-0.02515784126369772,-0.4879653595877985,-0.0,1.0,-0.5391518904666296,-0.36674810711434724,0.0
2018-11-27,-0.016559404150697808,-0.4931665340950177,-0.0,1.0,-0.5370839058018174,-0.3635837732301685,0.0
2018-11-28,-0.0197708705950597,-0.4836370667569005,-0.0,1.0,-0.5447382414076473,-0.36885483637066757,0.0
2018-11-29,-0.0,-0.47505926866064796,-0.0,1.0,-0.543858808879523,-0.3757992289087382,0.0
2018-11-30,-0.0,-0.47504129857071037,-0.0,1.0,-0.5442074265603678,-0.3748713160477866,0.0
2018-12-03,-0.0,-0.4753737064009199,-0.0,1.0,-0.5447489459563051,-0.37543119969336913,0.0
2018-12-04,-0.0,-0.47721570407895053,-0.0,1.0,-0.5397022628975603,-0.3726253912877249,0.0
2018-12-06,-0.0,-0.4344111553413879,-0.0,1.0,-0.5414484251693553,-0.3520497241427474,0.0
2018-12-07,-0.0,-0.4436868093110745,-0.0,1.0,-0.5557959087702798,-0.3517987303080179,0.0
2018-12-10,-0.0,-0.4411573018015921,-0.0,1.0,-0.550114054280527,-0.3363902984032401,0.0
2018-12-11,-0.0,-0.44133531986218455,-0.0,1.0,-0.5493295465127107,-0.33729863115746345,0.0
2018-12-12,-0.0,-0.44189730686795264,-0.0,1.0,-0.5512533780635541,-0.33654831795731993,0.0
2018-12-13,-0.0,-0.44012960180315547,-0.0,1.0,-0.5691209616829451,-0.3386081893313298,0.0
2018-12-14,-0.0,-0.42394044337644593,-0.0,1.0,-0.5884043630880863,-0.3435342898202464,0.0
2018-12-17,-0.0,-0.4205006686530746,-0.0,1.0,-0.5770593341623068,-0.34859113624099664,0.0
2018-12-18,-0.0,-0.42769390696245896,-0.0,1.0,-0.5841661350910766,-0.35069813594159754,0.0
2018-12-19,-0.0,-0.429881733936909,-0.0,1.0,-0.5865664920721446,-0.3536131585808072,0.0
2018-12-20,-0.0,-0.42086890891079765,-0.0,1.0,-0.5882352941176471,-0.34949761781216093,0.0
2018-12-21,-0.0,-0.4193108955539376,-0.0,1.0,-0.5881579256406041,-0.3412405758977852,0.0
2018-12-24,-0.0,-0.40692408254739,-0.0,1.0,-0.5819637687926044,-0.3455738164160986,0.0
2018-12-26,-0.0,-0.4131387910587221,-0.0,1.0,-0.6153956731114785,-0.36730635616569635,0.0
2018-12-27,-0.0,-0.3997127586937584,-0.0,1.0,-0.589809996939232,-0.3648906364043039,0.0
2018-12-28,-0.0,-0.40017884036144574,-0.0,1.0,-0.5891613328313252,-0.3638224774096385,0.0
2018-12-31,-0.0,-0.40136038410845415,-0.0,1.0,-0.5887544718508755,-0.363490868009791,0.0
2019-01-02,-0.0,-0.40054079473312953,-0.0,1.0,-0.586738772631084,-0.36400188102515874,0.0
2019-01-03,-0.0,-0.40494557501183154,-0.0,1.0,-0.6146947468054899,-0.3466635115948888,0.0
2019-01-04,-0.0,-0.41217411820219413,-0.0,1.0,-0.5935826353662852,-0.35356847941488734,0.0
2019-01-07,-0.0,-0.389515455304929,-0.0,1.0,-0.5918035830316533,-0.3392973173674928,0.0
2019-01-08,-0.0,-0.3774734695769035,-0.0,1.0,-0.6017424347745493,-0.3378284443208675,0.0
2019-01-09,-0.0,-0.3763288940359004,-0.0,1.0,-0.6014360162130863,-0.33836711059640995,0.0
2019-01-10,-0.0,-0.3738421637643572,-0.0,1.0,-0.6044599851796961,-0.33737032234160796,0.0
2019-01-11,-0.0,-0.3581892355477261,-0.0,1.0,-0.6082471837188818,-0.35149042696212507,0.0
2019-01-14,-0.0,-0.354753053637812,-0.0,1.0,-0.5984206515966659,-0.35579209864000555,0.0
2019-01-15,-0.0,-0.3551442896421063,-0.0,1.0,-0.5979298075367945,-0.3574085626487373,0.0
