Date,BDGE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.15024398596010616,-0.7844362640184915,-0.0,-0.430727962788574,-0.4882287475387381,0.0
2018-09-25,1.0,-0.14780243378668576,-0.7886041517537581,-0.0,-0.43404438081603436,-0.4927988546886185,0.0
2018-09-26,1.0,-0.14655394755695658,-0.7881931508812151,-0.0,-0.43481874194010606,-0.4961742369967044,0.0
2018-09-27,1.0,-0.14529251113985914,-0.7955440563461261,-0.0,-0.43628000574960474,-0.497685784102343,0.0
2018-09-28,1.0,-0.14332566168009206,-0.7983889528193325,-0.0,-0.4368239355581128,-0.498331415420023,0.0
2018-10-01,1.0,-0.1434531173576546,-0.7984578646028138,-0.0,-0.4368328681992117,-0.49837442817274225,0.0
2018-10-02,1.0,-0.14231712595585053,-0.8132448420141394,-0.0,-0.4344539027557351,-0.4955706247294762,0.0
2018-10-03,1.0,-0.14362501444919662,-0.818344700034678,-0.0,-0.43405386660501677,-0.49384464223789154,0.0
2018-10-04,1.0,-0.1426210016529884,-0.825653220427457,-0.0,-0.43273497085520396,-0.4989705072064495,0.0
2018-10-05,1.0,-0.12729582996419084,-0.8206942358784799,-0.0,-0.4352835855377152,-0.5045627815640522,0.0
2018-10-08,1.0,-0.12709783644819317,-0.8214853115341286,-0.0,-0.43522343221930154,-0.5047806118027672,0.0
2018-10-09,1.0,-0.12309248554913296,-0.8217052023121388,-0.0,-0.43710982658959546,-0.5082369942196532,0.0
2018-10-10,1.0,-0.12376852627625459,-0.8211365671857394,-0.0,-0.4375234738393089,-0.5066593476439488,0.0
2018-10-11,1.0,-0.05954692556634305,-0.819727029689039,-0.0,-0.41713803292528495,-0.5177149289432953,0.0
2018-10-12,1.0,-0.060864729598220486,-0.8175170304462671,-0.0,-0.4007507298762686,-0.501320728486028,0.0
2018-10-15,1.0,-0.018148616378704872,-0.8764152268577048,-0.0,-0.4019384745048462,-0.5128810226155359,0.0
2018-10-16,1.0,-0.012629743185845687,-0.8872324266546651,-0.0,-0.40111389271750447,-0.511884335180445,0.0
2018-10-17,1.0,-0.0,-0.8653136019102091,-0.0,-0.3963961462642641,-0.5147569203431713,0.0
2018-10-18,1.0,-0.0,-0.8641827924151142,-0.0,-0.39734584524834116,-0.5147838640717399,0.0
2018-10-19,1.0,-0.0,-0.8595454419927647,-0.0,-0.39123470768550994,-0.5108392477423987,0.0
2018-10-22,1.0,-0.0,-0.8635018938870302,-0.0,-0.3909701678232741,-0.5103541706986646,0.0
2018-10-23,1.0,-0.0,-0.864550997782705,-0.0,-0.39440133037694014,-0.5126662971175167,0.0
2018-10-24,1.0,-0.0,-0.8660993929986972,-0.0,-0.393414451620056,-0.5121816014856287,0.0
2018-10-25,1.0,-0.0,-0.8599394273127753,-0.0,-0.3881332599118943,-0.5052312775330396,0.0
2018-10-26,1.0,-0.0,-0.8678412874583795,-0.0,-0.39378468368479463,-0.5130410654827969,0.0
2018-10-29,1.0,-0.0,-0.8776307044749667,-0.0,-0.3751384581302614,-0.5163934426229508,0.0
2018-10-30,1.0,-0.0,-0.8770943501252434,-0.0,-0.37188978569440573,-0.5342053993876983,0.0
2018-10-31,1.0,-0.0,-0.8603531300160514,-0.0,-0.3743288869209055,-0.5327945978856479,0.0
2018-11-01,1.0,-0.0,-0.8713222065376844,-0.0,-0.36740568518364747,-0.5291317224390379,0.0
2018-11-02,1.0,-0.0,-0.8455051535027284,-0.0,-0.3821859670396296,-0.5281926913961307,0.0
2018-11-05,1.0,-0.0,-0.8543790993771703,-0.0,-0.3818001433059582,-0.5196770104172408,0.0
2018-11-06,1.0,-0.0,-0.8615117337230787,-0.0,-0.3809392493726388,-0.5151807627609409,0.0
2018-11-07,1.0,-0.0,-0.8613607542592491,-0.0,-0.3804653470805535,-0.5149418316149308,0.0
2018-11-08,1.0,-0.0,-0.8583782600366711,-0.0,-0.364576776771298,-0.5136969431597384,0.0
2018-11-09,1.0,-0.0,-0.862412322926695,-0.0,-0.37172328428001655,-0.516517672947325,0.0
2018-11-12,1.0,-0.0,-0.8535321691932345,-0.0,-0.37358480221497303,-0.5141862441404643,0.0
2018-11-13,1.0,-0.0,-0.849122807017544,-0.0,-0.36434108527131787,-0.506514347885217,0.0
2018-11-14,1.0,-0.0,-0.8490853658536585,-0.0,-0.36609864982578394,-0.5069686411149825,0.0
2018-11-15,1.0,-0.0,-0.852969361772034,-0.0,-0.3675218355556772,-0.5175368945595926,0.0
2018-11-16,1.0,-0.0,-0.854155819243101,-0.0,-0.36872105450659065,-0.5175522731632457,0.0
2018-11-19,1.0,-0.0,-0.8540073982737362,-0.0,-0.36851623510069875,-0.5175777503767639,0.0
2018-11-20,1.0,-0.0,-0.843939930773214,-0.0,-0.35839851734757844,-0.523125562126952,0.0
2018-11-21,1.0,-0.0,-0.8421109578295328,-0.0,-0.35581162595688276,-0.5070464443182126,0.0
2018-11-23,1.0,-0.0,-0.8323108937113206,-0.0,-0.3613220549685161,-0.5088506337324,0.0
2018-11-26,1.0,-0.0,-0.840644026518739,-0.0,-0.3590853741036396,-0.506237315654174,0.0
2018-11-27,1.0,-0.0,-0.8448610736444565,-0.0,-0.35211761532236313,-0.5005934718100891,0.0
2018-11-28,1.0,-0.0,-0.8485764404263932,-0.0,-0.3505329914991229,-0.49960868978545403,0.0
2018-11-29,1.0,-0.0,-0.8392163169038621,-0.0,-0.34359840261585056,-0.4973600278738174,0.0
