Date,ARKW,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4320121373032429,-0.4733819186692314,-0.3874454769580884,-0.26190024653897215,-0.15450678659478204,0.0
2018-09-25,1.0,-0.433141030849652,-0.47225156415048347,-0.389317732455784,-0.26088134124211154,-0.1528940169551204,0.0
2018-09-26,1.0,-0.4340711441033838,-0.47343610305870876,-0.3912654764162445,-0.26049145241255994,-0.14995529787868117,0.0
2018-09-27,1.0,-0.43574677786201665,-0.46891584533737685,-0.3925051445900574,-0.2605870248023395,-0.14989710819885196,0.0
2018-09-28,1.0,-0.4365808076704315,-0.4683784296199995,-0.3922970667100025,-0.26096259581268116,-0.15026678584003686,0.0
2018-10-01,1.0,-0.43912430144864634,-0.4674461505072975,-0.3914871683576583,-0.26346915522760567,-0.15129401551733493,0.0
2018-10-02,1.0,-0.4403049872469746,-0.4559342269495849,-0.3952352526184404,-0.2668095729093179,-0.1550984967710425,0.0
2018-10-03,1.0,-0.44117327244060234,-0.463138150383298,-0.39599304083075076,-0.26575327570271295,-0.1523405643451313,0.0
2018-10-04,1.0,-0.44229149115417016,-0.46071690626953277,-0.3960920727233198,-0.2674674565861347,-0.15104492214039186,0.0
2018-10-05,1.0,-0.4447976957147904,-0.46270481780386397,-0.39773375723485777,-0.26515583815657184,-0.14695252846390044,0.0
2018-10-08,1.0,-0.4451632192655813,-0.46323829197358046,-0.39811366910385687,-0.26479302003207306,-0.1467478459405833,0.0
2018-10-09,1.0,-0.4497452524316813,-0.4649483693431054,-0.40645178868212406,-0.26194044083589896,-0.14148707190147944,0.0
2018-10-10,1.0,-0.4504276297870022,-0.4641553630767554,-0.40736503786021677,-0.26202538541155956,-0.13978318897423325,0.0
2018-10-11,1.0,-0.44774989182172226,-0.4634898312418867,-0.40409995672868887,-0.2555711813067936,-0.13357312851579406,0.0
2018-10-12,1.0,-0.455656836461126,-0.4591152815013405,-0.40788203753351204,-0.2417426273458445,-0.11656836461126005,0.0
2018-10-15,1.0,-0.46444032158317866,-0.4494366916727165,-0.4175741442822188,-0.2426662364550563,-0.1147051706057917,0.0
2018-10-16,1.0,-0.4643865451318867,-0.4494635798983625,-0.41752036783092683,-0.24272001290634831,-0.1147589470570837,0.0
2018-10-17,1.0,-0.46399033297529535,-0.44771750805585386,-0.41729323308270677,-0.24199785177228786,-0.11425886143931256,0.0
2018-10-18,1.0,-0.46530689025045685,-0.4500698699344297,-0.41620982478770285,-0.24110501988605823,-0.11461356551650005,0.0
2018-10-19,1.0,-0.4655731553697301,-0.4485272439763073,-0.4169815871994854,-0.23883037174023744,-0.11026238910776984,0.0
2018-10-22,1.0,-0.4641227928943273,-0.45325497772768747,-0.42110771212365156,-0.23635485429077446,-0.10859764933183062,0.0
2018-10-23,1.0,-0.46712133823805824,-0.4533200869962141,-0.42711382004672016,-0.23142603979271273,-0.10611390059877024,0.0
2018-10-24,1.0,-0.4704018048990116,-0.4500429737859905,-0.4201493339063172,-0.23477116458960035,-0.11049634722819082,0.0
2018-10-25,1.0,-0.4683202947694444,-0.4444236776760206,-0.42172856646997575,-0.23261153979654503,-0.10290230422129068,0.0
2018-10-26,1.0,-0.47153903984534423,-0.4488776715712598,-0.42482010525185265,-0.2324938245086457,-0.1072924497905703,0.0
2018-10-29,1.0,-0.47050625787259126,-0.45040602470988655,-0.4244097231527886,-0.22927665960925145,-0.10543242301610699,0.0
2018-10-30,1.0,-0.46681137283275714,-0.45094728943912965,-0.4219256639065306,-0.23021679127475414,-0.10984269903797196,0.0
2018-10-31,1.0,-0.467210920770878,-0.448634903640257,-0.4223233404710921,-0.22957708779443256,-0.10891327623126337,0.0
2018-11-01,1.0,-0.48304513205103994,-0.43572796676468206,-0.43545819957376786,-0.23232350481534436,-0.11109012921848445,0.0
2018-11-02,1.0,-0.4815585960737656,-0.44224217186739495,-0.43613109080093015,-0.23127467416581038,-0.112811638094208,0.0
2018-11-05,1.0,-0.4797523788927335,-0.44715073529411764,-0.43612132352941174,-0.23164467993079585,-0.10864511245674739,0.0
2018-11-06,1.0,-0.4887547700885004,-0.45489729086037517,-0.4308100354542748,-0.22918076267287343,-0.10279033262063926,0.0
2018-11-07,1.0,-0.4867730592372194,-0.4546659453611036,-0.43394644306194213,-0.22740059507708957,-0.10210981877197728,0.0
2018-11-08,1.0,-0.48154335291264744,-0.455757935011047,-0.42908336476801207,-0.22452443821738427,-0.1034919437409064,0.0
2018-11-09,1.0,-0.4852443939516892,-0.4595742378749763,-0.4255727771917011,-0.22670345424544885,-0.10784711515053153,0.0
2018-11-12,1.0,-0.4855566374553717,-0.45986151682354215,-0.42575462512171375,-0.22627934653251108,-0.10729741425943957,0.0
2018-11-13,1.0,-0.48811067877215736,-0.4608463035019455,-0.4274481193255512,-0.22316796368352787,-0.1025724167747514,0.0
2018-11-14,1.0,-0.49036900768315117,-0.46050211016123793,-0.4267665837030624,-0.22484038523969266,-0.10285683367600908,0.0
2018-11-15,1.0,-0.4911090692898065,-0.4613014809209815,-0.4262241919792455,-0.22657010052967247,-0.09720570749108205,0.0
2018-11-16,1.0,-0.49208929345470304,-0.4656480277416558,-0.426853055916775,-0.22821846553966188,-0.096364325964456,0.0
2018-11-19,1.0,-0.492788982867057,-0.46353827803079595,-0.4351008458035134,-0.22446324007807417,-0.09504445890262417,0.0
2018-11-20,1.0,-0.5061183331970676,-0.4690540430054779,-0.4458071021720765,-0.2210230834219061,-0.08328564031286623,0.0
2018-11-21,1.0,-0.5097842584562012,-0.4653078924544666,-0.45170208152645275,-0.21647333044232436,-0.0670262359063313,0.0
2018-11-23,1.0,-0.5096476964769648,-0.4644715447154471,-0.4519241192411924,-0.21677506775067754,-0.06720867208672086,0.0
2018-11-26,1.0,-0.5095776097970685,-0.4658213443875478,-0.4515971714216045,-0.21601777344279174,-0.06637947384106858,0.0
2018-11-27,1.0,-0.5111370674200032,-0.46590970826316075,-0.45431085999891346,-0.21752594121801486,-0.06750149399684902,0.0
