Date,HAL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.29388144014156403,-0.782379364323147,-0.04883277751310147,-0.6194106036888314,-0.6584768256993125,0.0
2018-09-25,1.0,-0.29901192504258944,-0.7808517887563884,-0.05526405451448041,-0.6176831345826236,-0.6543441226575809,0.0
2018-09-26,1.0,-0.3008559833577738,-0.7835146472052655,-0.0584865122941036,-0.6175698257340654,-0.6498993963782697,0.0
2018-09-27,1.0,-0.30223524601335694,-0.7787924219708328,-0.059765571759574754,-0.6171800463404661,-0.649379855526782,0.0
2018-09-28,1.0,-0.29916746280878936,-0.7836426914153133,-0.06056366862290159,-0.6181247440971748,-0.6505049815749965,0.0
2018-10-01,1.0,-0.2995769073290569,-0.7830967653882899,-0.06073427050634639,-0.6182271052272417,-0.6504026204449297,0.0
2018-10-02,1.0,-0.30364164814498207,-0.7615318857924431,-0.0690374422978287,-0.6263292870576167,-0.658847666267738,0.0
2018-10-03,1.0,-0.3052371473676986,-0.7478207152172422,-0.06589333516370376,-0.6378612121628116,-0.6751321298647814,0.0
2018-10-04,1.0,-0.3070828331332533,-0.743886125878923,-0.06650660264105643,-0.6398559423769508,-0.6725776024695592,0.0
2018-10-05,1.0,-0.29197454844006565,-0.7368979200875752,-0.05127941981390257,-0.6525041050903119,-0.6882183908045977,0.0
2018-10-08,1.0,-0.29021122428053864,-0.7341240002734295,-0.04617540501743113,-0.6584182104039921,-0.6889055984687948,0.0
2018-10-09,1.0,-0.28905902860853816,-0.7345250709231979,-0.0433058755169703,-0.6600129883446696,-0.6910824759886524,0.0
2018-10-10,1.0,-0.2909687564093799,-0.7331305120667259,-0.0453271347508033,-0.661345457031517,-0.6875640937991385,0.0
2018-10-11,1.0,-0.25322446258956843,-0.7264455924012665,-0.0,-0.6529578403599401,-0.6998500249958342,0.0
2018-10-12,1.0,-0.2540999802410591,-0.7181387077652639,-0.0,-0.6375222288085359,-0.6833959033129158,0.0
2018-10-15,1.0,-0.22753723246868526,-0.742709668935135,-0.0,-0.6327053950093698,-0.6846829075845744,0.0
2018-10-16,1.0,-0.22218567010987567,-0.7525166129350617,-0.0,-0.6315547075465492,-0.6834331206000395,0.0
2018-10-17,1.0,-0.20080997894054756,-0.7149198120848859,-0.0,-0.6291268427020897,-0.69505912846266,0.0
2018-10-18,1.0,-0.20154360022051432,-0.7174498167785452,-0.0,-0.6282712326101761,-0.6955929565132796,0.0
2018-10-19,1.0,-0.1962641068880529,-0.7197107277208457,-0.0,-0.6295239330652483,-0.6974640031132442,0.0
2018-10-22,1.0,-0.1970547212040611,-0.7204255733238184,-0.0,-0.6291478802426287,-0.6970709396996335,0.0
2018-10-23,1.0,-0.1911851126346719,-0.726901730329742,-0.0,-0.641005550114267,-0.7056807051909892,0.0
2018-10-24,1.0,-0.1898192042370942,-0.7308006669500116,-0.0,-0.6423317095498088,-0.7064112204531338,0.0
2018-10-25,1.0,-0.1627840366622112,-0.6943224492393865,-0.0,-0.6428298644261982,-0.6825472598816116,0.0
2018-10-26,1.0,-0.1498612687602472,-0.6830621768192711,-0.0,-0.6455732122587968,-0.6744860638163703,0.0
2018-10-29,1.0,-0.12045762551608936,-0.703425887988906,-0.0,-0.6376185823694411,-0.6901887862838412,0.0
2018-10-30,1.0,-0.12995831227892876,-0.7050909550277918,-0.0,-0.6389274886306215,-0.6841839312784235,0.0
2018-10-31,1.0,-0.13212524732263434,-0.6923463459062215,-0.0,-0.6360981124964667,-0.6800351747746616,0.0
2018-11-01,1.0,-0.10966262486649493,-0.712194509015518,-0.0,-0.6372117861406044,-0.6822265502293146,0.0
2018-11-02,1.0,-0.1156345685184028,-0.6844966568768356,-0.0,-0.6464100481159782,-0.6778728988314691,0.0
2018-11-05,1.0,-0.11113541894552616,-0.6981592024252274,-0.0,-0.648154514485733,-0.6678438603619089,0.0
2018-11-06,1.0,-0.10535736716492904,-0.6964891345308378,-0.0,-0.6581459615626177,-0.6802851400577816,0.0
2018-11-07,1.0,-0.10478252683110527,-0.6965731500659009,-0.0,-0.656938429674261,-0.6798782401305467,0.0
2018-11-08,1.0,-0.08766082053518581,-0.6954300489081336,-0.0,-0.6499797514096134,-0.6821282826080184,0.0
2018-11-09,1.0,-0.09125641989227108,-0.700645120881874,-0.0,-0.6526055367656269,-0.6871476888387824,0.0
2018-11-12,1.0,-0.09033908350750225,-0.6873381788688898,-0.0,-0.6571419658732881,-0.6845930685965623,0.0
2018-11-13,1.0,-0.07210332331898286,-0.6838355994672778,-0.0,-0.6581906030290829,-0.6830922662371852,0.0
2018-11-14,1.0,-0.0692690030708836,-0.7108937221008643,-0.0,-0.6805014721246083,-0.7051951752303163,0.0
2018-11-15,1.0,-0.06837228424148509,-0.7125960595806584,-0.0,-0.6847032035672497,-0.6967837829290662,0.0
2018-11-16,1.0,-0.06612195968327077,-0.7054796681283321,-0.0,-0.6831130319568441,-0.6999274425060728,0.0
2018-11-19,1.0,-0.06687275250772821,-0.7051921014447038,-0.0,-0.6826067755977541,-0.6997034887388808,0.0
2018-11-20,1.0,-0.0037875201212006437,-0.7027112331534261,-0.0,-0.7032793611716062,-0.7464886532209702,0.0
2018-11-21,1.0,-0.0,-0.7036394053218018,-0.0,-0.7047126037688204,-0.7481140115526657,0.0
2018-11-23,1.0,-0.0,-0.7047549886334933,-0.0,-0.7044708259661531,-0.7481371558474362,0.0
2018-11-26,1.0,-0.001814477621442669,-0.703189660660852,-0.0,-0.7179919780989369,-0.7602661233844783,0.0
2018-11-27,1.0,-0.0016903744338840339,-0.7042482617847803,-0.0,-0.7207373859794604,-0.7626778082541303,0.0
2018-11-28,1.0,-0.0033813959423248693,-0.6995980604823275,-0.0,-0.7229807324231211,-0.7640359831568203,0.0
2018-11-29,1.0,-0.0,-0.6832780672666983,-0.0,-0.711479551555345,-0.7633349123638087,0.0
2018-11-30,1.0,-0.0,-0.6832033347017399,-0.0,-0.7114977737076452,-0.7631603877853917,0.0
2018-12-03,1.0,-0.0,-0.6858362314258615,-0.0,-0.7122984508378122,-0.7634208030350932,0.0
2018-12-04,1.0,-0.0,-0.6891363130268808,-0.0,-0.7219659615078734,-0.7700652139335136,0.0
2018-12-06,1.0,-0.0,-0.6413094164827308,-0.0,-0.7176920446420244,-0.7497746137345727,0.0
2018-12-07,1.0,-0.0,-0.6488369903004049,-0.0,-0.7236714065982358,-0.7665191323727908,0.0
2018-12-10,1.0,-0.0,-0.6497322873863777,-0.0,-0.7175320632548873,-0.7456730170588968,0.0
2018-12-11,1.0,-0.0,-0.6507506385099359,-0.0,-0.7145081916152743,-0.7494237837164393,0.0
2018-12-12,1.0,-0.0,-0.6519786696603985,-0.0,-0.7140362366295568,-0.7524557956777996,0.0
2018-12-13,1.0,-0.0,-0.6588931321605208,-0.0,-0.7142365241344769,-0.7571526951731046,0.0
2018-12-14,1.0,-0.0,-0.641384065692973,-0.0,-0.732119350592365,-0.7607033159907227,0.0
2018-12-17,1.0,-0.0,-0.640041331371137,-0.0,-0.7294673889219402,-0.7616244481322605,0.0
2018-12-18,1.0,-0.0,-0.6254129526896466,-0.0,-0.7241787695568161,-0.7670635167986039,0.0
2018-12-19,1.0,-0.0,-0.6254324450677886,-0.0,-0.72420134019012,-0.7670874240299205,0.0
2018-12-20,1.0,-0.0,-0.6304388597149287,-0.0,-0.7254001000250063,-0.7699424856214054,0.0
2018-12-21,1.0,-0.0,-0.6287838720716797,-0.0,-0.7250723330118533,-0.7572410789285381,0.0
2018-12-24,1.0,-0.0,-0.6309724039120413,-0.0,-0.7268423347660874,-0.7568367283373825,0.0
2018-12-26,1.0,-0.0,-0.6339887466765597,-0.0,-0.7102887528597044,-0.7472948741730043,0.0
2018-12-27,1.0,-0.0,-0.6057388636568714,-0.0,-0.6598189310313713,-0.7422323818690408,0.0
2018-12-28,1.0,-0.0,-0.6084342781568427,-0.0,-0.6579398238600499,-0.7394270942919835,0.0
2018-12-31,1.0,-0.0,-0.61040288634997,-0.0,-0.6574263379434756,-0.7387853277209862,0.0
2019-01-02,1.0,-0.0,-0.6094623009912887,-0.0,-0.6553920096124963,-0.7390507659957946,0.0
2019-01-03,1.0,-0.0,-0.6128594682582745,-0.0,-0.6480979080002411,-0.7534514981612106,0.0
2019-01-04,1.0,-0.0,-0.6163997360686222,-0.0,-0.625457381080919,-0.757393077799772,0.0
2019-01-07,1.0,-0.0,-0.6025351778186784,-0.0,-0.6188030635872469,-0.7472540521284807,0.0
2019-01-08,1.0,-0.0,-0.5971538689593833,-0.0,-0.6217313963830419,-0.7458345686332642,0.0
2019-01-09,1.0,-0.0,-0.5940573527669155,-0.0,-0.6212525180708615,-0.7471264367816091,0.0
2019-01-10,1.0,-0.0,-0.5996552339059621,-0.0,-0.6211733935683291,-0.7512928728526422,0.0
2019-01-11,1.0,-0.0,-0.6005200860832137,-0.0,-0.6277797704447632,-0.760670731707317,0.0
2019-01-14,1.0,-0.0,-0.6029890898221492,-0.0,-0.6311762068450156,-0.7549245254819907,0.0
2019-01-15,1.0,-0.0,-0.6002034892420025,-0.0,-0.6302480773259119,-0.762037286411108,0.0
